candidate_id,split,surface_axis,replay_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,final_phi_mae_deg,final_theta_mae_deg,final_psi_mae_deg,primary_antisym_residual,claim_boundary
CST01_attached_prior_active_post_relief,all,all,174,0.2265804445,0.5037059765,0.2051447754,14.67913029,10.05204826,16.36138723,0.4194253919,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST01_attached_prior_active_post_relief,all,aileron,59,0.3583037058,0.5235662228,0.2981142927,20.08712049,7.158613025,25.44966475,0.2386021326,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST01_attached_prior_active_post_relief,all,elevator,57,0.1475826341,0.4673861962,0.1671376006,10.05902152,16.86462293,7.480279915,0.5489534366,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST01_attached_prior_active_post_relief,all,rudder,58,0.1702218717,0.5191968892,0.1479242141,13.7183506,6.300253834,15.84440005,0.4707206063,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST01_attached_prior_active_post_relief,train,all,144,0.2239345678,0.5161693462,0.2137580804,14.7855444,9.827702144,16.07285014,0.4696178248,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST01_attached_prior_active_post_relief,train,aileron,49,0.3522393779,0.5539286358,0.3001061775,20.50386192,6.889740592,24.033082,0.2609645493,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST01_attached_prior_active_post_relief,train,elevator,47,0.1548405872,0.4749702385,0.1908034374,9.865371859,16.92771027,7.817238299,0.6409467473,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST01_attached_prior_active_post_relief,train,rudder,48,0.1606112634,0.5179641976,0.1480874859,13.76576421,5.874779939,16.03040006,0.5069421778,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST01_attached_prior_active_post_relief,heldout,all,30,0.239280653,0.443881802,0.1638009113,14.16834256,11.12890964,17.74636525,0.3950139796,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST01_attached_prior_active_post_relief,heldout,aileron,10,0.3880189125,0.3747903992,0.2883540574,18.04508747,8.476087946,32.39092026,0.2595890972,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST01_attached_prior_active_post_relief,heldout,elevator,10,0.1134702544,0.4317411977,0.05590816715,10.96917493,16.56811246,5.896575511,0.3309031188,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST01_attached_prior_active_post_relief,heldout,rudder,10,0.216352792,0.5251138092,0.1471405094,13.49076529,8.342528529,14.95159998,0.5945497229,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST02_attached_prior_scalar_transition,all,all,174,0.2326410477,0.5035997628,0.2074957657,14.99625455,10.98749619,17.4401226,0.5076054261,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST02_attached_prior_scalar_transition,all,aileron,59,0.3693245526,0.5262176091,0.2976950806,20.66508969,7.383883776,28.11386357,0.2959869049,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST02_attached_prior_scalar_transition,all,elevator,57,0.1546758795,0.4643175476,0.1747482292,10.42883622,19.48702581,8.015582082,0.7561087672,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST02_attached_prior_scalar_transition,all,rudder,58,0.1702218717,0.5191968892,0.1479242141,13.7183506,6.300253834,15.84440005,0.4707206063,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST02_attached_prior_scalar_transition,train,all,144,0.2286719723,0.5165919352,0.2139906352,15.06504798,10.75687023,17.02409791,0.5528633566,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST02_attached_prior_scalar_transition,train,aileron,49,0.3615951218,0.5576474169,0.2998617258,21.21317922,7.238675111,26.54601629,0.3167111655,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST02_attached_prior_scalar_transition,train,elevator,47,0.1596013277,0.4723879522,0.1917707997,9.982222228,19.41074032,8.111831865,0.8349367265,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST02_attached_prior_scalar_transition,train,rudder,48,0.1606112634,0.5179641976,0.1480874859,13.76576421,5.874779939,16.03040006,0.5069421778,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST02_attached_prior_scalar_transition,heldout,all,30,0.2516926094,0.4412373352,0.1763203923,14.66604609,12.09450079,19.43704111,0.4480780732,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST02_attached_prior_scalar_transition,heldout,aileron,10,0.4071987638,0.3722115508,0.2870785193,17.97945099,8.095406236,35.79631525,0.2903992316,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST02_attached_prior_scalar_transition,heldout,elevator,10,0.1315262725,0.4263866456,0.09474214811,12.52792199,19.84556762,7.563208104,0.459285265,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST02_attached_prior_scalar_transition,heldout,rudder,10,0.216352792,0.5251138092,0.1471405094,13.49076529,8.342528529,14.95159998,0.5945497229,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST03_mild_authority_decay,all,all,174,0.2315791179,0.5043069822,0.2057285182,14.9531569,10.4824123,17.43773103,0.4698255891,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST03_mild_authority_decay,all,aileron,59,0.3698270973,0.526249541,0.2976560061,20.67572984,7.436243049,28.23575821,0.2968349505,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST03_mild_authority_decay,all,elevator,57,0.1512981849,0.4660055766,0.1694453772,10.23406102,17.89275991,7.661730696,0.6344251279,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST03_mild_authority_decay,all,rudder,58,0.1698443317,0.51962714,0.1478736433,13.76965107,6.298518708,16.06097959,0.4782166889,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST03_mild_authority_decay,train,all,144,0.2282656251,0.5172599257,0.214040232,15.07003034,10.30442341,17.0784245,0.5159332254,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST03_mild_authority_decay,train,aileron,49,0.3619909727,0.5578231079,0.2998800386,21.22995574,7.307630261,26.66620339,0.3174212162,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST03_mild_authority_decay,train,elevator,47,0.158324904,0.4737571293,0.191988064,9.937865847,17.95294163,7.940028168,0.7157433766,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST03_mild_authority_decay,train,rudder,48,0.1602379555,0.5184481654,0.148004844,13.80701755,5.874475658,16.23891329,0.5146350833,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST03_mild_authority_decay,heldout,all,30,0.2474838834,0.4421328534,0.1658322922,14.39216442,11.33675897,19.16240239,0.4048585498,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST03_mild_authority_decay,heldout,aileron,10,0.4082241078,0.371539063,0.286758247,17.96002294,8.06644571,35.9265768,0.2921163187,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST03_mild_authority_decay,heldout,elevator,10,0.1182726051,0.4295732791,0.06349474901,11.62617835,17.60990584,6.353732579,0.3216440413,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST03_mild_authority_decay,heldout,rudder,10,0.2159549373,0.5252862183,0.1472438804,13.59029196,8.333925351,15.2068978,0.6008152893,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST04_conservative_decay,all,all,174,0.2397043935,0.505132957,0.2067052377,15.48171242,11.65723815,18.93314166,0.5690947736,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST04_conservative_decay,all,aileron,59,0.3821393608,0.5290922943,0.2970559506,21.33366718,8.092940835,30.82345132,0.3730650298,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST04_conservative_decay,all,elevator,57,0.1626187685,0.4635932063,0.1731214559,10.67465484,20.80010838,8.302052043,0.8041440613,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST04_conservative_decay,all,rudder,58,0.1705702133,0.5215840757,0.1478015051,14.25303916,6.297754339,17.28562164,0.5300752297,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST04_conservative_decay,train,all,144,0.2349941559,0.5188921496,0.2128881844,15.52853022,11.50992115,18.43540095,0.6185509381,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST04_conservative_decay,train,aileron,49,0.3725599393,0.5615190093,0.2996197635,21.91498776,8.155182438,29.1307206,0.3970462402,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST04_conservative_decay,train,elevator,47,0.1670902932,0.4716302095,0.1888621695,10.09644005,20.75224015,8.293736616,0.8873942827,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST04_conservative_decay,train,rudder,48,0.1610516175,0.5216545467,0.1478751705,14.32794311,5.884779548,17.4476418,0.5712122916,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST04_conservative_decay,heldout,all,30,0.2623135339,0.4390888322,0.1770270935,15.25698697,12.36435979,21.32229709,0.4771314073,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST04_conservative_decay,heldout,aileron,10,0.4290785263,0.3702013908,0.2844932671,18.48519632,7.787956978,39.11783183,0.3204592126,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST04_conservative_decay,heldout,elevator,10,0.1416026022,0.4258192911,0.09914010223,13.39226437,21.02508906,8.341134551,0.4862117321,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST04_conservative_decay,heldout,rudder,10,0.2162594732,0.5212458146,0.1474479112,13.89350021,8.280033339,16.50792488,0.6247232771,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST05_lower_bound_limited,all,all,174,0.2201509362,0.5035889981,0.2069384672,14.37846584,9.171265073,15.13870948,0.3083935272,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST05_lower_bound_limited,all,aileron,59,0.34831484,0.5211274265,0.2985129483,19.73697213,7.088322554,22.45168321,0.180626918,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST05_lower_bound_limited,all,elevator,57,0.1388714948,0.470585027,0.1721486912,9.698698302,14.24358523,7.226092492,0.2935998228,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST05_lower_bound_limited,all,rudder,58,0.1696553816,0.5181831201,0.1479750681,13.52665341,6.305254033,15.47584255,0.4509538407,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST05_lower_bound_limited,train,all,144,0.2174079183,0.5152018723,0.2140744196,14.47179585,9.070117167,14.93308053,0.365113694,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST05_lower_bound_limited,train,aileron,49,0.3439403894,0.5499517614,0.3003742149,19.98642844,6.702371332,21.23206011,0.2049364991,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST05_lower_bound_limited,train,elevator,47,0.1441344136,0.4778486065,0.1914206145,9.662701622,14.80152327,7.595961789,0.4050116055,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST05_lower_bound_limited,train,rudder,48,0.1599863274,0.5163031,0.1481585628,13.55117985,5.875189234,15.68713432,0.4853929772,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST05_lower_bound_limited,heldout,all,30,0.233317422,0.4478472018,0.1726858957,13.93048181,9.656775023,16.12572841,0.3879177761,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST05_lower_bound_limited,heldout,aileron,10,0.3697496479,0.3798881854,0.289392742,18.51463622,8.979483538,28.4278364,0.2238769128,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST05_lower_bound_limited,heldout,elevator,10,0.1141357764,0.4364462035,0.08157065159,9.867882698,11.62127647,5.487706795,0.3538626072,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST05_lower_bound_limited,heldout,rudder,10,0.2160668416,0.5272072165,0.1470942936,13.40892652,8.369565065,14.46164204,0.5860138084,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST06_active_post_with_attached_prior,all,all,174,0.235393268,0.5042337599,0.2054244006,14.9021662,10.83501957,17.28452367,0.4625964311,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST06_active_post_with_attached_prior,all,aileron,59,0.3693245526,0.5262176091,0.2976950806,20.66508969,7.383883776,28.11386357,0.2959869049,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST06_active_post_with_attached_prior,all,elevator,57,0.1630773941,0.4662529073,0.1684251145,10.14161916,19.02157089,7.54059588,0.6210817822,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST06_active_post_with_attached_prior,all,rudder,58,0.1702218717,0.5191968892,0.1479242141,13.7183506,6.300253834,15.84440005,0.4707206063,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST06_active_post_with_attached_prior,train,all,144,0.2317789332,0.5170578421,0.2138295655,15.04751179,10.63992634,16.95408069,0.5149557709,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST06_active_post_with_attached_prior,train,aileron,49,0.3615951218,0.5576474169,0.2998617258,21.21317922,7.238675111,26.54601629,0.3167111655,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST06_active_post_with_attached_prior,train,elevator,47,0.1691205272,0.4738154117,0.1912773096,9.928494334,19.05244416,7.89731102,0.7212139693,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST06_active_post_with_attached_prior,train,rudder,48,0.1606112634,0.5179641976,0.1480874859,13.76576421,5.874779939,16.03040006,0.5069421778,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST06_active_post_with_attached_prior,heldout,all,30,0.2527420746,0.4426781654,0.1650796087,14.20450737,11.77146709,18.87064999,0.4089942142,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST06_active_post_with_attached_prior,heldout,aileron,10,0.4071987638,0.3722115508,0.2870785193,17.97945099,8.095406236,35.79631525,0.2903992316,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST06_active_post_with_attached_prior,heldout,elevator,10,0.1346746681,0.4307091363,0.06101979726,11.14330582,18.8764665,5.864034724,0.342033688,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST06_active_post_with_attached_prior,heldout,rudder,10,0.216352792,0.5251138092,0.1471405094,13.49076529,8.342528529,14.95159998,0.5945497229,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST07_deep_post_relief,all,all,174,0.2189878466,0.5029267117,0.2054295429,14.46115033,9.297221711,15.25269545,0.3723627485,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST07_deep_post_relief,all,aileron,59,0.3488039797,0.521161592,0.2985445443,19.71897957,7.108749407,22.57476289,0.1816215649,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST07_deep_post_relief,all,elevator,57,0.1348147085,0.4685279465,0.1675097963,9.969727458,14.60694086,7.44665139,0.4845128399,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST07_deep_post_relief,all,rudder,58,0.1696553816,0.5181831201,0.1479750681,13.52665341,6.305254033,15.47584255,0.4509538407,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST07_deep_post_relief,train,all,144,0.2164085637,0.5146940754,0.2141442344,14.50434719,9.060604639,15.03161582,0.4219054144,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST07_deep_post_relief,train,aileron,49,0.3443156081,0.5500922155,0.3004486752,19.96143109,6.737629174,21.35949114,0.2058405992,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST07_deep_post_relief,train,elevator,47,0.1406813757,0.4761463725,0.1915568864,9.788494458,14.73562033,7.765003504,0.574482667,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST07_deep_post_relief,train,rudder,48,0.1599863274,0.5163031,0.1481585628,13.55117985,5.875189234,15.68713432,0.4853929772,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST07_deep_post_relief,heldout,all,30,0.2313684049,0.4464433659,0.1635990233,14.25380541,10.43298365,16.31387766,0.3746386187,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST07_deep_post_relief,heldout,aileron,10,0.3707970005,0.3794015369,0.2892143032,18.53096716,8.927238546,28.52959449,0.225886053,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST07_deep_post_relief,heldout,elevator,10,0.1072413726,0.4327213442,0.05448847302,10.82152256,14.00214735,5.950396453,0.3120159948,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST07_deep_post_relief,heldout,rudder,10,0.2160668416,0.5272072165,0.1470942936,13.40892652,8.369565065,14.46164204,0.5860138084,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST08_balanced_mid_decay,all,all,174,0.2305407483,0.50435582,0.2014636415,13.77542468,9.913761369,16.50755664,0.4146100832,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST08_balanced_mid_decay,all,aileron,59,0.3667700646,0.5273945947,0.2847472141,17.53588351,6.934811618,26.77455273,0.2139093827,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST08_balanced_mid_decay,all,elevator,57,0.1434486486,0.4666412343,0.1694797293,10.17721627,16.75142316,7.613507355,0.6000906054,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST08_balanced_mid_decay,all,rudder,58,0.1775531626,0.517984159,0.1481766106,13.48630069,6.224301258,14.80424698,0.4298302616,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST08_balanced_mid_decay,train,all,144,0.2277316892,0.517053833,0.2098702131,13.83294115,9.688421185,16.14549478,0.4595177331,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST08_balanced_mid_decay,train,aileron,49,0.3595492917,0.558760603,0.2865697933,17.90361138,6.70342212,25.23380779,0.2327065347,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST08_balanced_mid_decay,train,elevator,47,0.1508954187,0.4744090446,0.1925963886,9.894047927,16.8058581,7.879283735,0.6790024504,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST08_balanced_mid_decay,train,rudder,48,0.1684034016,0.5162345272,0.1484866781,13.53429824,5.766450757,14.96184022,0.4668442141,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST08_balanced_mid_decay,heldout,all,30,0.2440242322,0.4434053575,0.1611120979,13.49934565,10.99539425,18.24545356,0.3795772041,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST08_balanced_mid_decay,heldout,aileron,10,0.4021518516,0.3737011545,0.2758165763,15.73401699,8.068620157,34.32420292,0.2820190788,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST08_balanced_mid_decay,heldout,elevator,10,0.1084488295,0.4301325261,0.06083143055,11.5081075,16.49557894,6.364358367,0.2993127585,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
CST08_balanced_mid_decay,heldout,rudder,10,0.2214720153,0.5263823918,0.146688287,13.25591246,8.421983665,14.04779939,0.557399775,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
