candidate_id,split,surface_axis,alpha_regime,command_abs,replay_count,positive_count,negative_count,mean_actual_max_abs_alpha_deg,max_actual_max_abs_alpha_deg,mean_actual_alpha_gt_20_s,mean_actual_alpha_gt_30_s,dx_mae_m,dy_mae_m,altitude_loss_mae_m,final_phi_mae_deg,final_theta_mae_deg,final_psi_mae_deg,primary_metric,actual_antisymmetric_response,sim_antisymmetric_response,primary_antisym_residual,claim_boundary
C0_frozen_neutral,all,aileron,normal,0.2,1,1,0,13.340204,13.340204,0,0,0.2744786138,0.7414064913,0.4380554723,3.643582347,7.484296466,0.1827368988,peak_p_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,aileron,normal,0.4,1,1,0,12.80680482,12.80680482,0,0,0.7501825089,0.7904490138,0.8735068365,13.75111542,13.97014105,3.598070224,peak_p_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,aileron,normal,0.6,1,1,0,12.91606358,12.91606358,0,0,0.9250822381,0.04263323321,0.8231381052,15.73609741,11.52077185,12.2288325,peak_p_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,aileron,normal,0.8,0,0,0,,,,,,,,,,,peak_p_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,aileron,normal,1,1,1,0,13.08084589,13.08084589,0,0,1.148682766,0.4384344239,1.13112165,43.94112646,11.37931081,3.76502642,peak_p_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,aileron,transition,0.2,8,4,4,15.48397723,16.48967582,0,0,0.4213680974,0.3198634504,0.2552784732,11.49411717,5.773399093,8.495816528,peak_p_rad_s,-0.3619578573,-0.205008858,0.1569489993,frozen active calibrated replay
C0_frozen_neutral,all,aileron,transition,0.4,6,3,3,16.61384393,17.83620197,0,0,0.1838019235,0.2390781608,0.1748296303,4.996663603,3.772494262,18.2819389,peak_p_rad_s,-1.033752886,-0.5619748338,0.471778052,frozen active calibrated replay
C0_frozen_neutral,all,aileron,transition,0.6,3,3,0,15.54433248,17.55448363,0,0,0.6063632086,0.40223736,0.5310894533,12.29144733,3.828901116,17.32492935,peak_p_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,aileron,transition,0.8,2,2,0,16.01308953,17.13882528,0,0,0.7294245442,0.1661252361,0.4202793181,24.34242373,1.163319733,7.822156931,peak_p_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,aileron,transition,1,5,2,3,16.32992496,17.62004546,0,0,0.2703641786,0.5141489536,0.04656734488,13.27922741,11.64448513,54.23726282,peak_p_rad_s,-1.38258207,-1.475803535,0.09322146453,frozen active calibrated replay
C0_frozen_neutral,all,aileron,post_stall,0.2,3,1,2,19.91226382,21.35463821,0.1100105,0,0.07631928289,0.7281920093,0.07467780785,3.717738882,3.674453262,8.772246264,peak_p_rad_s,-0.3768338822,-0.1184808901,0.258352992,frozen active calibrated replay
C0_frozen_neutral,all,aileron,post_stall,0.4,5,2,3,20.71563934,26.27708717,0.09949802,0,0.4481843618,0.4995698216,0.2521437655,9.209193886,4.003756748,18.15309736,peak_p_rad_s,-0.009460207525,-0.6764279185,0.666967711,frozen active calibrated replay
C0_frozen_neutral,all,aileron,post_stall,0.6,8,2,6,23.93592728,37.6464996,0.1192816375,0.0123094875,0.4093476217,0.8432488717,0.2243475837,16.12079969,4.234236783,36.56698961,peak_p_rad_s,-0.8772462249,-0.8642681039,0.01297812099,frozen active calibrated replay
C0_frozen_neutral,all,aileron,post_stall,0.8,9,4,5,27.95418783,52.49679849,0.1430501333,0.04640677778,0.2652973259,0.6219759446,0.2061419504,11.14378912,10.53538949,39.85944963,peak_p_rad_s,-0.9455928665,-0.8825177511,0.06307511549,frozen active calibrated replay
C0_frozen_neutral,all,aileron,post_stall,1,6,3,3,27.5236961,32.66766067,0.162727,0.009069200001,0.3446476204,0.6998964599,0.1208030328,7.438340355,10.0526959,57.41748876,peak_p_rad_s,-0.9928037341,-1.239492299,0.2466885646,frozen active calibrated replay
C0_frozen_neutral,all,elevator,normal,0.2,2,0,2,11.80081393,12.97407252,0,0,0.5230503503,0.3172937877,0.9995461044,14.10653016,25.76532144,7.831290725,peak_q_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,elevator,normal,0.4,1,0,1,13.05082596,13.05082596,0,0,0.4051405718,0.1059889321,1.442907297,11.77329249,40.8017298,7.197826994,peak_q_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,elevator,normal,0.6,1,0,1,12.8628943,12.8628943,0,0,0.1260317629,0.02052741188,0.217354131,11.21577315,15.16446262,4.214228006,peak_q_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,elevator,normal,0.8,1,0,1,13.18350578,13.18350578,0,0,0.1125312562,0.3563715863,0.4140513694,0.8021374415,28.29961861,1.055490538,peak_q_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,elevator,normal,1,3,0,3,13.31397604,13.85745206,0,0,0.0704270996,0.1579626414,0.3404018283,12.41691022,17.37293642,6.588697648,peak_q_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,elevator,transition,0.2,3,0,3,16.9151226,17.22808784,0,0,0.03033456872,0.3838285611,0.04542936891,9.891887074,6.1659669,10.28516121,peak_q_rad_s,,,,frozen active calibrated replay
C0_frozen_neutral,all,elevator,transition,0.4,3,0,3,15.57309416,16.41312154,0,0,0.1283139973,0.3196905971,0.1029621148,11.97190511,11.99439881,7.193433127,peak_q_rad_s,,,,frozen active calibrated replay
