surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,23.82234359,0.587217554,1.003909662,0.1873120179,0.1597728417,16.47026858,17.08958482,25.99488896
0.25,True,20.14644642,0.6232171779,0.6031457728,0.1364508376,0.1142870658,11.23001234,24.11359953,36.78085401
0.5,False,27.6406113,0.6269432316,0.423549413,0.2007487825,0.1686884825,20.75524484,19.24272472,90.37879315
0.75,False,52.1105586,0.5712945058,0.5240735421,0.6731348222,0.5715938695,29.58419305,39.67735683,82.6818101
1,False,51.40706011,0.521932984,0.5412578205,0.761005248,0.6513711583,37.22147397,43.07752138,71.35476346
