surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,23.82234359,0.587217554,1.003909662,0.1873120179,0.1597728417,16.47026858,17.08958482,25.99488896
0.25,True,21.05159882,0.6629490472,0.6138085249,0.1348753528,0.1131015205,11.06405122,24.76651585,43.4735873
0.5,False,31.09587319,0.7215379013,0.3953108834,0.2928365995,0.2465628088,13.09150093,19.669038,92.47482598
0.75,False,55.76927673,0.7977962587,0.545127863,0.812067173,0.6902056677,16.58580402,38.72950399,80.81828166
1,False,51.70671677,0.7325255177,0.5410111432,0.8490713448,0.7266088067,16.86183172,31.55462115,70.13262478
