envelope_cell_id,layout_branch_id,fan_layout,test_environment_mode,family,target_heading_deg,direction_sign,start_class,latency_case,radius_bin_m,speed_bin_m_s,wing_mean_bin_m_s,margin_bin_m,trial_count,evaluated_trial_count,success_count,success_fraction,nominal_pass_count,conservative_pass_count,dominant_failure_label,dominant_governor_rejection_cause,mean_heading_error_deg,median_heading_error_deg,mean_energy_residual_m,mean_lift_dwell_fraction,min_true_margin_m_min,saturation_fraction_mean,cell_status,branch_decision_scope
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=bank_yaw_energy_retaining|target=15p0|dir=-1|start=lift_sector|latency=nominal|radius=r[0.00,0.25)|speed=v[5.00,5.50)|wing_mean=ww[1.40,1.50)|margin=m[0.00,0.25)",four_fan_branch,four_fan,W1_four_fan,bank_yaw_energy_retaining,15.0,-1,lift_sector,nominal,"r[0.00,0.25)","v[5.00,5.50)","ww[1.40,1.50)","m[0.00,0.25)",1,1,1,1.0,1,0,success,none,0.521405017995022,0.521405017995022,0.203521084270474,1.0,0.0997921204618128,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=bank_yaw_energy_retaining|target=15p0|dir=-1|start=random_stress|latency=nominal|radius=r[3.75,4.00)|speed=v[6.00,6.50)|wing_mean=ww[1.10,1.20)|margin=m[0.00,0.25)",four_fan_branch,four_fan,W1_four_fan,bank_yaw_energy_retaining,15.0,-1,random_stress,nominal,"r[3.75,4.00)","v[6.00,6.50)","ww[1.10,1.20)","m[0.00,0.25)",1,1,1,1.0,1,0,success,none,3.066513706525967,3.066513706525967,0.202192277916112,1.0,0.0749743889630831,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=bank_yaw_energy_retaining|target=15p0|dir=1|start=favourable|latency=nominal|radius=r[3.75,4.00)|speed=v[6.00,6.50)|wing_mean=ww[0.60,0.70)|margin=m[0.25,0.50)",four_fan_branch,four_fan,W1_four_fan,bank_yaw_energy_retaining,15.0,1,favourable,nominal,"r[3.75,4.00)","v[6.00,6.50)","ww[0.60,0.70)","m[0.25,0.50)",1,1,1,1.0,1,0,success,none,3.0038892173230245,3.0038892173230245,0.130088006976333,1.0,0.4641143061010435,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=canyon_steep_bank|target=15p0|dir=-1|start=favourable|latency=nominal|radius=r[2.75,3.00)|speed=v[6.00,6.50)|wing_mean=ww[0.90,1.00)|margin=m[0.25,0.50)",four_fan_branch,four_fan,W1_four_fan,canyon_steep_bank,15.0,-1,favourable,nominal,"r[2.75,3.00)","v[6.00,6.50)","ww[0.90,1.00)","m[0.25,0.50)",1,1,1,1.0,1,0,success,none,3.440121655342727,3.440121655342727,0.2281220920301021,1.0,0.3551267171461818,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=canyon_steep_bank|target=15p0|dir=-1|start=favourable|latency=nominal|radius=r[3.00,3.25)|speed=v[6.00,6.50)|wing_mean=ww[0.50,0.60)|margin=m[0.50,0.75)",four_fan_branch,four_fan,W1_four_fan,canyon_steep_bank,15.0,-1,favourable,nominal,"r[3.00,3.25)","v[6.00,6.50)","ww[0.50,0.60)","m[0.50,0.75)",1,1,1,1.0,1,0,success,none,3.202997335109494,3.202997335109494,0.0738268639701642,1.0,0.5247070646867567,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=canyon_steep_bank|target=15p0|dir=-1|start=lift_sector|latency=nominal|radius=r[1.00,1.25)|speed=v[6.00,6.50)|wing_mean=ww[0.40,0.50)|margin=m[0.50,0.75)",four_fan_branch,four_fan,W1_four_fan,canyon_steep_bank,15.0,-1,lift_sector,nominal,"r[1.00,1.25)","v[6.00,6.50)","ww[0.40,0.50)","m[0.50,0.75)",1,1,1,1.0,1,0,success,none,3.898955098992664,3.898955098992664,0.1178310717275294,1.0,0.730431202084068,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=canyon_steep_bank|target=15p0|dir=-1|start=mid_arena|latency=nominal|radius=r[2.50,2.75)|speed=v[6.00,6.50)|wing_mean=ww[1.20,1.30)|margin=m[0.50,0.75)",four_fan_branch,four_fan,W1_four_fan,canyon_steep_bank,15.0,-1,mid_arena,nominal,"r[2.50,2.75)","v[6.00,6.50)","ww[1.20,1.30)","m[0.50,0.75)",1,1,1,1.0,1,0,success,none,4.511308714208241,4.511308714208241,0.0998420265654269,1.0,0.5374465651753273,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=canyon_steep_bank|target=15p0|dir=-1|start=random_stress|latency=nominal|radius=r[1.00,1.25)|speed=v[5.50,6.00)|wing_mean=ww[0.60,0.70)|margin=m[0.00,0.25)",four_fan_branch,four_fan,W1_four_fan,canyon_steep_bank,15.0,-1,random_stress,nominal,"r[1.00,1.25)","v[5.50,6.00)","ww[0.60,0.70)","m[0.00,0.25)",1,1,1,1.0,1,0,success,none,2.47815968495442,2.47815968495442,-0.1407847000783113,1.0,0.1713311539413302,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=canyon_steep_bank|target=15p0|dir=-1|start=random_stress|latency=nominal|radius=r[2.75,3.00)|speed=v[5.00,5.50)|wing_mean=ww[0.70,0.80)|margin=m[0.25,0.50)",four_fan_branch,four_fan,W1_four_fan,canyon_steep_bank,15.0,-1,random_stress,nominal,"r[2.75,3.00)","v[5.00,5.50)","ww[0.70,0.80)","m[0.25,0.50)",1,1,1,1.0,1,0,success,none,4.940638312100276,4.940638312100276,0.3141308066786852,1.0,0.3528455210766257,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=canyon_steep_bank|target=15p0|dir=-1|start=random_stress|latency=nominal|radius=r[2.75,3.00)|speed=v[5.50,6.00)|wing_mean=ww[0.30,0.40)|margin=m[0.25,0.50)",four_fan_branch,four_fan,W1_four_fan,canyon_steep_bank,15.0,-1,random_stress,nominal,"r[2.75,3.00)","v[5.50,6.00)","ww[0.30,0.40)","m[0.25,0.50)",1,1,1,1.0,1,0,success,none,2.078669258168788,2.078669258168788,0.0608916657699643,1.0,0.2727255845451223,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=glide|target=none|dir=-1|start=favourable|latency=nominal|radius=r[1.50,1.75)|speed=v[6.50,7.00)|wing_mean=ww[0.40,0.50)|margin=m[0.25,0.50)",four_fan_branch,four_fan,W1_four_fan,glide,,-1,favourable,nominal,"r[1.50,1.75)","v[6.50,7.00)","ww[0.40,0.50)","m[0.25,0.50)",1,1,1,1.0,1,0,success,none,,,0.0618071516501261,1.0,0.3608370137018424,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=glide|target=none|dir=-1|start=favourable|latency=nominal|radius=r[3.25,3.50)|speed=v[6.00,6.50)|wing_mean=ww[0.30,0.40)|margin=m[0.75,1.00)",four_fan_branch,four_fan,W1_four_fan,glide,,-1,favourable,nominal,"r[3.25,3.50)","v[6.00,6.50)","ww[0.30,0.40)","m[0.75,1.00)",1,1,1,1.0,1,0,success,none,,,0.0316417431200202,1.0,0.955284481786742,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=glide|target=none|dir=-1|start=favourable|latency=nominal|radius=r[3.25,3.50)|speed=v[6.00,6.50)|wing_mean=ww[0.60,0.70)|margin=m[0.50,0.75)",four_fan_branch,four_fan,W1_four_fan,glide,,-1,favourable,nominal,"r[3.25,3.50)","v[6.00,6.50)","ww[0.60,0.70)","m[0.50,0.75)",1,1,1,1.0,1,0,success,none,,,0.0673951013103844,1.0,0.7358884884825079,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=glide|target=none|dir=-1|start=favourable|latency=nominal|radius=r[3.50,3.75)|speed=v[6.00,6.50)|wing_mean=ww[1.00,1.10)|margin=m[0.50,0.75)",four_fan_branch,four_fan,W1_four_fan,glide,,-1,favourable,nominal,"r[3.50,3.75)","v[6.00,6.50)","ww[1.00,1.10)","m[0.50,0.75)",1,1,1,1.0,1,0,success,none,,,0.3519715668650107,1.0,0.6997359204011642,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=glide|target=none|dir=-1|start=lift_sector|latency=nominal|radius=r[0.25,0.50)|speed=v[6.00,6.50)|wing_mean=ww[1.00,1.10)|margin=m[0.50,0.75)",four_fan_branch,four_fan,W1_four_fan,glide,,-1,lift_sector,nominal,"r[0.25,0.50)","v[6.00,6.50)","ww[1.00,1.10)","m[0.50,0.75)",1,1,1,1.0,1,0,success,none,,,0.0718981855421869,1.0,0.525569448026852,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=glide|target=none|dir=-1|start=lift_sector|latency=nominal|radius=r[0.75,1.00)|speed=v[6.50,7.00)|wing_mean=ww[0.80,0.90)|margin=m[0.00,0.25)",four_fan_branch,four_fan,W1_four_fan,glide,,-1,lift_sector,nominal,"r[0.75,1.00)","v[6.50,7.00)","ww[0.80,0.90)","m[0.00,0.25)",1,1,1,1.0,1,0,success,none,,,0.2098241509328788,1.0,0.1886940407545472,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=glide|target=none|dir=-1|start=mid_arena|latency=nominal|radius=r[0.75,1.00)|speed=v[6.50,7.00)|wing_mean=ww[1.10,1.20)|margin=m[0.50,0.75)",four_fan_branch,four_fan,W1_four_fan,glide,,-1,mid_arena,nominal,"r[0.75,1.00)","v[6.50,7.00)","ww[1.10,1.20)","m[0.50,0.75)",1,1,1,1.0,1,0,success,none,,,0.2495245214017725,1.0,0.7094830599262002,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
"cell|branch=four_fan_branch|fan=four_fan|env=W1_four_fan|family=glide|target=none|dir=-1|start=mid_arena|latency=nominal|radius=r[1.50,1.75)|speed=v[6.00,6.50)|wing_mean=ww[0.70,0.80)|margin=m[0.25,0.50)",four_fan_branch,four_fan,W1_four_fan,glide,,-1,mid_arena,nominal,"r[1.50,1.75)","v[6.00,6.50)","ww[0.70,0.80)","m[0.25,0.50)",1,1,1,1.0,1,0,success,none,,,0.0762340238048846,1.0,0.3844114993936864,0.0,all_success,branch_local_only_no_cross_layout_decision_transfer
