chunk_index,status,row_start,row_stop,row_count,partition_path,manifest_path,byte_count,checksum_sha256,duration_s
0,complete,0,800,800,w01_primitive_rows/c00000.csv.gz,chunk_manifests/w01_primitive_rows/c00000.json,1919148,fc212754f6780d47cf67ba99da1d68a02402f94b6531d45f55c0ba0a4ad3e876,106.74551200866699
1,complete,800,1600,800,w01_primitive_rows/c00001.csv.gz,chunk_manifests/w01_primitive_rows/c00001.json,2014780,f1b67492d6669091d3a62f6fe98e3a7f95059ac6de459b845b29f26558de8f7e,107.3912513256073
2,complete,1600,2400,800,w01_primitive_rows/c00002.csv.gz,chunk_manifests/w01_primitive_rows/c00002.json,1954239,0749910a702efd10036ad4d7701f9f7f232444bbccd9430d5f1ff917f17eb479,111.04267954826355
3,complete,2400,3200,800,w01_primitive_rows/c00003.csv.gz,chunk_manifests/w01_primitive_rows/c00003.json,2018005,fe623cb01f8e006d1b4355f5c9711eebf6a5100c8736ac4871813af5a5378385,118.73201537132263
4,complete,3200,4000,800,w01_primitive_rows/c00004.csv.gz,chunk_manifests/w01_primitive_rows/c00004.json,2031674,aad10f6c3c0c27eed409c96c121466267b523c0f97e51adb93803582abb650bf,116.82951927185059
5,complete,4000,4800,800,w01_primitive_rows/c00005.csv.gz,chunk_manifests/w01_primitive_rows/c00005.json,1950214,faaf70b306821a189c0273d4d02f80c838bae2d1f98630dcc9ec5c8ec5ccd81e,127.65828943252563
6,complete,4800,5600,800,w01_primitive_rows/c00006.csv.gz,chunk_manifests/w01_primitive_rows/c00006.json,2026548,1f112e8417155b26028318a44720dbb9c000e60293477a653954c05632db5d0f,128.5562813282013
7,complete,5600,6400,800,w01_primitive_rows/c00007.csv.gz,chunk_manifests/w01_primitive_rows/c00007.json,1990868,5b3db6af7c71bb0a444e1c5f45d59f286354c4aa55e8821a377b4469269714c2,133.23208093643188
8,complete,6400,7200,800,w01_primitive_rows/c00008.csv.gz,chunk_manifests/w01_primitive_rows/c00008.json,1988170,782df004882b6df1734acf8b52078280a3c24a685c31a982c8f2b238b3d092c6,125.87212872505188
9,complete,7200,8000,800,w01_primitive_rows/c00009.csv.gz,chunk_manifests/w01_primitive_rows/c00009.json,2042331,cffc1c3c770e90632d24fb344040ce958e055f2f47c9493a02a487ac42ea886c,129.72169733047485
10,complete,8000,8800,800,w01_primitive_rows/c00010.csv.gz,chunk_manifests/w01_primitive_rows/c00010.json,1937739,89e210d1a9b2f93e7b34401615a944e4085152eaf5e0e8a059da133deded7b65,133.64889669418335
11,complete,8800,9600,800,w01_primitive_rows/c00011.csv.gz,chunk_manifests/w01_primitive_rows/c00011.json,2042479,e3791f0678380e1c2c8d2ea2cab702ee1c08ae2e7601234b77514a0758d63e5a,140.74806785583496
12,complete,9600,10400,800,w01_primitive_rows/c00012.csv.gz,chunk_manifests/w01_primitive_rows/c00012.json,2002829,43c1a964cd48ff562348586b0e348f0a50e36429b5204783b6655f6587ac4923,129.96560716629028
13,complete,10400,11200,800,w01_primitive_rows/c00013.csv.gz,chunk_manifests/w01_primitive_rows/c00013.json,1945688,735cf2eefd8d0d6929eff92982c788cf64f1c443059dcefeb923d662fbd5067b,97.10507607460022
14,complete,11200,12000,800,w01_primitive_rows/c00014.csv.gz,chunk_manifests/w01_primitive_rows/c00014.json,2009812,0daaf5f7db4151643f773a5ec256e63e4d152888e927be709469f78129e61f66,96.49793648719788
15,complete,12000,12800,800,w01_primitive_rows/c00015.csv.gz,chunk_manifests/w01_primitive_rows/c00015.json,1943724,acaa2ce41e006cb8b27fab4069c32db172e38b5c560bae701c193f2b8802c894,103.77818775177002
16,complete,12800,13600,800,w01_primitive_rows/c00016.csv.gz,chunk_manifests/w01_primitive_rows/c00016.json,2035642,187848ebdd899a0042bdb3f71e925aa219badded20d2f523c785997136bd071a,107.29012298583984
17,complete,13600,14400,800,w01_primitive_rows/c00017.csv.gz,chunk_manifests/w01_primitive_rows/c00017.json,2033001,766d2e6350d5ed80be741fec6d183841c8b0c55d53a3f77cb8ca5df73afd6897,110.30529475212097
18,complete,14400,15200,800,w01_primitive_rows/c00018.csv.gz,chunk_manifests/w01_primitive_rows/c00018.json,1950559,f91054bc1c6077e9f2b1bad82a9c1bb7319b6683c87df42d75b43cd9096f0f12,117.26861429214478
19,complete,15200,16000,800,w01_primitive_rows/c00019.csv.gz,chunk_manifests/w01_primitive_rows/c00019.json,2042859,314cb2ecea6a0d5a5704d62d4845373f256699cda328df0cac9c8fbe8c80bb9c,119.77655959129333
20,complete,16000,16800,800,w01_primitive_rows/c00020.csv.gz,chunk_manifests/w01_primitive_rows/c00020.json,1954614,565f3f65015e269ed97aca518d1c74f507ca73c6026944af37c049f21d6b7e66,122.911536693573
21,complete,16800,17600,800,w01_primitive_rows/c00021.csv.gz,chunk_manifests/w01_primitive_rows/c00021.json,2023628,3966be91a79c6ada6e660ace3fabf2a857375dddf10b82e629c4055911d67385,130.2688946723938
