primitive_variant_id,controller_id,primitive_id,candidate_index,candidate_weight_label,bundle_status,blocked_reason
primvar_glide_launch_capable_4e39febaf600,lqrta_glide_ab9609c4a806,glide,0,glide_w01_q0.5_r0.5_000,ready,
primvar_glide_launch_capable_97d5c85c43a3,lqrta_glide_a3a828369a8f,glide,1,glide_w01_q0.5_r0.75_001,ready,
primvar_recovery_terminal_or_recovery_1ed3ec89cb21,lqrta_recovery_8e48ab8934e4,recovery,0,recovery_w01_q0.5_r0.5_000,ready,
primvar_recovery_terminal_or_recovery_80a8472a5354,lqrta_recovery_1dec58bdefee,recovery,1,recovery_w01_q0.5_r0.75_001,ready,
primvar_lift_entry_inflight_only_29030ff7f7f7,lqrta_lift_entry_ac968174b43a,lift_entry,0,lift_entry_w01_q0.5_r0.5_000,ready,
primvar_lift_entry_inflight_only_a43937a3792d,lqrta_lift_entry_fe9d590760fe,lift_entry,1,lift_entry_w01_q0.5_r0.75_001,ready,
primvar_lift_dwell_arc_inflight_only_02be0d71ff42,lqrta_lift_dwell_arc_d86f10190929,lift_dwell_arc,0,lift_dwell_arc_w01_q0.5_r0.5_000,ready,
primvar_lift_dwell_arc_inflight_only_0adae2fb0a2c,lqrta_lift_dwell_arc_5aa9a507ca06,lift_dwell_arc,1,lift_dwell_arc_w01_q0.5_r0.75_001,ready,
primvar_mild_turn_left_inflight_only_38134419f8cc,lqrta_mild_turn_left_8932c34c11b1,mild_turn_left,0,mild_turn_left_w01_q0.5_r0.5_000,ready,
primvar_mild_turn_left_inflight_only_f7154d78c63f,lqrta_mild_turn_left_cba586447758,mild_turn_left,1,mild_turn_left_w01_q0.5_r0.75_001,ready,
primvar_mild_turn_right_inflight_only_8254e0401c83,lqrta_mild_turn_right_94e0f3a00e5c,mild_turn_right,0,mild_turn_right_w01_q0.5_r0.5_000,ready,
primvar_mild_turn_right_inflight_only_f7c0de61292f,lqrta_mild_turn_right_e76d7eebdd53,mild_turn_right,1,mild_turn_right_w01_q0.5_r0.75_001,ready,
primvar_energy_retaining_bank_inflight_only_f41bc95c5496,lqrta_energy_retaining_bank_75c4472fa1e2,energy_retaining_bank,0,energy_retaining_bank_w01_q0.5_r0.5_000,ready,
primvar_energy_retaining_bank_inflight_only_a9d369164679,lqrta_energy_retaining_bank_a49024b6ecf9,energy_retaining_bank,1,energy_retaining_bank_w01_q0.5_r0.75_001,ready,
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_28450f5d5379,lqrta_safe_exit_or_recovery_handoff_92d59d319e7e,safe_exit_or_recovery_handoff,0,safe_exit_or_recovery_handoff_w01_q0.5_r0.5_000,ready,
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_69e9740260ec,lqrta_safe_exit_or_recovery_handoff_39a30a7066af,safe_exit_or_recovery_handoff,1,safe_exit_or_recovery_handoff_w01_q0.5_r0.75_001,ready,
