layout_branch_id,fan_layout,test_environment_mode,family,target_heading_deg,trial_count,success_count,success_rate,minimum_safety_margin_m_min,terminal_heading_error_deg_median,latency_pass_count
four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,15.0,1924,103,0.05353430353430354,-0.1026637081543269,10.512268213906982,103
four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,30.0,1924,212,0.1101871101871102,-0.09644473517475927,22.24518489361894,212
four_fan_branch,four_fan,W0_four_fan_branch,bank_yaw_energy_retaining,45.0,1923,0,0.0,-0.06914408653845516,33.78623358978624,0
four_fan_branch,four_fan,W0_four_fan_branch,canyon_steep_bank,15.0,971,0,0.0,-0.10669074532867295,12.743634966854364,0
four_fan_branch,four_fan,W1_four_fan,canyon_steep_bank,15.0,952,0,0.0,-0.10558076013303186,13.393277477532084,0
four_fan_branch,four_fan,W1_four_fan,canyon_steep_bank,30.0,1923,101,0.05252210088403536,-0.11698704569965468,25.920332525760436,101
four_fan_branch,four_fan,W1_four_fan,canyon_steep_bank,45.0,1923,106,0.055122204888195525,-0.09529696805484722,39.192195565304665,106
four_fan_branch,four_fan,W1_four_fan,wingover_lite,30.0,1923,0,0.0,-0.05414794028298964,28.264643349572914,0
four_fan_branch,four_fan,W1_four_fan,wingover_lite,45.0,1923,91,0.047321892875715026,-0.026939033667351175,39.65025444077846,91
four_fan_branch,four_fan,W1_four_fan,wingover_lite,60.0,1923,0,0.0,-0.09365421435458998,57.549230518310225,0
four_fan_branch,four_fan,W1_four_fan,wingover_lite,90.0,1923,0,0.0,-0.09395563838662524,94.23039726997288,0
four_fan_branch,four_fan,W1_four_fan,wingover_lite,120.0,1923,0,0.0,-0.09053333751070891,121.21822622210321,0
four_fan_branch,four_fan,W1_four_fan,wingover_lite,150.0,1923,0,0.0,-0.12382646013027188,144.34450744626292,0
four_fan_branch,four_fan,W1_four_fan,wingover_lite,180.0,1923,0,0.0,-0.10683964787492584,185.18900835176197,0
single_fan_branch,single_fan,W0_single_fan_branch,bank_yaw_energy_retaining,15.0,1923,0,0.0,-0.09762838909677996,12.252579217021156,0
single_fan_branch,single_fan,W0_single_fan_branch,bank_yaw_energy_retaining,30.0,1923,0,0.0,-0.11803936079716149,21.89962230345556,0
single_fan_branch,single_fan,W0_single_fan_branch,bank_yaw_energy_retaining,45.0,1923,0,0.0,-0.09669165540322044,36.16924101613837,0
single_fan_branch,single_fan,W0_single_fan_branch,canyon_steep_bank,15.0,982,99,0.10081466395112017,-0.026401371720206512,11.023341724995014,99
single_fan_branch,single_fan,W1_single_fan,canyon_steep_bank,15.0,941,0,0.0,-0.10615982510697741,18.590938885561513,0
single_fan_branch,single_fan,W1_single_fan,canyon_steep_bank,30.0,1923,0,0.0,-0.1183970626034796,33.4108057053135,0
single_fan_branch,single_fan,W1_single_fan,canyon_steep_bank,45.0,1923,0,0.0,-0.09268973813488568,44.178258267972616,0
single_fan_branch,single_fan,W1_single_fan,wingover_lite,30.0,1923,96,0.0499219968798752,-0.09754361454815452,31.973101508620402,96
single_fan_branch,single_fan,W1_single_fan,wingover_lite,45.0,1923,0,0.0,-0.08980446027521083,41.73770349598243,0
single_fan_branch,single_fan,W1_single_fan,wingover_lite,60.0,1923,0,0.0,-0.09250732521772953,54.97678940899685,0
single_fan_branch,single_fan,W1_single_fan,wingover_lite,90.0,1923,0,0.0,-0.10026256003965361,86.88042094037057,0
single_fan_branch,single_fan,W1_single_fan,wingover_lite,120.0,1923,0,0.0,-0.10628322221039443,118.56421699000626,0
single_fan_branch,single_fan,W1_single_fan,wingover_lite,150.0,1923,0,0.0,-0.10648737186355905,146.2789574108458,0
single_fan_branch,single_fan,W1_single_fan,wingover_lite,180.0,1923,0,0.0,-0.11397136352792092,170.78776573205295,0
