split,session_label,case_id,throw_id,replay_status,alignment_window_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_final_phi_deg,sim_final_phi_deg,actual_final_theta_deg,sim_final_theta_deg,actual_final_psi_deg,sim_final_psi_deg
train,20260603_143411,C0_neutral,v008,ok,0.2,1.1029001,2.297894591,2.083953527,1.367568963,4.785193245,1.345437511,1.163694769,-0.2493075337,0.8733233008,-0.139659438,3.214338755,3.6127479,-0.398409145,0.2792027931,0.490971122,-0.2117683289,0.9770481023,0.9869520397,-0.009903937389,0.885889939,0.8948698433,-0.008979904335,23.01767743,19.67223834,-16.19497967,23.63999044,-0.7884152406,32.89668137
train,20260603_143411,C0_neutral,v009,ok,0.2,1.2265382,2.398739008,2.185491858,1.406232584,5.063280698,1.517960329,1.439757263,-0.3270620097,1.173036521,0.06867524643,3.675891679,3.621641479,0.0542501997,0.3658086692,0.5552399252,-0.189431256,1.113367435,1.071518972,0.04184846302,0.907731561,0.8736123929,0.0341191681,7.697197981,21.04036334,-25.8257473,28.33018548,-7.434264279,37.72736419
train,20260603_143411,C0_neutral,v010,ok,0.2,1.1668555,2.44985905,2.081083323,1.533226757,4.934104308,0.678353422,1.419619671,-0.2485480896,1.14088012,0.1606950621,3.05204379,3.226422976,-0.1743791854,-0.1851066677,0.6789765873,-0.864083255,1.137712351,1.095352163,0.04236018758,0.9750242002,0.9387213439,0.03630285634,8.196380486,23.16656543,-21.38439216,25.56568988,15.19368855,42.00607089
train,20260603_144119,C0_neutral,v001,ok,0.2,1.1386887,2.244954431,2.276535906,1.421554021,4.797336511,1.075588788,0.8610143589,0.0962959667,0.7502709981,0.004236227674,3.388110321,3.318900084,0.069210237,0.06747014018,1.354041372,-1.286571232,1.039663755,1.163375635,-0.1237118807,0.9130359812,1.021680144,-0.108644163,11.44534031,33.36383405,-15.98843802,9.739304989,6.13831419,63.94255426
train,20260603_144119,C0_neutral,v002,ok,0.2,0.9784611,2.13568854,2.133186968,1.484183809,4.071095682,0.8626696584,0.9120465229,-0.07265830613,0.6413967967,0.133664509,2.690237211,2.888015521,-0.1977783097,0.1538998098,0.6611538333,-0.5072540235,1.090282145,1.103584685,-0.01330254035,1.114282566,1.127877935,-0.01359536966,6.451703506,20.89237856,-3.317872061,17.82229057,5.027602319,37.68109142
train,20260603_144119,C0_neutral,v003,ok,0.2,0.982482,2.094644138,2.186932407,1.419570513,4.041773945,1.259325401,0.8932628382,-0.05934231102,0.7604305333,0.1304258979,2.774558963,3.036945857,-0.2623868937,0.2519765111,0.8492276232,-0.597251112,1.019626585,1.163494877,-0.1438682919,1.037806886,1.1842404,-0.1464335142,7.76154386,21.91022855,-8.255311928,14.88747965,8.211140289,41.60468732
train,20260603_144119,C0_neutral,v004,ok,0.2,1.0327734,2.21370152,2.15331623,1.443113798,4.449203143,0.5491372419,1.135711314,-0.05266715227,0.9045141776,0.08470083152,2.858132675,3.053879548,-0.1957468732,-0.3060564958,0.6921483917,-0.9982048876,1.06158581,1.069390428,-0.007804618079,1.027898094,1.035455045,-0.007556951099,-15.73716694,22.78213089,-18.72207467,19.83554301,15.04123882,39.22733155
train,20260603_144119,C0_neutral,v006,ok,0.2,1.2039626,2.328672064,2.179333406,1.484547931,4.880280309,1.583452051,0.9560473986,-0.3062796231,0.7129881495,-0.1211527634,3.23573992,3.635999013,-0.4002590926,0.2728483709,0.6670766286,-0.3942282578,1.088260423,1.112419674,-0.0241592508,0.903898861,0.9239653073,-0.02006644625,10.97371449,23.8706003,-14.35111451,23.95687511,6.056547562,43.80459871
train,20260603_144119,C0_neutral,v007,ok,0.2,1.1404819,2.26744341,2.200190396,1.317314648,4.852339744,1.916833662,0.7342715363,-0.4110074802,0.5834607544,-0.4452018096,3.599698196,4.186314905,-0.5866167091,-0.009480878818,0.5904041263,-0.5998850051,0.9178883976,1.022513919,-0.104625521,0.804825046,0.8965630393,-0.09173799335,14.27461247,19.39016563,-5.463121899,21.46439245,22.62796743,32.78582366
train,20260603_144119,C0_neutral,v008,ok,0.2,1.0957849,2.38097485,2.175245918,1.479735704,4.814244631,0.504433072,1.396655387,0.0497694784,1.306622693,0.1568775437,3.063897848,3.009949388,0.05394845952,-0.4158838424,0.8276805889,-1.243564431,1.083424891,1.035061409,0.04836348144,0.9887204056,0.9445844794,0.04413592617,-3.32339136,26.00498158,-29.7467242,23.04822458,16.7614579,46.6571327
train,20260603_144119,C0_neutral,v009,ok,0.2,1.1136542,2.295120442,2.076691369,1.360330204,5.002735213,0.1782527425,1.168601181,-0.07627747318,0.8338548122,0.1780080113,3.381637808,3.545986213,-0.1643484053,-0.4521203474,0.624442665,-1.076563012,0.9755357649,0.9712425097,0.004293255195,0.8759772691,0.8721221629,0.003855106186,-16.69051275,17.35456953,-20.92887956,25.20986168,11.47694136,30.25940422
train,20260603_144119,C0_neutral,v010,ok,0.2,1.0731979,2.122132803,2.137559419,1.431234185,4.253963965,1.221135082,0.5321619109,-0.1001186042,0.3386321428,-0.2801843001,3.56521204,3.553008376,0.01220366477,0.06427107659,0.6249867162,-0.5607156396,1.033473363,1.152859565,-0.1193862022,0.962984891,1.074228309,-0.1112434176,13.50633116,16.85529484,-16.8268634,17.7169316,10.33766999,31.58824683
heldout,20260602_225953,C0_neutral,v005,ok,0.2,1.4127072,2.486100618,2.356757429,1.491028796,4.955419911,3.238861797,1.487055551,-0.007340721629,1.421171038,-1.087864228,3.920130715,3.818144046,0.1019866692,1.806754663,1.102693292,0.7040613713,1.101838154,1.423559354,-0.3217212,0.7799479989,1.007681814,-0.2277338149,13.61884809,25.2274683,-23.16001735,28.4667772,-40.06072816,53.4479946
heldout,20260602_231554,C0_neutral,v008,ok,0.2,1.2844127,2.306024913,2.247776285,1.633802732,4.686440063,2.090972809,0.7729903838,-0.1443988695,0.7964773915,-0.6579420999,2.994312444,3.474874144,-0.4805617001,0.9336573088,0.8828896728,0.050767636,1.241104146,1.342416341,-0.101312195,0.9662814341,1.04515966,-0.07887822581,31.80883246,19.68164475,-25.25925784,28.82513449,-10.75139537,42.56620656
heldout,20260603_134313,C0_neutral,v004,ok,0.2,0.8838909,2.160112726,2.292041616,1.258732645,4.274278538,1.587099972,0.9479414539,-0.2974729465,0.6074598716,-0.1436565886,3.172333105,3.372999864,-0.2006667588,0.3541037959,0.4585154278,-0.104411632,0.861974869,1.052999947,-0.1910250777,0.9752050496,1.191323439,-0.2161183894,-7.64891825,7.419521682,-14.75224888,15.37660417,-4.748778573,18.60174857
heldout,20260603_143411,C0_neutral,v005,ok,0.2,0.9958106,2.141011845,2.114997845,1.485996844,4.146075921,0.6486107836,1.248185951,-0.2080488359,0.9284874679,0.09644301445,2.570933008,2.759309257,-0.188376249,0.2289396966,0.244015853,-0.01507615637,1.104349959,1.08353884,0.02081111906,1.108995987,1.088097315,0.02089867196,18.18094812,11.89946334,-15.2322279,27.52755892,-0.5407684805,20.51934804
heldout,20260603_144119,C0_neutral,v005,ok,0.2,1.0799117,2.29821817,2.117536448,1.458443839,4.793472506,0.1220540829,1.233474747,-0.1122869973,0.885518897,0.3045103343,3.07573178,3.271270625,-0.195538845,-0.5227679608,0.4740407256,-0.9968086865,1.100002897,0.953827509,0.1461753875,1.018604481,0.883245833,0.1353586478,-10.41357157,13.28455631,-21.54148884,28.1010396,14.14062635,23.47110692
