split,session_label,case_id,throw_id,replay_status,alignment_window_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_final_phi_deg,sim_final_phi_deg,final_phi_residual_actual_minus_sim_deg,actual_final_theta_deg,sim_final_theta_deg,final_theta_residual_actual_minus_sim_deg,actual_final_psi_deg,sim_final_psi_deg,final_psi_residual_actual_minus_sim_deg
train,20260603_222819,C0_neutral,v001,ok,0.1,0.9822171,1.641158983,2.030929691,1.4799822,3.239421817,0.422067304,0.8652278178,-0.1109896085,0.8090538544,-0.009718190552,2.430498701,1.988951161,0.4415475399,0.2318088467,-0.0211614291,0.2529702758,1.094919009,1.387549061,-0.292630052,1.114742361,1.412670439,-0.2979280772,10.0913795,-2.944220888,13.03560039,-6.752398105,28.18210758,-34.93450569,-3.796703231,6.692706555,-10.48940979
train,20260603_222819,C0_neutral,v002,ok,0.1,1.1030262,1.749275114,2.129794729,1.368838994,4.50255923,1.411858977,0.7906822562,-0.041049206,0.9783555831,-0.1834203124,3.513949278,3.862818922,-0.3488696444,0.5267976724,-0.4172498738,0.9440475463,0.9702326164,1.188630045,-0.2183974285,0.8796097649,1.07760817,-0.1979984052,3.310153808,-17.67533803,20.98549184,-11.60295098,17.38643043,-28.98938141,-10.82008724,-6.008815739,-4.811271498
train,20260603_222819,C0_neutral,v004,ok,0.1,1.217176,1.770239493,2.124281186,1.428038981,4.696832763,1.173356736,0.8541469646,-0.2186417861,0.8696164776,0.02695025295,3.612988399,4.092311947,-0.479323548,0.2429935592,-0.8577279882,1.100721547,1.052900266,1.340490974,-0.2875907078,0.8650353493,1.101312361,-0.2362770116,9.407972634,-23.85692561,33.26489825,-19.52051373,14.23675481,-33.75726854,-7.009440395,-20.16314944,13.15370905
train,20260603_222819,C0_neutral,v005,ok,0.1,1.1305001,1.745351202,2.053636237,1.416225501,4.80082247,0.7941814664,0.901675467,-0.4382048772,0.9417942343,0.1588960176,3.481010918,4.022796008,-0.5417850902,0.1209095269,-0.9727925377,1.093702065,1.029783761,1.234840985,-0.2050572247,0.9109099244,1.092296219,-0.181386295,7.824948166,-31.76650442,39.59145259,-16.71128758,7.123694534,-23.83498211,-3.889389835,-28.46158531,24.57219548
train,20260603_222819,C0_neutral,v007,ok,0.1,1.0076989,1.714969294,2.078833766,1.445535218,3.635595453,0.3369043579,0.9481219384,0.1433516021,1.208844114,-0.09943368358,2.995144271,2.260159292,0.73498498,-0.1434004615,0.03803373108,-0.1814341926,1.052883576,1.303447417,-0.2505638405,1.044839462,1.293488975,-0.2486495128,-20.71121352,-4.276849035,-16.43436448,-25.63217251,29.33880036,-54.97097287,-6.11420607,7.403757874,-13.51796394
train,20260603_222819,C0_neutral,v008,ok,0.1,1.1225825,1.777085657,2.124239931,1.462797105,4.940579364,1.217055508,0.9081827926,0.2463870583,1.051586579,-0.487559227,3.39884994,3.504817301,-0.1059673615,0.246742126,-0.1681755913,0.4149177173,1.066549074,0.8753544765,0.1911945978,0.9500852493,0.7797685039,0.1703167454,-16.57831626,-14.01712669,-2.561189573,-19.53641524,30.7361771,-50.27259234,-9.433108742,-0.5866031924,-8.84650555
train,20260603_222819,C0_neutral,v009,ok,0.1,1.1417728,1.82257038,2.116771255,1.393624147,4.750487076,0.7285112384,0.9858542377,0.2034068019,1.069972508,-0.2212265892,3.452118278,3.617635783,-0.1655175049,-0.00762801764,-0.1171775332,0.1095495156,1.093713441,1.021833988,0.07187945294,0.9579081239,0.8949538716,0.06295425231,-16.46811242,-11.53516898,-4.932943438,-15.67532842,25.00125062,-40.67657904,-5.029705838,1.26693005,-6.296635888
train,20260603_222819,C0_neutral,v010,ok,0.1,1.1820237,1.774637227,2.08217185,1.501532525,4.794246925,0.4073703917,0.9733655299,0.2978334812,0.9764785817,-0.223661044,3.179383241,3.544321066,-0.364937825,-0.3751798139,-0.07019223196,-0.3049875819,1.114836779,1.062048815,0.05278796413,0.9431594129,0.8985004402,0.04465897268,-26.31811531,-11.54915826,-14.76895705,-22.77248604,27.27224388,-50.04472992,9.767307038,0.3559916777,9.41131536
train,20260603_223204,C0_neutral,v001,ok,0.1,1.2359705,1.719407535,2.123811032,1.594168351,4.587730247,1.020332667,0.7839205406,0.288311602,1.017228801,-0.2808605397,2.709901794,3.116264029,-0.4063622353,0.3230841777,0.09905583909,0.2240283386,1.206400192,1.218963158,-0.01256296533,0.9760752319,0.9862396859,-0.01016445403,10.87693665,-0.6178836575,11.49482031,-14.73965852,32.95266391,-47.69232243,-9.182597958,16.93341341,-26.11601137
train,20260603_223204,C0_neutral,v002,ok,0.1,1.0006491,1.767206941,2.114234943,1.353347304,4.762955423,1.263357729,0.7984510011,0.1033889466,0.870746866,-0.09243257585,3.565000182,3.949689855,-0.3846896732,0.1415096911,-0.2927249332,0.4342346243,0.9582624775,0.9387727379,0.01948973955,0.9576408728,0.9381637758,0.01947709696,-22.65537764,-22.37965566,-0.2757219812,-15.93624332,13.97850869,-29.91475201,-6.896730462,-6.524397236,-0.3723332259
train,20260603_223204,C0_neutral,v003,ok,0.1,1.0980221,1.739016971,2.050831523,1.584590084,4.505992917,0.6088387728,1.11853478,0.06876752685,1.08659909,-0.2304172524,2.825741256,2.999801975,-0.1740607188,0.06282229136,-0.04477984061,0.107602132,1.192888723,0.9992890228,0.1935996997,1.086397735,0.9100809745,0.1763167606,-3.095165617,-3.089335356,-0.005830260713,-24.69659108,30.56227683,-55.25886792,-0.2024768182,10.05648773,-10.25896455
train,20260603_223204,C0_neutral,v005,ok,0.1,1.0566559,1.831400597,2.126190563,1.434353599,4.453731113,1.239143888,0.9858315381,0.1824199365,1.192497697,-0.4624161008,3.202605687,3.140717311,0.06188837599,0.7031957814,-0.1217036015,0.8248993829,1.051790012,0.9871496626,0.06464034941,0.9953950118,0.9342205562,0.06117445557,-5.207211038,-10.09458253,4.88737149,-19.23408843,28.90085644,-48.13494488,-24.91846857,2.444721439,-27.36319001
train,20260603_223204,C0_neutral,v006,ok,0.1,0.9704664,1.753521467,2.137578168,1.338779812,4.639144568,0.9005457413,1.0362947,0.1296745261,1.13789043,-0.2036047574,3.193377084,3.320835147,-0.1274580634,0.05674352218,0.1708986691,-0.1141551469,0.9470697643,0.7355658929,0.2115038714,0.9758913491,0.757950912,0.2179404371,-19.79168161,-3.830666798,-15.96101481,-20.09214759,23.29473212,-43.38687971,-7.405668053,13.78006163,-21.18572968
train,20260603_223204,C0_neutral,v007,ok,0.1,1.070984,1.752121422,2.110928209,1.383539051,4.602695069,1.214583424,0.8315756386,0.2039028962,1.044673844,-0.3960893442,3.154050916,3.442180284,-0.2881293676,0.149665873,0.08692882152,0.0627370515,0.9875812492,0.931704206,0.05587704322,0.9221251197,0.8699515641,0.05217355555,-11.0433056,-6.131230736,-4.912074862,-9.92027743,27.08836585,-37.00864328,-0.5620339931,10.70586068,-11.26789468
train,20260603_223204,C0_neutral,v009,ok,0.1,0.9291244,2.185116794,2.208090261,1.414017962,4.069736911,0.9435225541,1.13658211,0.2009669972,1.03333185,-0.2574372487,2.777770233,2.544229875,0.2335403576,0.2546157917,0.250989371,0.003626420749,1.02467579,0.8569141241,0.167761666,1.102840255,0.9222813695,0.1805588854,-24.53660997,-2.175207931,-22.36140204,-17.66817458,30.00262726,-47.67080184,-10.34339861,13.61488242,-23.95828103
train,20260603_223204,C0_neutral,v010,ok,0.1,0.9412286,1.719347278,2.212664738,1.453737607,4.043061544,1.129956185,0.8750075942,0.4082545821,1.06721906,-0.3314675122,2.553783092,2.661084341,-0.1073012491,-0.09239255935,0.6776926963,-0.7700852556,1.060858138,0.9254491899,0.1354089481,1.127099344,0.9832353054,0.1438640391,-28.69564613,4.232232892,-32.92787903,-11.45922849,26.0128695,-37.47209799,2.042736375,25.84133851,-23.79860213
train,20260603_223824,C0_neutral,v001,ok,0.1,0.9776571,1.693579672,2.218573807,1.455559176,4.331299461,1.204143134,1.003620916,0.03300849931,1.012751526,-0.2437242678,2.732790656,3.050519345,-0.3177286886,0.3593375281,0.2005857471,0.1587517809,1.061160429,0.8470633534,0.2140970756,1.085411673,0.8664217274,0.2189899461,-16.05881442,-3.794110941,-12.26470348,-10.58277576,26.16697893,-36.74975468,-13.04753275,14.24529601,-27.29282876
train,20260603_223824,C0_neutral,v002,ok,0.1,0.9168368,1.693214915,2.118513669,1.390726998,4.068488914,1.223937637,1.070155574,-0.03711832115,1.245323463,-0.3218634771,2.647326784,2.55463998,0.09268680425,0.3315778621,0.1622539814,0.1693238807,1.006293147,0.8459066943,0.1603864528,1.097570633,0.9226360616,0.1749345715,-5.417461732,-4.732875666,-0.684586066,-16.83908911,31.039311,-47.87840012,-10.3864543,8.362777391,-18.74923169
train,20260603_223824,C0_neutral,v003,ok,0.1,0.982664,1.747677552,2.148492122,1.329799891,4.477683249,1.102968983,0.7697165577,0.357687785,0.966772474,-0.3296137048,3.069802107,3.436522333,-0.3667202263,-0.09287291159,0.2545011179,-0.3473740295,0.9363919193,0.8866844867,0.04970743259,0.9529115947,0.9023272316,0.05058436311,-23.96166749,-7.364524886,-16.59714261,-5.008817872,21.2900886,-26.29890647,4.994592312,12.17746417,-7.182871862
train,20260603_223824,C0_neutral,v004,ok,0.1,0.8848156,1.742025236,2.188045894,1.284515649,4.397271832,1.169230671,0.9313454505,0.1135655271,1.133199319,-0.2971104204,2.940879451,3.101585251,-0.1607058007,0.06000546,0.3852052309,-0.3251997709,0.8896368435,0.7719611201,0.1176757233,1.005448868,0.8724542381,0.13299463,-26.74126524,-3.910239613,-22.83102563,-11.3988647,20.80297062,-32.20183532,-5.251817894,16.3970767,-21.64889459
train,20260603_223824,C0_neutral,v006,ok,0.1,0.9565957,1.667758166,2.155723227,1.46049076,3.849832567,1.228422304,0.9112848554,0.05453527705,0.9400828664,-0.1915004288,2.504855358,2.735273228,-0.23041787,0.3026247442,0.3396537528,-0.03702900858,1.0683771,1.044344186,0.02403291449,1.116853338,1.091729961,0.02512337709,-14.67972257,-2.346858635,-12.33286394,-5.796029882,24.53775954,-30.33378942,-5.269899932,16.60964089,-21.87954083
train,20260603_223824,C0_neutral,v008,ok,0.1,0.7954075,1.694412985,2.05092294,1.329002107,3.969188175,1.086433035,1.046111084,0.1924851884,0.908297457,-0.3135807303,2.335818296,2.590470424,-0.2546521281,-0.03558794949,0.3279748957,-0.3635628452,0.9296451197,0.790342641,0.1393024787,1.168765846,0.9936323721,0.175133474,-22.41970287,-1.736996205,-20.68270666,-4.734392709,20.54029753,-25.27469024,8.772484886,11.90946466,-3.136979774
train,20260603_223824,C0_neutral,v009,ok,0.1,1.0414292,1.890309247,2.107735421,1.418026338,4.360332496,0.9838441858,1.080180676,0.1340541788,1.221976311,-0.2105734698,3.057563134,2.895981706,0.1615814281,0.1955224889,0.1792606635,0.01626182537,1.020596561,0.9483508223,0.07224573869,0.9799961063,0.9106243826,0.06937172367,1.396660995,1.284128314,0.1125326808,-19.82145638,29.97003289,-49.79148927,-6.537207521,19.06499572,-25.60220324
train,20260603_223824,C0_neutral,v010,ok,0.1,0.8710486,1.702989926,2.087047525,1.30919999,4.043948126,0.8717360128,1.021440777,-0.08296485165,0.934380685,-0.1526646003,2.728087086,2.866458862,-0.1383717763,0.2453732744,0.06662529053,0.1787479839,0.9113656378,0.9288308915,-0.01746525373,1.046285635,1.066336473,-0.02005083727,-1.39994865,-12.28065028,10.88070163,-10.00040491,18.14715501,-28.14755992,-14.13300828,4.29070662,-18.4237149
train,20260603_224414,C0_neutral,v001,ok,0.1,1.0275688,1.760561354,2.033723656,1.411916493,4.346250502,0.8320942576,0.8885129979,0.1208762634,1.070149512,-0.1855187236,3.157622699,3.159545858,-0.001923159488,0.07918582014,0.1153500382,-0.03616421808,1.021472517,0.962301432,0.05917108536,0.9940672755,0.9364837002,0.05758357529,-21.83633424,-2.926308186,-18.91002605,-14.92139965,24.73382569,-39.65522534,-2.436229449,13.58953497,-16.02576442
