stage_id,library_size_case_id,start_state_family,primitive_id,primitive_family,entry_role,regime_label,launch_capable_primitive_family_count,launch_capture_primitive_family_count,launch_gate_candidate_rows,expected_launch_gate_rows_per_launch_capture_primitive,expected_full_dense_launch_gate_rows_present,entry_role_rejection_count,rejection_rate,accepted_count,weak_count,failed_count,rejected_count,blocked_count,continuation_valid_count,terminal_useful_count,hard_failure_count,credible_launch_gate_outcome,r5_launch_capture_gate_passed,first_decision_audit_mode
W01,not_applicable_w01,inflight_boundary_near,recovery,recovery,terminal_or_recovery,recovery_or_safe_exit_from_boundary_or_recovery_edge,6,6,0,9600,False,0,0.0,0,3700,1100,0,0,0,3700,1100,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,safe_exit_or_recovery_handoff,safe_exit,terminal_or_recovery,recovery_or_safe_exit_from_boundary_or_recovery_edge,6,6,0,9600,False,0,0.0,0,3697,1103,0,0,0,3697,1103,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,energy_retaining_bank,energy_retaining_bank,inflight_only,inflight_from_nominal_or_lift_region,6,6,0,9600,False,0,0.0,1189,2411,0,0,0,3600,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,glide,glide,inflight_only,inflight_from_nominal_or_lift_region,6,6,0,9600,False,0,0.0,1202,2398,0,0,0,3600,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,lift_dwell_arc,lift_dwell,inflight_only,inflight_from_nominal_or_lift_region,6,6,0,9600,False,0,0.0,1195,2405,0,0,0,3600,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,lift_entry,lift_entry,inflight_only,inflight_from_nominal_or_lift_region,6,6,0,9600,False,0,0.0,1193,2407,0,0,0,3600,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,mild_turn_left,mild_turn,inflight_only,inflight_from_nominal_or_lift_region,6,6,0,9600,False,0,0.0,1193,2407,0,0,0,3600,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,mild_turn_right,mild_turn,inflight_only,inflight_from_nominal_or_lift_region,6,6,0,9600,False,0,0.0,1195,2405,0,0,0,3600,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,energy_retaining_bank,energy_retaining_bank,inflight_only,inflight_from_nominal_or_lift_region,6,6,0,9600,False,0,0.0,1666,4334,0,0,0,6000,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,glide,glide,inflight_only,inflight_from_nominal_or_lift_region,6,6,0,9600,False,0,0.0,1659,4341,0,0,0,6000,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,lift_dwell_arc,lift_dwell,inflight_only,inflight_from_nominal_or_lift_region,6,6,0,9600,False,0,0.0,1669,4331,0,0,0,6000,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,lift_entry,lift_entry,inflight_only,inflight_from_nominal_or_lift_region,6,6,0,9600,False,0,0.0,1650,4350,0,0,0,6000,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,mild_turn_left,mild_turn,inflight_only,inflight_from_nominal_or_lift_region,6,6,0,9600,False,0,0.0,1679,4321,0,0,0,6000,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,mild_turn_right,mild_turn,inflight_only,inflight_from_nominal_or_lift_region,6,6,0,9600,False,0,0.0,1679,4321,0,0,0,6000,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,recovery,recovery,terminal_or_recovery,recovery_or_safe_exit_from_boundary_or_recovery_edge,6,6,0,9600,False,0,0.0,1664,3136,0,0,0,4800,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,safe_exit_or_recovery_handoff,safe_exit,terminal_or_recovery,recovery_or_safe_exit_from_boundary_or_recovery_edge,6,6,0,9600,False,0,0.0,1674,3126,0,0,0,4800,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,launch_gate,launch_capture_energy_build,launch_capture,launch_capable,launch_capture_from_launch_gate,6,6,9600,9600,True,0,0.0,4099,5501,0,0,0,9600,0,0,True,True,not_applicable_w01
W01,not_applicable_w01,launch_gate,launch_capture_glide_stabilise,launch_capture,launch_capable,launch_capture_from_launch_gate,6,6,9600,9600,True,0,0.0,4099,5501,0,0,0,9600,0,0,True,True,not_applicable_w01
W01,not_applicable_w01,launch_gate,launch_capture_lift_seek,launch_capture,launch_capable,launch_capture_from_launch_gate,6,6,9600,9600,True,0,0.0,4097,5503,0,0,0,9600,0,0,True,True,not_applicable_w01
W01,not_applicable_w01,launch_gate,launch_capture_safe_handoff,launch_capture,launch_capable,launch_capture_from_launch_gate,6,6,9600,9600,True,0,0.0,4096,5504,0,0,0,9600,0,0,True,True,not_applicable_w01
W01,not_applicable_w01,launch_gate,launch_capture_shallow_left,launch_capture,launch_capable,launch_capture_from_launch_gate,6,6,9600,9600,True,0,0.0,4099,5501,0,0,0,9600,0,0,True,True,not_applicable_w01
W01,not_applicable_w01,launch_gate,launch_capture_shallow_right,launch_capture,launch_capable,launch_capture_from_launch_gate,6,6,9600,9600,True,0,0.0,4099,5501,0,0,0,9600,0,0,True,True,not_applicable_w01
