target,feature,standardized_coefficient,intercept,train_count,heldout_count,train_mae,heldout_mae
dx_m,x0_m,-0.02216368073,4.319209337,75,5,0.156989138,0.1044116002
dx_m,y0_m,0.03229821808,4.319209337,75,5,0.156989138,0.1044116002
dx_m,z0_m,-0.01280966994,4.319209337,75,5,0.156989138,0.1044116002
dx_m,launch_x_offset_m,-0.02216364645,4.319209337,75,5,0.156989138,0.1044116002
dx_m,launch_y_offset_m,0.03229823674,4.319209337,75,5,0.156989138,0.1044116002
dx_m,launch_z_offset_m,-0.01280966517,4.319209337,75,5,0.156989138,0.1044116002
dx_m,u0_m_s,0.2250509655,4.319209337,75,5,0.156989138,0.1044116002
dx_m,v0_m_s,0.279577653,4.319209337,75,5,0.156989138,0.1044116002
dx_m,w0_m_s,0.236562731,4.319209337,75,5,0.156989138,0.1044116002
dx_m,p0_rad_s,-0.06100406902,4.319209337,75,5,0.156989138,0.1044116002
dx_m,q0_rad_s,-0.01839056657,4.319209337,75,5,0.156989138,0.1044116002
dx_m,r0_rad_s,0.04887843154,4.319209337,75,5,0.156989138,0.1044116002
dx_m,phi0_deg,-0.1191709694,4.319209337,75,5,0.156989138,0.1044116002
dx_m,theta0_deg,-0.1413731789,4.319209337,75,5,0.156989138,0.1044116002
dx_m,psi0_deg,-0.06668882876,4.319209337,75,5,0.156989138,0.1044116002
dx_m,speed0_m_s,-1.63836308,4.319209337,75,5,0.156989138,0.1044116002
dx_m,horizontal_speed0_m_s,1.7672208,4.319209337,75,5,0.156989138,0.1044116002
dx_m,flight_path_angle_proxy0_deg,0.4716616873,4.319209337,75,5,0.156989138,0.1044116002
dx_m,sideslip_proxy0_deg,-0.3634736883,4.319209337,75,5,0.156989138,0.1044116002
dy_m,x0_m,-0.005086189694,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,y0_m,0.01916884863,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,z0_m,0.008011148764,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,launch_x_offset_m,-0.005086226422,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,launch_y_offset_m,0.01916886285,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,launch_z_offset_m,0.008011135935,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,u0_m_s,1.134584715,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,v0_m_s,0.04934473338,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,w0_m_s,0.2180011361,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,p0_rad_s,-0.009289728823,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,q0_rad_s,-0.01860405494,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,r0_rad_s,-0.2648712811,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,phi0_deg,-0.2503375583,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,theta0_deg,-0.003007488285,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,psi0_deg,0.3736267418,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,speed0_m_s,0.5483339521,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,horizontal_speed0_m_s,-1.651640692,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,flight_path_angle_proxy0_deg,0.2444826416,0.3994722822,75,5,0.1299402621,0.2106092176
dy_m,sideslip_proxy0_deg,0.6331093633,0.3994722822,75,5,0.1299402621,0.2106092176
sink_rate_m_s,x0_m,0.0009560667136,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,y0_m,0.0004978085282,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,z0_m,0.02610029765,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,launch_x_offset_m,0.0009560718575,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,launch_y_offset_m,0.0004978122439,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,launch_z_offset_m,0.02610029946,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,u0_m_s,-0.09591034671,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,v0_m_s,0.07879636809,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,w0_m_s,0.06628318575,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,p0_rad_s,0.01127260926,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,q0_rad_s,-0.009241079229,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,r0_rad_s,-0.001548994663,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,phi0_deg,0.0126763581,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,theta0_deg,-0.01223496142,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,psi0_deg,-0.02606668647,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,speed0_m_s,-0.4126758091,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,horizontal_speed0_m_s,0.3845503659,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,flight_path_angle_proxy0_deg,0.021913601,0.847757125,75,5,0.03243671944,0.04049114259
sink_rate_m_s,sideslip_proxy0_deg,-0.112393998,0.847757125,75,5,0.03243671944,0.04049114259
duration_s,x0_m,-5.489920049e-05,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,y0_m,-0.004018670723,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,z0_m,0.0003408411691,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,launch_x_offset_m,-5.489548753e-05,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,launch_y_offset_m,-0.004018656195,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,launch_z_offset_m,0.0003408397114,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,u0_m_s,0.1269526478,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,v0_m_s,0.05443500259,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,w0_m_s,-0.01322211349,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,p0_rad_s,-0.01007503721,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,q0_rad_s,0.003606595359,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,r0_rad_s,-0.009236579877,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,phi0_deg,-0.03120631798,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,theta0_deg,0.06061775327,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,psi0_deg,0.05732486206,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,speed0_m_s,-0.4672637764,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,horizontal_speed0_m_s,0.4528348149,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,flight_path_angle_proxy0_deg,0.04512462603,1.334556009,75,5,0.03226778372,0.01442350464
duration_s,sideslip_proxy0_deg,0.008197663691,1.334556009,75,5,0.03226778372,0.01442350464
