run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,forward_travel_m,turn_volume_proxy_m2,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,time_at_full_travel_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative
s4_gaussian_single_panel_control_reference_seed1,s4_gaussian_single_panel_control_reference,nominal_glide,nominal_glide,1,single_gaussian_var,panel,01_Thermal/B_results/single_var_params.xlsx,nominal,0.108,0.098000:0.118000,0.0,0.073,0.108,0.13,0.151,20.0,one_pole,0.34,,True,none,-0.0002892200788935684,2.1938397324363406,6.920388635565201e-07,-0.13776988544849278,6.220234076926698,9.949839488906102,0.0008028417263243363,0.002075168434385642,0.25,0.05666666666666667,0.05666666666666667,0.05555555555555555,0.081351516881966,True,,0,0,control_reference_rollout.csv,nominal_glide,0.002075168434385642,True,control_reference_rollout.csv
