time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,-0.03,0.0,0.0,-0.03,0.0,0.0,-0.015707963267948963,0.0
0.02,0.0,-0.03,0.0,0.0,-0.03,0.0,0.0,-0.015707963267948963,0.0
0.04,0.02299626191888376,-0.03,0.008362277061412278,0.02299626191888376,-0.03,0.008362277061412278,0.008829930694981237,-0.015707963267948963,0.004086579495197929
0.06,0.04574057197990705,-0.03,0.016632935265420746,0.04574057197990705,-0.03,0.016632935265420746,0.01756311882148647,-0.015707963267948963,0.00812838557027473
0.08,0.06798373876248842,-0.03,0.024721359549995794,0.06798373876248842,-0.03,0.024721359549995794,0.026103881742864602,-0.015707963267948963,0.01208113535206957
0.1,0.08948206147667603,-0.03,0.03253893144606401,0.08948206147667603,-0.03,0.03253893144606401,0.03435864507327947,-0.015707963267948963,0.015901521686807026
0.12,0.11,-0.03,0.04,0.11,-0.03,0.04,0.04223696789826278,-0.015707963267948963,0.019547687622336492
0.14,0.1293127555043441,-0.03,0.04702282018339785,0.1293127555043441,-0.03,0.04702282018339785,0.04965253366429895,-0.015707963267948963,0.022979685001659016
0.16,0.14720873339894883,-0.03,0.05353044850870867,0.14720873339894883,-0.03,0.05353044850870867,0.05652409588104841,-0.015707963267948963,0.02615991214329513
0.18,0.1634918616050267,-0.03,0.059451586038191534,0.1634918616050267,-0.03,0.059451586038191534,0.06277636827489758,-0.015707963267948963,0.02905352581317574
0.2,0.17798373876248844,-0.03,0.06472135954999579,0.17798373876248844,-0.03,0.06472135954999579,0.06834084964112738,-0.015707963267948963,0.03162882297440606
0.22,0.1905255888325765,-0.03,0.06928203230275509,0.1905255888325765,-0.03,0.06928203230275509,0.07315657435744678,-0.015707963267948963,0.033857588132372066
0.24,0.2009800006813722,-0.03,0.07308363661140807,0.2009800006813722,-0.03,0.07308363661140807,0.07717078033610862,-0.015707963267948963,0.03571540246960399
0.26,0.2092324335849338,-0.03,0.07608452130361229,0.2092324335849338,-0.03,0.07608452130361229,0.08033948709638405,-0.015707963267948963,0.03718191138345047
0.28,0.21519247216143725,-0.03,0.07825180805870445,0.21519247216143725,-0.03,0.07825180805870445,0.082627977623913,-0.015707963267948963,0.038241047495364694
0.3,0.21879481698102016,-0.03,0.07956175162946187,0.21879481698102016,-0.03,0.07956175162946187,0.08401117873757842,-0.015707963267948963,0.03888120668846605
0.32,0.22,-0.03,0.08,0.22,-0.03,0.08,0.08447393579652555,-0.015707963267948963,0.039095375244672985
0.34,0.21879481698102016,-0.03,0.07956175162946187,0.21879481698102016,-0.03,0.07956175162946187,0.08401117873757842,-0.015707963267948963,0.03888120668846605
0.36,0.21519247216143722,-0.03,0.07825180805870445,0.21519247216143722,-0.03,0.07825180805870445,0.082627977623913,-0.015707963267948963,0.038241047495364694
0.38,0.2092324335849338,-0.03,0.07608452130361229,0.2092324335849338,-0.03,0.07608452130361229,0.08033948709638405,-0.015707963267948963,0.03718191138345047
0.4,0.2009800006813722,-0.03,0.07308363661140807,0.2009800006813722,-0.03,0.07308363661140807,0.07717078033610862,-0.015707963267948963,0.03571540246960399
0.42,0.1905255888325765,-0.03,0.06928203230275509,0.1905255888325765,-0.03,0.06928203230275509,0.07315657435744678,-0.015707963267948963,0.033857588132372066
0.44,0.17798373876248844,-0.03,0.06472135954999579,0.17798373876248844,-0.03,0.06472135954999579,0.06834084964112738,-0.015707963267948963,0.03162882297440606
0.46,0.16349186160502674,-0.03,0.05945158603819154,0.16349186160502674,-0.03,0.05945158603819154,0.06277636827489759,-0.015707963267948963,0.029053525813175742
0.48,0.14720873339894877,-0.03,0.05353044850870864,0.14720873339894877,-0.03,0.05353044850870864,0.05652409588104838,-0.015707963267948963,0.02615991214329512
0.5,0.12931275550434412,-0.03,0.04702282018339786,0.12931275550434412,-0.03,0.04702282018339786,0.04965253366429896,-0.015707963267948963,0.02297968500165902
0.52,0.10999999999999999,-0.03,0.039999999999999994,0.10999999999999999,-0.03,0.039999999999999994,0.04223696789826278,-0.015707963267948963,0.01954768762233649
0.54,0.089482061476676,-0.03,0.032538931446064005,0.089482061476676,-0.03,0.032538931446064005,0.03435864507327946,-0.015707963267948963,0.015901521686807023
0.56,0.06798373876248837,-0.03,0.02472135954999577,0.06798373876248837,-0.03,0.02472135954999577,0.026103881742864578,-0.015707963267948963,0.012081135352069557
0.58,0.045740571979906955,-0.03,0.01663293526542071,0.045740571979906955,-0.03,0.01663293526542071,0.017563118821486437,-0.015707963267948963,0.008128385570274713
0.6,0.02299626191888382,-0.03,0.008362277061412298,0.02299626191888382,-0.03,0.008362277061412298,0.00882993069498126,-0.015707963267948963,0.004086579495197939
