t_read_host_s,line_text
0.1754841,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,1520068963"
0.9382535,"RX_EVENT,0,0,1520822696,32768,32768,32768,32768"
0.9382535,"OK_EVENT,SET_NEUTRAL"
0.9382535,"COMMIT_EVENT,0,0,1520822696,1520834946,290638,1500,1500,1500,1500,1500,1500,1500,1500"
6.4064648,"RX_EVENT,0,0,1526272409,32768,32768,32768,32768"
6.4064648,"COMMIT_EVENT,0,0,1526272409,1526274946,290910,1500,1500,1500,1500,1500,1500,1500,1500"
6.4373263,"RX_EVENT,1,0,1526308871,32768,32768,32768,32768"
6.4373263,"COMMIT_EVENT,1,0,1526308871,1526314946,290912,1500,1500,1500,1500,1500,1500,1500,1500"
6.4621234,"RX_EVENT,2,0,1526338565,32768,32768,32768,32768"
6.4621234,"COMMIT_EVENT,2,0,1526338565,1526354946,290914,1500,1500,1500,1500,1500,1500,1500,1500"
6.4818473,"RX_EVENT,3,0,1526363414,32768,32768,32768,32768"
6.5053174,"COMMIT_EVENT,3,0,1526363414,1526374946,290915,1500,1500,1500,1500,1500,1500,1500,1500"
6.5053174,"RX_EVENT,4,0,1526383176,32768,32768,32768,32768"
6.5053174,"COMMIT_EVENT,4,0,1526383176,1526394946,290916,1500,1500,1500,1500,1500,1500,1500,1500"
6.5279262,"RX_EVENT,5,0,1526406759,32768,32768,32768,32768"
6.5279262,"COMMIT_EVENT,5,0,1526406759,1526414946,290917,1500,1500,1500,1500,1500,1500,1500,1500"
6.5537099,"RX_EVENT,6,0,1526429425,32768,32768,32768,32768"
6.5537099,"COMMIT_EVENT,6,0,1526429425,1526434946,290918,1500,1500,1500,1500,1500,1500,1500,1500"
6.5810467,"RX_EVENT,7,0,1526455747,32768,32768,32768,32768"
6.5810467,"COMMIT_EVENT,7,0,1526455747,1526474946,290920,1500,1500,1500,1500,1500,1500,1500,1500"
6.6040585,"RX_EVENT,8,0,1526482476,32768,32768,32768,32768"
6.6243453,"COMMIT_EVENT,8,0,1526482476,1526494946,290921,1500,1500,1500,1500,1500,1500,1500,1500"
6.6243453,"RX_EVENT,9,0,1526505176,32768,32768,32768,32768"
6.6443565,"COMMIT_EVENT,9,0,1526505176,1526514946,290922,1500,1500,1500,1500,1500,1500,1500,1500"
6.6443565,"RX_EVENT,10,0,1526525910,32768,32768,32768,32768"
6.6443565,"COMMIT_EVENT,10,0,1526525910,1526534946,290923,1500,1500,1500,1500,1500,1500,1500,1500"
6.666114,"RX_EVENT,11,0,1526545708,32768,32768,32768,32768"
6.6935084,"COMMIT_EVENT,11,0,1526545708,1526554946,290924,1500,1500,1500,1500,1500,1500,1500,1500"
6.6935084,"RX_EVENT,12,0,1526567308,32768,32768,32768,32768"
6.6935084,"COMMIT_EVENT,12,0,1526567308,1526574946,290925,1500,1500,1500,1500,1500,1500,1500,1500"
6.7231583,"RX_EVENT,13,0,1526595209,32768,32768,32768,32768"
6.7499889,"COMMIT_EVENT,13,0,1526595209,1526614946,290927,1500,1500,1500,1500,1500,1500,1500,1500"
6.7499889,"RX_EVENT,14,0,1526624838,32768,32768,32768,32768"
6.7499889,"COMMIT_EVENT,14,0,1526624838,1526634946,290928,1500,1500,1500,1500,1500,1500,1500,1500"
6.7767999,"RX_EVENT,15,0,1526652118,32768,32768,32768,32768"
6.7767999,"COMMIT_EVENT,15,0,1526652118,1526654946,290929,1500,1500,1500,1500,1500,1500,1500,1500"
6.7994806,"RX_EVENT,16,0,1526678115,32768,32768,32768,32768"
6.8228146,"COMMIT_EVENT,16,0,1526678115,1526694946,290931,1500,1500,1500,1500,1500,1500,1500,1500"
6.8228146,"RX_EVENT,17,0,1526700734,32768,32768,32768,32768"
6.8449683,"COMMIT_EVENT,17,0,1526700734,1526714946,290932,1500,1500,1500,1500,1500,1500,1500,1500"
6.8449683,"RX_EVENT,18,0,1526724172,32768,32768,32768,32768"
6.8449683,"COMMIT_EVENT,18,0,1526724172,1526734946,290933,1500,1500,1500,1500,1500,1500,1500,1500"
6.8718219,"RX_EVENT,19,0,1526746219,32768,32768,32768,32768"
6.8718219,"COMMIT_EVENT,19,0,1526746219,1526754946,290934,1500,1500,1500,1500,1500,1500,1500,1500"
6.8929757,"RX_EVENT,20,0,1526773349,32768,32768,32768,32768"
6.8929757,"COMMIT_EVENT,20,0,1526773349,1526774946,290935,1500,1500,1500,1500,1500,1500,1500,1500"
6.9106192,"RX_EVENT,21,0,1526794277,32768,32768,32768,32768"
