case_id,case_type,alpha_deg,beta_deg,speed_m_s,delta_a_deg,delta_e_deg,delta_r_deg,cl_lift_asb,cd_drag_asb,cm_pitch_asb,cy_asb,cl_roll_asb,cn_yaw_asb,valid_aerosandbox,aerosandbox_status
case_000179,aileron,-2.0,0.0,4.5,-10.0,0.0,0.0,-0.1306394711813561,0.09192644202761877,0.02514089586758517,-0.0326862745303789,-0.13153790911145818,-0.0069733293801605084,True,ok: AeroSandbox AeroBuildup.run
case_000180,aileron,0.0,0.0,4.5,-10.0,0.0,0.0,-1.6107693956874735e-16,0.09284561888114708,0.011723064944202404,-0.033865213497167715,-0.13616913775267453,-0.003625060388645939,True,ok: AeroSandbox AeroBuildup.run
case_000181,aileron,2.0,0.0,4.5,-10.0,0.0,0.0,0.13063947118135322,0.09192644202761827,-0.003159067949681393,-0.03268627453037892,-0.1315569168879993,-0.00017574876545386082,True,ok: AeroSandbox AeroBuildup.run
case_000182,aileron,4.0,0.0,4.5,-10.0,0.0,0.0,0.2827563439307678,0.09725027687579375,-0.03351121690971465,-0.030054011673839757,-0.12138735436116455,0.004224547122848058,True,ok: AeroSandbox AeroBuildup.run
case_000183,aileron,6.0,0.0,4.5,-10.0,0.0,0.0,0.4405303204599426,0.12415808141140253,-0.06879126566841176,-0.02604120997193166,-0.10580854677571279,0.007392193906173913,True,ok: AeroSandbox AeroBuildup.run
case_000184,aileron,8.0,0.0,4.5,-10.0,0.0,0.0,0.5576429295643449,0.15767275989020385,-0.05727842260121965,-0.02246736047290159,-0.09218699781257343,0.010502675797089989,True,ok: AeroSandbox AeroBuildup.run
case_000185,aileron,10.0,0.0,4.5,-10.0,0.0,0.0,0.6378108591081582,0.1901468120671203,-0.031158308925892605,-0.01957873703401888,-0.08145718375506507,0.013194068109705422,True,ok: AeroSandbox AeroBuildup.run
case_000186,aileron,12.0,0.0,4.5,-10.0,0.0,0.0,0.7315420072321328,0.22577054144084296,-0.011819877265353627,-0.015763519269733354,-0.0672436872077307,0.016304358448606695,True,ok: AeroSandbox AeroBuildup.run
case_000187,aileron,-8.0,6.0,4.5,-10.0,0.0,0.0,-0.5456595152559582,0.15949020040913184,0.07955211088357485,-0.032259203681071824,-0.0996020687729063,-0.008855209913183032,True,ok: AeroSandbox AeroBuildup.run
case_000188,aileron,-6.0,6.0,4.5,-10.0,0.0,0.0,-0.423474947857522,0.12666698474307045,0.09407653206406151,-0.03978635851962289,-0.11450622892675934,-0.006826920901983836,True,ok: AeroSandbox AeroBuildup.run
case_000189,aileron,-4.0,6.0,4.5,-10.0,0.0,0.0,-0.2714889613787825,0.10270157726569856,0.057503206921297,-0.04623864488510863,-0.12843723513424252,-0.004461316814530509,True,ok: AeroSandbox AeroBuildup.run
case_000190,aileron,-2.0,6.0,4.5,-10.0,0.0,0.0,-0.11857611055607471,0.09738568471473723,0.029677774064398806,-0.050760984057094734,-0.14005965128933293,-0.001134826687235172,True,ok: AeroSandbox AeroBuildup.run
case_000191,aileron,0.0,6.0,4.5,-10.0,0.0,0.0,-1.261687629455776e-15,0.0993086269350448,0.011544879124385569,-0.05166256014227506,-0.14218340950644534,0.0017502289251894144,True,ok: AeroSandbox AeroBuildup.run
case_000192,aileron,2.0,6.0,4.5,-10.0,0.0,0.0,0.11857611897175983,0.09738568491534806,-0.008119333749170421,-0.05076098744041568,-0.1396841793837412,0.004716291631711852,True,ok: AeroSandbox AeroBuildup.run
case_000193,aileron,4.0,6.0,4.5,-10.0,0.0,0.0,0.27148899929439085,0.10270157907853363,-0.03837970954084149,-0.04623865085143737,-0.12770740789173698,0.008792850522612389,True,ok: AeroSandbox AeroBuildup.run
case_000194,aileron,6.0,6.0,4.5,-10.0,0.0,0.0,0.4234750346329999,0.1266669910955491,-0.07633335878312843,-0.03978636581399633,-0.1135860987487434,0.012122320457953846,True,ok: AeroSandbox AeroBuildup.run
case_000195,aileron,8.0,6.0,4.5,-10.0,0.0,0.0,0.5456596717093125,0.1594902150904734,-0.06392031609891287,-0.03225921074094227,-0.09810730216812327,0.01548249264927202,True,ok: AeroSandbox AeroBuildup.run
case_000196,aileron,10.0,6.0,4.5,-10.0,0.0,0.0,0.6262596524004491,0.19119279078014845,-0.037748303289034967,-0.02590781688910855,-0.08737857328884548,0.01791310500166518,True,ok: AeroSandbox AeroBuildup.run
case_000197,aileron,12.0,6.0,4.5,-10.0,0.0,0.0,0.714821680485166,0.22458583150976394,-0.019069236102480083,-0.0181086018423278,-0.07474212746960486,0.020578898759889615,True,ok: AeroSandbox AeroBuildup.run
case_000198,aileron,-8.0,-6.0,5.5,-10.0,0.0,0.0,-0.5629051057632901,0.1531274240907459,0.06650792678787541,-0.012056701630017633,-0.08513838325808284,-0.02125038709996401,True,ok: AeroSandbox AeroBuildup.run
case_000199,aileron,-6.0,-6.0,5.5,-10.0,0.0,0.0,-0.43989157839927157,0.11874259173216045,0.07084913354493352,-0.011736797875503286,-0.09782600643622288,-0.019120917868128147,True,ok: AeroSandbox AeroBuildup.run
case_000200,aileron,-4.0,-6.0,5.5,-10.0,0.0,0.0,-0.290557980010548,0.09214093575956363,0.04613039653685944,-0.012782950778760687,-0.11329499412065465,-0.017068051094866536,True,ok: AeroSandbox AeroBuildup.run
case_000201,aileron,-2.0,-6.0,5.5,-10.0,0.0,0.0,-0.1408577767194632,0.08495586888895955,0.018897042482645225,-0.013342140336812467,-0.12180098140626143,-0.013385176402344308,True,ok: AeroSandbox AeroBuildup.run
case_000202,aileron,0.0,-6.0,5.5,-10.0,0.0,0.0,1.4619766820142018e-17,0.08231924579440072,0.010322377037248325,-0.015199335363059447,-0.13100220386476824,-0.009490772725104398,True,ok: AeroSandbox AeroBuildup.run
case_000203,aileron,2.0,-6.0,5.5,-10.0,0.0,0.0,0.14085776097806452,0.08495586849856838,0.0010262949440930467,-0.013342135926965266,-0.12224588177085324,-0.005158668051145836,True,ok: AeroSandbox AeroBuildup.run
case_000204,aileron,4.0,-6.0,5.5,-10.0,0.0,0.0,0.2905579180186838,0.09214093265151768,-0.028607579223100626,-0.012782942259243863,-0.11400501554632052,-0.0009716840819410225,True,ok: AeroSandbox AeroBuildup.run
case_000205,aileron,6.0,-6.0,5.5,-10.0,0.0,0.0,0.43989143942472536,0.1187425812227117,-0.05475017056133489,-0.011736785903898123,-0.09878056613099165,0.0020486372778427517,True,ok: AeroSandbox AeroBuildup.run
case_000206,aileron,8.0,-6.0,5.5,-10.0,0.0,0.0,0.5629048624311935,0.15312740056545476,-0.052265904300142156,-0.012056685963839677,-0.0866152099396314,0.004854689241000908,True,ok: AeroSandbox AeroBuildup.run
case_000207,aileron,10.0,-6.0,5.5,-10.0,0.0,0.0,0.6532206291740279,0.18836579650195429,-0.04395632558506478,-0.0128926353695431,-0.07561587362107763,0.007771043951484377,True,ok: AeroSandbox AeroBuildup.run
case_000208,aileron,12.0,-6.0,5.5,-10.0,0.0,0.0,0.754412102833997,0.2270261320722931,-0.034674284153720536,-0.013817661673597232,-0.061207392111453436,0.01114045468368692,True,ok: AeroSandbox AeroBuildup.run
case_000209,aileron,-8.0,0.0,5.5,-10.0,0.0,0.0,-0.5584543072034128,0.15534224189242876,0.07223971820266897,-0.022460308642166586,-0.0920393383593992,-0.014941106473172665,True,ok: AeroSandbox AeroBuildup.run
case_000210,aileron,-6.0,0.0,5.5,-10.0,0.0,0.0,-0.43031952177484395,0.12156512757299348,0.07916088871586126,-0.026011276579695607,-0.10562024237007192,-0.012871556218430046,True,ok: AeroSandbox AeroBuildup.run
case_000211,aileron,-4.0,0.0,5.5,-10.0,0.0,0.0,-0.28444664182017015,0.09556539100243874,0.05263655639605399,-0.029747656004595176,-0.12012809817651941,-0.010870113659986965,True,ok: AeroSandbox AeroBuildup.run
case_000212,aileron,-2.0,0.0,5.5,-10.0,0.0,0.0,-0.13510352098448863,0.0899398664527625,0.023368602157167583,-0.032072664774485185,-0.12907740969053458,-0.007095073315872377,True,ok: AeroSandbox AeroBuildup.run
case_000213,aileron,0.0,0.0,5.5,-10.0,0.0,0.0,5.026992685835128e-17,0.0893276104303644,0.011345685746243044,-0.03369989473985658,-0.13550440511665315,-0.003679601015464341,True,ok: AeroSandbox AeroBuildup.run
case_000214,aileron,2.0,0.0,5.5,-10.0,0.0,0.0,0.13510352098448752,0.08993986645276275,-0.0017964724561560224,-0.03207266477448523,-0.12909378126135182,1.4929841907230079e-05,True,ok: AeroSandbox AeroBuildup.run
case_000215,aileron,4.0,0.0,5.5,-10.0,0.0,0.0,0.2844466418201686,0.09556539100243835,-0.03373252347854146,-0.029747656004595245,-0.12016466418650525,0.004391306865663895,True,ok: AeroSandbox AeroBuildup.run
case_000216,aileron,6.0,0.0,5.5,-10.0,0.0,0.0,0.4303195217748433,0.12156512757299323,-0.0615672333016281,-0.026011276579695593,-0.10568592013712765,0.007374147381349505,True,ok: AeroSandbox AeroBuildup.run
case_000217,aileron,8.0,0.0,5.5,-10.0,0.0,0.0,0.5584543072034125,0.15534224189242898,-0.05671932023691754,-0.022460308642166506,-0.09214486977917809,0.010405504120808306,True,ok: AeroSandbox AeroBuildup.run
case_000218,aileron,10.0,0.0,5.5,-10.0,0.0,0.0,0.6465798556758999,0.18997994549501365,-0.04985931121997401,-0.0195365549695201,-0.0812716315639051,0.013108622422311516,True,ok: AeroSandbox AeroBuildup.run
case_000219,aileron,12.0,0.0,5.5,-10.0,0.0,0.0,0.7462613414334541,0.2276261904172569,-0.04140020586924412,-0.015778176650590302,-0.06728121500267237,0.016201915430129957,True,ok: AeroSandbox AeroBuildup.run
case_000220,aileron,-8.0,6.0,5.5,-10.0,0.0,0.0,-0.5448055982023635,0.15718279751868194,0.07920149169595807,-0.03305292245466826,-0.0996590396508637,-0.008452691385481366,True,ok: AeroSandbox AeroBuildup.run
case_000221,aileron,-6.0,6.0,5.5,-10.0,0.0,0.0,-0.4140765938637006,0.12422026199964711,0.08619238459141938,-0.04048484720506524,-0.11423723608790408,-0.006502350423884524,True,ok: AeroSandbox AeroBuildup.run
case_000222,aileron,-4.0,6.0,5.5,-10.0,0.0,0.0,-0.2743434360485603,0.10144880789184875,0.05697860546202858,-0.046484989278309075,-0.12689228805038505,-0.004190913514733269,True,ok: AeroSandbox AeroBuildup.run
case_000223,aileron,-2.0,6.0,5.5,-10.0,0.0,0.0,-0.12165351343858405,0.09547249718741586,0.02933281076807721,-0.05101446738429488,-0.13834974310093728,-0.0010122558208327244,True,ok: AeroSandbox AeroBuildup.run
case_000224,aileron,0.0,6.0,5.5,-10.0,0.0,0.0,-6.856423372594843e-17,0.09641409342232649,0.011252620489429441,-0.05204133332332489,-0.1408771790441713,0.0020081463196986882,True,ok: AeroSandbox AeroBuildup.run
case_000225,aileron,2.0,6.0,5.5,-10.0,0.0,0.0,0.12165352637543403,0.09547249750099795,-0.008140481186199734,-0.05101447237295337,-0.13796450832719598,0.005178762422875937,True,ok: AeroSandbox AeroBuildup.run
case_000226,aileron,4.0,6.0,5.5,-10.0,0.0,0.0,0.2743434933074497,0.1014488106561165,-0.038139609892590395,-0.046484998058981465,-0.12618664314029554,0.009161982306166614,True,ok: AeroSandbox AeroBuildup.run
case_000227,aileron,6.0,6.0,5.5,-10.0,0.0,0.0,0.41407672154676717,0.1242202711432228,-0.06887726834885015,-0.04048485807532737,-0.11337490492720663,0.012416596420875678,True,ok: AeroSandbox AeroBuildup.run
case_000228,aileron,8.0,6.0,5.5,-10.0,0.0,0.0,0.5448058309939156,0.15718281933138611,-0.06401036378616302,-0.0330529330591501,-0.09827572734874346,0.015637734487086316,True,ok: AeroSandbox AeroBuildup.run
case_000229,aileron,10.0,6.0,5.5,-10.0,0.0,0.0,0.6347545889698326,0.19103084598800735,-0.05583968413327791,-0.02643183107181482,-0.08733359127169556,0.018085462422693183,True,ok: AeroSandbox AeroBuildup.run
case_000230,aileron,12.0,6.0,5.5,-10.0,0.0,0.0,0.7300710602021292,0.22663257025249287,-0.048700124007710115,-0.018468448540706357,-0.07470325070013634,0.02073218419934524,True,ok: AeroSandbox AeroBuildup.run
case_000231,aileron,-8.0,-6.0,6.5,-10.0,0.0,0.0,-0.563130385960512,0.1513327545578125,0.067587178433502,-0.011645830854163762,-0.08497029793671926,-0.021294321930732343,True,ok: AeroSandbox AeroBuildup.run
case_000232,aileron,-6.0,-6.0,6.5,-10.0,0.0,0.0,-0.43259753029262776,0.11683945397979936,0.06370204343546615,-0.011315617377505137,-0.09764641421665687,-0.01925276260112889,True,ok: AeroSandbox AeroBuildup.run
case_000233,aileron,-4.0,-6.0,6.5,-10.0,0.0,0.0,-0.29024235536338633,0.09084865164178295,0.04545430737287412,-0.012295802293268161,-0.1124239077978747,-0.01726411187205221,True,ok: AeroSandbox AeroBuildup.run
case_000234,aileron,-2.0,-6.0,6.5,-10.0,0.0,0.0,-0.14278708334652226,0.08320622437640691,0.01807327315607716,-0.012663590231556297,-0.1202646977144,-0.013634937238745294,True,ok: AeroSandbox AeroBuildup.run
case_000235,aileron,0.0,-6.0,6.5,-10.0,0.0,0.0,-1.8559733726425322e-16,0.07931981741164049,0.009991116391777338,-0.014970075329376753,-0.13133426737896728,-0.00967880402748509,True,ok: AeroSandbox AeroBuildup.run
case_000236,aileron,2.0,-6.0,6.5,-10.0,0.0,0.0,0.14278706104480485,0.08320622381702014,0.001484720004585806,-0.01266358414712662,-0.12068514239097129,-0.005113145441840758,True,ok: AeroSandbox AeroBuildup.run
case_000237,aileron,4.0,-6.0,6.5,-10.0,0.0,0.0,0.29024226884568166,0.09084864730990777,-0.02816536042483699,-0.012295790464584217,-0.1131147388216158,-0.0009889697656378618,True,ok: AeroSandbox AeroBuildup.run
case_000238,aileron,6.0,-6.0,6.5,-10.0,0.0,0.0,0.43259733796370126,0.1168394396772016,-0.047875200401821597,-0.011315600693568361,-0.09856506778576554,0.0019165564880781105,True,ok: AeroSandbox AeroBuildup.run
case_000239,aileron,8.0,-6.0,6.5,-10.0,0.0,0.0,0.5631300469193687,0.1513327217679173,-0.05360076558685718,-0.011645809067982026,-0.08637201344362662,0.004684488467870558,True,ok: AeroSandbox AeroBuildup.run
case_000240,aileron,10.0,-6.0,6.5,-10.0,0.0,0.0,0.6568725544065254,0.1876651811031752,-0.05243784478430116,-0.012635225635256044,-0.07546854232889752,0.007537147432309658,True,ok: AeroSandbox AeroBuildup.run
case_000241,aileron,12.0,-6.0,6.5,-10.0,0.0,0.0,0.7542728254797912,0.22564830502715777,-0.03817998212034316,-0.01358714435231926,-0.06150013192853407,0.010855586278355568,True,ok: AeroSandbox AeroBuildup.run
case_000242,aileron,-8.0,0.0,6.5,-10.0,0.0,0.0,-0.5596586787495277,0.15344782545990146,0.07299923112548314,-0.02244541318371817,-0.09196573831539041,-0.014841825437031737,True,ok: AeroSandbox AeroBuildup.run
case_000243,aileron,-6.0,0.0,6.5,-10.0,0.0,0.0,-0.42286925308683004,0.11944222986500692,0.07190386277081645,-0.025957505584094948,-0.1054017992238756,-0.01284396779246064,True,ok: AeroSandbox AeroBuildup.run
case_000244,aileron,-4.0,0.0,6.5,-10.0,0.0,0.0,-0.2849711861229375,0.09443231709367521,0.051396019237001656,-0.02946708724963803,-0.11900202846066346,-0.01086674497879535,True,ok: AeroSandbox AeroBuildup.run
case_000245,aileron,-2.0,0.0,6.5,-10.0,0.0,0.0,-0.13685736413175079,0.08818416499703709,0.02294190874363807,-0.03173294541190871,-0.12771846808177795,-0.007256721192634803,True,ok: AeroSandbox AeroBuildup.run
case_000246,aileron,0.0,0.0,6.5,-10.0,0.0,0.0,3.929638166064046e-16,0.08647609700079596,0.011029740122900587,-0.03367862843876604,-0.13541889513211008,-0.003717674510579418,True,ok: AeroSandbox AeroBuildup.run
case_000247,aileron,2.0,0.0,6.5,-10.0,0.0,0.0,0.1368573641317492,0.08818416499703713,-0.0017276566633774985,-0.03173294541190869,-0.12773342189391165,0.00021593838875947445,True,ok: AeroSandbox AeroBuildup.run
case_000248,aileron,4.0,0.0,6.5,-10.0,0.0,0.0,0.284971186122938,0.09443231709367511,-0.03270155622075452,-0.029467087249638094,-0.11903794806575128,0.004444731813696346,True,ok: AeroSandbox AeroBuildup.run
case_000249,aileron,6.0,0.0,6.5,-10.0,0.0,0.0,0.4228692530868278,0.11944222986500631,-0.05463260693624592,-0.02595750558409501,-0.10546747944370773,0.007359238406116829,True,ok: AeroSandbox AeroBuildup.run
case_000250,aileron,8.0,0.0,6.5,-10.0,0.0,0.0,0.5596586787495272,0.15344782545990132,-0.05778403608788845,-0.022445413183718167,-0.09207118407200042,0.01030911951326915,True,ok: AeroSandbox AeroBuildup.run
case_000251,aileron,10.0,0.0,6.5,-10.0,0.0,0.0,0.6502398816594177,0.1892529831975197,-0.058470564730226056,-0.019516036749956205,-0.08116961504292453,0.013000364838302997,True,ok: AeroSandbox AeroBuildup.run
case_000252,aileron,12.0,0.0,6.5,-10.0,0.0,0.0,0.746560075786254,0.22629275240754276,-0.0442550350000753,-0.015825270750829405,-0.06744448121795085,0.016073605122883434,True,ok: AeroSandbox AeroBuildup.run
case_000253,aileron,-8.0,6.0,6.5,-10.0,0.0,0.0,-0.545039203370325,0.15529321231355392,0.0802910427437182,-0.033430307214742924,-0.09966612674876786,-0.008216619473829033,True,ok: AeroSandbox AeroBuildup.run
case_000254,aileron,-6.0,6.0,6.5,-10.0,0.0,0.0,-0.40735850569029214,0.12225955018796736,0.07878572330268502,-0.040773075443004854,-0.1139034237881195,-0.006329526722927774,True,ok: AeroSandbox AeroBuildup.run
case_000255,aileron,-4.0,6.0,6.5,-10.0,0.0,0.0,-0.2748089711256308,0.10061627620823614,0.05602831475488254,-0.04647629478438638,-0.1257883272744531,-0.003981499313061232,True,ok: AeroSandbox AeroBuildup.run
case_000256,aileron,-2.0,6.0,6.5,-10.0,0.0,0.0,-0.12330654611703669,0.09387168270345148,0.029342619609667307,-0.05101830565782668,-0.1371822441030328,-0.0010457937826806303,True,ok: AeroSandbox AeroBuildup.run
case_000257,aileron,0.0,6.0,6.5,-10.0,0.0,0.0,2.5683185245341464e-16,0.09410358357236777,0.01101630040526639,-0.052189266661680736,-0.14021846164420323,0.002119180909990049,True,ok: AeroSandbox AeroBuildup.run
case_000258,aileron,2.0,6.0,6.5,-10.0,0.0,0.0,0.12330656444497633,0.09387168315149691,-0.008450122116245044,-0.05101831256369323,-0.13678877589411592,0.005486125963194106,True,ok: AeroSandbox AeroBuildup.run
case_000259,aileron,4.0,6.0,6.5,-10.0,0.0,0.0,0.27480905135077704,0.10061628008628334,-0.03730924701946374,-0.046476306918615075,-0.125095225168233,0.009249016585681539,True,ok: AeroSandbox AeroBuildup.run
case_000260,aileron,6.0,6.0,6.5,-10.0,0.0,0.0,0.40735868259909097,0.12225956265412938,-0.06179149967228504,-0.04077309058359184,-0.11307353961244233,0.012539663539761473,True,ok: AeroSandbox AeroBuildup.run
case_000261,aileron,8.0,6.0,6.5,-10.0,0.0,0.0,0.5450395276951798,0.15529324271755196,-0.0653812927112143,-0.03343032209644609,-0.09835685834472621,0.015625155339566182,True,ok: AeroSandbox AeroBuildup.run
case_000262,aileron,10.0,6.0,6.5,-10.0,0.0,0.0,0.6384981854774369,0.19034753585830963,-0.06423376475515381,-0.026652556815525925,-0.08730052224085151,0.01809799980246082,True,ok: AeroSandbox AeroBuildup.run
case_000263,aileron,12.0,6.0,6.5,-10.0,0.0,0.0,0.7309727490998438,0.2255389426769034,-0.05175568919191423,-0.01878228493930532,-0.07478307791073263,0.020746666840073123,True,ok: AeroSandbox AeroBuildup.run
case_000264,aileron,-8.0,-6.0,7.5,-10.0,0.0,0.0,-0.562993622212067,0.14972059580600483,0.06762470625057222,-0.011516621913510858,-0.08483453308721886,-0.02124064081192978,True,ok: AeroSandbox AeroBuildup.run
case_000265,aileron,-6.0,-6.0,7.5,-10.0,0.0,0.0,-0.4276382184065198,0.11532945486099201,0.05772295071043559,-0.011160531762266213,-0.09745571450839764,-0.0192721142035124,True,ok: AeroSandbox AeroBuildup.run
case_000266,aileron,-4.0,-6.0,7.5,-10.0,0.0,0.0,-0.28972305202941634,0.08991916385968454,0.04454595024197979,-0.012068074026280731,-0.1115917088419334,-0.01729969907564918,True,ok: AeroSandbox AeroBuildup.run
case_000267,aileron,-2.0,-6.0,7.5,-10.0,0.0,0.0,-0.1431097490292517,0.08164159210905061,0.01817395892607739,-0.012394554623536534,-0.11937671664096162,-0.013774829118955938,True,ok: AeroSandbox AeroBuildup.run
case_000268,aileron,0.0,-6.0,7.5,-10.0,0.0,0.0,-1.0800897436165756e-16,0.07696981267477204,0.00973168874707555,-0.014976288173156795,-0.13158271613947076,-0.009739948380963866,True,ok: AeroSandbox AeroBuildup.run
case_000269,aileron,2.0,-6.0,7.5,-10.0,0.0,0.0,0.14310971932255004,0.08164159136278995,0.0010702952983235833,-0.012394546581391429,-0.11978623386618126,-0.0049925734604810805,True,ok: AeroSandbox AeroBuildup.run
case_000270,aileron,4.0,-6.0,7.5,-10.0,0.0,0.0,0.2897229369088676,0.08991915810672782,-0.0274065886143734,-0.01206805837038648,-0.11227250664358364,-0.0009477296872104063,True,ok: AeroSandbox AeroBuildup.run
case_000271,aileron,6.0,-6.0,7.5,-10.0,0.0,0.0,0.42763796355762207,0.11532943612633784,-0.04210575712986775,-0.011160509600850872,-0.09835070911017217,0.001891335726671144,True,ok: AeroSandbox AeroBuildup.run
case_000272,aileron,8.0,-6.0,7.5,-10.0,0.0,0.0,0.5629931714821722,0.14972055222559855,-0.053807126803850656,-0.011516592997135418,-0.08618591846962004,0.004627065286175188,True,ok: AeroSandbox AeroBuildup.run
case_000273,aileron,10.0,-6.0,7.5,-10.0,0.0,0.0,0.6556626642855569,0.18616406670253607,-0.0517986951743644,-0.012565014171934225,-0.07539474025373719,0.0073998624342106615,True,ok: AeroSandbox AeroBuildup.run
case_000274,aileron,12.0,-6.0,7.5,-10.0,0.0,0.0,0.7513850734409345,0.2239345352199531,-0.03669586923804123,-0.013563738897114956,-0.061852143927515486,0.010654564101550482,True,ok: AeroSandbox AeroBuildup.run
case_000275,aileron,-8.0,0.0,7.5,-10.0,0.0,0.0,-0.559938601242874,0.15176493469259902,0.07299154527434847,-0.02242836564953309,-0.0918854941137651,-0.014756587017643636,True,ok: AeroSandbox AeroBuildup.run
case_000276,aileron,-6.0,0.0,7.5,-10.0,0.0,0.0,-0.4176338071590006,0.11775117210364588,0.0659086618584201,-0.025902411621143755,-0.1051783205788859,-0.01281892613454197,True,ok: AeroSandbox AeroBuildup.run
case_000277,aileron,-4.0,0.0,7.5,-10.0,0.0,0.0,-0.28466695384480756,0.09369831135826799,0.050295484629893875,-0.02924174319762695,-0.11809261530805235,-0.010792690999292906,True,ok: AeroSandbox AeroBuildup.run
case_000278,aileron,-2.0,0.0,7.5,-10.0,0.0,0.0,-0.13667269338830912,0.08660787972574048,0.023473621042288596,-0.031561411278079134,-0.12703512735159414,-0.007419330950384084,True,ok: AeroSandbox AeroBuildup.run
case_000279,aileron,0.0,0.0,7.5,-10.0,0.0,0.0,-1.271811150191028e-16,0.08414538635901811,0.010765215307250517,-0.03369918918374181,-0.1355015681356373,-0.003743546667750389,True,ok: AeroSandbox AeroBuildup.run
case_000280,aileron,2.0,0.0,7.5,-10.0,0.0,0.0,0.13667269338830879,0.0866078797257403,-0.0025739527035271497,-0.031561411278079154,-0.12704919427181594,0.0003935249854847057,True,ok: AeroSandbox AeroBuildup.run
case_000281,aileron,4.0,0.0,7.5,-10.0,0.0,0.0,0.28466695384480745,0.09369831135826795,-0.031701107760271754,-0.029241743197626905,-0.11812831395109942,0.0044205573055663624,True,ok: AeroSandbox AeroBuildup.run
case_000282,aileron,6.0,0.0,7.5,-10.0,0.0,0.0,0.4176338071590001,0.11775117210364552,-0.04888960297532002,-0.02590241162114388,-0.10524435304943631,0.00735051569172385,True,ok: AeroSandbox AeroBuildup.run
case_000283,aileron,8.0,0.0,7.5,-10.0,0.0,0.0,0.5599386012428745,0.151764934692599,-0.0579795967172479,-0.022428365649533114,-0.09199127058608009,0.01023024674757867,True,ok: AeroSandbox AeroBuildup.run
case_000284,aileron,10.0,0.0,7.5,-10.0,0.0,0.0,0.6489438801144712,0.187725882797479,-0.05776261159064575,-0.019506822603105517,-0.08111345227451963,0.01289305133850026,True,ok: AeroSandbox AeroBuildup.run
