case_id,case_type,alpha_deg,beta_deg,speed_m_s,delta_a_deg,delta_e_deg,delta_r_deg,cl_lift_asb,cd_drag_asb,cm_pitch_asb,cy_asb,cl_roll_asb,cn_yaw_asb,valid_aerosandbox,aerosandbox_status
case_000601,elevator,6.0,-6.0,7.5,0.0,-10.0,0.0,0.6037698958074159,0.12812673012902853,-0.11930706007690257,0.01286160802071411,0.007742896434473354,-0.008038996474460085,True,ok: AeroSandbox AeroBuildup.run
case_000602,elevator,8.0,-6.0,7.5,0.0,-10.0,0.0,0.7548601314003485,0.1780540023396085,-0.06906124148344443,0.00828300353553263,0.006987019337875984,-0.00796899161428641,True,ok: AeroSandbox AeroBuildup.run
case_000603,elevator,10.0,-6.0,7.5,0.0,-10.0,0.0,0.8192810206520096,0.22262184120395842,-0.06989290827710815,0.0034486349509977358,0.0040057796356067175,-0.007962469315694151,True,ok: AeroSandbox AeroBuildup.run
case_000604,elevator,12.0,-6.0,7.5,0.0,-10.0,0.0,0.873578378903803,0.2599406591915855,-0.07861452591829346,-0.0012739384275950905,0.002289778713349863,-0.007872157241528057,True,ok: AeroSandbox AeroBuildup.run
case_000605,elevator,-8.0,0.0,7.5,0.0,-10.0,0.0,-0.5598656360436334,0.09795242777764201,-0.3385349936880111,-1.808874650852412e-17,-1.2625175047792361e-18,7.557717405759884e-18,True,ok: AeroSandbox AeroBuildup.run
case_000606,elevator,-6.0,0.0,7.5,0.0,-10.0,0.0,-0.36253113362181005,0.060593382962606926,-0.33723475314052714,-1.808878195887206e-17,-1.2756981349960296e-18,7.559350291474498e-18,True,ok: AeroSandbox AeroBuildup.run
case_000607,elevator,-4.0,0.0,7.5,0.0,-10.0,0.0,-0.20051467449093727,0.03463424893785017,-0.34532794273909373,-1.8088807404754993e-17,-1.2889265462827976e-18,7.560518104398598e-18,True,ok: AeroSandbox AeroBuildup.run
case_000608,elevator,-2.0,0.0,7.5,0.0,-10.0,0.0,-0.006088084638153618,0.03344928648936398,-0.3182121163925533,-1.8088822722088865e-17,-1.3021865933565584e-18,7.561219378953745e-18,True,ok: AeroSandbox AeroBuildup.run
case_000609,elevator,0.0,0.0,7.5,0.0,-10.0,0.0,0.1556506063562676,0.04374839074284129,-0.2862811258556244,-1.80888278361797e-17,-1.3154620945953798e-18,7.561453234979595e-18,True,ok: AeroSandbox AeroBuildup.run
case_000610,elevator,2.0,0.0,7.5,0.0,-10.0,0.0,0.30975207150569556,0.05944213928126557,-0.23921062945071336,-1.8088822722088865e-17,-1.3287368520167808e-18,7.561219378953745e-18,True,ok: AeroSandbox AeroBuildup.run
case_000611,elevator,4.0,0.0,7.5,0.0,-10.0,0.0,0.47921182208347146,0.08626960584889698,-0.17019271069630573,-1.8088807404754993e-17,-1.3419946712654678e-18,7.560518104398598e-18,True,ok: AeroSandbox AeroBuildup.run
case_000612,elevator,6.0,0.0,7.5,0.0,-10.0,0.0,0.6055612803713867,0.12807680239639063,-0.11802883479497292,-1.808878195887206e-17,-1.3552193815833546e-18,7.559350291474498e-18,True,ok: AeroSandbox AeroBuildup.run
case_000613,elevator,8.0,0.0,7.5,0.0,-10.0,0.0,0.7687458736712254,0.1790695823481851,-0.06306200455841436,-1.808874650852412e-17,-1.3683948557348268e-18,7.557717405759884e-18,True,ok: AeroSandbox AeroBuildup.run
case_000614,elevator,10.0,0.0,7.5,0.0,-10.0,0.0,0.8210566542719635,0.223314846789548,-0.07010560543792148,-1.8088701226578542e-17,-1.3815050298604239e-18,7.555621496220948e-18,True,ok: AeroSandbox AeroBuildup.run
case_000615,elevator,12.0,0.0,7.5,0.0,-10.0,0.0,0.8758052561583939,0.2605396323718164,-0.07929509667674892,-1.8088646333840783e-17,-1.3945339232322914e-18,7.553065192374875e-18,True,ok: AeroSandbox AeroBuildup.run
case_000616,elevator,-8.0,6.0,7.5,0.0,-10.0,0.0,-0.5453880234444102,0.09757920534171288,-0.33365940697346214,-0.011360257198569774,-0.007748550972701449,0.007572532714209652,True,ok: AeroSandbox AeroBuildup.run
case_000617,elevator,-6.0,6.0,7.5,0.0,-10.0,0.0,-0.3600704785162091,0.060868355291825965,-0.3378494960813352,-0.015538983447232188,-0.007913822418921532,0.007283496750877948,True,ok: AeroSandbox AeroBuildup.run
case_000618,elevator,-4.0,6.0,7.5,0.0,-10.0,0.0,-0.1959916127340154,0.035606842226285074,-0.3442697281896819,-0.01858106421386904,-0.009487691791738043,0.00783070522244576,True,ok: AeroSandbox AeroBuildup.run
case_000619,elevator,-2.0,6.0,7.5,0.0,-10.0,0.0,-0.0067536747369275505,0.03444159405626062,-0.3191337717689038,-0.020333680363483393,-0.010519598624971363,0.007827811850134307,True,ok: AeroSandbox AeroBuildup.run
case_000620,elevator,0.0,6.0,7.5,0.0,-10.0,0.0,0.15565021159156425,0.04453825014415714,-0.28664887067228667,-0.01993652329231207,-0.009197600021832916,0.0077723041766236374,True,ok: AeroSandbox AeroBuildup.run
case_000621,elevator,2.0,6.0,7.5,0.0,-10.0,0.0,0.31057154608467563,0.060390852444548095,-0.2393005976600188,-0.019224680823613973,-0.010530017747957119,0.007560623595881783,True,ok: AeroSandbox AeroBuildup.run
case_000622,elevator,4.0,6.0,7.5,0.0,-10.0,0.0,0.4749904283114861,0.08688190503938664,-0.17237373165399977,-0.016541767851704883,-0.009357474008363656,0.007480421369761801,True,ok: AeroSandbox AeroBuildup.run
case_000623,elevator,6.0,6.0,7.5,0.0,-10.0,0.0,0.603770237279946,0.12812676548601834,-0.11930687781114249,-0.012861606023725053,-0.0077429016958838566,0.008038995444921041,True,ok: AeroSandbox AeroBuildup.run
case_000624,elevator,8.0,6.0,7.5,0.0,-10.0,0.0,0.7548607430275751,0.17805408151727006,-0.06906093269863513,-0.008282996753780166,-0.006987025405288479,0.007968990285158628,True,ok: AeroSandbox AeroBuildup.run
case_000625,elevator,10.0,6.0,7.5,0.0,-10.0,0.0,0.8192818611675919,0.2226219593042013,-0.06989250853226571,-0.003448621095855496,-0.004005783093595239,0.007962468400839535,True,ok: AeroSandbox AeroBuildup.run
case_000626,elevator,12.0,6.0,7.5,0.0,-10.0,0.0,0.8735794595246105,0.2599408211079806,-0.07861403804155148,0.0012739611466487154,-0.0022897800409669338,0.007872156909584448,True,ok: AeroSandbox AeroBuildup.run
case_000627,elevator,-8.0,-6.0,8.5,0.0,-10.0,0.0,-0.5451490503339581,0.09577485873624036,-0.33496920669899455,0.011357708790642554,0.007903161018118218,-0.007599173488870434,True,ok: AeroSandbox AeroBuildup.run
case_000628,elevator,-6.0,-6.0,8.5,0.0,-10.0,0.0,-0.3592132399492473,0.059485107922959024,-0.3381979539572276,0.01552142281150933,0.008011695113857987,-0.007343395331709733,True,ok: AeroSandbox AeroBuildup.run
case_000629,elevator,-4.0,-6.0,8.5,0.0,-10.0,0.0,-0.19425286485248341,0.03495725594202795,-0.33943509107401076,0.01842451487753713,0.00917940373008047,-0.00770775994408091,True,ok: AeroSandbox AeroBuildup.run
case_000630,elevator,-2.0,-6.0,8.5,0.0,-10.0,0.0,-0.009685484752805557,0.03379308429370931,-0.31344263197883654,0.02024344374927979,0.010492542466762025,-0.007787938422864199,True,ok: AeroSandbox AeroBuildup.run
case_000631,elevator,0.0,-6.0,8.5,0.0,-10.0,0.0,0.15508287771922452,0.04359380171787518,-0.2849611329739849,0.019879302401994675,0.009241321360538284,-0.007721906940332566,True,ok: AeroSandbox AeroBuildup.run
case_000632,elevator,2.0,-6.0,8.5,0.0,-10.0,0.0,0.309493114864779,0.05963982445454439,-0.2370452951356841,0.01914908057953196,0.010492172373617971,-0.00752602223310399,True,ok: AeroSandbox AeroBuildup.run
case_000633,elevator,4.0,-6.0,8.5,0.0,-10.0,0.0,0.47129085897983375,0.08613488053060067,-0.1733583783286435,0.016399547582541103,0.00904573065621091,-0.0075386719438928764,True,ok: AeroSandbox AeroBuildup.run
case_000634,elevator,6.0,-6.0,8.5,0.0,-10.0,0.0,0.6028427451510767,0.1267105514818629,-0.11890384639579311,0.012844813169300444,0.007868771908010256,-0.007908608895138992,True,ok: AeroSandbox AeroBuildup.run
case_000635,elevator,8.0,-6.0,8.5,0.0,-10.0,0.0,0.7546885908684002,0.17617394114108745,-0.06804165929927868,0.008279461591503046,0.0071864621751703064,-0.007869596533452324,True,ok: AeroSandbox AeroBuildup.run
case_000636,elevator,10.0,-6.0,8.5,0.0,-10.0,0.0,0.8164696680926234,0.22085830626121483,-0.07009689229353633,0.0033723809120644677,0.0038557101808929287,-0.008031490285472818,True,ok: AeroSandbox AeroBuildup.run
case_000637,elevator,12.0,-6.0,8.5,0.0,-10.0,0.0,0.8710713378258959,0.258681610573014,-0.07904932789789623,-0.0012554695235743193,0.0023883826368070846,-0.007809912090256022,True,ok: AeroSandbox AeroBuildup.run
case_000638,elevator,-8.0,0.0,8.5,0.0,-10.0,0.0,-0.5593466486180163,0.09614415917281219,-0.33977165942519155,-1.2921244817553529e-18,-9.396632000100568e-20,5.129596936761809e-19,True,ok: AeroSandbox AeroBuildup.run
case_000639,elevator,-6.0,0.0,8.5,0.0,-10.0,0.0,-0.3603775830756588,0.058931689431166556,-0.33691561235538287,-1.2921277347224033e-18,-9.396655921145484e-20,5.129609853945639e-19,True,ok: AeroSandbox AeroBuildup.run
case_000640,elevator,-4.0,0.0,8.5,0.0,-10.0,0.0,-0.1981494649615906,0.03379227441023739,-0.34029260404244244,-1.2921300696705841e-18,-9.396673167116076e-20,5.129619125766289e-19,True,ok: AeroSandbox AeroBuildup.run
case_000641,elevator,-2.0,0.0,8.5,0.0,-10.0,0.0,-0.009066549540261629,0.032790988038822494,-0.31248822843082863,-1.2921314752107976e-18,-9.396683654863897e-20,5.129624707007413e-19,True,ok: AeroSandbox AeroBuildup.run
case_000642,elevator,0.0,0.0,8.5,0.0,-10.0,0.0,0.15508338298075766,0.04279458847367469,-0.2845967724216772,-1.2921319444872064e-18,-9.396687334206636e-20,5.129626570450357e-19,True,ok: AeroSandbox AeroBuildup.run
case_000643,elevator,2.0,0.0,8.5,0.0,-10.0,0.0,0.3087056859850141,0.05868435962734533,-0.236976431136751,-1.2921314752107976e-18,-9.39668418817259e-20,5.129624707007413e-19,True,ok: AeroSandbox AeroBuildup.run
case_000644,elevator,4.0,0.0,8.5,0.0,-10.0,0.0,0.4749185415860847,0.08530514765252438,-0.17147762681796802,-1.2921300696705841e-18,-9.396674233082546e-20,5.129619125766289e-19,True,ok: AeroSandbox AeroBuildup.run
case_000645,elevator,6.0,0.0,8.5,0.0,-10.0,0.0,0.6033507026453232,0.1263270407226033,-0.11834102340450192,-1.2921277347224033e-18,-9.39665751846871e-20,5.129609853945639e-19,True,ok: AeroSandbox AeroBuildup.run
case_000646,elevator,8.0,0.0,8.5,0.0,-10.0,0.0,0.76829024920234,0.17717296864366694,-0.06210438872127786,-1.2921244817553529e-18,-9.396634126831028e-20,5.129596936761809e-19,True,ok: AeroSandbox AeroBuildup.run
case_000647,elevator,10.0,0.0,8.5,0.0,-10.0,0.0,0.8177648408478361,0.2215365576615414,-0.07051347505905009,-1.2921203266360462e-18,-9.396604173232204e-20,5.129580437207546e-19,True,ok: AeroSandbox AeroBuildup.run
case_000648,elevator,12.0,0.0,8.5,0.0,-10.0,0.0,0.8733991389104059,0.25929399826856253,-0.07970239017423564,-1.2921152896309474e-18,-9.396567804733292e-20,5.12956043574366e-19,True,ok: AeroSandbox AeroBuildup.run
case_000649,elevator,-8.0,6.0,8.5,0.0,-10.0,0.0,-0.5451482647625742,0.09577478530120606,-0.3349687850736788,-0.011357717414463198,-0.007903152311425325,0.007599169488993919,True,ok: AeroSandbox AeroBuildup.run
case_000650,elevator,-6.0,6.0,8.5,0.0,-10.0,0.0,-0.3592128021260093,0.05948508095517995,-0.3381977097677093,-0.015521425324839107,-0.008011688301478203,0.007343393373586295,True,ok: AeroSandbox AeroBuildup.run
case_000651,elevator,-4.0,6.0,8.5,0.0,-10.0,0.0,-0.19425266028438176,0.03495724912543178,-0.33943497740286294,-0.018424514577521693,-0.009179398257875202,0.007707759173287068,True,ok: AeroSandbox AeroBuildup.run
case_000652,elevator,-2.0,6.0,8.5,0.0,-10.0,0.0,-0.009685436079211743,0.03379308420982476,-0.3134426043632552,-0.02024344287720009,-0.010492539233937007,0.007787938308957868,True,ok: AeroSandbox AeroBuildup.run
case_000653,elevator,0.0,6.0,8.5,0.0,-10.0,0.0,0.15508287771922452,0.043593801717875184,-0.2849611329739849,-0.01987930240199469,-0.009241321360538285,0.007721906940332572,True,ok: AeroSandbox AeroBuildup.run
case_000654,elevator,2.0,6.0,8.5,0.0,-10.0,0.0,0.30949316353837275,0.059639827041134755,-0.23704526791083533,-0.019149081451611684,-0.010492175648134974,0.007526021918760383,True,ok: AeroSandbox AeroBuildup.run
case_000655,elevator,4.0,6.0,8.5,0.0,-10.0,0.0,0.4712910635479352,0.0861348970673913,-0.17335826777963356,-0.016399547882556566,-0.009045736169035609,0.007538671091628974,True,ok: AeroSandbox AeroBuildup.run
case_000656,elevator,6.0,6.0,8.5,0.0,-10.0,0.0,0.6028431829743146,0.1267105967457578,-0.1189036121403044,-0.012844810655970691,-0.007868778811824377,0.007908607554259985,True,ok: AeroSandbox AeroBuildup.run
case_000657,elevator,8.0,6.0,8.5,0.0,-10.0,0.0,0.7546893764397843,0.17617404281356322,-0.06804126134727745,-0.008279452967682432,-0.0071864702628725,0.0078695947754839,True,ok: AeroSandbox AeroBuildup.run
case_000658,elevator,10.0,6.0,8.5,0.0,-10.0,0.0,0.8164707430917968,0.22085845679042476,-0.07009637946857249,-0.0033723630966330633,-0.00385571435321964,0.008031489179452497,True,ok: AeroSandbox AeroBuildup.run
case_000659,elevator,12.0,6.0,8.5,0.0,-10.0,0.0,0.8710727210625134,0.2586818172374342,-0.07904870283194647,0.0012554985349199157,-0.0023883845587602693,0.0078099116190625565,True,ok: AeroSandbox AeroBuildup.run
case_000825,rudder,-8.0,-6.0,4.5,0.0,0.0,-10.0,-0.7154088935898041,0.14400980938347738,-0.0231756576077377,0.017686133815307137,0.006838553383283005,-0.011031932822888186,True,ok: AeroSandbox AeroBuildup.run
case_000826,rudder,-6.0,-6.0,4.5,0.0,0.0,-10.0,-0.5725460310460772,0.09376516708312296,-0.009339822787108447,0.02292587485134171,0.009497735740773975,-0.010712846829696556,True,ok: AeroSandbox AeroBuildup.run
case_000827,rudder,-4.0,-6.0,4.5,0.0,0.0,-10.0,-0.3865210854945057,0.05102021152251837,-0.028215759929639105,0.027202240396492605,0.01187703663319193,-0.011560027228438697,True,ok: AeroSandbox AeroBuildup.run
case_000828,rudder,-2.0,-6.0,4.5,0.0,0.0,-10.0,-0.1710949592529783,0.030045241866016727,-0.018082171227736657,0.029271380570732544,0.01147890904551763,-0.01119825087237782,True,ok: AeroSandbox AeroBuildup.run
case_000829,rudder,0.0,-6.0,4.5,0.0,0.0,-10.0,-2.1814521698854262e-15,0.024723606623559796,0.003069305148977918,0.029358217986135544,0.0099275241184471,-0.010947573791680532,True,ok: AeroSandbox AeroBuildup.run
case_000830,rudder,2.0,-6.0,4.5,0.0,0.0,-10.0,0.17109494570335868,0.030045241467137065,0.02379183005426721,0.029271380319484137,0.011691499206396668,-0.010615379172811246,True,ok: AeroSandbox AeroBuildup.run
case_000831,rudder,4.0,-6.0,4.5,0.0,0.0,-10.0,0.38652102510287106,0.05102020751804171,0.032593218102778425,0.02720224021116385,0.012009462691314546,-0.010235204213207299,True,ok: AeroSandbox AeroBuildup.run
case_000832,rudder,6.0,-6.0,4.5,0.0,0.0,-10.0,0.5725459006246706,0.09376515427858872,0.013634439231451707,0.02292587558258211,0.009481799283661782,-0.011188177242570266,True,ok: AeroSandbox AeroBuildup.run
case_000833,rudder,8.0,-6.0,4.5,0.0,0.0,-10.0,0.7154086709637157,0.14400978207481063,0.026306919955082247,0.017686136549340894,0.005766940880515948,-0.011384377070024878,True,ok: AeroSandbox AeroBuildup.run
case_000834,rudder,10.0,-6.0,4.5,0.0,0.0,-10.0,0.7839992720084045,0.18374578780020198,0.03675674618438188,0.013628125982739827,0.004829902106184304,-0.010442381721608756,True,ok: AeroSandbox AeroBuildup.run
case_000835,rudder,12.0,-6.0,4.5,0.0,0.0,-10.0,0.8339687641892061,0.21526753559633066,0.03122607038001465,0.0089628437570387,0.0027812292642208267,-0.010679061613574937,True,ok: AeroSandbox AeroBuildup.run
case_000836,rudder,-8.0,0.0,4.5,0.0,0.0,-10.0,-0.720662214059343,0.1430764970098918,-0.023940250266118637,0.02696001052563245,0.0019261256656570693,-0.010948100834199361,True,ok: AeroSandbox AeroBuildup.run
case_000837,rudder,-6.0,0.0,4.5,0.0,0.0,-10.0,-0.5781666496658072,0.09338960319913461,-0.010642559363521101,0.026960029541956598,0.001934707639995125,-0.010949162123611196,True,ok: AeroSandbox AeroBuildup.run
case_000838,rudder,-4.0,0.0,4.5,0.0,0.0,-10.0,-0.3912383583362014,0.04902953895305024,-0.02884802921637901,0.026960043191632366,0.0019433207815075355,-0.010949921133638145,True,ok: AeroSandbox AeroBuildup.run
case_000839,rudder,-2.0,0.0,4.5,0.0,0.0,-10.0,-0.17031313351886115,0.027460996533037307,-0.017372192195506526,0.026960051408137807,0.0019519545876869049,-0.010950376918371986,True,ok: AeroSandbox AeroBuildup.run
case_000840,rudder,0.0,0.0,4.5,0.0,0.0,-10.0,-4.2954896280596437e-16,0.022276613402680973,0.0032687159940642248,0.02696005415142946,0.001960598532178542,-0.010950528909761528,True,ok: AeroSandbox AeroBuildup.run
case_000841,rudder,2.0,0.0,4.5,0.0,0.0,-10.0,0.17031313351885868,0.027460996533037144,0.02346720527506777,0.026960051408137807,0.0019692420776729396,-0.010950376918371986,True,ok: AeroSandbox AeroBuildup.run
case_000842,rudder,4.0,0.0,4.5,0.0,0.0,-10.0,0.3912383583361988,0.049029538953049845,0.03356798910108023,0.026960043191632366,0.001977874688805117,-0.010949921133638145,True,ok: AeroSandbox AeroBuildup.run
case_000843,rudder,6.0,0.0,4.5,0.0,0.0,-10.0,0.578166649665807,0.09338960319913456,0.01545463644964534,0.026960029541956598,0.0019864858450444924,-0.010949162123611196,True,ok: AeroSandbox AeroBuildup.run
case_000844,rudder,8.0,0.0,4.5,0.0,0.0,-10.0,0.7206622140593416,0.14307649700989145,0.027304154145137073,0.02696001052563245,0.001995065053558933,-0.010948100834199361,True,ok: AeroSandbox AeroBuildup.run
case_000845,rudder,10.0,0.0,4.5,0.0,0.0,-10.0,0.7872304239735913,0.18261797357023687,0.03757218924677098,0.026959986235335878,0.0020036018620367677,-0.010946738587903862,True,ok: AeroSandbox AeroBuildup.run
case_000846,rudder,12.0,0.0,4.5,0.0,0.0,-10.0,0.8359860040334638,0.21413071074504497,0.030165981883355023,0.02695995678944477,0.002012085871450592,-0.010945077082052296,True,ok: AeroSandbox AeroBuildup.run
case_000847,rudder,-8.0,6.0,4.5,0.0,0.0,-10.0,-0.7154086709637171,0.13781303846121395,-0.023689568736789002,0.0335923175788423,-0.0031256742129105015,-0.009782549014628371,True,ok: AeroSandbox AeroBuildup.run
case_000848,rudder,-6.0,6.0,4.5,0.0,0.0,-10.0,-0.5725459006246717,0.0875223272152686,-0.009799473924814991,0.028352614319818652,-0.005774044820902082,-0.010102976032398351,True,ok: AeroSandbox AeroBuildup.run
case_000849,rudder,-4.0,6.0,4.5,0.0,0.0,-10.0,-0.3865210251028712,0.04473976981057759,-0.02862058667439113,0.024076275369515194,-0.008142495558410881,-0.009256754693112261,True,ok: AeroSandbox AeroBuildup.run
case_000850,rudder,-2.0,6.0,4.5,0.0,0.0,-10.0,-0.1710949457033585,0.023746605662005663,-0.018431668703386594,0.022007150718390673,-0.007733492826791686,-0.00961910697419544,True,ok: AeroSandbox AeroBuildup.run
case_000851,rudder,0.0,6.0,4.5,0.0,0.0,-10.0,-2.1814521698854262e-15,0.018424207097437122,0.0027755802696354157,0.021920318212521547,-0.006171220163510692,-0.009869976148798964,True,ok: AeroSandbox AeroBuildup.run
case_000852,rudder,2.0,6.0,4.5,0.0,0.0,-10.0,0.1710949592529784,0.02374660605867561,0.023554250761058028,0.022007150467142158,-0.007924308278475454,-0.010201978733190672,True,ok: AeroSandbox AeroBuildup.run
case_000853,rudder,4.0,6.0,4.5,0.0,0.0,-10.0,0.3865210854945056,0.04473977381342427,0.032412091076083664,0.024076275184186396,-0.008231398856299622,-0.010581577752580677,True,ok: AeroSandbox AeroBuildup.run
case_000854,rudder,6.0,6.0,4.5,0.0,0.0,-10.0,0.5725460310460763,0.08752234002623277,0.013509996406047954,0.028352615051059012,-0.005692888982441882,-0.00962764542716801,True,ok: AeroSandbox AeroBuildup.run
case_000855,rudder,8.0,6.0,4.5,0.0,0.0,-10.0,0.7154088935898031,0.13781306579392522,0.026239316847205086,0.033592320312875824,-0.0019672236559361727,-0.009430104039795252,True,ok: AeroSandbox AeroBuildup.run
case_000856,rudder,10.0,6.0,4.5,0.0,0.0,-10.0,0.7839995812694149,0.1775847758049855,0.03674606018483117,0.03765028753756675,-0.0010194322678962072,-0.01037037753726116,True,ok: AeroSandbox AeroBuildup.run
case_000857,rudder,12.0,6.0,4.5,0.0,0.0,-10.0,0.8339691579467918,0.2091475691901023,0.031272313659053266,0.04231551763758338,0.0010399273495956024,-0.010131597267485155,True,ok: AeroSandbox AeroBuildup.run
case_000858,rudder,-8.0,-6.0,5.5,0.0,0.0,-10.0,-0.7127036498307058,0.14192115511131015,-0.02567614571099568,0.02209913060578384,0.00770909300329106,-0.012896690054802892,True,ok: AeroSandbox AeroBuildup.run
case_000859,rudder,-6.0,-6.0,5.5,0.0,0.0,-10.0,-0.553066332956491,0.0913853322006781,-0.011569091942117029,0.0271022613184508,0.009220818760283233,-0.012446325418686318,True,ok: AeroSandbox AeroBuildup.run
case_000860,rudder,-4.0,-6.0,5.5,0.0,0.0,-10.0,-0.3830687610744158,0.05005623909265807,-0.024443294237218693,0.031161116261218744,0.011549570302771393,-0.013234592103406424,True,ok: AeroSandbox AeroBuildup.run
case_000861,rudder,-2.0,-6.0,5.5,0.0,0.0,-10.0,-0.1723833078941837,0.029410931587263642,-0.017201505557384755,0.03338633593645297,0.011731013668741,-0.012877013266782408,True,ok: AeroSandbox AeroBuildup.run
case_000862,rudder,0.0,-6.0,5.5,0.0,0.0,-10.0,-4.851094788001591e-17,0.024030677965565773,0.003103374719938556,0.03352524919905532,0.010323689705430565,-0.012622617386851512,True,ok: AeroSandbox AeroBuildup.run
case_000863,rudder,2.0,-6.0,5.5,0.0,0.0,-10.0,0.17238328754886165,0.029410930983594867,0.022967326926116048,0.03338633556403986,0.011937186128992815,-0.012307282203727263,True,ok: AeroSandbox AeroBuildup.run
case_000864,rudder,4.0,-6.0,5.5,0.0,0.0,-10.0,0.3830686720788503,0.05005623324425947,0.02888808670095002,0.031161116034803375,0.011681161473137915,-0.011966077548125424,True,ok: AeroSandbox AeroBuildup.run
case_000865,rudder,6.0,-6.0,5.5,0.0,0.0,-10.0,0.553066144479057,0.09138531432697841,0.016132098910624566,0.02710226241741702,0.009275005919345368,-0.012850988387143653,True,ok: AeroSandbox AeroBuildup.run
case_000866,rudder,8.0,-6.0,5.5,0.0,0.0,-10.0,0.7127033192598932,0.14192111471740648,0.028622718779737953,0.02209913452310452,0.00690808143654006,-0.01283562680726446,True,ok: AeroSandbox AeroBuildup.run
case_000867,rudder,10.0,-6.0,5.5,0.0,0.0,-10.0,0.7879655022273002,0.18434993000503208,0.019785349227953723,0.01771470479589984,0.0053507278728535616,-0.012189099986326097,True,ok: AeroSandbox AeroBuildup.run
case_000868,rudder,12.0,-6.0,5.5,0.0,0.0,-10.0,0.8472226526880697,0.21886298018177983,0.0026584807147069832,0.012865755506937193,0.0033330562557007874,-0.012267696337290671,True,ok: AeroSandbox AeroBuildup.run
case_000869,rudder,-8.0,0.0,5.5,0.0,0.0,-10.0,-0.7228489213445248,0.14029307470010652,-0.029425407728490838,0.027394340769422303,0.0019596904110678144,-0.011106442357265066,True,ok: AeroSandbox AeroBuildup.run
case_000870,rudder,-6.0,0.0,5.5,0.0,0.0,-10.0,-0.5575668735952087,0.0898544961614599,-0.012581907990821062,0.027394369636163554,0.001967780400926235,-0.01110744713296049,True,ok: AeroSandbox AeroBuildup.run
case_000871,rudder,-4.0,0.0,5.5,0.0,0.0,-10.0,-0.3877373705144148,0.04717898820244386,-0.02540518153234391,0.027394390356360182,0.001975899551046374,-0.011108165737644962,True,ok: AeroSandbox AeroBuildup.run
case_000872,rudder,-2.0,0.0,5.5,0.0,0.0,-10.0,-0.17168155371974758,0.025994073914066152,-0.016690833226187207,0.027394402829015417,0.001984037956813948,-0.011108597263814395,True,ok: AeroSandbox AeroBuildup.run
case_000873,rudder,0.0,0.0,5.5,0.0,0.0,-10.0,4.204102244830417e-16,0.020766157064073497,0.003178506164704556,0.027394406993333273,0.00199218569218575,-0.011108741166456184,True,ok: AeroSandbox AeroBuildup.run
case_000874,rudder,2.0,0.0,5.5,0.0,0.0,-10.0,0.1716815537197463,0.025994073914066086,0.022587843127121112,0.027394402829015417,0.0020003328218795788,-0.011108597263814395,True,ok: AeroSandbox AeroBuildup.run
case_000875,rudder,4.0,0.0,5.5,0.0,0.0,-10.0,0.38773737051441215,0.04717898820244351,0.02992503452174734,0.027394390356360182,0.002008469413565519,-0.011108165737644962,True,ok: AeroSandbox AeroBuildup.run
case_000876,rudder,6.0,0.0,5.5,0.0,0.0,-10.0,0.5575668735952076,0.08985449616145974,0.017385966651862372,0.027394369636163554,0.0020165855500428164,-0.01110744713296049,True,ok: AeroSandbox AeroBuildup.run
case_000877,rudder,8.0,0.0,5.5,0.0,0.0,-10.0,0.722848921344524,0.14029307470010619,0.032111181988135444,0.027394340769422303,0.0020246713413866343,-0.011106442357265066,True,ok: AeroSandbox AeroBuildup.run
case_000878,rudder,10.0,0.0,5.5,0.0,0.0,-10.0,0.7910063924359576,0.18250987730474832,0.019766120146004214,0.027394303896841044,0.0020327169370491006,-0.011105152679280677,True,ok: AeroSandbox AeroBuildup.run
case_000879,rudder,12.0,0.0,5.5,0.0,0.0,-10.0,0.8493266187089099,0.2169491591486194,0.0019277857951815274,0.02739425919814534,0.0020407125378991693,-0.011103579727167676,True,ok: AeroSandbox AeroBuildup.run
case_000880,rudder,-8.0,6.0,5.5,0.0,0.0,-10.0,-0.7127033192598963,0.13497187707869482,-0.026356550959337307,0.03348577863440913,-0.0036798423503791003,-0.00965353707941822,True,ok: AeroSandbox AeroBuildup.run
case_000881,rudder,-6.0,6.0,5.5,0.0,0.0,-10.0,-0.5530661444790594,0.08438837892656581,-0.012177667811243463,0.028482708672633365,-0.005180583157771776,-0.010105272421976614,True,ok: AeroSandbox AeroBuildup.run
case_000882,rudder,-4.0,6.0,5.5,0.0,0.0,-10.0,-0.3830686720788499,0.043020602308638134,-0.024979285544700358,0.024423896638518194,-0.007498310804652236,-0.009317986116388113,True,ok: AeroSandbox AeroBuildup.run
case_000883,rudder,-2.0,6.0,5.5,0.0,0.0,-10.0,-0.17238328754886176,0.02235408565248972,-0.017664243602933786,0.02219870214059791,-0.007668705593850427,-0.009676153685008262,True,ok: AeroSandbox AeroBuildup.run
case_000884,rudder,0.0,6.0,5.5,0.0,0.0,-10.0,-4.851094788001591e-17,0.016972508309846503,0.002714479050406605,0.02205979686293332,-0.006250320844420495,-0.009930745945636659,True,ok: AeroSandbox AeroBuildup.run
case_000885,rudder,2.0,6.0,5.5,0.0,0.0,-10.0,0.1723833078941836,0.02235408625260802,0.022652770052506238,0.02219870176818478,-0.007852757714361882,-0.0102458848353268,True,ok: AeroSandbox AeroBuildup.run
