aerosandbox_status,sample_count_local,sample_count_aerosandbox,local_cl_alpha_per_rad,local_cm_alpha_per_rad,local_cd_min,local_alpha_at_cd_min_deg,local_cy_beta_per_rad,local_cl_roll_beta_per_rad,local_cn_beta_per_rad,local_cm_delta_e_per_rad,local_cl_delta_a_per_rad,local_cn_delta_r_per_rad,aerosandbox_cl_alpha_per_rad,aerosandbox_cm_alpha_per_rad,aerosandbox_cd_min,aerosandbox_alpha_at_cd_min_deg,aerosandbox_cy_beta_per_rad,aerosandbox_cl_roll_beta_per_rad,aerosandbox_cn_beta_per_rad,aerosandbox_cm_delta_e_per_rad,aerosandbox_cl_delta_a_per_rad,aerosandbox_cn_delta_r_per_rad,cl_alpha_percent_difference,cm_alpha_percent_difference,local_cl_alpha_sign_ok,local_cd_positive_ok,local_elevator_sign_ok,local_aileron_sign_ok,local_rudder_sign_ok,comparison_scope,high_incidence_validation_claim
available,1155,1155,4.883693460089158,2.429046774569716,0.024759311598239905,0.0,-0.2617107737064134,-0.10545342762470648,0.0782827974620787,1.1059485708171901,0.4169978167099642,0.058908111907111316,4.775881460986243,0.169070083317822,0.012083986495088609,0.0,-0.18724203299870973,-0.08867437502749315,0.06189733450359386,1.606031702729218,0.7771358542813703,0.06686423931135255,-2.207591446596378,-93.03965304053186,True,True,True,True,True,low_alpha_attached_flow_sanity_only,false
