case_id,case_type,alpha_deg,beta_deg,speed_m_s,delta_a_deg,delta_e_deg,delta_r_deg,cx_body,cy_body,cz_body,cl_roll,cm_pitch,cn_yaw,cl_lift,cd_drag,valid_local,local_status,cl_lift_asb,cd_drag_asb,cm_pitch_asb,cy_asb,cl_roll_asb,cn_yaw_asb,valid_aerosandbox,aerosandbox_status,comparison_status,cl_lift_minus_aerosandbox,cd_drag_minus_aerosandbox,cm_pitch_minus_aerosandbox,cy_body_minus_aerosandbox,cl_roll_minus_aerosandbox,cn_yaw_minus_aerosandbox
case_000568,elevator,6.0,-6.0,6.5,0.0,-10.0,0.0,0.0012109105978148848,0.02716683240813443,-0.6082150575193904,0.010715261592951915,-0.0729758410499393,-0.008260325039452912,0.6047480673552708,0.06486953779142546,True,ok,0.6071392680902629,0.12975283687491748,-0.11832224545482153,0.012777332060068583,0.007751445970629076,-0.008154746557315316,True,ok: AeroSandbox AeroBuildup.run,matched,-0.002391200734992105,-0.06488329908349202,0.04534640440488223,0.014389500348065848,0.002963815622322839,-0.00010557848213759574
case_000569,elevator,8.0,-6.0,6.5,0.0,-10.0,0.0,0.018343177359952983,0.02662263463293973,-0.7301663073432236,0.009352557539061728,0.013808986701030253,-0.00812299602437491,0.7252741925146035,0.08578049509645641,True,ok,0.7557264075596201,0.1802699772129639,-0.07018318387013671,0.008054472753094979,0.006456801697844987,-0.008105832176041064,True,ok: AeroSandbox AeroBuildup.run,matched,-0.030452215045016606,-0.09448948211650748,0.08399217057116697,0.018568161879844752,0.002895755841216741,-1.7163848333846474e-05
case_000570,elevator,10.0,-6.0,6.5,0.0,-10.0,0.0,0.03270332008124726,0.025096094548599932,-0.8196079569635422,0.005041991271606889,0.05178281638417238,-0.00884182324410972,0.8124492886330934,0.11213696901373549,True,ok,0.8226221681792851,0.22460792052504774,-0.06999625593261355,0.003383415305711527,0.004096269245766066,-0.007845771147309024,True,ok: AeroSandbox AeroBuildup.run,matched,-0.010172879546191727,-0.11247095151131226,0.12177907231678592,0.021712679242888406,0.0009457220258408229,-0.0009960520968006967
case_000571,elevator,12.0,-6.0,6.5,0.0,-10.0,0.0,0.029199510737534594,0.023046473381127686,-0.8259057497584136,-0.000795866661569285,0.027626560725827268,-0.010485820838214827,0.8135510873454783,0.14477882921197657,True,ok,0.8763211055969223,0.261409374151616,-0.0785358579574282,-0.0014175476524307536,0.002175621562437036,-0.007888524476473311,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06277001825144402,-0.11663054493963945,0.10616241868325547,0.02446402103355844,-0.0029714882240063213,-0.002597296361741516
case_000572,elevator,-8.0,0.0,6.5,0.0,-10.0,0.0,0.029517341579921193,-3.1905929196088893e-18,0.6191319944711899,2.8711160107737056e-18,-0.25780784698951925,5.437719717374442e-21,-0.6172146644208769,0.056936438733411775,True,ok,-0.5599635886215087,0.10016050785214213,-0.33630282414029,5.167964265212871e-18,3.758264708676085e-19,-2.05162691663006e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.05725107579936817,-0.043224069118730356,0.07849497715077075,-8.358557184821761e-18,2.4952895399060972e-18,2.0570646363474345e-18
case_000573,elevator,-6.0,0.0,6.5,0.0,-10.0,0.0,0.003937089895070846,0.0,0.44643557918192167,2.82761425303471e-18,-0.2565646174783422,4.350175773899554e-20,-0.44440149632431597,0.042749702935209966,True,ok,-0.3673191388042241,0.06256777874358456,-0.3386002446924708,5.167971871868288e-18,3.758270346283696e-19,-2.0516299376913737e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.07708235752009185,-0.019818075808374594,0.0820356272141286,-5.167971871868288e-18,2.4517872184063403e-18,2.0951316954303693e-18
case_000574,elevator,-4.0,0.0,6.5,0.0,-10.0,0.0,-0.015707916530024575,-1.5952964598044447e-18,0.2594650404923674,-4.0021617119875894e-18,-0.24865661707735925,2.175087886949777e-19,-0.25773726782739376,0.033769019119458794,True,ok,-0.20274346470592183,0.03585152459931458,-0.3510456351357176,5.1679773318385316e-18,3.758274423160944e-19,-2.0516321061712074e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.054993803121471924,-0.0020825054798557854,0.10238901805835837,-6.763273791642977e-18,-4.377989154303684e-18,2.269140894866185e-18
case_000575,elevator,-2.0,0.0,6.5,0.0,-10.0,0.0,-0.02746682211697697,-7.976482299022223e-19,0.06920608988630765,1.044042185735893e-18,-0.23941230277648848,-1.3050527321698662e-19,-0.06820535313833526,0.029865347776852187,True,ok,-0.0029285311595708763,0.034212111142573526,-0.3246112779123718,5.167980618504761e-18,3.7582769198203887e-19,-2.05163341150103e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06527682197876437,-0.004346763365721339,0.08519897513588334,-5.965628848406984e-18,6.682144937538541e-19,1.9211281382840433e-18
case_000576,elevator,0.0,0.0,6.5,0.0,-10.0,0.0,-0.031014993317878325,2.4926507184444448e-20,-0.12077086417924321,0.0,-0.2284818888606833,0.0,0.12077086417924321,0.031014993317878325,True,ok,0.15525844229193247,0.04460815990813797,-0.2863394561187075,5.16798171584346e-18,3.7582778244794433e-19,-2.0516338473189935e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.034487578112689266,-0.013593166590259644,0.057857567258024184,-5.1430552086590154e-18,-3.7582778244794433e-19,2.0516338473189935e-18
case_000577,elevator,2.0,0.0,6.5,0.0,-10.0,0.0,-0.02655462205417546,-7.976482299022223e-19,-0.30584965289154115,6.960281238239286e-19,-0.20924250315723844,1.3050527321698662e-19,0.3047365946019648,0.03721244464845134,True,ok,0.31070555559507534,0.06037892498796426,-0.24123491217062293,5.167980618504761e-18,3.7582771331174897e-19,-2.05163341150103e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.005968960993110561,-0.02316648033951292,0.03199240901338449,-5.965628848406984e-18,3.2020041051217963e-19,2.182138684718017e-18
case_000578,elevator,4.0,0.0,6.5,0.0,-10.0,0.0,-0.015390063110707085,1.5952964598044447e-18,-0.47432767864337455,5.568224990591429e-18,-0.16219590547184773,1.7400703095598215e-19,0.4720986837245225,0.04843999995186973,True,ok,0.4839255004655376,0.08762699318523844,-0.1694526250522622,5.1679773318385316e-18,3.758274849495004e-19,-2.0516321061712074e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.0118268167410151,-0.0391869932333687,0.007256719580414461,-3.5726808720340865e-18,5.1923975056419284e-18,2.2256391371271894e-18
case_000579,elevator,6.0,0.0,6.5,0.0,-10.0,0.0,-0.00034454467071702295,-1.063530973202963e-18,-0.6152037588571019,-2.7841124952957144e-18,-0.07314897727039024,0.0,0.611797593571294,0.06464896072877745,True,ok,0.6101583575466751,0.1301943869782626,-0.11636656045820516,5.167971871868288e-18,3.758270985134755e-19,-2.0516299376913737e-18,True,ok: AeroSandbox AeroBuildup.run,matched,0.0016392360246189064,-0.06554542624948516,0.04321758318781492,-6.231502845071251e-18,-3.15993959380919e-18,2.0516299376913737e-18
case_000580,elevator,8.0,0.0,6.5,0.0,-10.0,0.0,0.017178964102735034,0.0,-0.7394137982676139,1.1136449981182858e-17,0.015040696306421263,0.0,0.7346087237167983,0.0858947315925679,True,ok,0.7686847038099731,0.1812745484587363,-0.06481267347752137,5.167964265212871e-18,3.758265559265001e-19,-2.05162691663006e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.03407598009317481,-0.09537981686616841,0.07985336978394264,-5.167964265212871e-18,1.0760623425256358e-17,2.05162691663006e-18
case_000581,elevator,10.0,0.0,6.5,0.0,-10.0,0.0,0.03224419617293471,1.063530973202963e-18,-0.8316347803586813,1.3920562476478572e-18,0.05429436588485454,1.7400703095598215e-18,0.8245995252775994,0.11265752971297022,True,ok,0.8249246046234916,0.22532490107648753,-0.06998258623319874,5.1679545489564285e-18,3.7582585987250904e-19,-2.051623057710867e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.00032507934589220966,-0.11266737136351732,0.12427695211805329,-4.104423575753466e-18,1.0162303877753482e-18,3.791693367270688e-18
case_000582,elevator,12.0,0.0,6.5,0.0,-10.0,0.0,0.028755668871228594,-1.063530973202963e-18,-0.8367748261399225,1.2528506228830715e-17,0.02923487023786592,-2.6101054643397324e-19,0.8244679282788252,0.14584798042259986,True,ok,0.8784402868263509,0.2620161832731976,-0.07924687876305461,5.167942770467241e-18,3.758250137833879e-19,-2.051618379740535e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.05397235854752569,-0.11616820285059773,0.10848174900092053,-6.231473743670204e-18,1.2152681215047327e-17,1.7906078333065616e-18
case_000583,elevator,-8.0,6.0,6.5,0.0,-10.0,0.0,0.03052768191957766,-0.02657485459740219,0.6111105544750475,-0.009204736401104884,-0.25481031072508814,0.010704350290485026,-0.6090421051334546,0.05729708369266334,True,ok,-0.5464219717728502,0.09976754494940965,-0.33210224853185655,-0.011129263225200265,-0.007292725429369801,0.007442386690355924,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06262013336060435,-0.042470461256746306,0.07729193780676841,-0.015445591372201924,-0.0019120109717350826,0.0032619636001291023
case_000584,elevator,-6.0,6.0,6.5,0.0,-10.0,0.0,0.005441153486949805,-0.027155440569058473,0.44126347928560977,-0.010680017696695162,-0.25409850434775605,0.010573103587515916,-0.43913849475503414,0.04332873215152193,True,ok,-0.36361620121554017,0.062402296979184195,-0.33862704727524884,-0.015452770033158125,-0.007951280617546404,0.007147766161879693,True,ok: AeroSandbox AeroBuildup.run,matched,-0.07552229353949397,-0.019073564827662266,0.08452854292749279,-0.011702670535900348,-0.002728737079148757,0.003425337425636224
case_000585,elevator,-4.0,6.0,6.5,0.0,-10.0,0.0,-0.013944349116599817,-0.02733231407354283,0.25659001622397576,-0.010997823092288502,-0.24641246483429002,0.01023878559576282,-0.2548110769817482,0.03449194679582444,True,ok,-0.19811267970399138,0.036628612002126526,-0.35014864854366284,-0.018666733011436405,-0.0099466029181619,0.007900738909808656,True,ok: AeroSandbox AeroBuildup.run,matched,-0.05669839727775683,-0.0021366652063020894,0.10373618370937282,-0.008665581062106426,-0.0010512201741266023,0.002338046685954163
case_000586,elevator,-2.0,6.0,6.5,0.0,-10.0,0.0,-0.025568214218653938,-0.0273908741774278,0.0684533289463363,-0.011041284764436103,-0.2372922638744716,0.009858765355450461,-0.06743008831600739,0.030651684318577378,True,ok,-0.003641289451007686,0.03517342600532072,-0.32546925253673564,-0.020309821251741973,-0.010552176628370099,0.007817564875768596,True,ok: AeroSandbox AeroBuildup.run,matched,-0.0637887988649997,-0.0045217416867433385,0.08817698866226403,-0.0070810529256858275,-0.0004891081360660042,0.0020412004796818654
case_000587,elevator,0.0,6.0,6.5,0.0,-10.0,0.0,-0.029077049258986,-0.02740628813471231,-0.11945153882750582,-0.011043057117388032,-0.22647951933983299,0.009462294777330106,0.11945153882750582,0.031782499323355404,True,ok,0.15525814655554365,0.045371419804344296,-0.28671206471913774,-0.019872877916442835,-0.009140281296432108,0.007765659416761029,True,ok: AeroSandbox AeroBuildup.run,matched,-0.03580660772803783,-0.013588920480988892,0.06023254537930475,-0.007533410218269476,-0.0019027758209559237,0.0016966353605690774
case_000588,elevator,2.0,6.0,6.5,0.0,-10.0,0.0,-0.024665891156688206,-0.02739089824547322,-0.30251187802006474,-0.011041359225784269,-0.20744839126640616,0.009053584910833959,0.3013787598493164,0.03787863097610501,True,ok,0.31152828103004493,0.06129532905203126,-0.24132751312610465,-0.019185968349931064,-0.010570687610823644,0.007544862412776154,True,ok: AeroSandbox AeroBuildup.run,matched,-0.010149521180728538,-0.023416698075926244,0.03387912185969849,-0.008204929895542154,-0.0004706716149606247,0.0015087224980578047
case_000589,elevator,4.0,6.0,6.5,0.0,-10.0,0.0,-0.013629193234633661,-0.027334086607255233,-0.46911086895157367,-0.011003306929784379,-0.16093482339778825,0.008638919570628192,0.4668416333035227,0.04892296014600159,True,ok,0.47964251032209154,0.08804255024749975,-0.17161255920598134,-0.016608936295091952,-0.009819286224615628,0.007374750614360102,True,ok: AeroSandbox AeroBuildup.run,matched,-0.012800877018568857,-0.03911959010149817,0.01067773580819309,-0.01072515031216328,-0.0011840207051687507,0.0012641689562680903
case_000590,elevator,6.0,6.0,6.5,0.0,-10.0,0.0,0.0012109105978148826,-0.02716683240813443,-0.6082150575193903,-0.010715261592951905,-0.07297584104993936,0.008260325039452912,0.6047480673552706,0.06486953779142544,True,ok,0.6071395265766788,0.12975286378868275,-0.11832210780831237,-0.012777330540898664,-0.007751449923085008,0.008154745782868459,True,ok: AeroSandbox AeroBuildup.run,matched,-0.0023914592214081543,-0.06488332599725731,0.04534626675837301,-0.014389501867235767,-0.0029638116698668966,0.00010557925658445308
case_000591,elevator,8.0,6.0,6.5,0.0,-10.0,0.0,0.018343177359952986,-0.02662263463293973,-0.7301663073432236,-0.009352557539061728,0.013808986701030306,0.008122996024374909,0.7252741925146035,0.08578049509645641,True,ok,0.7557268676155589,0.18027003683745976,-0.07018295289841935,-0.008054467516223228,-0.006456805818344185,0.008105831253400099,True,ok: AeroSandbox AeroBuildup.run,matched,-0.030452675100955395,-0.09448954174100335,0.08399193959944964,-0.0185681671167165,-0.002895751720717543,1.7164770974810103e-05
case_000592,elevator,10.0,6.0,6.5,0.0,-10.0,0.0,0.03270332008124727,-0.02509609454859993,-0.8196079569635422,-0.005041991271606882,0.05178281638417228,0.008841823244109722,0.8124492886330934,0.11213696901373549,True,ok,0.8226228027430005,0.2246080100509129,-0.06999595560719252,-0.0033834048881710528,-0.004096271950704582,0.007845770425476758,True,ok: AeroSandbox AeroBuildup.run,matched,-0.010173514109907078,-0.11247104103717742,0.1217787719913648,-0.021712689660428875,-0.0009457193209022998,0.0009960528186329642
case_000593,elevator,12.0,6.0,6.5,0.0,-10.0,0.0,0.029199510737534583,-0.023046473381127683,-0.8259057497584136,0.0007958666615692777,0.02762656072582732,0.010485820838214826,0.8135510873454783,0.14477882921197657,True,ok,0.8763219202650213,0.26140949660224744,-0.07853549083759455,0.0014175648210188174,-0.0021756224246476403,0.00788852425272579,True,ok: AeroSandbox AeroBuildup.run,matched,-0.062770832919543,-0.11663066739027086,0.10616205156342187,-0.0244640382021465,0.002971489086216918,0.0025972965854890364
case_000594,elevator,-8.0,-6.0,7.5,0.0,-10.0,0.0,0.030527681919577644,0.026574854597402196,0.6111105544750471,0.00920473640110491,-0.25481031072508803,-0.010704350290485026,-0.6090421051334542,0.057297083692663314,True,ok,-0.545388635071637,0.09757926254149495,-0.33365973418822786,0.011360250416817326,0.007748557569365999,-0.007572535811234977,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06365347006181721,-0.04028217884883163,0.07884942346313983,0.01521460418058487,0.0014561788317389102,-0.0031318144792500495
case_000595,elevator,-6.0,-6.0,7.5,0.0,-10.0,0.0,0.005441153486949801,0.027155440569058473,0.44126347928560977,0.010680017696695156,-0.2540985043477563,-0.010573103587515918,-0.43913849475503414,0.04332873215152193,True,ok,-0.36007081998873924,0.0608683763749961,-0.3378496860941325,0.015538981450243143,0.007913827628968383,-0.007283498271000164,True,ok: AeroSandbox AeroBuildup.run,matched,-0.0790676747662949,-0.01753964422347417,0.08375118174637619,0.01161645911881533,0.002766190067726774,-0.003289605316515754
case_000596,elevator,-4.0,-6.0,7.5,0.0,-10.0,0.0,-0.01394434911659981,0.027332314073542825,0.25659001622397576,0.01099782309228848,-0.24641246483428994,-0.010238785595762823,-0.2548110769817482,0.03449194679582443,True,ok,-0.19599177378231264,0.03560684764088329,-0.34426981775848575,0.018581064489229682,0.009487696219235363,-0.007830705832954081,True,ok: AeroSandbox AeroBuildup.run,matched,-0.05881930319943557,-0.0011149008450588582,0.09785735292419581,0.008751249584313142,0.0015101268730531164,-0.002408079762808742
case_000597,elevator,-2.0,-6.0,7.5,0.0,-10.0,0.0,-0.025568214218653913,0.027390874177427797,0.0684533289463364,0.011041284764436105,-0.2372922638744715,-0.009858765355450456,-0.06743008831600751,0.030651684318577357,True,ok,-0.0067537126077983935,0.03444159410250749,-0.31913379334439795,0.020333681045566734,0.010519601149333573,-0.007827811938348965,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06067637570820912,-0.00378990978393013,0.08184152946992646,0.0070571931318610635,0.0005216836151025316,-0.0020309534171014908
case_000598,elevator,0.0,-6.0,7.5,0.0,-10.0,0.0,-0.029077049258986007,0.027406288134712308,-0.1194515388275058,0.011043057117388028,-0.22647951933983299,-0.009462294777330104,0.1194515388275058,0.03178249932335541,True,ok,0.15565021159156425,0.044538250144157146,-0.28664887067228667,0.019936523292312085,0.009197600021832918,-0.007772304176623641,True,ok: AeroSandbox AeroBuildup.run,matched,-0.03619867276405846,-0.012755750820801735,0.060169351332453685,0.007469764842400223,0.0018454570955551107,-0.0016899906007064635
case_000599,elevator,2.0,-6.0,7.5,0.0,-10.0,0.0,-0.024665891156688192,0.027390898245473208,-0.30251187802006485,0.01104135922578427,-0.20744839126640618,-0.009053584910833953,0.3013787598493165,0.037878630976105006,True,ok,0.31057150821380486,0.06039085042500612,-0.2393006189314194,0.019224680141530653,0.010530015187141962,-0.007560623841627525,True,ok: AeroSandbox AeroBuildup.run,matched,-0.009192748364488357,-0.022512219448901118,0.03185222766501322,0.008166218103942555,0.0005113440386423085,-0.001492961069206428
case_000600,elevator,4.0,-6.0,7.5,0.0,-10.0,0.0,-0.013629193234633654,0.027334086607255226,-0.4691108689515737,0.011003306929784353,-0.16093482339778828,-0.008638919570628192,0.46684163330352274,0.04892296014600159,True,ok,0.47499026726318894,0.08688189191832968,-0.1723738187639774,0.016541767576344252,0.009357469545264856,-0.007480422053667523,True,ok: AeroSandbox AeroBuildup.run,matched,-0.008148633959666196,-0.03795893177232809,0.011438995366189114,0.010792319030910973,0.0016458373845194968,-0.0011584975169606692
case_000601,elevator,6.0,-6.0,7.5,0.0,-10.0,0.0,0.0012109105978148865,0.027166832408134438,-0.6082150575193901,0.010715261592951903,-0.0729758410499392,-0.008260325039452912,0.6047480673552704,0.06486953779142542,True,ok,0.6037698958074159,0.12812673012902853,-0.11930706007690257,0.01286160802071411,0.007742896434473354,-0.008038996474460085,True,ok: AeroSandbox AeroBuildup.run,matched,0.0009781715478545117,-0.06325719233760312,0.04633121902696337,0.014305224387420329,0.002972365158478549,-0.00022132856499282663
case_000602,elevator,8.0,-6.0,7.5,0.0,-10.0,0.0,0.018343177359952972,0.026622634632939745,-0.7301663073432239,0.009352557539061774,0.013808986701030224,-0.008122996024374909,0.7252741925146037,0.08578049509645645,True,ok,0.7548601314003485,0.1780540023396085,-0.06906124148344443,0.00828300353553263,0.006987019337875984,-0.00796899161428641,True,ok: AeroSandbox AeroBuildup.run,matched,-0.02958593888574479,-0.09227350724315204,0.08287022818447466,0.018339631097407116,0.0023655382011857897,-0.00015400441008849887
case_000603,elevator,10.0,-6.0,7.5,0.0,-10.0,0.0,0.03270332008124728,0.02509609454859993,-0.8196079569635425,0.005041991271606874,0.05178281638417238,-0.008841823244109715,0.8124492886330937,0.11213696901373553,True,ok,0.8192810206520096,0.22262184120395842,-0.06989290827710815,0.0034486349509977358,0.0040057796356067175,-0.007962469315694151,True,ok: AeroSandbox AeroBuildup.run,matched,-0.006831732018915848,-0.11048487219022289,0.12167572466128052,0.021647459597602194,0.0010362116360001566,-0.0008793539284155643
case_000604,elevator,12.0,-6.0,7.5,0.0,-10.0,0.0,0.029199510737534618,0.02304647338112769,-0.8259057497584135,-0.000795866661569274,0.02762656072582721,-0.01048582083821483,0.8135510873454783,0.14477882921197652,True,ok,0.873578378903803,0.2599406591915855,-0.07861452591829346,-0.0012739384275950905,0.002289778713349863,-0.007872157241528057,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06002729155832465,-0.11516182997960897,0.10624108664412067,0.02432041180872278,-0.0030856453749191367,-0.0026136635966867734
case_000605,elevator,-8.0,0.0,7.5,0.0,-10.0,0.0,0.029517341579921183,0.0,0.61913199447119,-1.2416368364436861e-17,-0.25780784698951914,-1.2252995096483743e-19,-0.617214664420877,0.056936438733411796,True,ok,-0.5598656360436334,0.09795242777764201,-0.3385349936880111,-1.808874650852412e-17,-1.2625175047792361e-18,7.557717405759884e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.05734902837724365,-0.04101598904423022,0.08072714669849196,1.808874650852412e-17,-1.1153850859657625e-17,-7.680247356724721e-18
case_000606,elevator,-6.0,0.0,7.5,0.0,-10.0,0.0,0.00393708989507083,1.5976598619671178e-18,0.446435579181922,-8.266687358427699e-18,-0.25656461747834236,-9.802396077186995e-20,-0.4444014963243163,0.04274970293521002,True,ok,-0.36253113362181005,0.060593382962606926,-0.33723475314052714,-1.808878195887206e-17,-1.2756981349960296e-18,7.559350291474498e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.08187036270250625,-0.017843680027396905,0.08067013566218478,1.968644182083918e-17,-6.990989223431669e-18,-7.657374252246367e-18
case_000607,elevator,-4.0,0.0,7.5,0.0,-10.0,0.0,-0.015707916530024575,0.0,0.2594650404923674,0.0,-0.24865661707735906,-2.2872257513436322e-19,-0.25773726782739376,0.033769019119458794,True,ok,-0.20051467449093727,0.03463424893785017,-0.34532794273909373,-1.8088807404754993e-17,-1.2889265462827976e-18,7.560518104398598e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.05722259333645649,-0.0008652298183913776,0.09667132566173467,1.8088807404754993e-17,1.2889265462827976e-18,-7.789240679532961e-18
case_000608,elevator,-2.0,0.0,7.5,0.0,-10.0,0.0,-0.027466822116976968,3.9941496549177945e-19,0.06920608988630779,-1.5683833723499191e-18,-0.23941230277648823,1.3069861436249325e-19,-0.0682053531383354,0.029865347776852187,True,ok,-0.006088084638153618,0.03344928648936398,-0.3182121163925533,-1.8088822722088865e-17,-1.3021865933565584e-18,7.561219378953745e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.062117268500181774,-0.0035839387125117944,0.07879981361606508,1.8488237687580646e-17,-2.661967789933608e-19,-7.430520764591251e-18
case_000609,elevator,0.0,0.0,7.5,0.0,-10.0,0.0,-0.031014993317878343,0.0,-0.1207708641792432,0.0,-0.22848188886068316,0.0,0.1207708641792432,0.031014993317878343,True,ok,0.1556506063562676,0.04374839074284129,-0.2862811258556244,-1.80888278361797e-17,-1.3154620945953798e-18,7.561453234979595e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.0348797421770244,-0.012733397424962944,0.05779923699494122,1.80888278361797e-17,1.3154620945953798e-18,-7.561453234979595e-18
case_000610,elevator,2.0,0.0,7.5,0.0,-10.0,0.0,-0.02655462205417545,0.0,-0.30584965289154115,2.091177829799892e-18,-0.2092425031572384,3.2674653590623313e-20,0.3047365946019648,0.037212444648451325,True,ok,0.30975207150569556,0.05944213928126557,-0.23921062945071336,-1.8088822722088865e-17,-1.3287368520167808e-18,7.561219378953745e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.005015476903730776,-0.022229694632814247,0.02996812629347495,1.8088822722088865e-17,3.4199146818166727e-18,-7.528544725363123e-18
case_000611,elevator,4.0,0.0,7.5,0.0,-10.0,0.0,-0.015390063110707078,0.0,-0.47432767864337433,2.091177829799892e-18,-0.16219590547184762,-9.802396077186995e-20,0.4720986837245223,0.048439999951869706,True,ok,0.47921182208347146,0.08626960584889698,-0.17019271069630573,-1.8088807404754993e-17,-1.3419946712654678e-18,7.560518104398598e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.007113138358949167,-0.037829605897027274,0.007996805224458114,1.8088807404754993e-17,3.4331725010653596e-18,-7.658542065170467e-18
case_000612,elevator,6.0,0.0,7.5,0.0,-10.0,0.0,-0.000344544670717021,-2.3964897929506767e-18,-0.6152037588571019,3.6595612021498116e-18,-0.07314897727039028,1.6337326795311659e-19,0.611797593571294,0.06464896072877745,True,ok,0.6055612803713867,0.12807680239639063,-0.11802883479497292,-1.808878195887206e-17,-1.3552193815833546e-18,7.559350291474498e-18,True,ok: AeroSandbox AeroBuildup.run,matched,0.006236313199907362,-0.06342784166761319,0.044879857524582636,1.5692292165921384e-17,5.014780583733166e-18,-7.395977023521381e-18
case_000613,elevator,8.0,0.0,7.5,0.0,-10.0,0.0,0.01717896410273503,-1.5976598619671178e-18,-0.7394137982676138,3.6595612021498116e-18,0.015040696306421384,7.18842378993713e-19,0.7346087237167982,0.08589473159256789,True,ok,0.7687458736712254,0.1790695823481851,-0.06306200455841436,-1.808874650852412e-17,-1.3683948557348268e-18,7.557717405759884e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.03413714995442718,-0.09317485075561721,0.07810270086483574,1.6491086646557002e-17,5.0279560578846384e-18,-6.8388750267661704e-18
case_000614,elevator,10.0,0.0,7.5,0.0,-10.0,0.0,0.03224419617293469,0.0,-0.8316347803586813,-5.22794457449973e-19,0.054294365884854756,0.0,0.8245995252775994,0.11265752971297024,True,ok,0.8210566542719635,0.223314846789548,-0.07010560543792148,-1.8088701226578542e-17,-1.3815050298604239e-18,7.555621496220948e-18,True,ok: AeroSandbox AeroBuildup.run,matched,0.0035428710056358836,-0.11065731707657775,0.12439997132277623,1.8088701226578542e-17,8.587105724104508e-19,-7.555621496220948e-18
case_000615,elevator,12.0,0.0,7.5,0.0,-10.0,0.0,0.02875566887122855,0.0,-0.836774826139923,7.319122404299623e-18,0.02923487023786589,1.1762875292624394e-18,0.8244679282788258,0.14584798042260003,True,ok,0.8758052561583939,0.2605396323718164,-0.07929509667674892,-1.8088646333840783e-17,-1.3945339232322914e-18,7.553065192374875e-18,True,ok: AeroSandbox AeroBuildup.run,matched,-0.05133732787956813,-0.11469165194921635,0.1085299669146148,1.8088646333840783e-17,8.713656327531914e-18,-6.376777663112436e-18
case_000616,elevator,-8.0,6.0,7.5,0.0,-10.0,0.0,0.030527681919577644,-0.026574854597402196,0.6111105544750471,-0.009204736401104913,-0.25481031072508803,0.010704350290485026,-0.6090421051334542,0.057297083692663314,True,ok,-0.5453880234444102,0.09757920534171288,-0.33365940697346214,-0.011360257198569774,-0.007748550972701449,0.007572532714209652,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06365408168904407,-0.04028212164904957,0.0788490962483741,-0.015214597398832422,-0.0014561854284034642,0.003131817576275374
case_000617,elevator,-6.0,6.0,7.5,0.0,-10.0,0.0,0.005441153486949802,-0.027155440569058477,0.44126347928560977,-0.01068001769669516,-0.2540985043477563,0.010573103587515918,-0.43913849475503414,0.04332873215152193,True,ok,-0.3600704785162091,0.060868355291825965,-0.3378494960813352,-0.015538983447232188,-0.007913822418921532,0.007283496750877948,True,ok: AeroSandbox AeroBuildup.run,matched,-0.07906801623882503,-0.017539623140304036,0.08375099173357886,-0.011616457121826289,-0.002766195277773628,0.0032896068366379703
case_000618,elevator,-4.0,6.0,7.5,0.0,-10.0,0.0,-0.01394434911659981,-0.027332314073542825,0.2565900162239758,-0.010997823092288486,-0.24641246483428994,0.01023878559576282,-0.25481107698174826,0.03449194679582443,True,ok,-0.1959916127340154,0.035606842226285074,-0.3442697281896819,-0.01858106421386904,-0.009487691791738043,0.00783070522244576,True,ok: AeroSandbox AeroBuildup.run,matched,-0.05881946424773285,-0.001114895430460644,0.09785726335539194,-0.008751249859673786,-0.0015101313005504435,0.0024080803733170595
case_000619,elevator,-2.0,6.0,7.5,0.0,-10.0,0.0,-0.025568214218653917,-0.027390874177427797,0.06845332894633635,-0.011041284764436105,-0.2372922638744715,0.009858765355450456,-0.06743008831600746,0.030651684318577357,True,ok,-0.0067536747369275505,0.03444159405626062,-0.3191337717689038,-0.020333680363483393,-0.010519598624971363,0.007827811850134307,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06067641357907991,-0.0037899097376832627,0.08184150789443229,-0.007057193813944405,-0.0005216861394647422,0.0020309535053161486
