case_id,case_type,alpha_deg,beta_deg,speed_m_s,delta_a_deg,delta_e_deg,delta_r_deg,cx_body,cy_body,cz_body,cl_roll,cm_pitch,cn_yaw,cl_lift,cd_drag,valid_local,local_status,cl_lift_asb,cd_drag_asb,cm_pitch_asb,cy_asb,cl_roll_asb,cn_yaw_asb,valid_aerosandbox,aerosandbox_status,comparison_status,cl_lift_minus_aerosandbox,cd_drag_minus_aerosandbox,cm_pitch_minus_aerosandbox,cy_body_minus_aerosandbox,cl_roll_minus_aerosandbox,cn_yaw_minus_aerosandbox
case_000240,aileron,10.0,-6.0,6.5,-10.0,0.0,0.0,0.027618952962844535,0.0185319060604525,-0.7189347038032626,-0.018647225811338666,-0.027064298656971564,-0.003825314932804041,0.7125358562592653,0.0990445588640927,True,ok,0.6568725544065254,0.1876651811031752,-0.05243784478430116,-0.012635225635256044,-0.07546854232889752,0.007537147432309658,True,ok: AeroSandbox AeroBuildup.run,matched,0.05566330185273993,-0.0886206222390825,0.0253735461273296,0.031167131695708547,0.056821316517558854,-0.011362462365113698
case_000241,aileron,12.0,-6.0,6.5,-10.0,0.0,0.0,0.032283180834102955,0.019669613540543897,-0.7599859275676571,-0.012982470682266226,-0.003935542446500003,-0.0012334338150855487,0.7497644261620735,0.12779566874008472,True,ok,0.7542728254797912,0.22564830502715777,-0.03817998212034316,-0.01358714435231926,-0.06150013192853407,0.010855586278355568,True,ok: AeroSandbox AeroBuildup.run,matched,-0.004508399317717737,-0.09785263628707305,0.034244439673843156,0.033256757892863156,0.04851766124626784,-0.012089020093441117
case_000242,aileron,-8.0,0.0,6.5,-10.0,0.0,0.0,0.007956250566359964,-0.00978550406686837,0.6206059975488223,-0.03531448411706313,0.029696401322242223,-0.004418831936999482,-0.6156735987054435,0.07849284027051107,True,ok,-0.5596586787495277,0.15344782545990146,0.07299923112548314,-0.02244541318371817,-0.09196573831539041,-0.014841825437031737,True,ok: AeroSandbox AeroBuildup.run,matched,-0.05601491995591579,-0.0749549851893904,-0.04330282980324091,0.0126599091168498,0.05665125419832728,0.010422993500032254
case_000243,aileron,-6.0,0.0,6.5,-10.0,0.0,0.0,-0.008090948778206533,-0.013933957646201891,0.49440479603626547,-0.0502856595451912,0.015101978373998176,-0.0023714306187985904,-0.49085066039098807,0.05972599927605805,True,ok,-0.42286925308683004,0.11944222986500692,0.07190386277081645,-0.025957505584094948,-0.1054017992238756,-0.01284396779246064,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06798140730415803,-0.05971623058894887,-0.05680188439681828,0.012023547937893057,0.0551161396786844,0.01047253717366205
case_000244,aileron,-4.0,0.0,6.5,-10.0,0.0,0.0,-0.021545138776596418,-0.017848838119723973,0.35463965243497025,-0.06441390305290054,-0.0002878133066188324,-0.0014584329048527172,-0.3522728551583821,0.04623106750509724,True,ok,-0.2849711861229375,0.09443231709367521,0.051396019237001656,-0.02946708724963803,-0.11900202846066346,-0.01086674497879535,True,ok: AeroSandbox AeroBuildup.run,matched,-0.0673016690354446,-0.048201249588577966,-0.05168383254362049,0.011618249129914056,0.05458812540776292,0.009408312073942632
case_000245,aileron,-2.0,0.0,6.5,-10.0,0.0,0.0,-0.03170218566898332,-0.019728437893011874,0.18752320760785454,-0.07119710971109912,-0.0034130540783493426,-0.0016860339530807825,-0.18630258321227058,0.03822733911959089,True,ok,-0.13685736413175079,0.08818416499703709,0.02294190874363807,-0.03173294541190871,-0.12771846808177795,-0.007256721192634803,True,ok: AeroSandbox AeroBuildup.run,matched,-0.0494452190805198,-0.049956825877446195,-0.026354962821987415,0.012004507518896833,0.05652135837067883,0.00557068723955402
case_000246,aileron,0.0,0.0,6.5,-10.0,0.0,0.0,-0.035524249924768145,-0.020167008629931628,0.004203170734866723,-0.07277984875216702,0.0010483948953056528,-0.002291720961106641,-0.004203170734866723,0.035524249924768145,True,ok,3.929638166064046e-16,0.08647609700079596,0.011029740122900587,-0.03367862843876604,-0.13541889513211008,-0.003717674510579418,True,ok: AeroSandbox AeroBuildup.run,matched,-0.004203170734867116,-0.05095184707602782,-0.009981345227594935,0.013511619808834412,0.06263904637994307,0.001425953549472777
case_000247,aileron,2.0,0.0,6.5,-10.0,0.0,0.0,-0.0317485832131293,-0.019781660094425287,-0.17951946040943986,-0.07138918102123763,0.0052049655327420265,-0.002814312159778564,0.17830209242945622,0.03799438165064787,True,ok,0.1368573641317492,0.08818416499703713,-0.0017276566633774985,-0.03173294541190869,-0.12773342189391165,0.00021593838875947445,True,ok: AeroSandbox AeroBuildup.run,matched,0.04144472829770701,-0.05018978334638926,0.0069326221961195245,0.011951285317483407,0.05634424087267402,-0.0030302505485380383
case_000248,aileron,4.0,0.0,6.5,-10.0,0.0,0.0,-0.02152867742142218,-0.0180149682049019,-0.3480096086796272,-0.0650134427612581,0.0015465536541846587,-0.002678590887748617,0.3456601101424922,0.04575215777581488,True,ok,0.284971186122938,0.09443231709367511,-0.03270155622075452,-0.029467087249638094,-0.11903794806575128,0.004444731813696346,True,ok: AeroSandbox AeroBuildup.run,matched,0.060688924019554225,-0.04868015931786023,0.034248109874939175,0.011452119044736194,0.05402450530449318,-0.0071233227014449625
case_000249,aileron,6.0,0.0,6.5,-10.0,0.0,0.0,-0.007921679843260991,-0.014191316669699668,-0.4890556311313046,-0.0512144314393716,-0.014432644212020215,-0.000969297862720359,0.4855484921927178,0.05899851762676823,True,ok,0.4228692530868278,0.11944222986500631,-0.05463260693624592,-0.02595750558409501,-0.10546747944370773,0.007359238406116829,True,ok: AeroSandbox AeroBuildup.run,matched,0.06267923910588996,-0.060443712238238086,0.040199962724225706,0.011766188914395343,0.05425304800433613,-0.008328536268837188
case_000250,aileron,8.0,0.0,6.5,-10.0,0.0,0.0,0.008184500380744886,-0.009994322190234143,-0.6153606229477986,-0.03606807884765277,-0.03027304823863717,0.001996478171375181,0.6105110379639233,0.07753679671870785,True,ok,0.5596586787495272,0.15344782545990132,-0.05778403608788845,-0.022445413183718167,-0.09207118407200042,0.01030911951326915,True,ok: AeroSandbox AeroBuildup.run,matched,0.050852359214396015,-0.07591102874119347,0.02751098784925128,0.012451090993484024,0.05600310522434765,-0.008312641341893969
case_000251,aileron,10.0,0.0,6.5,-10.0,0.0,0.0,0.024335444844026558,-0.006988110938666962,-0.7209748397328529,-0.025219092554197527,-0.029636690378308052,0.005110982779298133,0.714247417545527,0.10123023230791875,True,ok,0.6502398816594177,0.1892529831975197,-0.058470564730226056,-0.019516036749956205,-0.08116961504292453,0.013000364838302997,True,ok: AeroSandbox AeroBuildup.run,matched,0.0640075358861093,-0.08802275088960096,0.028833874351918004,0.012527925811289243,0.055950522488727,-0.007889382059004864
case_000252,aileron,12.0,0.0,6.5,-10.0,0.0,0.0,0.028972036723788123,-0.004845060055850006,-0.7638317434196298,-0.017485128534956415,-0.005547279431010812,0.008211987253362547,0.7531638123319077,0.1304706210649071,True,ok,0.746560075786254,0.22629275240754276,-0.0442550350000753,-0.015825270750829405,-0.06744448121795085,0.016073605122883434,True,ok: AeroSandbox AeroBuildup.run,matched,0.006603736545653605,-0.09582213134263567,0.038707755569064486,0.010980210694979398,0.04995935268299444,-0.007861617869520887
case_000253,aileron,-8.0,6.0,6.5,-10.0,0.0,0.0,0.00704874896621125,-0.03573675176313018,0.6034667646023801,-0.04226871243446329,0.034496234504524534,0.005754182217867429,-0.5981064617301862,0.08031984970848609,True,ok,-0.545039203370325,0.15529321231355392,0.0802910427437182,-0.033430307214742924,-0.09966612674876786,-0.008216619473829033,True,ok: AeroSandbox AeroBuildup.run,matched,-0.05306725835986126,-0.07497336260506783,-0.04579480823919367,-0.002306444548387257,0.05739741431430457,0.013970801691696462
case_000254,aileron,-6.0,6.0,6.5,-10.0,0.0,0.0,-0.008289393401969367,-0.03992638542758321,0.4759388295646867,-0.05676853048912738,0.021387620490717987,0.007663216356842005,-0.472066975844704,0.061848888937709165,True,ok,-0.40735850569029214,0.12225955018796736,0.07878572330268502,-0.040773075443004854,-0.1139034237881195,-0.006329526722927774,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06470847015441183,-0.060410661250258194,-0.05739810281196703,0.0008466900154216472,0.05713489329899212,0.01399274307976978
case_000255,aileron,-4.0,6.0,6.5,-10.0,0.0,0.0,-0.020324777482554884,-0.04421383922639804,0.34137566021771615,-0.07192083204599024,0.004120364083273956,0.00854095079037922,-0.33882953171942226,0.04846851326395196,True,ok,-0.2748089711256308,0.10061627620823614,0.05602831475488254,-0.04647629478438638,-0.1257883272744531,-0.003981499313061232,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06402056059379146,-0.05214776294428418,-0.05190795067160858,0.0022624555579883396,0.05386749522846286,0.012522450103440452
case_000256,aileron,-2.0,6.0,6.5,-10.0,0.0,0.0,-0.029467811064001734,-0.046609639793467855,0.182245121290354,-0.08039906014926697,-0.0022473428708286525,0.00814323926952375,-0.18094894546803503,0.040485985499181865,True,ok,-0.12330654611703669,0.09387168270345148,0.029342619609667307,-0.05101830565782668,-0.1371822441030328,-0.0010457937826806303,True,ok: AeroSandbox AeroBuildup.run,matched,-0.05764239935099834,-0.05338569720426961,-0.03158996248049596,0.004408665864358827,0.056783183953765845,0.00918903305220438
case_000257,aileron,0.0,6.0,6.5,-10.0,0.0,0.0,-0.03303875141618344,-0.04722225251978739,0.004084707611881015,-0.082556037415497,0.0005178375017716059,0.0072092564076720956,-0.004084707611881015,0.03779383116695443,True,ok,2.5683185245341464e-16,0.09410358357236777,0.01101630040526639,-0.052189266661680736,-0.14021846164420323,0.002119180909990049,True,ok: AeroSandbox AeroBuildup.run,matched,-0.004084707611881272,-0.05630975240541334,-0.010498462903494784,0.004967014141893343,0.05766242422870624,0.005090075497682046
case_000258,aileron,2.0,6.0,6.5,-10.0,0.0,0.0,-0.02949321421154232,-0.04668100812861335,-0.174593123905812,-0.08065660586300365,0.0030923990978122848,0.006375247256204304,0.1733004225814988,0.040253106192933,True,ok,0.12330656444497633,0.09387168315149691,-0.008450122116245044,-0.05101831256369323,-0.13678877589411592,0.005486125963194106,True,ok: AeroSandbox AeroBuildup.run,matched,0.049993858136522476,-0.05361857695856391,0.01154252121405733,0.004337304435079875,0.056132170031112275,0.0008891212930101982
case_000259,aileron,4.0,6.0,6.5,-10.0,0.0,0.0,-0.020252154735321982,-0.04441054261597208,-0.33521868182365644,-0.07262979345257312,-0.003511901078661803,0.006397241216956662,0.3326909679091565,0.047989889075563785,True,ok,0.27480905135077704,0.10061628008628334,-0.03730924701946374,-0.046476306918615075,-0.125095225168233,0.009249016585681539,True,ok: AeroSandbox AeroBuildup.run,matched,0.05788191655837943,-0.05262639101071956,0.033797345940801936,0.0020657643026429917,0.05246543171565987,-0.002851775368724876
case_000260,aileron,6.0,6.0,6.5,-10.0,0.0,0.0,-0.008091848803588389,-0.04018498475097932,-0.47064866473893663,-0.05769591082710322,-0.021248222093172786,0.008086304603574563,0.46682307043885163,0.06113059018411003,True,ok,0.40735868259909097,0.12225956265412938,-0.06179149967228504,-0.04077309058359184,-0.11307353961244233,0.012539663539761473,True,ok: AeroSandbox AeroBuildup.run,matched,0.05946438783976066,-0.061128972470019347,0.040543277579112254,0.0005881058326125191,0.05537762878533911,-0.00445335893618691
case_000261,aileron,8.0,6.0,6.5,-10.0,0.0,0.0,0.007271008158636402,-0.035948555238725935,-0.5981008972034386,-0.04300847069994875,-0.03554974162065921,0.010816562595578323,0.5928197383441755,0.07938040528682994,True,ok,0.5450395276951798,0.15529324271755196,-0.0653812927112143,-0.03343032209644609,-0.09835685834472621,0.015625155339566182,True,ok: AeroSandbox AeroBuildup.run,matched,0.047780210648995625,-0.07591283743072202,0.029831551090555096,-0.0025182331422798424,0.05534838764477746,-0.00480859274398786
case_000262,aileron,10.0,6.0,6.5,-10.0,0.0,0.0,0.022901665268145736,-0.03240292233557028,-0.7049069501583909,-0.031411287330941964,-0.03368091901620655,0.013937224285822603,0.697654593174076,0.10269209739782009,True,ok,0.6384981854774369,0.19034753585830963,-0.06423376475515381,-0.026652556815525925,-0.08730052224085151,0.01809799980246082,True,ok: AeroSandbox AeroBuildup.run,matched,0.0591564076966391,-0.08765543846048954,0.030552845738947267,-0.005750365520044355,0.055889234909909546,-0.004160775516638217
case_000263,aileron,12.0,6.0,6.5,-10.0,0.0,0.0,0.027299276546195756,-0.029277168662646957,-0.7494160374368204,-0.02168982115317089,-0.008742814419170731,0.017487550513594647,0.7381860837410379,0.1314626549812375,True,ok,0.7309727490998438,0.2255389426769034,-0.05175568919191423,-0.01878228493930532,-0.07478307791073263,0.020746666840073123,True,ok: AeroSandbox AeroBuildup.run,matched,0.0072133346411941135,-0.0940762876956659,0.0430128747727435,-0.010494883723341637,0.05309325675756174,-0.0032591163264784756
case_000264,aileron,-8.0,-6.0,7.5,-10.0,0.0,0.0,0.011582044013835748,0.016300174303903646,0.6239226859728965,-0.027875114729014373,0.02342374093955002,-0.014515568160787879,-0.6192733836791436,0.07665490730408282,True,ok,-0.562993622212067,0.14972059580600483,0.06762470625057222,-0.011516621913510858,-0.08483453308721886,-0.02124064081192978,True,ok: AeroSandbox AeroBuildup.run,matched,-0.056279761467076694,-0.07306568850192201,-0.0442009653110222,0.027816796217414504,0.05695941835820449,0.006725072651141899
case_000265,aileron,-6.0,-6.0,7.5,-10.0,0.0,0.0,-0.004821367720152108,0.012371620696550538,0.5016781357846041,-0.042672673029259936,0.0077342947826102015,-0.012426388712368631,-0.4983263998939934,0.05821424972211712,True,ok,-0.4276382184065198,0.11532945486099201,0.05772295071043559,-0.011160531762266213,-0.09745571450839764,-0.0192721142035124,True,ok: AeroSandbox AeroBuildup.run,matched,-0.07068818148747363,-0.05711520513887489,-0.049988655927825386,0.02353215245881675,0.054783041479137706,0.00684572549114377
case_000266,aileron,-4.0,-6.0,7.5,-10.0,0.0,0.0,-0.01940278247646541,0.009041716837111732,0.358457651957509,-0.05501032540815534,-0.004768599105444942,-0.011497560637825064,-0.3561896483945529,0.045062366680869465,True,ok,-0.28972305202941634,0.08991916385968454,0.04454595024197979,-0.012068074026280731,-0.1115917088419334,-0.01729969907564918,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06646659636513658,-0.04485679717881508,-0.049314549347424734,0.021109790863392465,0.056581383433778054,0.005802138437824116
case_000267,aileron,-2.0,-6.0,7.5,-10.0,0.0,0.0,-0.030147859656615414,0.0076636201515752405,0.18781188858386533,-0.060151552539466746,-0.0050217919270007134,-0.011498126516247908,-0.1866302664228361,0.03728414223806835,True,ok,-0.1431097490292517,0.08164159210905061,0.01817395892607739,-0.012394554623536534,-0.11937671664096162,-0.013774829118955938,True,ok: AeroSandbox AeroBuildup.run,matched,-0.043520517393584396,-0.044357449870982266,-0.023195750853078102,0.020058174775111775,0.05922516410149488,0.0022767026027080296
case_000268,aileron,0.0,-6.0,7.5,-10.0,0.0,0.0,-0.034067088324319275,0.007368654086950963,0.004208220513007582,-0.061269897277985166,0.0005826954105559206,-0.0117386133023266,-0.004208220513007582,0.03465069933804028,True,ok,-1.0800897436165756e-16,0.07696981267477204,0.00973168874707555,-0.014976288173156795,-0.13158271613947076,-0.009739948380963866,True,ok: AeroSandbox AeroBuildup.run,matched,-0.004208220513007474,-0.04231911333673176,-0.00914899333651963,0.022344942260107758,0.07031281886148559,-0.0019986649213627333
case_000269,aileron,2.0,-6.0,7.5,-10.0,0.0,0.0,-0.030207606070065795,0.007625544617991998,-0.17969312549314284,-0.060288974089298765,0.005801075197861803,-0.011907461423223957,0.17851447090687783,0.037057756605419094,True,ok,0.14310971932255004,0.08164159136278995,0.0010702952983235833,-0.012394546581391429,-0.11978623386618126,-0.0049925734604810805,True,ok: AeroSandbox AeroBuildup.run,matched,0.03540475158432779,-0.044583834757370856,0.004730779899538219,0.020020091199383427,0.05949725977688249,-0.0069148879627428765
case_000270,aileron,4.0,-6.0,7.5,-10.0,0.0,0.0,-0.01943516557555983,0.00891016385230748,-0.3515021743742151,-0.055485994291447495,0.00474996262222071,-0.011596184206359807,0.3492496507398892,0.04459821122906983,True,ok,0.2897229369088676,0.08991915810672782,-0.0274065886143734,-0.01206805837038648,-0.11227250664358364,-0.0009477296872104063,True,ok: AeroSandbox AeroBuildup.run,matched,0.059526713831021594,-0.04532094687765799,0.03215655123659411,0.020978222222693958,0.056786512352136144,-0.0106484545191494
case_000271,aileron,6.0,-6.0,7.5,-10.0,0.0,0.0,-0.00469390571987826,0.012131410764885166,-0.4962872010964707,-0.04354542392570406,-0.008503275837555325,-0.009924346989862312,0.49298047521843363,0.05750265244903632,True,ok,0.42763796355762207,0.11532943612633784,-0.04210575712986775,-0.011160509600850872,-0.09835070911017217,0.001891335726671144,True,ok: AeroSandbox AeroBuildup.run,matched,0.06534251166081156,-0.05782678367730151,0.03360248129231243,0.02329192036573604,0.05480528518446811,-0.011815682716533457
case_000272,aileron,8.0,-6.0,7.5,-10.0,0.0,0.0,0.011826235704683098,0.016098915511744957,-0.6190005011986434,-0.02862603908900155,-0.025383269889687192,-0.006863360004320887,0.6144351253789069,0.07571209646568652,True,ok,0.5629931714821722,0.14972055222559855,-0.053807126803850656,-0.011516592997135418,-0.08618591846962004,0.004627065286175188,True,ok: AeroSandbox AeroBuildup.run,matched,0.05144195389673467,-0.07400845575991202,0.028423856914163464,0.027615508508880376,0.05755987938061849,-0.011490425290496075
case_000273,aileron,10.0,-6.0,7.5,-10.0,0.0,0.0,0.02761895296284454,0.018531906060452498,-0.7189347038032629,-0.01864722581133865,-0.027064298656971426,-0.003825314932804037,0.7125358562592655,0.09904455886409275,True,ok,0.6556626642855569,0.18616406670253607,-0.0517986951743644,-0.012565014171934225,-0.07539474025373719,0.0073998624342106615,True,ok: AeroSandbox AeroBuildup.run,matched,0.05687319197370866,-0.08711950783844333,0.02473439651739297,0.03109692023238672,0.05674751444239853,-0.0112251773670147
case_000274,aileron,12.0,-6.0,7.5,-10.0,0.0,0.0,0.03228318083410297,0.0196696135405439,-0.7599859275676569,-0.012982470682266227,-0.003935542446500007,-0.0012334338150855565,0.7497644261620733,0.12779566874008466,True,ok,0.7513850734409345,0.2239345352199531,-0.03669586923804123,-0.013563738897114956,-0.061852143927515486,0.010654564101550482,True,ok: AeroSandbox AeroBuildup.run,matched,-0.0016206472788612425,-0.09613886647986844,0.03276032679154123,0.033233352437658854,0.04886967324524926,-0.011887997916636039
case_000275,aileron,-8.0,0.0,7.5,-10.0,0.0,0.0,0.007956250566359959,-0.009785504066868378,0.6206059975488224,-0.03531448411706314,0.029696401322242112,-0.0044188319369994795,-0.6156735987054436,0.07849284027051108,True,ok,-0.559938601242874,0.15176493469259902,0.07299154527434847,-0.02242836564953309,-0.0918854941137651,-0.014756587017643636,True,ok: AeroSandbox AeroBuildup.run,matched,-0.0557349974625696,-0.07327209442208794,-0.04329514395210635,0.012642861582664712,0.05657100999670197,0.010337755080644157
case_000276,aileron,-6.0,0.0,7.5,-10.0,0.0,0.0,-0.008090948778206535,-0.013933957646201893,0.4944047960362653,-0.05028565954519122,0.015101978373998227,-0.00237143061879859,-0.4908506603909879,0.059725999276058046,True,ok,-0.4176338071590006,0.11775117210364588,0.0659086618584201,-0.025902411621143755,-0.1051783205788859,-0.01281892613454197,True,ok: AeroSandbox AeroBuildup.run,matched,-0.07321685323198729,-0.05802517282758784,-0.05080668348442188,0.011968453974941862,0.05489266103369468,0.01044749551574338
case_000277,aileron,-4.0,0.0,7.5,-10.0,0.0,0.0,-0.021545138776596418,-0.01784883811972397,0.35463965243497036,-0.06441390305290053,-0.0002878133066188204,-0.0014584329048527177,-0.3522728551583822,0.04623106750509725,True,ok,-0.28466695384480756,0.09369831135826799,0.050295484629893875,-0.02924174319762695,-0.11809261530805235,-0.010792690999292906,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06760590131357463,-0.04746724385317074,-0.05058329793651269,0.011392905077902981,0.05367871225515182,0.009334258094440188
case_000278,aileron,-2.0,0.0,7.5,-10.0,0.0,0.0,-0.03170218566898332,-0.019728437893011867,0.18752320760785446,-0.07119710971109909,-0.0034130540783493426,-0.0016860339530807835,-0.1863025832122705,0.03822733911959089,True,ok,-0.13667269338830912,0.08660787972574048,0.023473621042288596,-0.031561411278079134,-0.12703512735159414,-0.007419330950384084,True,ok: AeroSandbox AeroBuildup.run,matched,-0.04962988982396138,-0.04838054060614959,-0.02688667512063794,0.011832973385067266,0.05583801764049505,0.0057332969973033
case_000279,aileron,0.0,0.0,7.5,-10.0,0.0,0.0,-0.035524249924768186,-0.020167008629931624,0.004203170734866753,-0.07277984875216703,0.0010483948953056443,-0.0022917209611066414,-0.004203170734866753,0.035524249924768186,True,ok,-1.271811150191028e-16,0.08414538635901811,0.010765215307250517,-0.03369918918374181,-0.1355015681356373,-0.003743546667750389,True,ok: AeroSandbox AeroBuildup.run,matched,-0.004203170734866626,-0.04862113643424992,-0.009716820411944872,0.013532180553810187,0.06272171938347026,0.0014518257066437478
case_000280,aileron,2.0,0.0,7.5,-10.0,0.0,0.0,-0.03174858321312932,-0.01978166009442528,-0.17951946040943975,-0.07138918102123762,0.005204965532742041,-0.0028143121597785613,0.1783020924294561,0.037994381650647883,True,ok,0.13667269338830879,0.0866078797257403,-0.0025739527035271497,-0.031561411278079154,-0.12704919427181594,0.0003935249854847057,True,ok: AeroSandbox AeroBuildup.run,matched,0.04162939904114732,-0.048613498075092416,0.007778918236269191,0.011779751183653875,0.055660013250578316,-0.003207837145263267
case_000281,aileron,4.0,0.0,7.5,-10.0,0.0,0.0,-0.02152867742142217,-0.018014968204901897,-0.3480096086796272,-0.0650134427612581,0.0015465536541845973,-0.0026785908877486166,0.3456601101424922,0.04575215777581487,True,ok,0.28466695384480745,0.09369831135826795,-0.031701107760271754,-0.029241743197626905,-0.11812831395109942,0.0044205573055663624,True,ok: AeroSandbox AeroBuildup.run,matched,0.06099315629768476,-0.04794615358245308,0.03324766141445635,0.011226774992725008,0.05311487118984132,-0.007099148193314979
case_000282,aileron,6.0,0.0,7.5,-10.0,0.0,0.0,-0.007921679843260997,-0.014191316669699675,-0.4890556311313045,-0.05121443143937162,-0.014432644212020123,-0.0009692978627203611,0.4855484921927177,0.05899851762676822,True,ok,0.4176338071590001,0.11775117210364552,-0.04888960297532002,-0.02590241162114388,-0.10524435304943631,0.00735051569172385,True,ok: AeroSandbox AeroBuildup.run,matched,0.06791468503371756,-0.0587526544768773,0.0344569587632999,0.011711094951444205,0.054029921610064695,-0.008319813554444212
case_000283,aileron,8.0,0.0,7.5,-10.0,0.0,0.0,0.008184500380744891,-0.009994322190234148,-0.6153606229477987,-0.03606807884765278,-0.03027304823863708,0.001996478171375174,0.6105110379639234,0.07753679671870785,True,ok,0.5599386012428745,0.151764934692599,-0.0579795967172479,-0.022428365649533114,-0.09199127058608009,0.01023024674757867,True,ok: AeroSandbox AeroBuildup.run,matched,0.05057243672104883,-0.07422813797389115,0.027706548478610822,0.012434043459298966,0.05592319173842731,-0.008233768576203495
case_000284,aileron,10.0,0.0,7.5,-10.0,0.0,0.0,0.02433544484402657,-0.006988110938666966,-0.7209748397328525,-0.025219092554197527,-0.029636690378307823,0.005110982779298134,0.7142474175455266,0.10123023230791865,True,ok,0.6489438801144712,0.187725882797479,-0.05776261159064575,-0.019506822603105517,-0.08111345227451963,0.01289305133850026,True,ok: AeroSandbox AeroBuildup.run,matched,0.06530353743105533,-0.08649565048956036,0.02812592121233793,0.012518711664438551,0.055894359720322105,-0.007782068559202126
case_000285,aileron,12.0,0.0,7.5,-10.0,0.0,0.0,0.028972036723788112,-0.004845060055850012,-0.7638317434196304,-0.017485128534956415,-0.0055472794310108785,0.008211987253362548,0.7531638123319083,0.13047062106490726,True,ok,0.7443103085388247,0.22468228189769415,-0.042545332244115115,-0.015884883194484264,-0.06765685657048233,0.015938053455485348,True,ok: AeroSandbox AeroBuildup.run,matched,0.008853503793083584,-0.0942116608327869,0.03699805281310424,0.011039823138634252,0.050171728035525914,-0.0077260662021228
case_000286,aileron,-8.0,6.0,7.5,-10.0,0.0,0.0,0.007048748966211254,-0.03573675176313019,0.6034667646023797,-0.042268712434463285,0.03449623450452447,0.005754182217867433,-0.5981064617301858,0.08031984970848602,True,ok,-0.5449794752863769,0.1536035243376306,0.08027430759371115,-0.03352100731246461,-0.09962776899054063,-0.00810412441058123,True,ok: AeroSandbox AeroBuildup.run,matched,-0.053126986443808866,-0.07328367462914459,-0.04577807308918668,-0.00221574445066558,0.05735905655607734,0.013858306628448662
case_000287,aileron,-6.0,6.0,7.5,-10.0,0.0,0.0,-0.008289393401969377,-0.03992638542758321,0.47593882956468636,-0.05676853048912741,0.021387620490717914,0.007663216356842006,-0.47206697584470364,0.061848888937709144,True,ok,-0.40295973902993737,0.12070540172382514,0.07257301570829751,-0.04079181310767449,-0.11356695112027122,-0.006271115740834776,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06910723681476627,-0.058856512786116,-0.051185395217579595,0.0008654276800912838,0.05679842063114381,0.013934332097676782
case_000288,aileron,-4.0,6.0,7.5,-10.0,0.0,0.0,-0.02032477748255487,-0.044213839226398016,0.3413756602177163,-0.07192083204599022,0.004120364083274013,0.008540950790379222,-0.3388295317194224,0.04846851326395196,True,ok,-0.27371593591933396,0.09986282112616346,0.055647314666202874,-0.046343291909742096,-0.12514964187617042,-0.00389787615370484,True,ok: AeroSandbox AeroBuildup.run,matched,-0.06511359580008846,-0.0513943078622115,-0.05152695058292886,0.0021294526833440797,0.053228809830180204,0.012438826944084063
case_000289,aileron,-2.0,6.0,7.5,-10.0,0.0,0.0,-0.029467811064001724,-0.046609639793467855,0.18224512129035408,-0.08039906014926701,-0.0022473428708286885,0.008143239269523744,-0.1809489454680351,0.040485985499181865,True,ok,-0.12343077500991144,0.09243328458869378,0.029921158784921426,-0.05089508501325969,-0.1365011320180679,-0.001184591639430437,True,ok: AeroSandbox AeroBuildup.run,matched,-0.05751817045812367,-0.051947299089511914,-0.032168501655750116,0.004285445219791836,0.056102071868800896,0.009327830908954182
case_000290,aileron,0.0,6.0,7.5,-10.0,0.0,0.0,-0.03303875141618345,-0.0472222525197874,0.004084707611880986,-0.082556037415497,0.0005178375017716004,0.007209256407672095,-0.004084707611880986,0.037793831166954436,True,ok,1.2205420429152973e-16,0.09215587799806196,0.010812368909470477,-0.05214619682799974,-0.13982225746636548,0.0021342826769862296,True,ok: AeroSandbox AeroBuildup.run,matched,-0.004084707611881108,-0.05436204683110753,-0.010294531407698877,0.004923944308212337,0.05726622005086848,0.005074973730685865
case_000291,aileron,2.0,6.0,7.5,-10.0,0.0,0.0,-0.029493214211542315,-0.04668100812861335,-0.17459312390581208,-0.08065660586300367,0.0030923990978122895,0.0063752472562043,0.1733004225814989,0.040253106192933,True,ok,0.12343079937167173,0.09243328518429089,-0.009293227755503617,-0.050895094161022614,-0.13610093369456672,0.005680457317682934,True,ok: AeroSandbox AeroBuildup.run,matched,0.04986962320982716,-0.05218017899135789,0.012385626853315908,0.004214086032409262,0.05544432783156304,0.000694789938521366
case_000292,aileron,4.0,6.0,7.5,-10.0,0.0,0.0,-0.020252154735321964,-0.04441054261597207,-0.33521868182365655,-0.07262979345257309,-0.003511901078661801,0.0063972412169566615,0.3326909679091566,0.04798988907556378,True,ok,0.27371604234995084,0.099862826250308,-0.037001430115105476,-0.04634330796438837,-0.12445718049515896,0.009226160248126964,True,ok: AeroSandbox AeroBuildup.run,matched,0.05897492555920575,-0.05187293717474422,0.03348952903644367,0.0019327653484162988,0.05182738704258587,-0.0028289190311703025
