case_id,case_type,alpha_deg,beta_deg,speed_m_s,delta_a_deg,delta_e_deg,delta_r_deg,cx_body,cy_body,cz_body,cl_roll,cm_pitch,cn_yaw,cl_lift,cd_drag,valid_local,local_status
case_000633,elevator,4.0,-6.0,8.5,0.0,-10.0,0.0,-0.013629193234633649,0.02733408660725522,-0.46911086895157356,0.011003306929784346,0.03500348753436299,-0.007377960261795596,0.4668416333035226,0.04892296014600156,True,ok
case_000634,elevator,6.0,-6.0,8.5,0.0,-10.0,0.0,0.0012109105978148843,0.027166832408134424,-0.6082150575193901,0.010715261592951886,0.19427781350449902,-0.007012158843273738,0.6047480673552704,0.06486953779142542,True,ok
case_000635,elevator,8.0,-6.0,8.5,0.0,-10.0,0.0,0.018343177359952955,0.02662263463293974,-0.7301663073432237,0.009352557539061765,0.3446000834837252,-0.0069262253000833525,0.7252741925146036,0.08578049509645645,True,ok
case_000636,elevator,10.0,-6.0,8.5,0.0,-10.0,0.0,0.03270332008124727,0.02509609454859993,-0.8196079569635428,0.005041991271606846,0.42672821098391295,-0.00780042919173712,0.8124492886330941,0.1121369690137356,True,ok
case_000637,elevator,12.0,-6.0,8.5,0.0,-10.0,0.0,0.029199510737534577,0.0230464733811277,-0.8259057497584136,-0.0007958666615692174,0.4030784424513491,-0.009654198197741137,0.8135510873454783,0.1447788292119766,True,ok
case_000638,elevator,-8.0,0.0,8.5,0.0,-10.0,0.0,0.0295173415799212,0.0,0.6191319944711897,9.870232728240192e-18,-0.5612364421705452,0.0,-0.6172146644208767,0.05693643873341174,True,ok
case_000639,elevator,-6.0,0.0,8.5,0.0,-10.0,0.0,0.003937089895070858,1.2438528337114238e-18,0.4464355791819214,-5.08774882898979e-20,-0.4822394379264955,1.017549765797958e-19,-0.4444014963243157,0.04274970293520993,True,ok
case_000640,elevator,-4.0,0.0,8.5,0.0,-10.0,0.0,-0.015707916530024575,-1.8657792505671358e-18,0.25946504049236724,-1.6280796252767328e-18,-0.38947186941772777,1.017549765797958e-19,-0.2577372678273936,0.03376901911945878,True,ok
case_000641,elevator,-2.0,0.0,8.5,0.0,-10.0,0.0,-0.02746682211697697,0.0,0.06920608988630765,-4.070199063191832e-18,-0.2937044932036332,4.070199063191832e-19,-0.06820535313833526,0.029865347776852187,True,ok
case_000642,elevator,0.0,0.0,8.5,0.0,-10.0,0.0,-0.03101499331787833,2.9152800790111496e-20,-0.1207708641792432,-4.070199063191832e-19,-0.1961589489118855,5.08774882898979e-19,0.1207708641792432,0.03101499331787833,True,ok
case_000643,elevator,2.0,0.0,8.5,0.0,-10.0,0.0,-0.026554622054175466,9.328896252835679e-19,-0.3058496528915412,-4.070199063191832e-18,-0.09165290800369112,1.017549765797958e-19,0.30473659460196484,0.037212444648451345,True,ok
case_000644,elevator,4.0,0.0,8.5,0.0,-10.0,0.0,-0.01539006311070709,-6.219264168557119e-19,-0.47432767864337433,4.884238875830198e-18,0.035924285433496704,-5.08774882898979e-20,0.4720986837245223,0.04843999995186972,True,ok
case_000645,elevator,6.0,0.0,8.5,0.0,-10.0,0.0,-0.00034454467071702826,1.2438528337114238e-18,-0.6152037588571017,-1.0582517564298763e-17,0.19719201872601674,6.105298594787748e-19,0.6117975935712938,0.06464896072877743,True,ok
case_000646,elevator,8.0,0.0,8.5,0.0,-10.0,0.0,0.017178964102735034,-3.7315585011342715e-18,-0.7394137982676136,-3.2561592505534656e-18,0.3500768665347891,8.140398126383664e-19,0.734608723716798,0.08589473159256786,True,ok
case_000647,elevator,10.0,0.0,8.5,0.0,-10.0,0.0,0.03224419617293472,0.0,-0.8316347803586805,5.698278688468565e-18,0.4348682786869767,-3.561424180292853e-19,0.8245995252775986,0.11265752971297008,True,ok
case_000648,elevator,12.0,0.0,8.5,0.0,-10.0,0.0,0.02875566887122852,-3.7315585011342715e-18,-0.8367748261399234,-4.884238875830198e-18,0.40970724288941035,1.6280796252767328e-18,0.8244679282788261,0.1458479804226001,True,ok
case_000649,elevator,-8.0,6.0,8.5,0.0,-10.0,0.0,0.03052768191957764,-0.02657485459740219,0.611110554475047,-0.009204736401104896,-0.5542950970991956,0.00951273905955976,-0.6090421051334541,0.0572970836926633,True,ok
case_000650,elevator,-6.0,6.0,8.5,0.0,-10.0,0.0,0.005441153486949799,-0.027155440569058473,0.4412634792856095,-0.010680017696695155,-0.4771603182141047,0.009326167531027536,-0.43913849475503386,0.04332873215152191,True,ok
case_000651,elevator,-4.0,6.0,8.5,0.0,-10.0,0.0,-0.013944349116599803,-0.02733231407354282,0.25659001622397576,-0.010997823092288467,-0.38566903907282696,0.008978017692730319,-0.2548110769817482,0.03449194679582442,True,ok
case_000652,elevator,-2.0,6.0,8.5,0.0,-10.0,0.0,-0.02556821421865392,-0.027390874177427787,0.06845332894633621,-0.011041284764436098,-0.2909929093628207,0.008594836089079776,-0.06743008831600732,0.030651684318577354,True,ok
case_000653,elevator,0.0,6.0,8.5,0.0,-10.0,0.0,-0.029077049258986007,-0.027406288134712315,-0.11945153882750578,-0.011043057117388034,-0.1945096256755711,0.008197755380310806,0.11945153882750578,0.03178249932335542,True,ok
case_000654,elevator,2.0,6.0,8.5,0.0,-10.0,0.0,-0.024665891156688186,-0.027390898245473205,-0.3025118780200647,-0.011041359225784277,-0.09114164069206339,0.007789653045492398,0.30137875984931634,0.037878630976104985,True,ok
case_000655,elevator,4.0,6.0,8.5,0.0,-10.0,0.0,-0.013629193234633649,-0.027334086607255226,-0.46911086895157367,-0.011003306929784358,0.03500348753436299,0.007377960261795594,0.4668416333035227,0.04892296014600157,True,ok
case_000656,elevator,6.0,6.0,8.5,0.0,-10.0,0.0,0.0012109105978148843,-0.027166832408134424,-0.6082150575193901,-0.01071526159295189,0.19427781350449902,0.007012158843273739,0.6047480673552704,0.06486953779142542,True,ok
case_000657,elevator,8.0,6.0,8.5,0.0,-10.0,0.0,0.018343177359952962,-0.02662263463293974,-0.730166307343224,-0.00935255753906176,0.3446000834837252,0.006926225300083353,0.7252741925146038,0.08578049509645647,True,ok
case_000658,elevator,10.0,6.0,8.5,0.0,-10.0,0.0,0.03270332008124727,-0.02509609454859993,-0.819607956963543,-0.005041991271606832,0.42672821098391295,0.007800429191737119,0.8124492886330943,0.11213696901373563,True,ok
case_000659,elevator,12.0,6.0,8.5,0.0,-10.0,0.0,0.029199510737534587,-0.02304647338112769,-0.8259057497584137,0.0007958666615692085,0.4030784424513493,0.009654198197741137,0.8135510873454784,0.14477882921197657,True,ok
case_000660,elevator,-8.0,-6.0,4.5,0.0,10.0,0.0,0.01837325903329654,0.02657485459740219,0.7369634840482296,0.009204736401104875,-0.361277024389158,-0.009512739059559764,-0.7320107842026508,0.0866866769486259,True,ok
case_000661,elevator,-6.0,-6.0,4.5,0.0,10.0,0.0,0.001400539207437145,0.027155440569058494,0.6164486547113418,0.010680017696695175,-0.2073163190054885,-0.009326167531027538,-0.6129567824950147,0.06553672088726115,True,ok
case_000662,elevator,-4.0,-6.0,4.5,0.0,10.0,0.0,-0.013476043799992236,0.027332314073542814,0.47768417286128734,0.010997823092288476,-0.044605648748764166,-0.008978017692730319,-0.47540486057622217,0.04936560272489246,True,ok
case_000663,elevator,-2.0,-6.0,4.5,0.0,10.0,0.0,-0.0245866357057548,0.027390874177427787,0.3111512467677866,0.011041284764436094,0.08343912087830099,-0.008594836089079775,-0.31001565907042306,0.03809971311469435,True,ok
case_000664,elevator,0.0,-6.0,4.5,0.0,10.0,0.0,-0.02907704925898599,0.02740628813471232,0.12810086650579272,0.011043057117388032,0.18732120558094092,-0.008197755380310806,-0.12810086650579272,0.0317824993233554,True,ok
case_000665,elevator,2.0,-6.0,4.5,0.0,10.0,0.0,-0.025647469669587284,0.0273908982454732,-0.05981396019861423,0.011041359225784265,0.28311263313419827,-0.007789653045492398,0.0587931890949005,0.030430602179987967,True,ok
case_000666,elevator,4.0,-6.0,4.5,0.0,10.0,0.0,-0.014097498551241228,0.02733408660725522,-0.24801671231426167,0.011003306929784342,0.3759820713217651,-0.007377960261795593,0.24624784970904834,0.034049304216933515,True,ok
case_000667,elevator,6.0,-6.0,4.5,0.0,10.0,0.0,0.005251524877327557,0.02716683240813444,-0.43302988209365845,0.010715261592951934,0.46485353727586803,-0.00701215884327374,0.4309297796152902,0.04266154905568622,True,ok
case_000668,elevator,8.0,-6.0,4.5,0.0,10.0,0.0,0.03049760024623407,0.026622634632939735,-0.6043133777700411,0.009352557539061748,0.5398192298812627,-0.006926225300083347,0.602305513445407,0.056390901840493834,True,ok
case_000669,elevator,10.0,-6.0,4.5,0.0,10.0,0.0,0.05389033785703067,0.025096094548599946,-0.7288662110056789,0.005041991271606843,0.5686088837647495,-0.007800429191737115,0.7267092069206674,0.07571531149282983,True,ok
case_000670,elevator,12.0,-6.0,4.5,0.0,10.0,0.0,0.059767977477573245,0.02304647338112769,-0.7603736257608699,-0.0007958666615692523,0.5069246377619319,-0.009654198197741132,0.7557197266697178,0.10149189862401327,True,ok
case_000671,elevator,-8.0,0.0,4.5,0.0,10.0,0.0,0.017228649996166422,-1.1094860152549427e-18,0.7463752088061533,-2.1783102393748877e-18,-0.36608611806082086,-3.630517065624813e-19,-0.7415093012263778,0.08681437033054051,True,ok
case_000672,elevator,-6.0,0.0,4.5,0.0,10.0,0.0,-0.0001481606474202992,0.0,0.6235560077695014,8.713240957499551e-18,-0.20941449896995223,2.7228877992186097e-19,-0.6201246157104067,0.0653267002613504,True,ok
case_000673,elevator,-4.0,0.0,4.5,0.0,10.0,0.0,-0.015234437891288151,5.547430076274714e-19,0.4830016022285046,7.261034131249626e-19,-0.04464078583473963,-4.538146332031016e-19,-0.4807623339342814,0.04888981615048828,True,ok
case_000674,elevator,-2.0,0.0,4.5,0.0,10.0,0.0,-0.026474400204137924,0.0,0.31458506740185843,1.4522068262499252e-18,0.08486385033374895,-9.076292664062033e-20,-0.31346948743597625,0.037437133237295125,True,ok
case_000675,elevator,0.0,0.0,4.5,0.0,10.0,0.0,-0.03101499331787833,8.66785949417924e-21,0.1295162278875647,-1.0891551196874439e-18,0.18988992945782734,-2.269073166015508e-19,-0.1295162278875647,0.03101499331787833,True,ok
case_000676,elevator,2.0,0.0,4.5,0.0,10.0,0.0,-0.02754704396701449,2.773715038137357e-19,-0.06047067537599041,3.2674653590623318e-18,0.2867357154614434,-4.5381463320310163e-20,0.05947246030432384,0.029640659188008386,True,ok
case_000677,elevator,4.0,0.0,4.5,0.0,10.0,0.0,-0.0158635417494435,-5.547430076274714e-19,-0.250791116907237,-1.8152585328124064e-18,0.3806696256304711,9.076292664062033e-20,0.2490736176176345,0.03331920292084021,True,ok
case_000678,elevator,6.0,0.0,4.5,0.0,10.0,0.0,0.003740705871774119,-1.1094860152549427e-18,-0.43808333026952195,0.0,0.4707567655335828,3.630517065624813e-19,0.43607447418520306,0.042071963402637004,True,ok
case_000679,elevator,8.0,0.0,4.5,0.0,10.0,0.0,0.029467655686489784,3.3284580457648284e-18,-0.6121705839326498,-2.9044136524998504e-18,0.5474525793735275,-2.1783102393748877e-18,0.6103140869112967,0.056016799995439084,True,ok
case_000680,elevator,10.0,0.0,4.5,0.0,10.0,0.0,0.053665264821122494,-1.1094860152549427e-18,-0.7398906193828235,1.1980706316561883e-17,0.5783162931103752,7.034126814648075e-19,0.7379688937894106,0.07563068886538893,True,ok
case_000681,elevator,12.0,0.0,4.5,0.0,10.0,0.0,0.05966182241477519,1.1094860152549427e-18,-0.7705187753040462,-4.719672185312257e-18,0.5147006167630902,-6.807219498046524e-19,0.7660854817595278,0.10184179292987469,True,ok
case_000682,elevator,-8.0,6.0,4.5,0.0,10.0,0.0,0.01837325903329653,-0.02657485459740219,0.7369634840482296,-0.009204736401104899,-0.3612770243891581,0.009512739059559764,-0.7320107842026508,0.08668667694862592,True,ok
case_000683,elevator,-6.0,6.0,4.5,0.0,10.0,0.0,0.001400539207437145,-0.027155440569058487,0.6164486547113417,-0.010680017696695193,-0.2073163190054884,0.009326167531027536,-0.6129567824950146,0.06553672088726113,True,ok
case_000684,elevator,-4.0,6.0,4.5,0.0,10.0,0.0,-0.013476043799992236,-0.027332314073542814,0.47768417286128734,-0.010997823092288476,-0.04460564874876411,0.008978017692730319,-0.47540486057622217,0.04936560272489246,True,ok
case_000685,elevator,-2.0,6.0,4.5,0.0,10.0,0.0,-0.024586635705754804,-0.027390874177427787,0.3111512467677866,-0.011041284764436096,0.08343912087830097,0.008594836089079775,-0.31001565907042306,0.03809971311469436,True,ok
case_000686,elevator,0.0,6.0,4.5,0.0,10.0,0.0,-0.02907704925898599,-0.02740628813471232,0.12810086650579272,-0.011043057117388032,0.18732120558094092,0.008197755380310806,-0.12810086650579272,0.0317824993233554,True,ok
case_000687,elevator,2.0,6.0,4.5,0.0,10.0,0.0,-0.025647469669587284,-0.0273908982454732,-0.059813960198614215,-0.011041359225784267,0.28311263313419827,0.007789653045492398,0.058793189094900486,0.030430602179987963,True,ok
case_000688,elevator,4.0,6.0,4.5,0.0,10.0,0.0,-0.01409749855124123,-0.02733408660725522,-0.2480167123142616,-0.011003306929784342,0.3759820713217651,0.007377960261795593,0.24624784970904826,0.034049304216933515,True,ok
case_000689,elevator,6.0,6.0,4.5,0.0,10.0,0.0,0.005251524877327557,-0.02716683240813444,-0.43302988209365834,-0.010715261592951936,0.4648535372758681,0.007012158843273738,0.4309297796152901,0.042661549055686206,True,ok
case_000690,elevator,8.0,6.0,4.5,0.0,10.0,0.0,0.03049760024623407,-0.026622634632939738,-0.6043133777700412,-0.009352557539061751,0.5398192298812626,0.006926225300083347,0.6023055134454071,0.05639090184049385,True,ok
case_000691,elevator,10.0,6.0,4.5,0.0,10.0,0.0,0.05389033785703067,-0.025096094548599936,-0.7288662110056789,-0.00504199127160687,0.5686088837647494,0.007800429191737118,0.7267092069206674,0.07571531149282981,True,ok
case_000692,elevator,12.0,6.0,4.5,0.0,10.0,0.0,0.05976797747757326,-0.02304647338112769,-0.76037362576087,0.0007958666615692504,0.5069246377619319,0.009654198197741132,0.7557197266697179,0.10149189862401328,True,ok
case_000693,elevator,-8.0,-6.0,5.5,0.0,10.0,0.0,0.01837325903329653,0.026574854597402203,0.7369634840482298,0.009204736401104927,-0.3612770243891582,-0.00951273905955976,-0.7320107842026509,0.08668667694862593,True,ok
case_000694,elevator,-6.0,-6.0,5.5,0.0,10.0,0.0,0.0014005392074371355,0.02715544056905848,0.6164486547113415,0.01068001769669517,-0.2073163190054883,-0.009326167531027534,-0.6129567824950144,0.06553672088726113,True,ok
case_000695,elevator,-4.0,-6.0,5.5,0.0,10.0,0.0,-0.013476043799992232,0.027332314073542825,0.47768417286128767,0.010997823092288502,-0.044605648748764125,-0.008978017692730317,-0.4754048605762225,0.049365602724892474,True,ok
case_000696,elevator,-2.0,-6.0,5.5,0.0,10.0,0.0,-0.02458663570575481,0.027390874177427797,0.31115124676778677,0.011041284764436105,0.08343912087830103,-0.008594836089079775,-0.3100156590704232,0.03809971311469437,True,ok
case_000697,elevator,0.0,-6.0,5.5,0.0,10.0,0.0,-0.029077049258985993,0.027406288134712315,0.12810086650579275,0.011043057117388028,0.18732120558094095,-0.008197755380310805,-0.12810086650579275,0.031782499323355404,True,ok
case_000698,elevator,2.0,-6.0,5.5,0.0,10.0,0.0,-0.02564746966958731,0.027390898245473208,-0.05981396019861422,0.011041359225784274,0.28311263313419854,-0.0077896530454923995,0.05879318909490049,0.030430602179987994,True,ok
case_000699,elevator,4.0,-6.0,5.5,0.0,10.0,0.0,-0.014097498551241228,0.027334086607255222,-0.24801671231426203,0.011003306929784368,0.3759820713217651,-0.007377960261795591,0.2462478497090487,0.03404930421693354,True,ok
case_000700,elevator,6.0,-6.0,5.5,0.0,10.0,0.0,0.005251524877327547,0.02716683240813443,-0.43302988209365806,0.010715261592951913,0.4648535372758678,-0.0070121588432737365,0.43092977961528983,0.04266154905568619,True,ok
case_000701,elevator,8.0,-6.0,5.5,0.0,10.0,0.0,0.030497600246234092,0.02662263463293974,-0.604313377770041,0.009352557539061756,0.5398192298812632,-0.0069262253000833525,0.6023055134454068,0.0563909018404938,True,ok
case_000702,elevator,10.0,-6.0,5.5,0.0,10.0,0.0,0.053890337857030665,0.025096094548599946,-0.7288662110056786,0.005041991271606893,0.5686088837647493,-0.007800429191737112,0.7267092069206671,0.07571531149282978,True,ok
case_000703,elevator,12.0,-6.0,5.5,0.0,10.0,0.0,0.05976797747757327,0.023046473381127693,-0.7603736257608695,-0.0007958666615692294,0.5069246377619319,-0.009654198197741133,0.7557197266697174,0.10149189862401316,True,ok
case_000704,elevator,-8.0,0.0,5.5,0.0,10.0,0.0,0.01722864999616642,0.0,0.7463752088061536,-2.916415361807701e-18,-0.366086118060821,-6.075865337099376e-20,-0.7415093012263781,0.08681437033054056,True,ok
case_000705,elevator,-6.0,0.0,5.5,0.0,10.0,0.0,-0.0001481606474202971,-2.2281413364210834e-18,0.6235560077695014,9.721384539359002e-19,-0.20941449896995243,3.0379326685496883e-19,-0.6201246157104067,0.0653267002613504,True,ok
case_000706,elevator,-4.0,0.0,5.5,0.0,10.0,0.0,-0.015234437891288147,0.0,0.4830016022285045,-2.916415361807701e-18,-0.04464078583473938,3.0379326685496883e-19,-0.48076233393428136,0.04888981615048826,True,ok
case_000707,elevator,-2.0,0.0,5.5,0.0,10.0,0.0,-0.026474400204137917,3.713568894035139e-19,0.3145850674018585,-2.4303461348397507e-18,0.08486385033374902,-3.037932668549688e-20,-0.3134694874359763,0.03743713323729512,True,ok
case_000708,elevator,0.0,0.0,5.5,0.0,10.0,0.0,-0.031014993317878325,1.160490279385981e-20,0.12951622788756473,0.0,0.1898899294578273,4.253105735969564e-19,-0.12951622788756473,0.031014993317878325,True,ok
case_000709,elevator,2.0,0.0,5.5,0.0,10.0,0.0,-0.027547043967014493,0.0,-0.06047067537599042,3.402484588775651e-18,0.2867357154614436,1.2151730674198753e-19,0.059472460304323856,0.029640659188008393,True,ok
case_000710,elevator,4.0,0.0,5.5,0.0,10.0,0.0,-0.01586354174944349,-7.427137788070278e-19,-0.25079111690723715,2.4303461348397506e-19,0.3806696256304708,-2.7341394016947195e-19,0.24907361761763466,0.033319202920840216,True,ok
case_000711,elevator,6.0,0.0,5.5,0.0,10.0,0.0,0.003740705871774111,-2.2281413364210834e-18,-0.43808333026952173,5.893589376986396e-18,0.4707567655335826,-7.291038404519252e-19,0.43607447418520284,0.04207196340263699,True,ok
case_000712,elevator,8.0,0.0,5.5,0.0,10.0,0.0,0.02946765568648979,1.4854275576140557e-18,-0.6121705839326502,1.2151730674198753e-19,0.5474525793735282,2.506294451553493e-19,0.6103140869112972,0.05601679999543915,True,ok
case_000713,elevator,10.0,0.0,5.5,0.0,10.0,0.0,0.053665264821122535,-1.4854275576140557e-18,-0.7398906193828236,-2.4303461348397506e-19,0.5783162931103756,1.518966334274844e-20,0.7379688937894107,0.07563068886538891,True,ok
case_000714,elevator,12.0,0.0,5.5,0.0,10.0,0.0,0.05966182241477519,4.456282672842167e-18,-0.7705187753040461,7.777107631487202e-18,0.5147006167630903,-9.721384539359002e-19,0.7660854817595277,0.10184179292987466,True,ok
case_000715,elevator,-8.0,6.0,5.5,0.0,10.0,0.0,0.01837325903329653,-0.026574854597402203,0.7369634840482298,-0.009204736401104932,-0.36127702438915826,0.00951273905955976,-0.7320107842026509,0.08668667694862593,True,ok
case_000716,elevator,-6.0,6.0,5.5,0.0,10.0,0.0,0.0014005392074371386,-0.02715544056905848,0.6164486547113414,-0.01068001769669516,-0.2073163190054883,0.009326167531027534,-0.6129567824950143,0.06553672088726112,True,ok
case_000717,elevator,-4.0,6.0,5.5,0.0,10.0,0.0,-0.013476043799992232,-0.027332314073542818,0.4776841728612877,-0.010997823092288495,-0.04460564874876409,0.008978017692730317,-0.47540486057622255,0.04936560272489248,True,ok
case_000718,elevator,-2.0,6.0,5.5,0.0,10.0,0.0,-0.02458663570575481,-0.027390874177427797,0.31115124676778677,-0.011041284764436107,0.08343912087830102,0.008594836089079775,-0.3100156590704232,0.03809971311469437,True,ok
case_000719,elevator,0.0,6.0,5.5,0.0,10.0,0.0,-0.029077049258985993,-0.027406288134712315,0.12810086650579275,-0.011043057117388028,0.18732120558094095,0.008197755380310805,-0.12810086650579275,0.031782499323355404,True,ok
case_000720,elevator,2.0,6.0,5.5,0.0,10.0,0.0,-0.025647469669587305,-0.027390898245473208,-0.05981396019861422,-0.011041359225784279,0.28311263313419854,0.0077896530454923995,0.05879318909490049,0.030430602179987987,True,ok
case_000721,elevator,4.0,6.0,5.5,0.0,10.0,0.0,-0.014097498551241228,-0.02733408660725523,-0.24801671231426192,-0.011003306929784368,0.3759820713217651,0.007377960261795591,0.2462478497090486,0.034049304216933536,True,ok
case_000722,elevator,6.0,6.0,5.5,0.0,10.0,0.0,0.005251524877327544,-0.02716683240813443,-0.43302988209365806,-0.01071526159295191,0.4648535372758679,0.007012158843273738,0.43092977961528983,0.04266154905568619,True,ok
case_000723,elevator,8.0,6.0,5.5,0.0,10.0,0.0,0.030497600246234092,-0.02662263463293974,-0.604313377770041,-0.009352557539061763,0.5398192298812631,0.0069262253000833525,0.6023055134454068,0.0563909018404938,True,ok
case_000724,elevator,10.0,6.0,5.5,0.0,10.0,0.0,0.05389033785703065,-0.02509609454859995,-0.7288662110056784,-0.005041991271606898,0.5686088837647492,0.007800429191737113,0.7267092069206669,0.07571531149282976,True,ok
case_000725,elevator,12.0,6.0,5.5,0.0,10.0,0.0,0.059767977477573286,-0.0230464733811277,-0.7603736257608693,0.0007958666615692289,0.5069246377619321,0.009654198197741133,0.7557197266697172,0.10149189862401312,True,ok
case_000726,elevator,-8.0,-6.0,6.5,0.0,10.0,0.0,0.01837325903329655,0.026574854597402192,0.7369634840482294,0.009204736401104885,-0.3612770243891581,-0.009512739059559759,-0.7320107842026505,0.08668667694862586,True,ok
case_000727,elevator,-6.0,-6.0,6.5,0.0,10.0,0.0,0.0014005392074371383,0.027155440569058473,0.6164486547113416,0.010680017696695151,-0.20731631900548855,-0.009326167531027534,-0.6129567824950145,0.06553672088726115,True,ok
case_000728,elevator,-4.0,-6.0,6.5,0.0,10.0,0.0,-0.013476043799992243,0.02733231407354283,0.47768417286128756,0.010997823092288502,-0.044605648748764014,-0.008978017692730315,-0.4754048605762224,0.049365602724892474,True,ok
case_000729,elevator,-2.0,-6.0,6.5,0.0,10.0,0.0,-0.024586635705754832,0.0273908741774278,0.3111512467677868,0.011041284764436098,0.08343912087830112,-0.008594836089079778,-0.3100156590704233,0.0380997131146944,True,ok
case_000730,elevator,0.0,-6.0,6.5,0.0,10.0,0.0,-0.02907704925898601,0.02740628813471231,0.1281008665057928,0.011043057117388032,0.18732120558094098,-0.008197755380310805,-0.1281008665057928,0.03178249932335542,True,ok
case_000731,elevator,2.0,-6.0,6.5,0.0,10.0,0.0,-0.025647469669587315,0.02739089824547322,-0.05981396019861419,0.011041359225784272,0.2831126331341984,-0.007789653045492403,0.05879318909490046,0.030430602179987998,True,ok
case_000732,elevator,4.0,-6.0,6.5,0.0,10.0,0.0,-0.014097498551241238,0.027334086607255233,-0.24801671231426164,0.011003306929784372,0.3759820713217651,-0.007377960261795593,0.2462478497090483,0.03404930421693353,True,ok
case_000733,elevator,6.0,-6.0,6.5,0.0,10.0,0.0,0.005251524877327551,0.02716683240813443,-0.43302988209365867,0.010715261592951915,0.46485353727586837,-0.0070121588432737365,0.43092977961529044,0.04266154905568625,True,ok
case_000734,elevator,8.0,-6.0,6.5,0.0,10.0,0.0,0.030497600246234095,0.02662263463293973,-0.6043133777700415,0.009352557539061728,0.5398192298812624,-0.006926225300083349,0.6023055134454073,0.05639090184049386,True,ok
case_000735,elevator,10.0,-6.0,6.5,0.0,10.0,0.0,0.05389033785703071,0.025096094548599932,-0.7288662110056783,0.005041991271606889,0.5686088837647495,-0.007800429191737118,0.7267092069206668,0.07571531149282967,True,ok
case_000736,elevator,12.0,-6.0,6.5,0.0,10.0,0.0,0.05976797747757329,0.023046473381127686,-0.7603736257608695,-0.000795866661569285,0.5069246377619324,-0.009654198197741133,0.7557197266697174,0.10149189862401314,True,ok
case_000737,elevator,-8.0,0.0,6.5,0.0,10.0,0.0,0.017228649996166426,-3.1905929196088893e-18,0.7463752088061537,2.7841124952957144e-18,-0.3660861180608212,1.7400703095598215e-19,-0.7415093012263783,0.08681437033054057,True,ok
case_000738,elevator,-6.0,0.0,6.5,0.0,10.0,0.0,-0.0001481606474202946,0.0,0.6235560077695015,2.7841124952957144e-18,-0.20941449896995235,0.0,-0.6201246157104068,0.0653267002613504,True,ok
case_000739,elevator,-4.0,0.0,6.5,0.0,10.0,0.0,-0.015234437891288153,-1.5952964598044447e-18,0.48300160222850475,-5.568224990591429e-18,-0.04464078583473945,-1.7400703095598215e-19,-0.4807623339342816,0.048889816150488284,True,ok
case_000740,elevator,-2.0,0.0,6.5,0.0,10.0,0.0,-0.026474400204137917,-7.976482299022223e-19,0.3145850674018584,2.088084371471786e-18,0.08486385033374902,6.525263660849331e-19,-0.3134694874359762,0.03743713323729511,True,ok
case_000741,elevator,0.0,0.0,6.5,0.0,10.0,0.0,-0.031014993317878325,2.4926507184444448e-20,0.1295162278875647,0.0,0.1898899294578272,0.0,-0.1295162278875647,0.031014993317878325,True,ok
case_000742,elevator,2.0,0.0,6.5,0.0,10.0,0.0,-0.02754704396701451,-7.976482299022223e-19,-0.060470675375990414,1.7400703095598215e-18,0.2867357154614435,-4.350175773899554e-20,0.05947246030432385,0.029640659188008407,True,ok
case_000743,elevator,4.0,0.0,6.5,0.0,10.0,0.0,-0.015863541749443506,1.5952964598044447e-18,-0.2507911169072372,4.0021617119875894e-18,0.3806696256304711,1.3050527321698662e-19,0.24907361761763472,0.03331920292084023,True,ok
case_000744,elevator,6.0,0.0,6.5,0.0,10.0,0.0,0.0037407058717741173,-1.063530973202963e-18,-0.43808333026952206,-2.82761425303471e-18,0.4707567655335831,-3.045123041729688e-19,0.4360744741852032,0.04207196340263702,True,ok
case_000745,elevator,8.0,0.0,6.5,0.0,10.0,0.0,0.029467655686489798,0.0,-0.6121705839326502,1.1049446465704867e-17,0.5474525793735275,1.3974939673652318e-18,0.6103140869112972,0.05601679999543914,True,ok
case_000746,elevator,10.0,0.0,6.5,0.0,10.0,0.0,0.05366526482112249,1.063530973202963e-18,-0.7398906193828241,-3.480140619119643e-19,0.5783162931103757,-1.3920562476478572e-18,0.7379688937894111,0.07563068886538901,True,ok
case_000747,elevator,12.0,0.0,6.5,0.0,10.0,0.0,0.059661822414775245,-1.063530973202963e-18,-0.770518775304046,1.044042185735893e-17,0.51470061676309,-3.045123041729688e-19,0.7660854817595276,0.10184179292987461,True,ok
case_000748,elevator,-8.0,6.0,6.5,0.0,10.0,0.0,0.01837325903329655,-0.02657485459740219,0.7369634840482294,-0.009204736401104884,-0.3612770243891581,0.009512739059559759,-0.7320107842026505,0.08668667694862586,True,ok
case_000749,elevator,-6.0,6.0,6.5,0.0,10.0,0.0,0.0014005392074371383,-0.027155440569058473,0.6164486547113416,-0.010680017696695162,-0.20731631900548855,0.009326167531027534,-0.6129567824950145,0.06553672088726115,True,ok
case_000750,elevator,-4.0,6.0,6.5,0.0,10.0,0.0,-0.013476043799992241,-0.02733231407354283,0.47768417286128767,-0.010997823092288502,-0.044605648748764014,0.008978017692730315,-0.4754048605762225,0.04936560272489249,True,ok
case_000751,elevator,-2.0,6.0,6.5,0.0,10.0,0.0,-0.024586635705754825,-0.0273908741774278,0.3111512467677868,-0.011041284764436103,0.08343912087830115,0.00859483608907978,-0.3100156590704233,0.038099713114694386,True,ok
