split,regime,count,alpha_min_deg,alpha_max_deg,cm_residual_mean,cm_residual_mae,cm_fit_residual_mae,cd_residual_mean,cl_residual_mean,q_hat_mean
train,attached,130,4.304962216,11.9860877,0.02801963042,0.02929435801,0.01845223057,-0.007813089673,0.07379117816,0.02250186775
train,transition,538,12.01132215,19.99809223,0.0508428684,0.06493837968,0.03475007335,0.07273044303,0.2649356457,0.02151857341
train,post_stall,2851,20.00903331,82.70553372,-0.1553054502,0.1657453289,0.08653165936,-0.1288800597,-0.0009819706052,-0.01860939818
heldout,attached,73,5.589115637,11.98625603,0.03198633898,0.03342406075,0.02581833628,-0.04055204214,0.04623305647,0.02138908597
heldout,transition,267,12.0035553,19.98542245,0.008425281141,0.09653013882,0.03973840997,0.06906070624,0.2991497182,0.0126011777
heldout,post_stall,1420,20.00976874,78.53102008,-0.1419769708,0.1559549226,0.08355738994,-0.0566874565,0.05042874448,-0.01882968203
