surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,23.82234359,0.587217554,1.003909662,0.1873120179,,16.47026858,17.08958482,25.99488896
0.25,False,22.3238692,0.5954322658,1.04755302,0.1800347639,,12.08783321,16.88138403,25.09056336
0.5,True,21.17766849,0.5608854705,1.103751729,0.1767434826,,9.717892184,18.21232606,25.1780373
0.75,False,21.97207494,0.4964215593,1.152130122,0.1970534984,,12.50989056,18.57095202,24.25179975
1,False,22.93055054,0.4173494504,1.186631095,0.2181990808,,16.83499954,17.1175807,23.09765396
