scenario_id,primitive,phase,t_s,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r,desired_delta_a_cmd_rad,target_delta_a_cmd_rad,desired_delta_e_cmd_rad,target_delta_e_cmd_rad,desired_delta_r_cmd_rad,target_delta_r_cmd_rad,command_norm_a,command_norm_e,command_norm_r,delta_a_target_deg,delta_e_target_deg,delta_r_target_deg,aileron_l_deg,aileron_r_deg,elevator_deg,rudder_deg,latency_mode,latency_s,latency_range_s,onset_latency_s,half_response_s,actuator_tau_s,vicon_filter_cutoff_hz,speed_m_s,alpha_rad,beta_rad,gamma_rad,sink_rate_m_s,wind_model,wind_mode,wind_param_label,inside_safe_volume,min_wall_distance_m,floor_margin_m,ceiling_margin_m
s1_latency_robust_upper_no_wind_control_reference,bank_reversal,phi_ref_deg=0.0,0.0,4.2,2.4,2.7,0.0,-0.048082795413418776,0.0,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,0.0,-0.10060848524273196,-0.10060848524273196,-0.0,-0.0,0.0,-0.19214805292042555,-0.0,0.0,-5.764441587612767,-0.0,0.0,-0.0,-5.764441587612767,-0.0,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.5,0.053299466674997555,0.0,-0.10138226208841634,0.6578564029119558,none,panel,,True,1.15,2.45,0.5499999999999998
s1_latency_robust_upper_no_wind_control_reference,bank_reversal,phi_ref_deg=0.3,0.02,4.329332478447135,2.4,2.6868428719425554,-1.2528950374925971e-17,-0.048082795413525364,2.233101532564673e-18,6.490769477781156,-1.5020371985165164e-17,0.3462825238117898,-1.1724296781013818e-14,-3.6891972748460027e-11,1.986775788314596e-16,0.0,-0.10060848524273196,0.0,0.008123714336557555,0.008123714336557555,-0.10060848523893662,-0.10060848523893662,-1.4854334399851398e-17,-1.4854334399851398e-17,0.02115702479339398,-0.192148052913177,-2.4316876245356563e-17,0.4654545454546675,-5.76444158739531,-8.510906685874797e-16,0.4654545454546675,-0.4654545454546675,-5.76444158739531,-8.510906685874797e-16,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.4999999999994555,0.05329946666355876,-2.3108264592563725e-18,-0.10138226207708413,0.6578564028386196,none,panel,,True,1.15,2.4368428719425554,0.5631571280574446
s1_latency_robust_upper_no_wind_control_reference,bank_reversal,phi_ref_deg=0.6,0.04,4.458664954260172,2.400001016000559,2.6736857433076837,5.838825297994206e-05,-0.04808277719787609,3.6168443724112856e-06,6.490768974711766,0.000153105681054694,0.3462827188556807,0.008794682382460476,3.253945778570248e-06,0.0005457903347604743,0.0025958413379340555,-0.1006084852415192,-4.746535105143763e-18,0.014570964639500056,0.014570964639500058,-0.10060885210242251,-0.10060885210242253,-5.426285165414745e-05,-5.426285165414745e-05,0.037947944421714286,-0.19214875357082364,-8.882949668934647e-05,0.8348547772777144,-5.76446260712471,-0.0031090323841271267,0.8348547772777144,-0.8348547772777144,-5.76446260712471,-0.0031090323841271267,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499999509838463,0.05329950075087665,2.3554721940687775e-05,-0.10138227921017681,0.6578564640233324,none,panel,,True,1.1499989839994407,2.4236857433076837,0.5763142566923163
s1_latency_robust_upper_no_wind_control_reference,bank_reversal,phi_ref_deg=0.9,0.06,4.5879973894617985,2.400007850606132,2.6605286101742487,0.00042388413806833077,-0.0480826452486212,2.555657215066855e-05,6.490764488315658,0.0005744990818037869,0.34628407697538854,0.03067086744516273,1.2348168661250913e-05,0.0018033769066696382,0.006422356993854441,-0.10060860246778526,-1.7339082543088824e-05,0.018172172248627654,0.018172172248627654,-0.10061009522728824,-0.10061009522728824,-0.00018404319576618416,-0.00018404319576618416,0.04732676247414198,-0.19215112776443075,-0.0003012828104429238,1.0411887744311235,-5.764533832932923,-0.010544898365502334,1.0411887744311235,-1.0411887744311235,-5.764533832932923,-0.010544898365502334,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499995125751673,0.053299746166528876,8.838454051691798e-05,-0.10138242382717909,0.6578569554986888,none,panel,,True,1.1499921493938676,2.4105286101742487,0.5894713898257513
s1_latency_robust_upper_no_wind_control_reference,bank_reversal,phi_ref_deg=1.2,0.08,4.717329654380001,2.4000263578191467,2.6473714578014205,0.0013162998756325469,-0.04808227245255395,7.635573240058515e-05,6.4907512681908655,0.001279787197168809,0.3462875334202792,0.060187254608446254,3.155460043724503e-05,0.0033225720846339142,0.01017687800331096,-0.10060907946225661,-7.060750267460266e-05,0.0195550717156893,0.0195550717156893,-0.10061297989008308,-0.10061297989008308,-0.00035440666196036183,-0.00035440666196036183,0.05092832169930212,-0.1921566370645462,-0.0005801715989042398,1.1204230773846466,-5.764699111936386,-0.02030600596164839,1.1204230773846466,-1.1204230773846466,-5.764699111936386,-0.02030600596164839,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.49998220914326,0.053300385527079996,0.00019689087819921926,-0.10138286987364829,0.6578585326305174,none,panel,,True,1.149973642180853,2.3973714578014205,0.6026285421985795
s1_latency_robust_upper_no_wind_control_reference,bank_reversal,phi_ref_deg=1.5,0.1,4.846661550929907,2.40006223111745,2.6342142562141913,0.002815153060262068,-0.04808152512780848,0.00015615775732157896,6.4907279371824425,0.002289989854201303,0.3462932772667578,0.09006688254838201,6.107277036486516e-05,0.004611202523524133,0.013173574084091774,-0.10061032579999919,-0.0001612923247675817,0.01990228792764906,0.019902287927649063,-0.10061773707538188,-0.10061773707538188,-0.0005274349522467675,-0.0005274349522467675,0.05183259549583912,-0.19216572261921228,-0.0008634227637549684,1.1403171009084607,-5.7649716785763685,-0.030219796731423894,1.1403171009084607,-1.1403171009084607,-5.7649716785763685,-0.030219796731423894,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499959494677973,0.05330145917268235,0.0003523083341440818,-0.10138376180087658,0.6578620014371847,none,panel,,True,1.1499377688825496,2.3842142562141913,0.6157857437858087
s1_latency_robust_upper_no_wind_control_reference,bank_reversal,phi_ref_deg=1.7,0.12,4.975992891138752,2.400121304239368,2.621056960097808,0.004873951273205451,-0.048080360494264084,0.0002573077175914875,6.490696676148591,0.0036647763908867538,0.34629978015624324,0.11554035063874318,9.376740583421232e-05,0.005419220312067313,0.015323658740273407,-0.1006126939895007,-0.00027828907386708474,0.02014670086723005,0.02014670086723005,-0.10062361371681283,-0.10062361371681285,-0.000687255688465668,-0.000687255688465668,0.0524691332184017,-0.19217694617760248,-0.0011250528684411574,1.1543209308048374,-5.765308385328074,-0.03937685039544051,1.1543209308048374,-1.1543209308048374,-5.765308385328074,-0.03937685039544051,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.4999292542372045,0.05330271443639258,0.0005638179188895178,-0.10138518241883782,0.657868127297093,none,panel,,True,1.149878695760632,2.371056960097808,0.6289430399021918
s1_latency_robust_upper_no_wind_control_reference,bank_reversal,phi_ref_deg=2.0,0.14,5.105323539442431,2.4002102720355625,2.6078995052676475,0.007384692359883867,-0.04807889624756664,0.000369884998240818,6.490660323963141,0.005489560450195259,0.34630373370492185,0.1352028824201283,0.00011909392040059158,0.005763856706443086,0.01686480748197778,-0.10061618326526564,-0.00040896974529746504,0.0207139737444507,0.0207139737444507,-0.10062929566093222,-0.10062929566093223,-0.0008411612459124452,-0.0008411612459124453,0.05394651238644652,-0.19218779789151816,-0.001376999693735688,1.1868232725018235,-5.765633936745545,-0.04819498928074909,1.1868232725018235,-1.1868232725018235,-5.765633936745545,-0.04819498928074909,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499894449321559,0.05330361978778377,0.0008445615764377741,-0.10138728293392416,0.657878187651542,none,panel,,True,1.1497897279644373,2.3578995052676475,0.6421004947323525
s1_latency_robust_upper_no_wind_control_reference,bank_reversal,phi_ref_deg=2.3,0.16,5.234653399684931,2.4003371796931434,2.594741788444793,0.010236734949596446,-0.04807740854405971,0.00048616455145202936,6.4906204089837285,0.007848310051256914,0.3463009828858042,0.14992569923912297,0.00012815841205094413,0.005823641768453518,0.01809476516965078,-0.10062037318348538,-0.0005470716672411564,0.021624312910046944,0.021624312910046944,-0.10063349074333196,-0.10063349074333196,-0.0010092479806802345,-0.0010092479806802345,0.05631735748254314,-0.19219580990872528,-0.001652161422145094,1.2389818646159492,-5.7658742972617585,-0.057825649775078286,1.2389818646159492,-1.2389818646159492,-5.7658742972617585,-0.057825649775078286,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499856864595899,0.053303524353825314,0.0012074591982310068,-0.10139046572728952,0.6578949650240709,none,panel,,True,1.1496628203068564,2.344741788444793,0.655258211555207
s1_latency_robust_upper_no_wind_control_reference,bank_reversal,phi_ref_deg=2.6,0.18,5.363982381859146,2.400511505951392,2.581583629822208,0.013347271955237994,-0.04807629681308444,0.0006026070243997137,6.490577077129296,0.01080281432082733,0.34628756658349713,0.16136127360552277,0.00011576811602281675,0.005816972207633973,0.019222592361641207,-0.10062456475186062,-0.00069475489810517,0.022712764651623925,0.022712764651623925,-0.10063517563541792,-0.10063517563541792,-0.0012132663090833034,-0.0012132663090833036,0.0591520707096352,-0.19219902781557396,-0.001986143969596804,1.3013455556119744,-5.765970834467219,-0.06951503893588815,1.3013455556119744,-1.3013455556119744,-5.765970834467219,-0.06951503893588815,nominal,0.111,0.101000:0.121000,0.075,0.111,0.051937021472002694,20.0,6.499817118482938,0.05330181836497308,0.0016620189610501899,-0.1013954816568179,0.6579233772300829,none,panel,,True,1.1494884940486076,2.331583629822208,0.6684163701777921
