run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path,case_name,case_folder,scenario_name,actual_rollout_file,actual_metrics_file
s1_latency_robust_upper_no_wind_seed1,s1_latency_robust_upper_no_wind,bank_reversal,bank_reversal,1,none,panel,,robust_upper,0.133,0.111000:0.133000,0.35,,True,none,0.15358271819406494,-0.2397047648970383,6.504109542157413,3.053834490775539,0.4309781003776402,3.475074083273549,0.6221523130602078,0.0,0.0,,True,,0,0,03_Control/05_Results/flight_case_results/latency_upper_bank_reversal_no_wind_seed_001/_run/logs/s1_latency_robust_upper_no_wind_seed1.csv,bank_reversal,3.475074083273549,True,03_Control/05_Results/flight_case_results/latency_upper_bank_reversal_no_wind_seed_001/_run/logs/s1_latency_robust_upper_no_wind_seed1.csv,,upper-latency bank reversal,latency_upper_bank_reversal_no_wind_seed_001,upper-latency bank reversal,actual_rollout.csv,actual_metrics.csv
