run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative
s1_latency_robust_upper_no_wind_control_reference_seed1,s1_latency_robust_upper_no_wind_control_reference,bank_reversal,bank_reversal,1,none,panel,,nominal,0.111,0.101000:0.121000,0.35,,True,none,0.1351420702029496,-0.2369721246074019,6.49956654063367,3.054072446610031,0.5601087391881658,2.7583958345931205,0.6221201691713762,0.0,0.0,,True,,0,0,03_Control/05_Results/flight_case_results/latency_upper_bank_reversal_no_wind_seed_001/analysis_data/control_reference_rollout.csv,bank_reversal,2.7583958345931205,True,03_Control/05_Results/flight_case_results/latency_upper_bank_reversal_no_wind_seed_001/analysis_data/control_reference_rollout.csv
