event_id,surface_index,surface_name,command_level_norm,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count,settled_deflection_deg,lookup_deflection_deg,lookup_error_deg,linear_fitted_deflection_deg,linear_fit_error_deg,valid,rejection_reason
1,1,Aileron_L,0,positive_first,positive,outbound,1,19,0.739622640561383,0,0.739622640561383,0,0.739622640561383,1,
2,1,Aileron_L,0.05,positive_first,positive,outbound,2,19,0.762749993303978,-3.347205908152,4.10995590145597,0,0.762749993303978,1,
3,1,Aileron_L,0.1,positive_first,positive,outbound,3,19,3.19180966967417,-3.93484058972011,7.12665025939428,0,3.19180966967417,1,
4,1,Aileron_L,0.15,positive_first,positive,outbound,4,19,-6.28472970302267,-4.41081927441234,-1.87391042861033,0,-6.28472970302267,1,
5,1,Aileron_L,0.2,positive_first,positive,outbound,5,19,-2.93324607038554,-2.95745989350104,0.0242138231155011,0,-2.93324607038554,1,
6,1,Aileron_L,0.3,positive_first,positive,outbound,6,19,-8.27731072649937,-8.60552530352361,0.328214577024243,0,-8.27731072649937,1,
7,1,Aileron_L,0.45,positive_first,positive,outbound,7,19,-14.2030914351436,-13.5901563769204,-0.612935058223249,0,-14.2030914351436,1,
8,1,Aileron_L,0.6,positive_first,positive,outbound,8,19,-17.0906406166957,-16.0850350326972,-1.0056055839985,0,-17.0906406166957,1,
9,1,Aileron_L,0.8,positive_first,positive,outbound,9,19,-23.881885953802,-23.5245680794346,-0.357317874367347,0,-23.881885953802,1,
10,1,Aileron_L,1,positive_first,positive,outbound,10,19,-29.1130280234588,-29.1590357811333,0.0460077576744737,0,-29.1130280234588,1,
11,1,Aileron_L,0.8,positive_first,positive,return,11,19,-23.1672502050673,-23.5245680794346,0.35731787436735,0,-23.1672502050673,1,
12,1,Aileron_L,0.6,positive_first,positive,return,12,19,-15.0318944992133,-16.0850350326972,1.05314053348391,0,-15.0318944992133,1,
