source_rollout_id,rollout_id,source_outcome_class,w2_outcome_class,source_reuse_count
r646_c00003_00206,w2_r648_000466,failed,failed,1
r646_c00003_00455,w2_r648_000467,failed,accepted,1
r646_c00008_00084,w2_r648_000468,rejected,rejected,1
r646_c00033_00819,w2_r648_000469,rejected,rejected,1
r646_c00003_00486,w2_r648_000470,accepted,failed,1
r646_c00003_00649,w2_r648_000471,accepted,failed,1
r646_c00013_00886,w2_r648_000472,weak,failed,1
r646_c00008_00729,w2_r648_000473,weak,accepted,1
r646_c00008_00107,w2_r648_000474,boundary_terminal,failed,1
r646_c00003_00130,w2_r648_000475,boundary_terminal,boundary_terminal,1
r646_c00003_00207,w2_r648_000476,failed,failed,1
r646_c00003_00457,w2_r648_000477,failed,failed,1
r646_c00008_00085,w2_r648_000478,rejected,rejected,1
r646_c00033_00850,w2_r648_000479,rejected,failed,1
r646_c00003_00487,w2_r648_000480,accepted,accepted,1
r646_c00003_00655,w2_r648_000481,accepted,failed,1
r646_c00013_00944,w2_r648_000482,weak,failed,1
r646_c00008_00849,w2_r648_000483,weak,accepted,1
r646_c00008_00163,w2_r648_000484,boundary_terminal,rejected,1
r646_c00003_00131,w2_r648_000485,boundary_terminal,boundary_terminal,1
r646_c00003_00220,w2_r648_000486,failed,failed,1
r646_c00003_00479,w2_r648_000487,failed,failed,1
r646_c00008_00160,w2_r648_000488,rejected,rejected,1
r646_c00033_00958,w2_r648_000489,rejected,rejected,1
r646_c00003_00500,w2_r648_000490,accepted,accepted,1
r646_c00003_00671,w2_r648_000491,accepted,failed,1
r646_c00013_00964,w2_r648_000492,weak,failed,1
r646_c00008_00952,w2_r648_000493,weak,accepted,1
r646_c00008_00200,w2_r648_000494,boundary_terminal,boundary_terminal,1
r646_c00003_00132,w2_r648_000495,boundary_terminal,boundary_terminal,1
r646_c00003_00221,w2_r648_000496,failed,failed,1
r646_c00003_00492,w2_r648_000497,failed,accepted,1
r646_c00008_00161,w2_r648_000498,rejected,rejected,1
r646_c00038_00218,w2_r648_000499,rejected,rejected,1
r646_c00003_00501,w2_r648_000500,accepted,accepted,1
r646_c00003_00674,w2_r648_000501,accepted,weak,1
r646_c00018_00081,w2_r648_000502,weak,failed,1
r646_c00008_00994,w2_r648_000503,weak,failed,1
r646_c00008_00307,w2_r648_000504,boundary_terminal,rejected,1
r646_c00003_00134,w2_r648_000505,boundary_terminal,boundary_terminal,1
r646_c00003_00222,w2_r648_000506,failed,accepted,1
r646_c00003_00495,w2_r648_000507,failed,failed,1
r646_c00008_00162,w2_r648_000508,rejected,rejected,1
r646_c00038_00398,w2_r648_000509,rejected,rejected,1
r646_c00003_00505,w2_r648_000510,accepted,failed,1
r646_c00003_00675,w2_r648_000511,accepted,failed,1
r646_c00018_00084,w2_r648_000512,weak,failed,1
r646_c00013_00013,w2_r648_000513,weak,accepted,1
r646_c00008_00366,w2_r648_000514,boundary_terminal,boundary_terminal,1
r646_c00003_00136,w2_r648_000515,boundary_terminal,boundary_terminal,1
r646_c00003_00242,w2_r648_000516,failed,failed,1
r646_c00003_00512,w2_r648_000517,failed,failed,1
r646_c00008_00182,w2_r648_000518,rejected,rejected,1
r646_c00038_00399,w2_r648_000519,rejected,rejected,1
r646_c00003_00522,w2_r648_000520,accepted,failed,1
r646_c00003_00694,w2_r648_000521,accepted,accepted,1
r646_c00018_00161,w2_r648_000522,weak,failed,1
r646_c00013_00014,w2_r648_000523,weak,failed,1
r646_c00008_00403,w2_r648_000524,boundary_terminal,rejected,1
r646_c00003_00137,w2_r648_000525,boundary_terminal,failed,1
r646_c00003_00243,w2_r648_000526,failed,failed,1
r646_c00003_00513,w2_r648_000527,failed,accepted,1
r646_c00008_00206,w2_r648_000528,rejected,rejected,1
r646_c00038_00498,w2_r648_000529,rejected,rejected,1
r646_c00003_00526,w2_r648_000530,accepted,accepted,1
r646_c00003_00695,w2_r648_000531,accepted,accepted,1
r646_c00018_00203,w2_r648_000532,weak,accepted,1
r646_c00013_00057,w2_r648_000533,weak,failed,1
r646_c00008_00443,w2_r648_000534,boundary_terminal,boundary_terminal,1
r646_c00003_00150,w2_r648_000535,boundary_terminal,boundary_terminal,1
r646_c00003_00245,w2_r648_000536,failed,failed,1
r646_c00003_00517,w2_r648_000537,failed,failed,1
r646_c00008_00207,w2_r648_000538,rejected,rejected,1
r646_c00038_00499,w2_r648_000539,rejected,rejected,1
r646_c00003_00527,w2_r648_000540,accepted,accepted,1
r646_c00003_00697,w2_r648_000541,accepted,accepted,1
r646_c00018_00284,w2_r648_000542,weak,failed,1
r646_c00013_00108,w2_r648_000543,weak,failed,1
r646_c00008_00444,w2_r648_000544,boundary_terminal,failed,1
r646_c00003_00152,w2_r648_000545,boundary_terminal,boundary_terminal,1
r646_c00003_00246,w2_r648_000546,failed,rejected,1
r646_c00003_00533,w2_r648_000547,failed,failed,1
r646_c00008_00282,w2_r648_000548,rejected,rejected,1
r646_c00038_00778,w2_r648_000549,rejected,rejected,1
r646_c00003_00542,w2_r648_000550,accepted,accepted,1
r646_c00003_00713,w2_r648_000551,accepted,weak,1
r646_c00018_00285,w2_r648_000552,weak,failed,1
r646_c00013_00109,w2_r648_000553,weak,failed,1
r646_c00008_00445,w2_r648_000554,boundary_terminal,failed,1
r646_c00003_00154,w2_r648_000555,boundary_terminal,boundary_terminal,1
r646_c00003_00260,w2_r648_000556,failed,failed,1
r646_c00003_00534,w2_r648_000557,failed,failed,1
r646_c00008_00283,w2_r648_000558,rejected,rejected,1
r646_c00038_00779,w2_r648_000559,rejected,rejected,1
r646_c00003_00543,w2_r648_000560,accepted,accepted,1
r646_c00003_00732,w2_r648_000561,accepted,failed,1
r646_c00018_00364,w2_r648_000562,weak,failed,1
r646_c00013_00129,w2_r648_000563,weak,accepted,1
r646_c00008_00547,w2_r648_000564,boundary_terminal,failed,1
r646_c00003_00155,w2_r648_000565,boundary_terminal,boundary_terminal,1
r646_c00003_00261,w2_r648_000566,failed,failed,1
r646_c00003_00535,w2_r648_000567,failed,accepted,1
r646_c00008_00300,w2_r648_000568,rejected,rejected,1
r646_c00043_00038,w2_r648_000569,rejected,rejected,1
r646_c00003_00544,w2_r648_000570,accepted,accepted,1
r646_c00003_00734,w2_r648_000571,accepted,accepted,1
r646_c00018_00400,w2_r648_000572,weak,failed,1
r646_c00013_00209,w2_r648_000573,weak,failed,1
r646_c00008_00587,w2_r648_000574,boundary_terminal,boundary_terminal,1
r646_c00003_00156,w2_r648_000575,boundary_terminal,boundary_terminal,1
r646_c00003_00262,w2_r648_000576,failed,rejected,1
r646_c00003_00538,w2_r648_000577,failed,failed,1
r646_c00008_00301,w2_r648_000578,rejected,rejected,1
r646_c00043_00058,w2_r648_000579,rejected,rejected,1
r646_c00003_00545,w2_r648_000580,accepted,accepted,1
r646_c00003_00735,w2_r648_000581,accepted,accepted,1
r646_c00018_00407,w2_r648_000582,weak,failed,1
r646_c00013_00352,w2_r648_000583,weak,accepted,1
r646_c00008_00666,w2_r648_000584,boundary_terminal,boundary_terminal,1
r646_c00003_00157,w2_r648_000585,boundary_terminal,boundary_terminal,1
r646_c00003_00263,w2_r648_000586,failed,rejected,1
r646_c00003_00539,w2_r648_000587,failed,failed,1
r646_c00008_00306,w2_r648_000588,rejected,rejected,1
r646_c00043_00099,w2_r648_000589,rejected,failed,1
r646_c00003_00546,w2_r648_000590,accepted,weak,1
r646_c00003_00752,w2_r648_000591,accepted,failed,1
r646_c00018_00526,w2_r648_000592,weak,accepted,1
r646_c00013_00353,w2_r648_000593,weak,failed,1
r646_c00008_00667,w2_r648_000594,boundary_terminal,boundary_terminal,1
r646_c00003_00168,w2_r648_000595,boundary_terminal,boundary_terminal,1
r646_c00003_00266,w2_r648_000596,failed,rejected,1
r646_c00003_00550,w2_r648_000597,failed,failed,1
r646_c00008_00342,w2_r648_000598,rejected,rejected,1
r646_c00043_00118,w2_r648_000599,rejected,rejected,1
r646_c00003_00547,w2_r648_000600,accepted,failed,1
r646_c00003_00768,w2_r648_000601,accepted,failed,1
r646_c00018_00625,w2_r648_000602,weak,accepted,1
r646_c00013_00394,w2_r648_000603,weak,accepted,1
r646_c00008_00744,w2_r648_000604,boundary_terminal,rejected,1
r646_c00003_00169,w2_r648_000605,boundary_terminal,boundary_terminal,1
r646_c00003_00267,w2_r648_000606,failed,rejected,1
r646_c00003_00558,w2_r648_000607,failed,failed,1
r646_c00008_00343,w2_r648_000608,rejected,rejected,1
r646_c00043_00119,w2_r648_000609,rejected,rejected,1
r646_c00003_00567,w2_r648_000610,accepted,accepted,1
r646_c00003_00788,w2_r648_000611,accepted,accepted,1
r646_c00018_00723,w2_r648_000612,weak,failed,1
r646_c00013_00417,w2_r648_000613,weak,failed,1
r646_c00008_00766,w2_r648_000614,boundary_terminal,failed,1
r646_c00003_00171,w2_r648_000615,boundary_terminal,boundary_terminal,1
r646_c00003_00284,w2_r648_000616,failed,failed,1
r646_c00003_00559,w2_r648_000617,failed,failed,1
r646_c00008_00361,w2_r648_000618,rejected,rejected,1
r646_c00043_00318,w2_r648_000619,rejected,rejected,1
r646_c00003_00601,w2_r648_000620,accepted,accepted,1
r646_c00003_00789,w2_r648_000621,accepted,accepted,1
r646_c00018_00781,w2_r648_000622,weak,failed,1
r646_c00013_00474,w2_r648_000623,weak,weak,1
r646_c00008_00782,w2_r648_000624,boundary_terminal,boundary_terminal,1
r646_c00003_00172,w2_r648_000625,boundary_terminal,boundary_terminal,1
r646_c00003_00285,w2_r648_000626,failed,failed,1
r646_c00003_00568,w2_r648_000627,failed,failed,1
r646_c00008_00380,w2_r648_000628,rejected,rejected,1
r646_c00043_00319,w2_r648_000629,rejected,rejected,1
r646_c00003_00644,w2_r648_000630,accepted,accepted,1
r646_c00003_00810,w2_r648_000631,accepted,accepted,1
r646_c00018_00825,w2_r648_000632,weak,failed,1
r646_c00013_00529,w2_r648_000633,weak,accepted,1
r646_c00008_00844,w2_r648_000634,boundary_terminal,rejected,1
r646_c00003_00173,w2_r648_000635,boundary_terminal,boundary_terminal,1
r646_c00003_00300,w2_r648_000636,failed,failed,1
r646_c00003_00569,w2_r648_000637,failed,failed,1
r646_c00008_00381,w2_r648_000638,rejected,rejected,1
r646_c00043_00739,w2_r648_000639,rejected,rejected,1
r646_c00003_00645,w2_r648_000640,accepted,accepted,1
r646_c00003_00833,w2_r648_000641,accepted,accepted,1
r646_c00018_00846,w2_r648_000642,weak,failed,1
r646_c00013_00590,w2_r648_000643,weak,accepted,1
r646_c00008_00883,w2_r648_000644,boundary_terminal,boundary_terminal,1
r646_c00003_00174,w2_r648_000645,boundary_terminal,boundary_terminal,1
r646_c00003_00301,w2_r648_000646,failed,failed,1
r646_c00003_00578,w2_r648_000647,failed,boundary_terminal,1
r646_c00008_00384,w2_r648_000648,rejected,rejected,1
r646_c00043_00798,w2_r648_000649,rejected,rejected,1
r646_c00003_00660,w2_r648_000650,accepted,accepted,1
r646_c00003_00848,w2_r648_000651,accepted,failed,1
r646_c00018_00906,w2_r648_000652,weak,accepted,1
r646_c00013_00593,w2_r648_000653,weak,accepted,1
r646_c00008_00923,w2_r648_000654,boundary_terminal,boundary_terminal,1
r646_c00003_00176,w2_r648_000655,boundary_terminal,boundary_terminal,1
r646_c00003_00303,w2_r648_000656,failed,failed,1
r646_c00003_00579,w2_r648_000657,failed,boundary_terminal,1
r646_c00008_00405,w2_r648_000658,rejected,rejected,1
r646_c00043_00799,w2_r648_000659,rejected,rejected,1
r646_c00003_00661,w2_r648_000660,accepted,weak,1
r646_c00003_00849,w2_r648_000661,accepted,failed,1
r646_c00018_00981,w2_r648_000662,weak,failed,1
r646_c00013_00608,w2_r648_000663,weak,failed,1
r646_c00008_00986,w2_r648_000664,boundary_terminal,boundary_terminal,1
r646_c00003_00177,w2_r648_000665,boundary_terminal,boundary_terminal,1
r646_c00003_00307,w2_r648_000666,failed,weak,1
r646_c00003_00598,w2_r648_000667,failed,boundary_terminal,1
r646_c00008_00426,w2_r648_000668,rejected,rejected,1
r646_c00048_00738,w2_r648_000669,rejected,rejected,1
r646_c00003_00703,w2_r648_000670,accepted,accepted,1
r646_c00003_00857,w2_r648_000671,accepted,weak,1
r646_c00023_00140,w2_r648_000672,weak,failed,1
r646_c00013_00609,w2_r648_000673,weak,failed,1
r646_c00008_00987,w2_r648_000674,boundary_terminal,boundary_terminal,1
r646_c00003_00188,w2_r648_000675,boundary_terminal,boundary_terminal,1
r646_c00003_00320,w2_r648_000676,failed,failed,1
r646_c00003_00599,w2_r648_000677,failed,failed,1
r646_c00008_00427,w2_r648_000678,rejected,rejected,1
r646_c00048_00739,w2_r648_000679,rejected,rejected,1
r646_c00003_00824,w2_r648_000680,accepted,accepted,1
r646_c00003_00873,w2_r648_000681,accepted,failed,1
r646_c00023_00280,w2_r648_000682,weak,failed,1
r646_c00013_00637,w2_r648_000683,weak,failed,1
r646_c00013_00022,w2_r648_000684,boundary_terminal,boundary_terminal,1
r646_c00003_00189,w2_r648_000685,boundary_terminal,boundary_terminal,1
r646_c00003_00321,w2_r648_000686,failed,failed,1
r646_c00003_00613,w2_r648_000687,failed,failed,1
r646_c00008_00504,w2_r648_000688,rejected,rejected,1
r646_c00048_00958,w2_r648_000689,rejected,rejected,1
r646_c00003_00825,w2_r648_000690,accepted,accepted,1
r646_c00003_00894,w2_r648_000691,accepted,accepted,1
r646_c00023_00404,w2_r648_000692,weak,failed,1
r646_c00013_00673,w2_r648_000693,weak,accepted,1
r646_c00013_00043,w2_r648_000694,boundary_terminal,failed,1
r646_c00003_00190,w2_r648_000695,boundary_terminal,boundary_terminal,1
r646_c00003_00322,w2_r648_000696,failed,rejected,1
r646_c00003_00615,w2_r648_000697,failed,failed,1
r646_c00008_00544,w2_r648_000698,rejected,rejected,1
r646_c00053_00458,w2_r648_000699,rejected,rejected,1
r646_c00003_00826,w2_r648_000700,accepted,failed,1
r646_c00003_00895,w2_r648_000701,accepted,accepted,1
r646_c00023_00443,w2_r648_000702,weak,failed,1
r646_c00013_00914,w2_r648_000703,weak,failed,1
r646_c00013_00046,w2_r648_000704,boundary_terminal,rejected,1
r646_c00003_00191,w2_r648_000705,boundary_terminal,boundary_terminal,1
r646_c00003_00342,w2_r648_000706,failed,failed,1
r646_c00003_00618,w2_r648_000707,failed,rejected,1
r646_c00008_00604,w2_r648_000708,rejected,rejected,1
r646_c00053_00459,w2_r648_000709,rejected,rejected,1
r646_c00003_00840,w2_r648_000710,accepted,accepted,1
r646_c00003_00911,w2_r648_000711,accepted,weak,1
r646_c00023_00507,w2_r648_000712,weak,failed,1
r646_c00013_00917,w2_r648_000713,weak,failed,1
r646_c00013_00124,w2_r648_000714,boundary_terminal,boundary_terminal,1
r646_c00003_00196,w2_r648_000715,boundary_terminal,boundary_terminal,1
r646_c00003_00344,w2_r648_000716,failed,failed,1
r646_c00003_00638,w2_r648_000717,failed,failed,1
r646_c00008_00605,w2_r648_000718,rejected,rejected,1
r646_c00053_00610,w2_r648_000719,rejected,accepted,1
r646_c00003_00841,w2_r648_000720,accepted,accepted,1
r646_c00003_00912,w2_r648_000721,accepted,failed,1
r646_c00023_00620,w2_r648_000722,weak,accepted,1
r646_c00013_00953,w2_r648_000723,weak,failed,1
r646_c00013_00125,w2_r648_000724,boundary_terminal,boundary_terminal,1
r646_c00003_00197,w2_r648_000725,boundary_terminal,boundary_terminal,1
r646_c00003_00345,w2_r648_000726,failed,failed,1
r646_c00003_00670,w2_r648_000727,failed,weak,1
r646_c00008_00662,w2_r648_000728,rejected,rejected,1
r646_c00053_00611,w2_r648_000729,rejected,boundary_terminal,1
r646_c00003_00846,w2_r648_000730,accepted,failed,1
r646_c00003_00932,w2_r648_000731,accepted,accepted,1
r646_c00023_00661,w2_r648_000732,weak,failed,1
r646_c00013_00995,w2_r648_000733,weak,boundary_terminal,1
r646_c00013_00126,w2_r648_000734,boundary_terminal,boundary_terminal,1
r646_c00003_00198,w2_r648_000735,boundary_terminal,boundary_terminal,1
r646_c00003_00346,w2_r648_000736,failed,failed,1
r646_c00003_00672,w2_r648_000737,failed,failed,1
r646_c00008_00663,w2_r648_000738,rejected,rejected,1
r646_c00053_00858,w2_r648_000739,rejected,rejected,1
r646_c00003_00847,w2_r648_000740,accepted,weak,1
r646_c00003_00933,w2_r648_000741,accepted,accepted,1
r646_c00023_00664,w2_r648_000742,weak,weak,1
r646_c00018_00012,w2_r648_000743,weak,failed,1
r646_c00013_00206,w2_r648_000744,boundary_terminal,rejected,1
r646_c00003_00199,w2_r648_000745,boundary_terminal,boundary_terminal,1
r646_c00003_00347,w2_r648_000746,failed,rejected,1
r646_c00003_00673,w2_r648_000747,failed,failed,1
r646_c00008_00746,w2_r648_000748,rejected,rejected,1
r646_c00053_00859,w2_r648_000749,rejected,rejected,1
r646_c00003_00866,w2_r648_000750,accepted,failed,1
r646_c00003_00953,w2_r648_000751,accepted,weak,1
r646_c00023_00705,w2_r648_000752,weak,failed,1
r646_c00018_00030,w2_r648_000753,weak,failed,1
r646_c00013_00302,w2_r648_000754,boundary_terminal,failed,1
r646_c00003_00208,w2_r648_000755,boundary_terminal,boundary_terminal,1
r646_c00003_00360,w2_r648_000756,failed,failed,1
r646_c00003_00678,w2_r648_000757,failed,failed,1
r646_c00008_00747,w2_r648_000758,rejected,rejected,1
r646_c00053_00938,w2_r648_000759,rejected,rejected,1
r646_c00003_00881,w2_r648_000760,accepted,failed,1
r646_c00003_00969,w2_r648_000761,accepted,weak,1
r646_c00023_00781,w2_r648_000762,weak,failed,1
r646_c00018_00031,w2_r648_000763,weak,accepted,1
r646_c00013_00323,w2_r648_000764,boundary_terminal,failed,1
r646_c00003_00209,w2_r648_000765,boundary_terminal,boundary_terminal,1
r646_c00003_00362,w2_r648_000766,failed,accepted,1
r646_c00003_00679,w2_r648_000767,failed,failed,1
r646_c00008_00781,w2_r648_000768,rejected,rejected,1
r646_c00053_00939,w2_r648_000769,rejected,rejected,1
r646_c00003_00902,w2_r648_000770,accepted,accepted,1
r646_c00003_00970,w2_r648_000771,accepted,boundary_terminal,1
r646_c00023_00826,w2_r648_000772,weak,failed,1
r646_c00018_00033,w2_r648_000773,weak,accepted,1
r646_c00013_00326,w2_r648_000774,boundary_terminal,failed,1
r646_c00003_00210,w2_r648_000775,boundary_terminal,boundary_terminal,1
r646_c00003_00363,w2_r648_000776,failed,accepted,1
r646_c00003_00692,w2_r648_000777,failed,failed,1
r646_c00008_00842,w2_r648_000778,rejected,rejected,1
r646_c00058_00198,w2_r648_000779,rejected,failed,1
r646_c00003_00903,w2_r648_000780,accepted,accepted,1
r646_c00003_00972,w2_r648_000781,accepted,failed,1
r646_c00023_00867,w2_r648_000782,weak,failed,1
r646_c00018_00035,w2_r648_000783,weak,failed,1
r646_c00013_00347,w2_r648_000784,boundary_terminal,rejected,1
r646_c00003_00211,w2_r648_000785,boundary_terminal,boundary_terminal,1
r646_c00003_00364,w2_r648_000786,failed,rejected,1
r646_c00003_00699,w2_r648_000787,failed,rejected,1
r646_c00008_00843,w2_r648_000788,rejected,rejected,1
r646_c00058_00458,w2_r648_000789,rejected,rejected,1
r646_c00003_00922,w2_r648_000790,accepted,accepted,1
r646_c00003_00977,w2_r648_000791,accepted,failed,1
r646_c00023_00986,w2_r648_000792,weak,accepted,1
r646_c00018_00054,w2_r648_000793,weak,accepted,1
r646_c00013_00386,w2_r648_000794,boundary_terminal,failed,1
r646_c00003_00212,w2_r648_000795,boundary_terminal,boundary_terminal,1
r646_c00003_00365,w2_r648_000796,failed,rejected,1
r646_c00003_00708,w2_r648_000797,failed,accepted,1
r646_c00013_00021,w2_r648_000798,rejected,rejected,1
r646_c00058_00459,w2_r648_000799,rejected,rejected,1
r646_c00003_00923,w2_r648_000800,accepted,accepted,1
r646_c00003_00988,w2_r648_000801,accepted,failed,1
r646_c00028_00045,w2_r648_000802,weak,accepted,1
r646_c00018_00072,w2_r648_000803,weak,failed,1
r646_c00013_00387,w2_r648_000804,boundary_terminal,boundary_terminal,1
r646_c00003_00213,w2_r648_000805,boundary_terminal,boundary_terminal,1
r646_c00003_00366,w2_r648_000806,failed,failed,1
r646_c00003_00709,w2_r648_000807,failed,accepted,1
r646_c00013_00026,w2_r648_000808,rejected,rejected,1
r646_c00058_00558,w2_r648_000809,rejected,failed,1
r646_c00003_00980,w2_r648_000810,accepted,accepted,1
r646_c00003_00989,w2_r648_000811,accepted,failed,1
r646_c00028_00064,w2_r648_000812,weak,failed,1
r646_c00018_00088,w2_r648_000813,weak,accepted,1
r646_c00013_00406,w2_r648_000814,boundary_terminal,rejected,1
r646_c00003_00214,w2_r648_000815,boundary_terminal,boundary_terminal,1
r646_c00003_00367,w2_r648_000816,failed,failed,1
r646_c00003_00711,w2_r648_000817,failed,weak,1
r646_c00013_00027,w2_r648_000818,rejected,rejected,1
r646_c00058_00658,w2_r648_000819,rejected,rejected,1
r646_c00003_00981,w2_r648_000820,accepted,accepted,1
r646_c00003_00993,w2_r648_000821,accepted,accepted,1
r646_c00028_00225,w2_r648_000822,weak,failed,1
r646_c00018_00149,w2_r648_000823,weak,failed,1
r646_c00013_00427,w2_r648_000824,boundary_terminal,failed,1
r646_c00003_00216,w2_r648_000825,boundary_terminal,boundary_terminal,1
r646_c00003_00380,w2_r648_000826,failed,failed,1
r646_c00003_00714,w2_r648_000827,failed,failed,1
r646_c00013_00082,w2_r648_000828,rejected,rejected,1
r646_c00058_00659,w2_r648_000829,rejected,rejected,1
r646_c00008_00004,w2_r648_000830,accepted,weak,1
r646_c00003_00999,w2_r648_000831,accepted,failed,1
r646_c00028_00527,w2_r648_000832,weak,failed,1
r646_c00018_00172,w2_r648_000833,weak,failed,1
r646_c00013_00523,w2_r648_000834,boundary_terminal,rejected,1
r646_c00003_00228,w2_r648_000835,boundary_terminal,boundary_terminal,1
r646_c00003_00381,w2_r648_000836,failed,failed,1
r646_c00003_00715,w2_r648_000837,failed,failed,1
r646_c00013_00083,w2_r648_000838,rejected,rejected,1
r646_c00058_00998,w2_r648_000839,rejected,rejected,1
r646_c00008_00005,w2_r648_000840,accepted,accepted,1
r646_c00008_00010,w2_r648_000841,accepted,failed,1
r646_c00028_00580,w2_r648_000842,weak,failed,1
r646_c00018_00177,w2_r648_000843,weak,failed,1
r646_c00013_00542,w2_r648_000844,boundary_terminal,boundary_terminal,1
r646_c00003_00229,w2_r648_000845,boundary_terminal,boundary_terminal,1
r646_c00003_00383,w2_r648_000846,failed,failed,1
r646_c00003_00759,w2_r648_000847,failed,failed,1
r646_c00013_00163,w2_r648_000848,rejected,rejected,1
r646_c00058_00999,w2_r648_000849,rejected,rejected,1
r646_c00008_00020,w2_r648_000850,accepted,accepted,1
r646_c00008_00015,w2_r648_000851,accepted,accepted,1
r646_c00028_00727,w2_r648_000852,weak,failed,1
r646_c00018_00249,w2_r648_000853,weak,failed,1
r646_c00013_00822,w2_r648_000854,boundary_terminal,boundary_terminal,1
r646_c00003_00234,w2_r648_000855,boundary_terminal,boundary_terminal,1
r646_c00003_00384,w2_r648_000856,failed,failed,1
r646_c00003_00775,w2_r648_000857,failed,failed,1
r646_c00013_00203,w2_r648_000858,rejected,rejected,1
r646_c00063_00098,w2_r648_000859,rejected,rejected,1
r646_c00008_00021,w2_r648_000860,accepted,failed,1
r646_c00008_00032,w2_r648_000861,accepted,accepted,1
r646_c00028_00761,w2_r648_000862,weak,weak,1
r646_c00018_00297,w2_r648_000863,weak,failed,1
r646_c00013_00901,w2_r648_000864,boundary_terminal,failed,1
r646_c00003_00235,w2_r648_000865,boundary_terminal,boundary_terminal,1
r646_c00003_00385,w2_r648_000866,failed,failed,1
r646_c00003_00778,w2_r648_000867,failed,failed,1
r646_c00013_00304,w2_r648_000868,rejected,rejected,1
r646_c00063_00099,w2_r648_000869,rejected,rejected,1
r646_c00008_00022,w2_r648_000870,accepted,weak,1
r646_c00008_00034,w2_r648_000871,accepted,accepted,1
r646_c00028_00782,w2_r648_000872,weak,failed,1
r646_c00018_00314,w2_r648_000873,weak,failed,1
r646_c00013_00963,w2_r648_000874,boundary_terminal,failed,1
r646_c00003_00236,w2_r648_000875,boundary_terminal,boundary_terminal,1
r646_c00003_00386,w2_r648_000876,failed,failed,1
r646_c00003_00779,w2_r648_000877,failed,failed,1
r646_c00013_00305,w2_r648_000878,rejected,rejected,1
r646_c00063_00678,w2_r648_000879,rejected,rejected,1
r646_c00008_00023,w2_r648_000880,accepted,accepted,1
r646_c00008_00035,w2_r648_000881,accepted,failed,1
r646_c00028_00802,w2_r648_000882,weak,failed,1
r646_c00018_00319,w2_r648_000883,weak,accepted,1
r646_c00018_00027,w2_r648_000884,boundary_terminal,boundary_terminal,1
r646_c00003_00237,w2_r648_000885,boundary_terminal,boundary_terminal,1
r646_c00003_00387,w2_r648_000886,failed,failed,1
r646_c00003_00790,w2_r648_000887,failed,failed,1
r646_c00013_00380,w2_r648_000888,rejected,rejected,1
r646_c00063_00699,w2_r648_000889,rejected,failed,1
r646_c00008_00026,w2_r648_000890,accepted,failed,1
r646_c00008_00049,w2_r648_000891,accepted,failed,1
r646_c00028_00823,w2_r648_000892,weak,failed,1
r646_c00018_00388,w2_r648_000893,weak,accepted,1
r646_c00018_00067,w2_r648_000894,boundary_terminal,boundary_terminal,1
r646_c00003_00238,w2_r648_000895,boundary_terminal,boundary_terminal,1
r646_c00003_00400,w2_r648_000896,failed,failed,1
r646_c00003_00793,w2_r648_000897,failed,weak,1
r646_c00013_00462,w2_r648_000898,rejected,rejected,1
r646_c00068_00078,w2_r648_000899,rejected,rejected,1
r646_c00008_00040,w2_r648_000900,accepted,weak,1
r646_c00008_00050,w2_r648_000901,accepted,accepted,1
r646_c00028_00900,w2_r648_000902,weak,failed,1
r646_c00018_00433,w2_r648_000903,weak,failed,1
r646_c00018_00082,w2_r648_000904,boundary_terminal,failed,1
r646_c00003_00248,w2_r648_000905,boundary_terminal,boundary_terminal,1
r646_c00003_00401,w2_r648_000906,failed,failed,1
r646_c00003_00797,w2_r648_000907,failed,failed,1
r646_c00013_00467,w2_r648_000908,rejected,rejected,1
r646_c00068_00518,w2_r648_000909,rejected,rejected,1
r646_c00008_00041,w2_r648_000910,accepted,accepted,1
r646_c00008_00051,w2_r648_000911,accepted,failed,1
r646_c00033_00023,w2_r648_000912,weak,failed,1
r646_c00018_00434,w2_r648_000913,weak,accepted,1
r646_c00018_00083,w2_r648_000914,boundary_terminal,boundary_terminal,1
r646_c00003_00250,w2_r648_000915,boundary_terminal,boundary_terminal,1
r646_c00003_00404,w2_r648_000916,failed,failed,1
r646_c00003_00798,w2_r648_000917,failed,failed,1
r646_c00013_00583,w2_r648_000918,rejected,rejected,1
r646_c00068_00519,w2_r648_000919,rejected,rejected,1
r646_c00008_00047,w2_r648_000920,accepted,accepted,1
r646_c00008_00054,w2_r648_000921,accepted,boundary_terminal,1
r646_c00033_00024,w2_r648_000922,weak,accepted,1
r646_c00018_00449,w2_r648_000923,weak,failed,1
r646_c00018_00102,w2_r648_000924,boundary_terminal,boundary_terminal,1
r646_c00003_00251,w2_r648_000925,boundary_terminal,boundary_terminal,1
r646_c00003_00405,w2_r648_000926,failed,failed,1
r646_c00003_00799,w2_r648_000927,failed,failed,1
r646_c00013_00600,w2_r648_000928,rejected,rejected,1
r646_c00073_00018,w2_r648_000929,rejected,rejected,1
r646_c00008_00062,w2_r648_000930,accepted,accepted,1
r646_c00008_00055,w2_r648_000931,accepted,accepted,1
r646_c00033_00084,w2_r648_000932,weak,failed,1
r646_c00018_00554,w2_r648_000933,weak,failed,1
r646_c00018_00104,w2_r648_000934,boundary_terminal,boundary_terminal,1
r646_c00003_00254,w2_r648_000935,boundary_terminal,boundary_terminal,1
r646_c00003_00422,w2_r648_000936,failed,failed,1
