specific_energy_initial_m,specific_energy_terminal_m,specific_energy_min_m,specific_energy_max_m,specific_energy_lost_m,speed_loss_m_s,max_altitude_gain_m,max_altitude_loss_m,ideal_descent_to_4ms_m,ideal_descent_to_5ms_m,available_descent_to_true_floor_m,available_descent_to_z08_m,available_descent_to_z12_m,available_descent_to_z15_m,recoverable_speed_by_floor_m_s,recoverable_speed_by_z08_m_s,recoverable_speed_by_z12_m_s,recoverable_speed_by_z15_m_s,pitch_brake_energy_drop_m,pitch_brake_altitude_gain_m,unload_descent_m,unload_speed_gain_m_s,run_id,source_run_id,source_target_heading_deg,source_selected_family,source_trajectory_csv,physical_recovery_plausible_w0,note
3.953414882772681,2.2896524303917123,2.2896524303917123,3.953414882772681,1.6637624523809689,4.527707688348412,0.32605843273026136,0.11714649151945711,0.6172305319775755,1.0759461283078506,2.091388568893243,1.291388568893243,0.891388568893243,0.591388568893243,6.7024607931927065,5.406198357837548,4.623740983693334,3.9361123820700796,0.21879592998275932,-0.06052653996777613,-0.008318989208518701,-0.9386690594280405,s002,s001,30.0,long_perch_slow_redirect,03_Control/05_Results/07_aggressive_reversal_ocp/001/metrics/aggressive_reversal_target_030_trajectory_s001.csv,True,Baseline 001 energy-feasibility note for 30 deg before run 002 physics-first refinement.
