run_id,seed,primitive_name,primitive_family,scenario_name,wind_mode,latency_case,success,finite_state_success,rollout_success,primitive_success,closed_loop_replay_success,failure_label,duration_s,initial_speed_m_s,terminal_speed_m_s,height_change_m,min_true_wall_margin_m,min_floor_margin_m,min_ceiling_margin_m,max_alpha_deg,max_beta_deg,max_bank_deg,max_pitch_deg,max_rate_rad_s,saturation_fraction,notes,target_heading_deg,actual_heading_change_deg,forward_travel_m,turn_volume_proxy_m2,exit_recoverable,source_trajectory_success,gain_construction_success,saturation_time_s,heading_success,energy_success_strict,energy_success_relaxed,strict_30deg_primitive_success,relaxed_recovery_required,recovery_extension_success,combined_30deg_recoverable,updraft_assisted_boundary_evidence,active_tradeoff,manoeuvre_shape_class,initial_dive_or_speed_build,perch_up_energy_trade,slow_redirect_heading_gain,unload_descent,unload_speed_gain,exit_glide_or_recovery_compatible,unload_exit_descent_m,unload_exit_speed_gain_m_s,specific_energy_initial_m,specific_energy_terminal_m,specific_energy_lost_m,ideal_descent_to_4ms_m,ideal_descent_to_5ms_m,available_descent_to_true_floor_m,recoverable_speed_by_floor_m_s,recoverable_speed_by_z08_m_s
s002,1,aggressive_reversal_030,agile_reversal,aggressive_reversal_full_ladder_w0,none,none,False,True,True,False,True,speed_low,0.86,6.500000000000001,1.9722923116515887,0.29138856889324294,0.050000000000000044,1.682853508480543,0.8739415672697386,90.67606065917852,25.09214314660651,34.27042163789567,67.54080485429562,2.8048520790880085,0.0,speed_collapse_pitch_redirect,30.0,29.13702848608043,3.9794852912054646,0.7192057851791929,False,True,True,0.0,True,False,False,False,False,False,False,False,high_alpha_drag_limited,speed_collapse_pitch_redirect,False,False,False,False,False,False,-0.008318989208518701,-0.9386690594280405,3.953414882772681,2.2896524303917123,1.6637624523809689,0.6172305319775755,1.0759461283078506,2.091388568893243,6.7024607931927065,5.406198357837548
