run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path,case_name,case_folder,scenario_name,actual_rollout_file,actual_metrics_file
s4_gaussian_single_panel_seed1,s4_gaussian_single_panel,nominal_glide,nominal_glide,1,single_gaussian_var,panel,01_Thermal/B_results/single_var_params.xlsx,nominal,0.111,0.101000:0.121000,0.34,,True,none,-0.0002476348741729514,-0.14019401108961516,6.269475777884197,12.338586596920278,0.0011390389214213262,0.0029501493641891025,0.19999999999999996,0.0,0.0,,True,,0,0,03_Control/05_Results/flight_case_results/updraft_single_fan_gaussian_panel_wind_seed_001/_run/logs/s4_gaussian_single_panel_seed1.csv,nominal_glide,0.0029501493641891025,True,03_Control/05_Results/flight_case_results/updraft_single_fan_gaussian_panel_wind_seed_001/_run/logs/s4_gaussian_single_panel_seed1.csv,,"single-fan Gaussian updraft, panel wind",updraft_single_fan_gaussian_panel_wind_seed_001,"single-fan Gaussian updraft, panel wind",actual_rollout.csv,actual_metrics.csv
