primitive_variant_id,primitive_id,environment_mode,compatible_row_count,positive_continuation_count,transition_chain_compatible_count,episode_terminal_useful_count,hard_failure_count,minimum_wall_margin_min_m,energy_residual_mean_m,lift_dwell_mean_s
primvar_energy_retaining_bank_transition_object_020443175504,energy_retaining_bank,dry_air,40,31,31,11,0,-0.0720230897894023,-0.029178169023987195,0.0
primvar_energy_retaining_bank_transition_object_020443175504,energy_retaining_bank,w3_randomised_four,40,31,31,11,0,-0.0720499894031378,-0.012316635376103908,0.05950000000000001
primvar_energy_retaining_bank_transition_object_020443175504,energy_retaining_bank,w3_randomised_single,40,28,28,11,0,-0.0719975327653204,-0.01874267132613146,0.0365
primvar_energy_retaining_bank_transition_object_02ac1851556a,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.017225112720784266,0.0
primvar_energy_retaining_bank_transition_object_02ac1851556a,energy_retaining_bank,w3_randomised_four,20,11,11,0,0,0.0042965023720533,-0.016494122865136147,0.004
primvar_energy_retaining_bank_transition_object_02ac1851556a,energy_retaining_bank,w3_randomised_single,20,11,11,0,0,0.0042965023720533,-0.017463516352670915,0.0
primvar_energy_retaining_bank_transition_object_02c0598c84ff,energy_retaining_bank,dry_air,20,20,20,0,0,0.2005591383839959,-0.02332211812833622,0.0
primvar_energy_retaining_bank_transition_object_02c0598c84ff,energy_retaining_bank,w3_randomised_four,20,20,20,0,0,0.2003343812435298,-0.004377961155019049,0.073
primvar_energy_retaining_bank_transition_object_02c0598c84ff,energy_retaining_bank,w3_randomised_single,20,17,17,0,0,0.1997128407732358,-0.00073752654809801,0.067
primvar_energy_retaining_bank_transition_object_034a2bc32892,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.01726521407927675,0.0
primvar_energy_retaining_bank_transition_object_034a2bc32892,energy_retaining_bank,w3_randomised_four,20,11,11,0,0,0.0042965023720533,-0.01560351914389883,0.014000000000000002
primvar_energy_retaining_bank_transition_object_034a2bc32892,energy_retaining_bank,w3_randomised_single,20,11,11,0,0,0.0042965023720533,-0.017194909768025672,0.0
primvar_energy_retaining_bank_transition_object_03ae79e72bbb,energy_retaining_bank,dry_air,40,31,31,11,0,-0.0721119232318781,-0.02916309165286518,0.0
primvar_energy_retaining_bank_transition_object_03ae79e72bbb,energy_retaining_bank,w3_randomised_four,40,30,30,11,0,-0.0720544045955886,-0.012540407821661301,0.063
primvar_energy_retaining_bank_transition_object_03ae79e72bbb,energy_retaining_bank,w3_randomised_single,40,28,28,11,0,-0.0721403357498653,-0.018764025821382174,0.0335
primvar_energy_retaining_bank_transition_object_04c4d1f3cf56,energy_retaining_bank,dry_air,20,11,11,11,0,-0.072147551520791,-0.03492430253088969,0.0
primvar_energy_retaining_bank_transition_object_04c4d1f3cf56,energy_retaining_bank,w3_randomised_four,20,11,11,11,0,-0.0721194664559998,-0.03082795640024898,0.04
primvar_energy_retaining_bank_transition_object_04c4d1f3cf56,energy_retaining_bank,w3_randomised_single,20,11,11,11,0,-0.0721386193052717,-0.03468095728500694,0.002
primvar_energy_retaining_bank_transition_object_059d007a76bf,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.017204589496130355,0.0
primvar_energy_retaining_bank_transition_object_059d007a76bf,energy_retaining_bank,w3_randomised_four,20,11,11,0,0,0.0042965023720533,-0.01686459596472325,0.002
primvar_energy_retaining_bank_transition_object_059d007a76bf,energy_retaining_bank,w3_randomised_single,20,11,11,0,0,0.0042965023720533,-0.017195906266866096,0.0
primvar_energy_retaining_bank_transition_object_064a9d6571e8,energy_retaining_bank,dry_air,60,27,27,11,0,-0.0720175580567321,-0.018437603526806526,0.0
primvar_energy_retaining_bank_transition_object_064a9d6571e8,energy_retaining_bank,w3_randomised_four,60,23,23,11,0,-0.0720748367425336,-0.011364897961959402,0.042666666666666665
primvar_energy_retaining_bank_transition_object_064a9d6571e8,energy_retaining_bank,w3_randomised_single,60,26,26,11,0,-0.0720447647461588,-0.016846369816142456,0.017333333333333333
primvar_energy_retaining_bank_transition_object_0b159ad1c646,energy_retaining_bank,dry_air,20,20,20,0,0,0.2002570242647312,-0.023272405821645407,0.0
primvar_energy_retaining_bank_transition_object_0b159ad1c646,energy_retaining_bank,w3_randomised_four,20,20,20,0,0,0.2003684216480197,-0.00877677303641455,0.064
primvar_energy_retaining_bank_transition_object_0b159ad1c646,energy_retaining_bank,w3_randomised_single,20,17,17,0,0,0.1984505171372372,-0.003840066294661422,0.063
primvar_energy_retaining_bank_transition_object_0cc526258bb6,energy_retaining_bank,dry_air,40,16,16,11,0,-0.072089354984322,-0.019068722030293268,0.0
primvar_energy_retaining_bank_transition_object_0cc526258bb6,energy_retaining_bank,w3_randomised_four,40,13,13,11,0,-0.0719963075219052,-0.010249993938720163,0.05450000000000001
primvar_energy_retaining_bank_transition_object_0cc526258bb6,energy_retaining_bank,w3_randomised_single,40,14,14,11,0,-0.0721116950716069,-0.016986748668139092,0.023
primvar_energy_retaining_bank_transition_object_0cecd3be643c,energy_retaining_bank,dry_air,20,20,20,0,0,0.2007853528484693,-0.02317954813757961,0.0
primvar_energy_retaining_bank_transition_object_0cecd3be643c,energy_retaining_bank,w3_randomised_four,20,20,20,0,0,0.2005317317887414,-0.001827600674241246,0.067
