primitive_variant_id,primitive_id,entry_role,transition_entry_class,controller_id,candidate_index,candidate_weight_label,local_lqr_speed_bin_id,local_lqr_reference_speed_m_s,K_gain_checksum,augmented_A_checksum,augmented_B_checksum,augmented_gain_checksum,Q_weight_json,R_weight_json,reference_state_vector,reference_command_vector,finite_horizon_s,controller_input_slots_per_primitive,controller_input_update_period_s,primitive_timing_contract_version,timing_augmentation_type,transition_object_id,w3_variant_status,eligible_for_post_w3_library_size_study,compatible_row_count,incompatible_row_count,continuation_valid_count,episode_terminal_useful_count,hard_failure_count,blocked_count,positive_continuation_count,transition_chain_compatible_count,transition_chain_compatible_rate,transition_success_probability,transition_exit_classes_seen,transition_pairs_seen,accepted_count,continuation_valid_rate,episode_terminal_useful_rate,hard_failure_rate,minimum_wall_margin_min_m,floor_margin_min_m,ceiling_margin_min_m,energy_residual_mean_m,lift_dwell_mean_s,saturation_fraction_mean,w3_environment_modes_seen,w3_environment_mode_count,all_r7_modes_positive,both_w3_modes_positive,status_reason
primvar_energy_retaining_bank_transition_object_064a9d6571e8,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_069cd01300fa,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,speed_bin_3p0_m_s,3.0,e9a5dcb09575e000cde59f5115812f41a8e6db23d3a54bdefcc49c46deb5c9fe,1d1fcb4bc0a3d44eb46fb20c2ff74df8038da7f13c084e0025398358a3b0e8e7,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,cbc405aeff43de7ea07dd5a8490eb9c08511fdbcbab5a4683d6d0dea29949181,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":8.64,""q_rates"":2.16,""q_surfaces"":0.15,""q_velocity"":0.6,""reference_bank_bias_rad"":0.0,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.1,""r_elevator"":0.9900000000000001,""r_rudder"":1.32}","[0.0,0.0,0.0,0.16,0.057453423387522226,0.0,2.9720016025389873,0.0,0.40890888288919713,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_energy_retaining_bank_transition_object_064a9d6571e8__entry_boundary_near,route_usable,True,60,0,27,33,0,0,33,33,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,2,0.45,0.55,0.0,-0.0720748367425336,0.5043205363387044,0.7971669948028199,-0.03246295366587157,0.019000000000000003,0.7733333333333335,dry_air;w3_randomised_four;w3_randomised_single,3,True,True,boundary_near_route_usable_low_hard_failure
primvar_energy_retaining_bank_transition_object_382f68e7fec4,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_e2fd57382dbb,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,speed_bin_6p5_m_s,6.5,1d1b57ebb4ad776b4540652acca82e2c90b7a42750ecceb09f1e1fbade034d5b,7763002034843e2314c6c07973b672a307171b5d67b1fbca1d674b1f61398794,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,8c5870799a2cecaf70d62c0374b62d4ab1e367db487acd2e5d926e58dde23c13,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":8.64,""q_rates"":2.16,""q_surfaces"":0.15,""q_velocity"":0.6,""reference_bank_bias_rad"":0.0,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.1,""r_elevator"":0.9900000000000001,""r_rudder"":1.32}","[0.0,0.0,0.0,0.16,-0.0071628650637227745,0.0,6.482818095890479,0.0,0.4723023772912313,0.0,0.0,0.0,0.0,-0.011856491499609824,0.0]","[0.0,-0.011856491499609824,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_energy_retaining_bank_transition_object_382f68e7fec4__entry_boundary_near,route_usable,True,60,0,27,33,0,0,33,33,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,2,0.45,0.55,0.0,-0.0720383892647316,0.5041875021214473,0.7971669948028199,-0.03309837964456188,0.013666666666666667,0.5166666666666666,dry_air;w3_randomised_four;w3_randomised_single,3,True,True,boundary_near_route_usable_low_hard_failure
primvar_energy_retaining_bank_transition_object_547ecbc6af38,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_360095ccf5d1,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,speed_bin_7p5_m_s,7.499999999999999,9bfc56cce159390ba71976fc6e9bc57570df7f6261d8d0eebc73c267fa5e31ff,4f5d934bc3d60a8e43ce0972e21274db050873d01b035e2087f8e340a1eb6746,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,bc7f56e05ed8f8e2fbd88af129622f68b3a67393450961c4e26956e7adfc5af2,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":8.64,""q_rates"":2.16,""q_surfaces"":0.15,""q_velocity"":0.6,""reference_bank_bias_rad"":0.0,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.1,""r_elevator"":0.9900000000000001,""r_rudder"":1.32}","[0.0,0.0,0.0,0.16,-0.03860645252588101,0.0,7.488799706034377,0.0,0.40973035389072937,0.0,0.0,0.0,0.0,-0.008985397011923286,0.0]","[0.0,-0.008985397011923286,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_energy_retaining_bank_transition_object_547ecbc6af38__entry_boundary_near,route_usable,True,60,0,27,33,0,0,33,33,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,2,0.45,0.55,0.0,-0.0721138675830674,0.5045268877702571,0.7971669948028199,-0.033223197728993674,0.016,0.49666666666666665,dry_air;w3_randomised_four;w3_randomised_single,3,True,True,boundary_near_route_usable_low_hard_failure
primvar_energy_retaining_bank_transition_object_7e212255cb23,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_b4182a7a68e2,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,speed_bin_5p5_m_s,5.5,04da3e19213fb770f6e76fb05244093271c7936b8bb8f445d245210d7e812ce4,ddf6fd76f0fb11df88c353b8f32edee2fba2359ad84e4c295b6ac036772b5afc,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,b863f427dd59209c870d4ffc0ce6fb578b2b3ea47d786a692bf4283b6dfd04cf,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":8.64,""q_rates"":2.16,""q_surfaces"":0.15,""q_velocity"":0.6,""reference_bank_bias_rad"":0.0,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.1,""r_elevator"":0.9900000000000001,""r_rudder"":1.32}","[0.0,0.0,0.0,0.16,0.027870926319615404,0.0,5.4714374007798,0.0,0.5597970787240485,0.0,0.0,0.0,0.0,-0.016697164375168067,0.0]","[0.0,-0.016697164375168067,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_energy_retaining_bank_transition_object_7e212255cb23__entry_boundary_near,route_usable,True,60,0,27,33,0,0,33,33,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,2,0.45,0.55,0.0,-0.0721236915672003,0.5040423589207065,0.7971669948028199,-0.03280896985000874,0.01633333333333333,0.6433333333333333,dry_air;w3_randomised_four;w3_randomised_single,3,True,True,boundary_near_route_usable_low_hard_failure
primvar_energy_retaining_bank_transition_object_7efe8495e770,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_92fc440a7f62,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,speed_bin_4p5_m_s,4.5,a59c19fc521ca5b190e59e9b9e25d693e7f6e5cea0a93c111b2e266a00ae0ecd,4ad3ab5e902cad25034db9a655f3937276a05148421391a3e0edd469161fdaa1,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,63bd467e5b4897b0cc88b5856c90663a774da8bb9447efd1e160bfe59bb7411e,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":8.64,""q_rates"":2.16,""q_surfaces"":0.15,""q_velocity"":0.6,""reference_bank_bias_rad"":0.0,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.1,""r_elevator"":0.9900000000000001,""r_rudder"":1.32}","[0.0,0.0,0.0,0.16,0.057453423387522226,0.0,4.4580024038084805,0.0,0.6133633243337958,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_energy_retaining_bank_transition_object_7efe8495e770__entry_boundary_near,route_usable,True,60,0,27,33,0,0,33,33,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,1,0.45,0.55,0.0,-0.0721116052589661,0.5029988758626294,0.7971669948028199,-0.033343060422500834,0.016,0.6900000000000001,dry_air;w3_randomised_four;w3_randomised_single,3,True,True,boundary_near_route_usable_low_hard_failure
primvar_energy_retaining_bank_transition_object_858f1b00b985,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_5bc9e5e3bc82,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,speed_bin_7p0_m_s,7.0,019e8d93b6dca421febe0a7061974ea6bb5959c942102d87a120758a4b486825,4960290c4b345812154abcd290cb6390b92798e13de9f1681834a40c6dd42943,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,a7828b6c9bf63787b8833c2fe33833503986e9cf8c7a766c72972d5e63700453,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":8.64,""q_rates"":2.16,""q_surfaces"":0.15,""q_velocity"":0.6,""reference_bank_bias_rad"":0.0,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.1,""r_elevator"":0.9900000000000001,""r_rudder"":1.32}","[0.0,0.0,0.0,0.16,-0.02310246358724731,0.0,6.986238655337723,0.0,0.4387134037899517,0.0,0.0,0.0,0.0,-0.010271096863337612,0.0]","[0.0,-0.010271096863337612,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_energy_retaining_bank_transition_object_858f1b00b985__entry_boundary_near,route_usable,True,60,0,27,33,0,0,33,33,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,3,0.45,0.55,0.0,-0.0720569044863426,0.5043755516650387,0.7971669948028199,-0.03306456509753892,0.01633333333333333,0.49000000000000005,dry_air;w3_randomised_four;w3_randomised_single,3,True,True,boundary_near_route_usable_low_hard_failure
primvar_energy_retaining_bank_transition_object_8ce8ca7e91ba,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_f3208de0a664,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,speed_bin_4p0_m_s,4.0,816a88bcbe7d66a357295d885f458148a30a6f8df9a1abbf8892c1f4ef98af10,54927bcefebfb3a189c1207a244274e701e97e6071e85e03dc6da4071a460bfc,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,b658b735c5ad0af0bb0df82c260f1fef20a173b05a63f249061b43e197c0551f,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":8.64,""q_rates"":2.16,""q_surfaces"":0.15,""q_velocity"":0.6,""reference_bank_bias_rad"":0.0,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.1,""r_elevator"":0.9900000000000001,""r_rudder"":1.32}","[0.0,0.0,0.0,0.16,0.057453423387522226,0.0,3.9626688033853164,0.0,0.5452118438522628,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_energy_retaining_bank_transition_object_8ce8ca7e91ba__entry_boundary_near,route_usable,True,60,0,27,33,0,0,33,33,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,1,0.45,0.55,0.0,-0.0720790619242874,0.5044613517833797,0.7971669948028199,-0.03316721597119006,0.015333333333333334,0.7366666666666668,dry_air;w3_randomised_four;w3_randomised_single,3,True,True,boundary_near_route_usable_low_hard_failure
primvar_energy_retaining_bank_transition_object_948a3695e639,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_1fdba945be5f,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,speed_bin_3p5_m_s,3.5,90dbab6b0f59abca8c059e465f1143fdb5709bac0d1095e7ea32d89d0b2d9a44,05a0875ef9c591e85119d8eedc262de1b628a67b8f5e379aa700ae1875e54222,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,449f4684e6e37f1b79f059fe8b2dc400a6cbd1177ccdbd532b3a58d6c0c1e3b2,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":8.64,""q_rates"":2.16,""q_surfaces"":0.15,""q_velocity"":0.6,""reference_bank_bias_rad"":0.0,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.1,""r_elevator"":0.9900000000000001,""r_rudder"":1.32}","[0.0,0.0,0.0,0.16,0.057453423387522226,0.0,3.467335202962152,0.0,0.47706036337073,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_energy_retaining_bank_transition_object_948a3695e639__entry_boundary_near,route_usable,True,60,0,27,33,0,0,33,33,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,3,0.45,0.55,0.0,-0.0722697340270892,0.5040853890510981,0.7971669948028199,-0.03324920375878645,0.013666666666666667,0.7600000000000001,dry_air;w3_randomised_four;w3_randomised_single,3,True,True,boundary_near_route_usable_low_hard_failure
primvar_energy_retaining_bank_transition_object_9872d48274b7,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_97da3b10396b,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,speed_bin_6p0_m_s,6.0,859194a93e1b0d5e8ee2c9339ae11db56eb17d0107feaf312eb5240c3189f5a1,b148f66e4f45ae527c4d5dcdc76ca8c8d29f7cdb9bd3a8ee6e8492396dd0b15b,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,0da32a1e5e8783901948724aeda61237bc87b8e4b7aaeee9693221766383c35c,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":8.64,""q_rates"":2.16,""q_surfaces"":0.15,""q_velocity"":0.6,""reference_bank_bias_rad"":0.0,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.1,""r_elevator"":0.9900000000000001,""r_rudder"":1.32}","[0.0,0.0,0.0,0.16,0.009625863793257852,0.0,5.9781252864518635,0.0,0.5118769964403785,0.0,0.0,0.0,0.0,-0.013881220204409472,0.0]","[0.0,-0.013881220204409472,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_energy_retaining_bank_transition_object_9872d48274b7__entry_boundary_near,route_usable,True,60,0,27,33,0,0,33,33,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,2,0.45,0.55,0.0,-0.0721359164618054,0.5041034372459797,0.7971669948028199,-0.033355298154654364,0.015000000000000001,0.5666666666666667,dry_air;w3_randomised_four;w3_randomised_single,3,True,True,boundary_near_route_usable_low_hard_failure
primvar_energy_retaining_bank_transition_object_cfdc6845523d,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_40b109efc588,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,speed_bin_5p0_m_s,5.0,def3501c4b5c2426083f3aa08b7f42195347c28698a8323fa2a935398f11b038,46f7e19c62c0c6d4eb88fcf9b345043db8a00901e32d949735a0a37072ae2af0,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,6b2d358fc94b96dec25e3798bf49aaefd017d30c92a036668c1ea06d7deaac3c,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":8.64,""q_rates"":2.16,""q_surfaces"":0.15,""q_velocity"":0.6,""reference_bank_bias_rad"":0.0,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.1,""r_elevator"":0.9900000000000001,""r_rudder"":1.32}","[0.0,0.0,0.0,0.16,0.0484430349124078,0.0,4.961198229091909,0.0,0.6217009985960275,0.0,0.0,0.0,0.0,-0.021914755184844342,0.0]","[0.0,-0.021914755184844342,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_energy_retaining_bank_transition_object_cfdc6845523d__entry_boundary_near,route_usable,True,60,0,27,33,0,0,33,33,0.55,0.55,boundary_near;safe_terminal,boundary_near->boundary_near;boundary_near->safe_terminal,2,0.45,0.55,0.0,-0.0721595139898294,0.504454427660931,0.7971669948028199,-0.03366353531704922,0.013333333333333336,0.6766666666666665,dry_air;w3_randomised_four;w3_randomised_single,3,True,True,boundary_near_route_usable_low_hard_failure
