audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,10514,10514,1.0,8769,0.8340308160547841,10506,0.9992391097584173,,4.851142199986498,0.06322616000208654,0.017420706201353827,11.196880350009511,48,424.55868365988204,1587,413.3618033098725,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,4212,4212,1.0,4203,0.9978632478632479,4204,0.9981006647673314,,4.851142199986498,0.012914687003358216,0.014874390526988614,1.8176638176638176,5,49.88129154795821,75,48.0636277302944,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,4212,4212,1.0,4145,0.9840930674264008,4212,1.0,,0.0284633000119356,0.020748363012535177,0.009854453727564352,5.521367521367521,12,222.43114909781576,295,216.90978157644824,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,2090,2090,1.0,421,0.2014354066985646,2090,1.0,,0.0876402000139933,0.06963286801808867,0.037800676076965085,41.536842105263155,48,1587.0,1587,1545.463157894737,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,3812,3812,1.0,3811,0.9997376705141658,3812,1.0,True,0.0249066000105813,0.012624799015902641,0.006559637145761831,1.7964323189926548,4,49.8688352570829,75,48.07240293809024,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,3812,3812,1.0,3755,0.9850472193074502,3812,1.0,,0.0284633000119356,0.02064765300194264,0.009781014769282472,5.42707240293809,12,222.42392444910809,295,216.99685204616998,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,1000,1000,1.0,804,0.804,992,0.992,,4.851142199986498,0.06960898201868984,0.05040111030035764,12.976,48,426.4,1587,413.424,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2096,2096,1.0,2095,0.9995229007633588,2096,1.0,,0.0249066000105813,0.013199314984376525,0.006802852385534494,1.883587786259542,5,75.0,75,73.11641221374046,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2116,2116,1.0,2108,0.996219281663516,2108,0.996219281663516,,4.851142199986498,0.012489564996940254,0.02286963813780517,1.7523629489603025,3,25.0,25,23.247637051039696,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,2108,2108,1.0,2107,0.9995256166982922,2108,1.0,,0.0208390999905532,0.016596113009290935,0.008390517789588027,3.7020872865275143,7,150.0,150,146.2979127134725,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,2090,2090,1.0,421,0.2014354066985646,2090,1.0,,0.0876402000139933,0.06963286801808867,0.037800676076965085,41.536842105263155,48,1587.0,1587,1545.463157894737,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:super_light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,2104,2104,1.0,2038,0.9686311787072244,2104,1.0,,0.0284633000119356,0.02286621500636091,0.011321172813711734,7.344106463878327,12,295.0,295,287.65589353612165,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
launch_role:final_heldout,aggregate_diagnostic,reported_only_mixed_scope,,10514,10514,1.0,8769,0.8340308160547841,10506,0.9992391097584173,,4.851142199986498,0.06322616000208654,0.017420706201353827,11.196880350009511,48,424.55868365988204,1587,413.3618033098725,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
policy_id:directional_3d_residual_memory_h10,aggregate_diagnostic,reported_only_mixed_scope,,2628,2628,1.0,2144,0.8158295281582952,2628,1.0,,0.0824294000049121,0.0651340650054044,0.015901568873885812,11.207762557077626,48,424.33751902587517,1587,413.12975646879755,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
policy_id:directional_3d_residual_memory_h3,aggregate_diagnostic,reported_only_mixed_scope,,2629,2629,1.0,2155,0.8197033092430582,2629,1.0,,0.071549899992533,0.06322346000117246,0.01573066367454147,11.186002282236592,48,424.7797641688855,1587,413.5937618866489,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
policy_id:directional_3d_residual_memory_h30,aggregate_diagnostic,reported_only_mixed_scope,,2629,2629,1.0,2165,0.8235070368961582,2629,1.0,,0.0876402000139933,0.06396696000185315,0.015341630810382364,11.203879802206162,48,424.7797641688855,1587,413.57588436667936,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
policy_id:no_memory_baseline,aggregate_diagnostic,reported_only_mixed_scope,,2628,2628,1.0,2305,0.8770928462709284,2620,0.9969558599695586,,4.851142199986498,0.03159278799328599,0.022710395661947283,11.189878234398781,48,424.33751902587517,1587,413.1476407914764,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
