case_id,primitive_id,start_state_family,W_layer,environment_mode,candidate_index,candidate_weight_label,duration_s,completed_full_duration,termination_cause,floor_violation,wall_violation,altitude_delta_m,speed_initial_m_s,speed_final_m_s,minimum_speed_m_s,minimum_floor_margin_m,minimum_wall_margin_m,minimum_ceiling_margin_m,yaw_delta_deg,roll_delta_deg,pitch_delta_deg,trajectory_integrated_updraft_gain_m,saturation_fraction,max_abs_command_norm,max_abs_surface_rad,selection_score
same_start_glide,glide,inflight_nominal,W0,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,0.8,True,completed_full_duration,False,False,-0.4757620135547771,5.5,5.2632242776897655,5.2632242776897655,1.3142179325006857,0.1879548739240997,1.3114200551436683,-5.732955184215184,-9.693996993158109,16.972052348821272,0.0,0.65,1.0,0.48004221135159103,1.7460816567553197
same_start_glide,glide,inflight_nominal,W0,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,0.8,True,completed_full_duration,False,False,-0.38994930065288913,5.5,5.021638030057034,5.021638030057034,1.3781675756258056,0.245800888367377,1.3114200551436683,-7.395899796548242,-11.10156053242736,19.789647021360512,0.0,0.65,1.0,0.48004221135159103,1.7977605462490578
same_start_glide,glide,inflight_nominal,W0,dry_air,3,glide_robust_anchor_rate_damped_ref_damped_level_003,0.8,True,completed_full_duration,False,False,-0.4807319987997185,5.5,5.248957957186341,5.248957957186341,1.3063361176087964,0.1874141927486601,1.3114200551436683,-5.571535640335446,-10.049586206164657,17.736528407712605,0.0,0.7,1.0,0.5600492465768562,1.703931458304711
same_start_glide,glide,inflight_nominal,W0,dry_air,5,glide_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.8,True,completed_full_duration,False,False,-0.41046736731397004,5.5,5.070879458073018,5.070879458073018,1.3648597761818424,0.23636836094483105,1.3114200551436683,-7.114074188205917,-10.453455311696588,18.969104710266404,0.0,0.725,1.0,0.5600492465768562,1.7267235613578613
same_start_glide,glide,inflight_nominal,W0,dry_air,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,0.8,True,completed_full_duration,False,False,-0.500775629714457,5.5,5.312498254089462,5.312498254089462,1.2936380051906422,0.1763887928051746,1.3114200551436683,-6.86576536367738,-11.541717420610789,16.40061085778524,0.0,0.7,1.0,0.48004221135159103,1.6926063859557696
same_start_glide,glide,inflight_nominal,W0,dry_air,7,glide_robust_anchor_balanced_agile_ref_right_bias_007,0.8,True,completed_full_duration,False,False,-0.4261364400711878,5.5,5.137680179584099,5.137680179584099,1.3517634079166583,0.2211171608984479,1.3114200551436683,-4.562872716824709,-8.227535701096578,18.176972201003416,0.0,0.675,1.0,0.5600492465768562,1.7558805722410598
same_start_recovery,recovery,inflight_nominal,W0,dry_air,0,recovery_robust_anchor_nominal_ref_nominal_000,0.8,True,completed_full_duration,False,False,-0.3147625975249997,5.5,4.764473602177233,4.764473602177233,1.4300887714323798,0.31386027743221234,1.3114200551436683,-8.876379896996083,-14.686299375492036,22.09905426838445,0.0,0.7,1.0,0.5600492465768562,1.808253044219664
same_start_recovery,recovery,inflight_nominal,W0,dry_air,1,recovery_robust_anchor_attitude_heavy_ref_pitch_up_001,0.8,True,completed_full_duration,False,False,-0.2667986197588128,5.5,4.50916767310975,4.50916767310975,1.473924328451524,0.4018069991670217,1.3114200551436683,-12.335500171300408,-21.861086995620177,21.879507825745534,0.0,0.85,1.0,0.5600492465768562,1.7338226518465816
same_start_recovery,recovery,inflight_nominal,W0,dry_air,3,recovery_robust_anchor_rate_damped_ref_damped_level_003,0.8,True,completed_full_duration,False,False,-0.3489415567241876,5.5,4.875092946840603,4.875092946840603,1.405015062544177,0.28317920926758244,1.3114200551436683,-7.624385517651259,-12.995073567384871,21.786928185476043,0.0,0.725,1.0,0.5600492465768562,1.7653771400906
same_start_recovery,recovery,inflight_nominal,W0,dry_air,5,recovery_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.8,True,completed_full_duration,False,False,-0.26679937273483034,5.5,4.511361054923518,4.511361054923518,1.4741846221786163,0.4036661460037223,1.3114200551436683,-11.432907669843061,-21.472207822051768,21.752363010368498,0.0,0.9,1.0,0.5600492465768562,1.6943800947071845
same_start_recovery,recovery,inflight_nominal,W0,dry_air,6,recovery_robust_anchor_balanced_robust_ref_left_bias_006,0.8,True,completed_full_duration,False,False,-0.33229399118844416,5.5,4.818563616135576,4.818563616135576,1.4210366409272406,0.30114245591627675,1.3114200551436683,-9.757320536174458,-16.00255409678544,21.58641014337258,0.0,0.775,1.0,0.5600492465768562,1.7374251402995058
same_start_recovery,recovery,inflight_nominal,W0,dry_air,7,recovery_robust_anchor_balanced_agile_ref_right_bias_007,0.8,True,completed_full_duration,False,False,-0.26800782367464016,5.5,4.590076632283902,4.590076632283902,1.4608127643409996,0.3689619845516878,1.3114200551436683,-8.181691612177419,-15.870496713115505,22.532566629371136,0.0,0.7,1.0,0.5600492465768562,1.8434854658956508
same_start_lift_entry,lift_entry,inflight_nominal,W0,dry_air,0,lift_entry_robust_anchor_nominal_ref_nominal_000,0.8,True,completed_full_duration,False,False,-0.3066258699282052,5.5,4.741628864102159,4.741628864102159,1.4356870645017157,0.32003646036949807,1.3114200551436683,-8.699046580770775,-15.448440329918913,22.281682701398996,0.0,0.65,1.0,0.5600492465768562,1.8533605901395678
