case_id,candidate_index,candidate_weight_label,outcome_class,termination_cause,failure_label,rollout_duration_s,energy_residual_m,minimum_floor_margin_m,minimum_wall_margin_m,saturation_fraction,max_abs_command_norm
same_start_glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,weak,weak_energy_result,model_boundary_only,0.1,-0.07687131518198154,1.7231286848180187,0.8,0.0,0.8817065208040422
same_start_recovery,7,recovery_robust_anchor_balanced_agile_ref_right_bias_007,weak,weak_energy_result,model_boundary_only,0.1,-0.07687131518198154,1.7231286848180187,0.8,0.0,0.7742736722043024
same_start_lift_entry,0,lift_entry_robust_anchor_nominal_ref_nominal_000,weak,weak_energy_result,model_boundary_only,0.1,-0.07687131518198154,1.7231286848180187,0.8,0.2,0.8843820846913056
same_start_lift_dwell_arc,5,lift_dwell_arc_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,weak,weak_energy_result,model_boundary_only,0.1,-0.07687131518198154,1.7231286848180187,0.8,0.0,0.8390054001189603
same_start_mild_turn_left,7,mild_turn_left_robust_anchor_balanced_agile_ref_right_bias_007,weak,weak_energy_result,model_boundary_only,0.1,-0.07687131518198154,1.7231286848180187,0.8,0.8,1.0
same_start_mild_turn_right,1,mild_turn_right_robust_anchor_attitude_heavy_ref_pitch_up_001,weak,weak_energy_result,model_boundary_only,0.1,-0.07687131518198154,1.7231286848180187,0.8,0.0,0.6455216763637683
same_start_energy_retaining_bank,7,energy_retaining_bank_robust_anchor_balanced_agile_ref_right_bias_007,weak,weak_energy_result,model_boundary_only,0.1,-0.07687131518198154,1.7231286848180187,0.8,0.0,0.4834491895764675
same_start_safe_exit_or_recovery_handoff,0,safe_exit_or_recovery_handoff_robust_anchor_nominal_ref_nominal_000,weak,weak_energy_result,model_boundary_only,0.1,-0.07687131518198154,1.7231286848180187,0.8,0.4,0.9186396199154927
