run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative
s4_latency_nominal_bank_reversal_left_control_reference_seed1,s4_latency_nominal_bank_reversal_left_control_reference,bank_reversal,bank_reversal,1,none,panel,none,nominal,0.111,0.101000:0.121000,0.85,,True,none,3.136878844200901,-0.5838582088487732,6.5249553332530175,3.0735009350269373,2.7289975964820608,8.813610198009407,0.14170856846325108,0.0,0.0,,True,,0,0,03_Control/05_Results/flight_case_results/latency_nominal_bank_reversal_left_seed_001/analysis_data/control_reference_rollout.csv,bank_reversal,8.813610198009407,True,03_Control/05_Results/flight_case_results/latency_nominal_bank_reversal_left_seed_001/analysis_data/control_reference_rollout.csv
