final_launch_count,hard_failure_rate,no_viable_primitive_rate,final_reject_rate,safe_success_rate,full_safe_success_rate,mission_success_rate,wrong_wall_exit_rate,terminal_or_lift_capture_rate,selector_decision_count,memory_switch_opportunity_count,accepted_memory_switch_count,rejected_memory_switch_count,memory_switch_acceptance_rate,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_adaptive_score_margin,mean_exploration_score_component,governor_learning_strategy_version,online_memory_scope,global_calibration_scope,cross_case_memory_carryover_allowed,governor_calibration_search_policy,r11_handoff_scope,r11_handoff_config_count,input_governor_config_id,governor_config_id,status,target_stage,selection_policy
40,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,511,3,3,0,1.0,0.0036862015507347005,0.0052167663421538,0.0016520464356049001,2.552608067073837,0.20389332390522688,0.5482972464656066,0.0014281834199262333,0.010965944929312068,case_local_online_memory_plus_r10_global_deterministic_calibration_v1,case_local_reset_per_final_schedule_row,aggregate_all_r10_final_heldout_rows_and_selector_opportunity_diagnostics,False,deterministic_bounded_rule_update_no_profile_ladder_no_black_box_search,single_frozen_r10_governor_config_used_for_r11_validation,1,v53_mission_aligned_safe_exploration_governor_wall_0p10cm,v53_r10_tuned_mission_governor,not_selected_r10_gate_failed,R11,robust_first_freeze_only_after_full_r10_pass_gate
