audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,511,511,1.0,262,0.512720156555773,443,0.8669275929549902,,0.8312632000088342,0.6487348199931144,0.057953529940961215,8.909980430528377,48,429.0430528375734,1587,420.133072407045,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,204,204,1.0,135,0.6617647058823529,202,0.9901960784313726,,0.1257200000036391,0.09743606799696852,0.019235932842753243,1.8235294117647058,3,49.509803921568626,75,47.68627450980392,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,204,204,1.0,94,0.46078431372549017,177,0.8676470588235294,,0.2431692000027396,0.2228240540050319,0.04127882696005087,4.784313725490196,10,223.92156862745097,295,219.13725490196077,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,103,103,1.0,33,0.32038834951456313,64,0.6213592233009708,,0.8312632000088342,0.8135425820003732,0.1676625514568849,31.116504854368934,48,1587.0,1587,1555.883495145631,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,188,188,1.0,130,0.6914893617021277,188,1.0,True,0.0753785999986575,0.06648435499009789,0.017001769148570902,1.7659574468085106,3,49.46808510638298,75,47.702127659574465,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,188,188,1.0,90,0.4787234042553192,168,0.8936170212765957,,0.223699400004989,0.1853072039964899,0.036616485637615374,4.702127659574468,10,224.04255319148936,295,219.3404255319149,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,40,40,1.0,9,0.225,25,0.625,,0.8312632000088342,0.8248228180055593,0.16315458999997642,12.9,48,426.4,1587,413.5,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,100,100,1.0,64,0.64,99,0.99,,0.1257200000036391,0.09833947099694347,0.02153886399959442,1.92,3,75.0,75,73.08,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,104,104,1.0,71,0.6826923076923077,103,0.9903846153846154,,0.1101821999982348,0.07512099899839075,0.017021575961175185,1.7307692307692308,3,25.0,25,23.26923076923077,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,100,100,1.0,50,0.5,91,0.91,,0.1945212000064202,0.14695150199288062,0.035745645999486396,3.68,6,150.0,150,146.32,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
