library_size_case_id,policy_id,history_length,launch_role,outer_case_index,outer_case_type,environment_block_id,episode_id,primitive_step_index,start_state_family,route_required_entry_class,selected_primitive_id,selected_primitive_variant_id,selected_memory_shield_status,selected_memory_shield_accepted,selected_memory_shield_baseline_variant_id,selected_memory_shield_memory_variant_id,selected_memory_shield_score_margin,selected_memory_shield_memory_correction_delta,selected_memory_near_tie_base_score_margin,selected_memory_near_tie_base_score_gap_to_best,selected_memory_near_tie_factor,selected_raw_memory_score_component,selected_effective_memory_score_component,selected_memory_shield_base_score_gap_to_baseline,selected_memory_shield_memory_opportunity_ratio,selected_memory_shield_candidate_path_confidence,selected_memory_shield_candidate_path_uncertainty,selected_memory_shield_exploration_score_component,selected_memory_shield_path_exit_margin_delta_m,selected_flow_map_grid_resolution_m,selected_flow_map_query_radius_m,selected_flow_map_reachable_attraction_m,selected_flow_map_reachable_attraction_confidence,selected_flow_map_reachable_attraction_query_count,selected_flow_map_reachable_attraction_observation_count,selected_flow_map_candidate_path_uncertainty,selected_flow_map_memory_guided_exploration_uncertainty,memory_opportunity_policy,memory_policy_version
heavy_cluster,no_memory_baseline,0,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_no_memory_baseline_final_0001,0,launch_gate,launch_gate,energy_retaining_bank,primvar_energy_retaining_bank_transition_object_6ec7c5c41896,not_active_no_candidate_path_memory,True,primvar_energy_retaining_bank_transition_object_6ec7c5c41896,primvar_energy_retaining_bank_transition_object_6ec7c5c41896,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67722793254674,0.0,0.0,0.1,0.2,0.0,0.0,0,0,1.0,0.67722793254674,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,no_memory_baseline,0,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_no_memory_baseline_final_0001,1,inflight_boundary_near,boundary_near,recovery,primvar_recovery_transition_object_2a5c20ec4293,not_active_no_candidate_path_memory,True,primvar_recovery_transition_object_2a5c20ec4293,primvar_recovery_transition_object_2a5c20ec4293,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7708240161885694,0.0,0.0,0.1,0.2,0.0,0.0,0,0,1.0,0.7708240161885694,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,no_memory_baseline,0,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_no_memory_baseline_final_0001,2,inflight_boundary_near,boundary_near,recovery,primvar_recovery_transition_object_2a5c20ec4293,not_active_no_candidate_path_memory,True,primvar_recovery_transition_object_2a5c20ec4293,primvar_recovery_transition_object_2a5c20ec4293,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8495962483396897,0.0,0.0,0.1,0.2,0.0,0.0,0,0,1.0,0.8495962483396897,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,no_memory_baseline,0,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_no_memory_baseline_final_0001,3,inflight_boundary_near,boundary_near,recovery,primvar_recovery_transition_object_2a5c20ec4293,not_active_no_candidate_path_memory,True,primvar_recovery_transition_object_2a5c20ec4293,primvar_recovery_transition_object_2a5c20ec4293,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9576743845773232,0.0,0.0,0.1,0.2,0.0,0.0,0,0,1.0,0.9576743845773232,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,no_memory_baseline,0,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_no_memory_baseline_final_0001,4,inflight_boundary_near,boundary_near,lift_entry,primvar_lift_entry_transition_object_299a4397174a,not_active_no_candidate_path_memory,True,primvar_lift_entry_transition_object_299a4397174a,primvar_lift_entry_transition_object_299a4397174a,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.2,0.0,0.0,0,0,1.0,1.0,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,no_memory_baseline,0,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_no_memory_baseline_final_0001,5,inflight_boundary_near,boundary_near,lift_entry,primvar_lift_entry_transition_object_299a4397174a,not_active_no_candidate_path_memory,True,primvar_lift_entry_transition_object_299a4397174a,primvar_lift_entry_transition_object_299a4397174a,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.2,0.0,0.0,0,0,1.0,1.0,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,no_memory_baseline,0,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_no_memory_baseline_final_0001,6,inflight_boundary_near,boundary_near,lift_entry,primvar_lift_entry_transition_object_299a4397174a,not_active_no_candidate_path_memory,True,primvar_lift_entry_transition_object_299a4397174a,primvar_lift_entry_transition_object_299a4397174a,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.2,0.0,0.0,0,0,1.0,1.0,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,no_memory_baseline,0,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_no_memory_baseline_final_0001,7,inflight_boundary_near,boundary_near,lift_entry,primvar_lift_entry_transition_object_299a4397174a,not_active_no_candidate_path_memory,True,primvar_lift_entry_transition_object_299a4397174a,primvar_lift_entry_transition_object_299a4397174a,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.2,0.0,0.0,0,0,1.0,1.0,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,no_memory_baseline,0,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_no_memory_baseline_final_0001,8,inflight_boundary_near,boundary_near,lift_entry,primvar_lift_entry_transition_object_299a4397174a,not_active_no_candidate_path_memory,True,primvar_lift_entry_transition_object_299a4397174a,primvar_lift_entry_transition_object_299a4397174a,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.2,0.0,0.0,0,0,1.0,1.0,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,spatial_flow_belief_memory_h3,3,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0001,0,launch_gate,launch_gate,energy_retaining_bank,primvar_energy_retaining_bank_transition_object_6ec7c5c41896,baseline_and_memory_winner_match,True,primvar_energy_retaining_bank_transition_object_6ec7c5c41896,primvar_energy_retaining_bank_transition_object_6ec7c5c41896,0.0,0.0,0.03,0.0,0.0161254426547297,0.0001496094339625,1.4499286776589315e-06,0.0,0.0,0.0024188163982094,0.6755898425181703,0.0135117968503634,0.0,0.1,0.2,0.0001326529883271,0.1179135056511889,18,5,0.9975811836017904,0.6755898425181703,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,spatial_flow_belief_memory_h3,3,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0001,1,inflight_boundary_near,boundary_near,recovery,primvar_recovery_transition_object_2a5c20ec4293,baseline_and_memory_winner_match,True,primvar_recovery_transition_object_2a5c20ec4293,primvar_recovery_transition_object_2a5c20ec4293,0.0,0.0,0.03,0.0,0.2304583055707899,-0.0001716657860488,0.0014754321757027,0.0,0.0,0.4269514997541224,0.7441775966889561,0.0148835519337791,0.0,0.1,0.2,0.00138192338013,0.4269514997541224,18,5,0.9654312541643816,0.7441775966889561,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,spatial_flow_belief_memory_h3,3,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0001,2,inflight_boundary_near,boundary_near,recovery,primvar_recovery_transition_object_2a5c20ec4293,baseline_and_memory_winner_match,True,primvar_recovery_transition_object_2a5c20ec4293,primvar_recovery_transition_object_2a5c20ec4293,0.0,0.0,0.03,0.0,0.2009647278969306,-0.0005454681766612,0.0002625325746462,0.0,0.0,0.1642487820016229,0.8239854165092139,0.0164797083301842,0.0,0.1,0.2,0.0003354036453237,0.1642487820016229,18,4,0.9698552908154604,0.8239854165092139,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,spatial_flow_belief_memory_h3,3,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0001,3,inflight_boundary_near,boundary_near,recovery,primvar_recovery_transition_object_2a5c20ec4293,baseline_and_memory_winner_match,True,primvar_recovery_transition_object_2a5c20ec4293,primvar_recovery_transition_object_2a5c20ec4293,0.0,0.0,0.03,0.0,0.2508214265761966,-0.0007922022573021,-0.0001987013003134,0.0,0.0,0.0376232139864294,0.9216435962770484,0.0184328719255409,0.0,0.1,0.2,0.0,0.0,0,0,0.9623767860135704,0.9216435962770484,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,spatial_flow_belief_memory_h3,3,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0001,4,inflight_boundary_near,boundary_near,lift_entry,primvar_lift_entry_transition_object_299a4397174a,baseline_and_memory_winner_match,True,primvar_lift_entry_transition_object_299a4397174a,primvar_lift_entry_transition_object_299a4397174a,0.0,0.0,0.03,0.0,0.2712517392251198,0.0001449998958329,3.933147393213199e-05,0.0,0.0,0.0406877608837679,0.959312239116232,0.0191862447823246,0.0,0.1,0.2,0.0,0.0,0,0,0.959312239116232,0.959312239116232,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,spatial_flow_belief_memory_h3,3,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0001,5,inflight_boundary_near,boundary_near,lift_entry,primvar_lift_entry_transition_object_299a4397174a,baseline_and_memory_winner_match,True,primvar_lift_entry_transition_object_299a4397174a,primvar_lift_entry_transition_object_299a4397174a,0.0,0.0,0.03,0.0,0.2266955685046134,0.0008161665172725,0.0001850213326275,0.0,0.0,0.034004335275692,0.965995664724308,0.0193199132944861,0.0,0.1,0.2,0.0,0.0,0,0,0.965995664724308,0.965995664724308,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,spatial_flow_belief_memory_h3,3,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0001,6,inflight_boundary_near,boundary_near,lift_entry,primvar_lift_entry_transition_object_299a4397174a,baseline_and_memory_winner_match,True,primvar_lift_entry_transition_object_299a4397174a,primvar_lift_entry_transition_object_299a4397174a,0.0,0.0,0.03,0.0,0.2178246247686827,0.0005256828594442,0.0001145066716057,0.0,0.0,0.0326736937153024,0.9673263062846976,0.0193465261256939,0.0,0.1,0.2,0.0,0.0,0,0,0.9673263062846976,0.9673263062846976,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,spatial_flow_belief_memory_h3,3,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0001,7,inflight_boundary_near,boundary_near,lift_entry,primvar_lift_entry_transition_object_299a4397174a,baseline_and_memory_winner_match,True,primvar_lift_entry_transition_object_299a4397174a,primvar_lift_entry_transition_object_299a4397174a,0.0,0.0,0.03,0.0,0.2324069824855794,-4.05357645401061e-05,-9.420794719502364e-06,0.0,0.0,0.0348610473728369,0.9651389526271632,0.0193027790525432,0.0,0.1,0.2,0.0,0.0,0,0,0.9651389526271632,0.9651389526271632,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,spatial_flow_belief_memory_h3,3,final_heldout,1,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0001,8,inflight_boundary_near,boundary_near,lift_entry,primvar_lift_entry_transition_object_299a4397174a,baseline_and_memory_winner_match,True,primvar_lift_entry_transition_object_299a4397174a,primvar_lift_entry_transition_object_299a4397174a,0.0,0.0,0.03,0.0,0.2449086654076233,-0.000289648404828,-7.093740426390215e-05,0.0,0.0,0.0367362998111435,0.9632637001888564,0.0192652740037771,0.0,0.1,0.2,0.0,0.0,0,0,0.9632637001888564,0.9632637001888564,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
heavy_cluster,spatial_flow_belief_memory_h3,3,final_heldout,0,r11_l1_single_fan_fixed_nominal,r11_l1_single_fan_fixed_nominal,r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0000,0,launch_gate,launch_gate,safe_exit_or_recovery_handoff,primvar_safe_exit_or_recovery_handoff_transition_object_d17d451ad8d8,baseline_and_memory_winner_match,True,primvar_safe_exit_or_recovery_handoff_transition_object_d17d451ad8d8,primvar_safe_exit_or_recovery_handoff_transition_object_d17d451ad8d8,0.0,0.0,0.03,0.0,0.0010384295236356,2.4207800835229776e-05,6.730854583293546e-09,0.0,0.0,0.0001557644285453,0.5351466878359669,0.0107029337567193,0.0,0.1,0.2,3.9391194079032775e-05,0.0200365903588874,18,6,0.9998442355714546,0.5351466878359669,decision_level_baseline_vs_candidate_path_memory_gap_audit,outer_loop_spatial_flow_belief_aggressive_safe_objective_memory_v2_3
