split,regime,count,alpha_min_deg,alpha_max_deg,cm_residual_mean,cm_residual_mae,cm_fit_residual_mae,cd_residual_mean,cl_residual_mean,q_hat_mean
train,attached,148,4.304962216,11.9860877,0.02641890495,0.02773193292,0.01880988845,-0.01178404374,0.06403297605,0.02224965316
train,transition,626,12.0035553,19.99809223,0.05082874068,0.06370249638,0.0266060421,0.07519127391,0.2467835224,0.02185284541
train,post_stall,3473,20.00903331,82.70553372,-0.1508950364,0.16168781,0.05513094966,-0.1048800797,0.01440014457,-0.01865089667
heldout,attached,55,5.589115637,11.98625603,0.03759194122,0.03897994373,0.03078109489,-0.04058113201,0.06347246959,0.02170358935
heldout,transition,179,12.03044571,19.96247594,-0.01237865029,0.1163834224,0.04317003205,0.05865055559,0.3794517718,0.007048188353
heldout,post_stall,798,20.00976874,78.53102008,-0.1507828017,0.1659826551,0.077190235,-0.104868072,0.02355578554,-0.01882077516
