split,session_label,case_id,throw_id,residual_status,sample_index,t_since_alignment_s,regime,speed_m_s,q_bar_pa,alpha_deg,q_rad_s,q_hat,post_stall_activation,theta_deg,z_m,cx_required,cx_model,cx_residual,cz_required,cz_model,cz_residual,cl_required,cl_model,cl_residual,cd_required,cd_model,cd_residual,cm_required,cm_model,cm_residual,pitch_moment_required_n_m,pitch_moment_model_n_m,pitch_moment_residual_n_m,force_residual_norm_n,angular_accel_q_rad_s2
train,20260604_151619,C0_neutral,v001,ok,37,0.1300427,transition,4.250652687,11.06667956,14.42507459,1.277271083,0.0247902786,0.2199609753,18.93525245,1.470934576,-0.02477790343,-0.08065932364,0.05588142021,-1.153431834,-0.8316807907,-0.3217510432,1.110896494,0.7853680695,0.3255284249,0.3113324887,0.2852995959,0.02603289285,-0.02256415035,-0.05300751495,0.0304433646,-0.005193947636,-0.01220157873,0.007007631095,0.7509475273,-2.067912844
train,20260604_151619,C0_neutral,v001,ok,38,0.1359377,transition,4.232046283,10.97000714,14.40441089,1.210182912,0.02359144573,0.2166950804,19.18208225,1.472580484,-0.02369194091,-0.08068654754,0.05699460662,-1.145299695,-0.8288182653,-0.3164814302,1.103402356,0.7826916003,0.3207107561,0.307857013,0.2843306082,0.02352640478,-0.02713707177,-0.04837186779,0.02123479602,-0.006192002748,-0.01103725342,0.004845250675,0.7204901306,-2.476723761
train,20260604_151619,C0_neutral,v001,ok,39,0.1420607,transition,4.210388146,10.85801311,14.59724046,1.205977866,0.02363040425,0.2477648444,19.52331318,1.474125792,-0.007515639323,-0.07957364814,0.07205800881,-1.159541883,-0.8248928393,-0.3346490433,1.120219277,0.7782120092,0.3420072681,0.2995039785,0.2848968769,0.01460710155,-0.02925115637,-0.05492411643,0.02567296006,-0.006606244577,-0.01240436931,0.005798124732,0.7248501087,-2.643330598
train,20260604_151619,C0_neutral,v001,ok,40,0.148333,transition,4.179295499,10.69823791,15.32020844,1.280166052,0.02527069437,0.3737662042,20.00345382,1.475113511,0.02212829132,-0.07550327665,0.09763156797,-1.221987545,-0.8166150815,-0.4053724635,1.184409937,0.7676471192,0.4167628176,0.3015233377,0.2885807279,0.01294260984,-0.03737048573,-0.08308182678,0.04571134106,-0.008315765639,-0.01848755741,0.01017179177,0.7824666895,-3.31170258
train,20260604_151619,C0_neutral,v001,ok,41,0.1550429,transition,4.135486718,10.47512836,15.85392187,1.260529283,0.02514665696,0.4726225263,20.70508277,1.477994891,0.04607645864,-0.07237405723,0.1184505159,-1.258220576,-0.8109206596,-0.4472999159,1.222946955,0.7603027524,0.462644203,0.2994040766,0.2911529581,0.008251118481,-0.04810012537,-0.097268189,0.04916806363,-0.01048013336,-0.02119295084,0.01071281748,0.8028982414,-4.191803797
train,20260604_151619,C0_neutral,v001,ok,42,0.1614577,transition,4.111447054,10.35369809,15.94698506,1.191306108,0.02390466243,0.4900602799,20.94762713,1.479603498,0.04875354604,-0.0716501204,0.1204036664,-1.247098855,-0.8086719645,-0.4384268903,1.21250084,0.7578655848,0.4546352556,0.2957603319,0.2910736011,0.004686730897,-0.04972478827,-0.09444753805,0.04472274978,-0.01070852578,-0.02033983313,0.009631307354,0.7749020822,-4.284737922
train,20260604_151619,C0_neutral,v001,ok,43,0.1673206,transition,4.091272962,10.2523401,16.23317589,1.192245847,0.02404148619,0.5436709558,21.293605,1.481111741,0.05382362253,-0.07013422922,0.1239578518,-1.258410479,-0.8087430322,-0.4496674464,1.223286383,0.7568942294,0.4663921537,0.3001072144,0.293419883,0.00668733136,-0.05351917139,-0.1013882262,0.04786905478,-0.01141283747,-0.02162080085,0.01020796338,0.7796969982,-4.569493664
train,20260604_151619,C0_neutral,v001,ok,44,0.1738873,transition,4.067207799,10.13208481,16.3113557,1.12329797,0.0227851851,0.5582612891,21.51661108,1.482784551,0.04638771397,-0.06950313143,0.1158908454,-1.247206506,-0.8074164655,-0.4397900404,1.210034314,0.7553972312,0.454637083,0.3057659999,0.2934741167,0.01229188328,-0.05767738642,-0.09761256414,0.03993517772,-0.01215529871,-0.02057149169,0.008416192974,0.750695425,-4.874617843
train,20260604_151619,C0_neutral,v001,ok,45,0.1801112,transition,4.043946054,10.01651856,16.65578777,1.123928302,0.02292911025,0.62185854,21.84117856,1.484256347,0.08988294803,-0.06783442605,0.1577173741,-1.308390809,-0.810297666,-0.4980931428,1.27925827,0.756857984,0.5224002864,0.2889009011,0.2972369575,-0.008336056392,-0.06659153061,-0.1044739725,0.03788244192,-0.01387385158,-0.02176637743,0.007892525851,0.806868278,-5.571281545
train,20260604_151619,C0_neutral,v001,ok,46,0.1863459,transition,4.016981993,9.883388402,16.60228095,1.014497426,0.02083555211,0.6120742689,21.96879412,1.48604766,0.07321684782,-0.06773273249,0.1409495803,-1.287768839,-0.8086485611,-0.4791202783,1.255003297,0.7555839355,0.4994193618,0.2977851813,0.2959613739,0.00182380735,-0.0652628964,-0.09398158984,0.02871869345,-0.01341632141,-0.01932012346,0.005903802053,0.7704306874,-5.399771357
train,20260604_151619,C0_neutral,v001,ok,47,0.1927082,transition,3.990999215,9.755945776,16.5770813,0.9265781403,0.01915377389,0.6074520353,22.10641992,1.487862311,0.05441301895,-0.06752392715,0.1219369461,-1.242057429,-0.8068530424,-0.435204387,1.205957824,0.7540527132,0.4519051107,0.3022137677,0.2949166295,0.007297138172,-0.05231860453,-0.08620921216,0.03389060763,-0.01061663231,-0.0174938058,0.006877173489,0.7151213408,-4.26990434
train,20260604_151619,C0_neutral,v001,ok,48,0.2182014,transition,3.899948615,9.315879509,17.56124209,0.8832966754,0.01868536817,0.77786769,23.03371731,1.494291553,-0.07135186487,-0.06299167264,-0.008360192238,-1.212055774,-0.8259609273,-0.3860948468,1.134039257,0.7684608445,0.3655784129,0.4337340785,0.3092690328,0.1244650457,-0.0463869197,-0.09620532024,0.04981840054,-0.008988363844,-0.01864164354,0.009653279699,0.6586031723,-3.667651412
train,20260604_151619,C0_neutral,v001,ok,49,0.2243416,transition,3.851540525,9.086048205,18.39302562,0.9290990201,0.01990130148,0.8951617074,23.61834527,1.497167612,-0.09696219204,-0.06002900393,-0.0369331881,-1.230335781,-0.8506953364,-0.3796404448,1.13688855,0.7882959143,0.348592636,0.4802210172,0.3253852918,0.1548357254,-0.04477825046,-0.1082944734,0.06351622296,-0.008462592033,-0.02046645277,0.01200386073,0.6459484044,-3.469526242
train,20260604_151619,C0_neutral,v001,ok,50,0.230381,transition,3.829301202,8.981422962,18.97316021,0.9904127829,0.02133784998,0.9548042982,23.98615231,1.498421104,-0.1187015924,-0.05817473896,-0.06052685342,-1.258218414,-0.8690652323,-0.3891531819,1.151267765,0.8029356981,0.3483320665,0.5213311618,0.3375691678,0.183761994,-0.05162758732,-0.1189461006,0.06731851332,-0.009644688955,-0.02222064215,0.0125759532,0.6715443442,-3.952737228
train,20260604_151619,C0_neutral,v001,ok,51,0.2458756,transition,3.710439499,8.432508781,19.79282751,0.7966131903,0.017712346,0.9980228384,24.85419869,1.506039408,-0.165949029,-0.05475339169,-0.1111956373,-1.252530798,-0.8983759323,-0.3541548656,1.122341561,0.8267621256,0.2955794357,0.5802774333,0.3557269139,0.2245505194,-0.07453847183,-0.1040060189,0.02946754711,-0.01307370056,-0.01824217099,0.005168470427,0.6139450349,-5.430897577
train,20260604_151619,C0_neutral,v001,ok,52,0.2519041,post_stall,3.681986585,8.303677944,20.13438922,0.7781619101,0.01743579345,1,25.04373527,1.507336722,-0.1685399664,-0.05356103706,-0.1149789293,-1.252502361,-0.9107136024,-0.3417887586,1.117943827,0.8366209498,0.2813228769,0.5893805943,0.3637766302,0.2256039641,-0.07488775862,-0.1037382693,0.02885051069,-0.01293428947,-0.01791722478,0.004982935309,0.5935740603,-5.398398546
train,20260604_151619,C0_neutral,v001,ok,53,0.2576802,post_stall,3.659820778,8.20400148,20.36698478,0.7537271033,0.01699058227,1,25.21481389,1.508728693,-0.1609061105,-0.0527076186,-0.1081984919,-1.256387187,-0.9202985974,-0.3360885893,1.121840779,0.8444200714,0.2774207074,0.588109519,0.3697057539,0.2184037651,-0.07695372551,-0.1018053369,0.02485161139,-0.01313156921,-0.01737230808,0.004240738869,0.5578283207,-5.527996193
train,20260604_151619,C0_neutral,v001,ok,54,0.2637924,post_stall,3.608226742,7.974321386,20.94225822,0.6942074952,0.01587264949,1,25.51785581,1.511203589,-0.1256605991,-0.05073769675,-0.07492290236,-1.296694568,-0.9430716354,-0.3536229324,1.166121883,0.8626383512,0.3034835317,0.5808331451,0.3844652109,0.1963679342,-0.0922209627,-0.09684791088,0.004626948178,-0.01529623804,-0.0160636872,0.0007674491639,0.5173548838,-6.460283768
train,20260604_151619,C0_neutral,v001,ok,55,0.2697538,post_stall,3.584820401,7.871199101,21.12864154,0.6467945206,0.01488513844,1,25.62825726,1.512474894,-0.097820725,-0.05005865459,-0.04776207041,-1.312220543,-0.951931031,-0.3602895124,1.188743731,0.8698917016,0.3188520293,0.564251709,0.3898294296,0.1744222794,-0.09941490217,-0.09139287197,-0.0080220302,-0.01627622311,-0.01496285509,-0.001313368021,0.4920986348,-6.897039658
train,20260604_151619,C0_neutral,v001,ok,56,0.2758036,post_stall,3.561500524,7.769125162,21.41829839,0.623990414,0.01445435956,1,25.76883417,1.513609905,-0.04666629417,-0.0491025538,0.00243625963,-1.314102953,-0.9632096453,-0.3508933073,1.20630868,0.8787586723,0.3275500074,0.5233198664,0.3974507233,0.1258691431,-0.09120585186,-0.08948195097,-0.001723900889,-0.01473859446,-0.0144600172,-0.0002785772576,0.4520071245,-6.291599851
train,20260604_151619,C0_neutral,v001,ok,57,0.2818588,post_stall,3.544830879,7.696568399,21.88396658,0.6408696958,0.01491516851,1,25.9712955,1.514562778,-0.04052257022,-0.04772736272,0.007204792496,-1.33615619,-0.9820658499,-0.3540903396,1.224769665,0.8935094366,0.3312602285,0.5356255304,0.4103317211,0.1252938093,-0.095318666,-0.09220874122,-0.003109924778,-0.01525936059,-0.01476149941,-0.0004978611809,0.4444526684,-6.534342481
