audit_scope,decision_count,memory_policy_decision_count,memory_switch_available_count,accepted_memory_switch_count,rejected_memory_switch_count,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,opportunity_ratio_ge_1_count,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_reachable_flow_attraction_m,reachable_flow_attraction_positive_count,mean_flow_map_information_gain,flow_map_information_gain_positive_count,mean_information_gain_score_component,information_gain_score_component_positive_count,mean_route_memory_score_component,route_memory_score_component_positive_count,mean_route_flow_exploitation_m,mean_route_flow_information_gain,mean_route_flow_confidence,mean_memory_cost_benefit_total_benefit,mean_memory_cost_benefit_total_cost,mean_memory_cost_benefit_net_value,memory_cost_benefit_positive_count,mean_adaptive_score_margin,memory_policy_version,audit_status
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:super_light_cluster",20,20,0,0,0,0.0,0.0,0.0,0.0,0,0.03313005382565237,0.8659471383991241,5.059890134863878e-10,4,0.5746746109085338,20,0.04923065324982321,20,0.04950819991603482,20,-8.296196448376304e-05,0.21991317482103728,0.000625696845450415,0.04950819991603482,0.0,0.04950819991603482,20,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:balanced_cluster",20,20,1,1,0,0.00054655083152755,0.010931016630551,6.353924041647e-05,0.43008920782272264,1,0.03233889998212131,0.8587485410074749,3.833189468256065e-07,2,0.5682616200230198,20,0.047771478469717174,20,0.047929948829731416,20,1.5585309064794629e-06,0.21946410487748197,6.1860116325899995e-06,0.047993488070147895,6.353924041647e-05,0.047929948829731416,20,0.00048301159111108,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:heavy_cluster",20,20,0,0,0,0.0,0.0,0.0,0.0,0,0.03220748750744957,0.8318776880585205,0.0,0,0.568599852832968,20,0.04815786612870418,20,0.04838358023981092,20,8.611063632234999e-06,0.274454301896472,5.815246682606e-05,0.04838358023981092,0.0,0.04838358023981092,20,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:light_cluster",20,20,1,1,0,0.000546384319889105,0.0109276863977821,6.353924041647e-05,0.42995817726793917,1,0.03192511826953368,0.8655552931440674,3.58057463193358e-07,4,0.5748921728057995,20,0.048580858157624765,20,0.04879607692734092,20,6.462869687616243e-06,0.21387709114611497,2.830847236820145e-05,0.0488596161677574,6.353924041647e-05,0.04879607692734092,20,0.00048284507947263494,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:no_cluster_no_merge",20,20,0,0,0,0.0,0.0,0.0,0.0,0,0.03263347908931671,0.8659557974654918,5.139640269670503e-07,4,0.577111729378016,20,0.048140658427644624,20,0.048380968925469794,20,3.970952623942187e-07,0.18794900412012963,2.410368502843404e-06,0.048380968925469794,0.0,0.048380968925469794,20,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:super_light_cluster",20,20,0,0,0,0.0,0.0,0.0,0.0,0,0.030996380210571096,0.8666302756340677,3.3028175781027726e-07,3,0.5755144664662437,20,0.04928832837480658,20,0.04956663247190927,20,2.6166613836236484e-06,0.22041772599946566,1.6920381382961193e-05,0.04956663247190927,0.0,0.04956663247190927,20,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:balanced_cluster",20,20,1,1,0,0.000215344063810265,0.0043068812762053,6.353924041647e-05,0.1694575371052447,1,0.05405722230151018,0.847522286173794,8.854784881794387e-07,7,0.5607694187097774,20,0.048095840536401195,20,0.048158901561339035,20,-0.0003391487075043551,0.23206109321065957,0.005414565083438655,0.04822244080175551,6.353924041647e-05,0.048158901561339035,20,0.000151804823393795,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:heavy_cluster",20,20,2,2,0,0.000386985453194,0.0044788217803002,0.00012855526239946997,0.2991518970279114,2,0.046994441996960394,0.8230543431834194,8.910443186168736e-07,9,0.5629392893909747,20,0.04893482671942324,20,0.04892796988539545,20,-0.00020476364229085115,0.2923272644329345,0.0025714235910309835,0.04905652514779493,0.00012855526239946997,0.04892796988539545,20,0.000258430190794525,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:light_cluster",20,20,1,1,0,0.000200413036012885,0.0040082607202577,6.353924041647e-05,0.1577080829887695,1,0.04078125115770006,0.8585425334393598,1.5906533590326567e-06,7,0.5692569703064311,20,0.048472004523726506,20,0.048787538427193786,20,2.3963622028665135e-05,0.21798101790938218,0.0004374391659221857,0.04885107766761025,6.353924041647e-05,0.048787538427193786,20,0.000136873795596415,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:no_cluster_no_merge",20,20,3,3,0,0.000748071943022605,0.0069311366509831,0.00025762217472638006,0.5525804341433664,3,0.039502385649336745,0.8606260827156094,1.2823367563980529e-06,8,0.5699493666178139,20,0.04876012614568772,20,0.04885778256320801,20,5.378267459413913e-05,0.22316571250675557,0.0008914348616475851,0.049115404737934396,0.00025762217472638006,0.04885778256320801,20,0.0004904497682962099,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:super_light_cluster",20,20,2,2,0,0.00091488377790056,0.0141267557080038,0.000159117094117115,0.5336171577076476,2,0.038449187016730786,0.8605192509645969,2.796773669979762e-06,8,0.569424749321948,20,0.04847616177897567,20,0.04861906501946878,20,-1.2622033977065543e-05,0.215362072403245,0.0005583612909792772,0.0487781821135859,0.000159117094117115,0.04861906501946878,20,0.00075576668378344,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
