frame_number,t_read_host_s,vicon_latency_s,t_capture_host_s,subject_name,segment_name,x_m,y_m,z_m,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad,is_occluded,t_elapsed_s,phase_name,phase_type
28064,0.0428021,0.0134649999999965,0.0293371000000035,Nausicaa,Nausicaa,-0.0611438244287001,-0.127653394793432,1.22837958305191,0.00131320086070131,-0.00805707992517458,0.00672283251434926,0.99994407968124,0.00273494535095904,-0.0160962969405099,0.0134682260977826,0,-0.0124644999999965,unlabeled,unlabeled
28074,0.0915384,0.0121945000000778,0.0793438999999222,Nausicaa,Nausicaa,-0.0611336934473423,-0.127654745309559,1.22838091356457,0.00127580912256598,-0.00805412166077255,0.00675246735948015,0.999943952239282,0.00266059318342405,-0.016090805118486,0.0135268924153612,0,0.0375422999999222,static_reference,static_reference
28077,0.1065532,0.0125320000001921,0.0940211999998079,Nausicaa,Nausicaa,-0.0611353546671951,-0.127672969697806,1.2283550423027,0.0012957750265021,-0.00796999087789328,0.00669022419870807,0.999945019044876,0.00269839493985887,-0.0159224400880044,0.0134024674306441,0,0.0522195999998079,static_reference,static_reference
28080,0.122086,0.0123852000001534,0.109700799999847,Nausicaa,Nausicaa,-0.0611537791671758,-0.127703318922659,1.22835504081095,0.0013284746408209,-0.00797927002024404,0.00666764427137088,0.999945052952883,0.00276356378355585,-0.0159406226591399,0.0133578506168324,0,0.0678991999998466,static_reference,static_reference
28083,0.1374398,0.012903599999845,0.124536200000155,Nausicaa,Nausicaa,-0.0611501097985827,-0.127686577634502,1.22838589566569,0.00137519724199572,-0.00795684897158022,0.00670026725359704,0.99994495038763,0.00285723392899642,-0.015895062836318,0.0134237801316387,0,0.082734600000155,static_reference,static_reference
28086,0.1535014,0.012796100000287,0.140705299999713,Nausicaa,Nausicaa,-0.0611370907278544,-0.127660840798002,1.22838729918694,0.00134598578199234,-0.00806209915782149,0.00672571383323643,0.999943976257109,0.0028006343878116,-0.0161058858482322,0.0134745323044643,0,0.098903699999713,static_reference,static_reference
28090,0.1684408,0.0126837000002524,0.155757099999748,Nausicaa,Nausicaa,-0.0611421800748209,-0.127699670248735,1.22835387614145,0.0012549864881016,-0.0079799342641939,0.00671494171590434,0.999944826085823,0.00261733968778643,-0.0159428090014988,0.0134512868980576,0,0.113955499999748,static_reference,static_reference
28092,0.1835878,0.0127999000001182,0.170787899999882,Nausicaa,Nausicaa,-0.0611595156004918,-0.127691260134873,1.22835617364877,0.00137648365681023,-0.00795017457667364,0.00670237282683674,0.999944987594534,0.00285975047892943,-0.0158816906499275,0.0134279917010793,0,0.128986299999882,static_reference,static_reference
28096,0.1991816,0.0131235999997443,0.186058000000256,Nausicaa,Nausicaa,-0.0611380785927991,-0.127698033885328,1.22841130108881,0.00125263688335166,-0.00806598232823636,0.00674508923778467,0.999943935728945,0.00261428727212415,-0.0161148593999197,0.0135117951258558,0,0.144256400000256,static_reference,static_reference
28099,0.2150747,0.0132896000004621,0.201785099999538,Nausicaa,Nausicaa,-0.0611437464952865,-0.127685702477581,1.22835688714276,0.0012267403839957,-0.00800347003805069,0.0066854309238564,0.999944870774756,0.00256068896518786,-0.0159903364714692,0.0133918733690101,0,0.159983499999538,static_reference,static_reference
28102,0.2306596,0.0136769000000641,0.216982699999936,Nausicaa,Nausicaa,-0.0611475485883336,-0.127703141151591,1.22836772857377,0.00130643019745259,-0.00797985697679576,0.00672432436502674,0.999944697763133,0.00272038322526345,-0.0159419368778386,0.0134708743444219,0,0.175181099999936,static_reference,static_reference
28105,0.2460223,0.0137448000000404,0.23227749999996,Nausicaa,Nausicaa,-0.0611438817034813,-0.12764192198514,1.22837965474639,0.00134695834365006,-0.00805144023585469,0.00673209163230973,0.999944017910804,0.00280253812900707,-0.0160845368405132,0.0134872728921958,0,0.19047589999996,static_reference,static_reference
28108,0.2610774,0.0133842000000186,0.247693199999981,Nausicaa,Nausicaa,-0.0611331198656283,-0.127649973192805,1.22840274982181,0.00143823603308659,-0.00805608217522189,0.00672509898111183,0.999943900456817,0.00298505754496561,-0.0160926104865837,0.0134747689757568,0,0.205891599999981,static_reference,static_reference
28111,0.2761378,0.0133046000000832,0.262833199999917,Nausicaa,Nausicaa,-0.0611421113124566,-0.127711570736951,1.22834539713911,0.00123532710228974,-0.00795885733263516,0.00668197147032973,0.999945239407728,0.00257720928439733,-0.0159010042258557,0.0133849664273441,0,0.221031599999917,static_reference,static_reference
