primitive_variant_id,primitive_id,entry_role,transition_entry_class,controller_id,candidate_index,candidate_weight_label,local_lqr_speed_bin_id,local_lqr_reference_speed_m_s,K_gain_checksum,augmented_A_checksum,augmented_B_checksum,augmented_gain_checksum,Q_weight_json,R_weight_json,reference_state_vector,reference_command_vector,finite_horizon_s,controller_input_slots_per_primitive,controller_input_update_period_s,primitive_timing_contract_version,timing_augmentation_type,transition_object_id,w3_variant_status,eligible_for_post_w3_library_size_study,compatible_row_count,incompatible_row_count,continuation_valid_count,episode_terminal_useful_count,hard_failure_count,blocked_count,positive_continuation_count,transition_chain_compatible_count,transition_chain_compatible_rate,transition_success_probability,transition_exit_classes_seen,transition_pairs_seen,accepted_count,continuation_valid_rate,episode_terminal_useful_rate,hard_failure_rate,minimum_wall_margin_min_m,floor_margin_min_m,ceiling_margin_min_m,energy_residual_mean_m,lift_dwell_mean_s,saturation_fraction_mean,w3_environment_modes_seen,w3_environment_mode_count,both_w3_modes_positive,status_reason
primvar_mild_turn_right_transition_object_dcd163922a44,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_3bc4e9b47e99,28,mild_turn_right_robust_lhs_logqr_refbias_028,speed_bin_4p5_m_s,4.5,6e48d07a459d74f8b3122bcd5bbbc406dbd06f646b18952bb9adfe0268f1ae72,4ad3ab5e902cad25034db9a655f3937276a05148421391a3e0edd469161fdaa1,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,533e374987602f7af56bfe7c7a87f11710ba986a1a837dd96025568fbe3eb088,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":3.489152924299332,""q_rates"":0.9516325638961718,""q_surfaces"":0.6116774992096606,""q_velocity"":0.36262898449266684,""reference_bank_bias_rad"":-0.05666666666666667,""reference_pitch_bias_rad"":0.02833333333333333,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":4.709692032133453,""r_elevator"":0.24274074759930492,""r_rudder"":0.8058421877614819}","[0.0,0.0,0.0,0.14333333333333334,0.07578675672085555,0.0,4.4580024038084805,0.0,0.6133633243337958,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_mild_turn_right_transition_object_dcd163922a44__entry_boundary_near,route_usable,True,40,0,18,19,3,0,19,19,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,2,0.45,0.475,0.075,-0.0721163257321473,0.504290135710238,0.7971669948028199,-0.032603974706475206,0.019999999999999997,0.52,w3_randomised_four;w3_randomised_single,2,True,boundary_near_route_usable_low_hard_failure
primvar_mild_turn_right_transition_object_e9cc562787bc,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_fe03b8f88ff9,28,mild_turn_right_robust_lhs_logqr_refbias_028,speed_bin_7p5_m_s,7.499999999999999,e46fcbd8b92b465b4b47f426d997b87f759a4fcca4be735bad2948fbf001b1c0,4f5d934bc3d60a8e43ce0972e21274db050873d01b035e2087f8e340a1eb6746,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,3af3c410a3e19c020a1f019bacbcea306e50b697502fbdfd0e61413bbc70bf8f,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":3.489152924299332,""q_rates"":0.9516325638961718,""q_surfaces"":0.6116774992096606,""q_velocity"":0.36262898449266684,""reference_bank_bias_rad"":-0.05666666666666667,""reference_pitch_bias_rad"":0.02833333333333333,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":4.709692032133453,""r_elevator"":0.24274074759930492,""r_rudder"":0.8058421877614819}","[0.0,0.0,0.0,0.14333333333333334,-0.02027311919254768,0.0,7.488799706034377,0.0,0.40973035389072937,0.0,0.0,0.0,0.0,-0.008985397011923286,0.0]","[0.0,-0.008985397011923286,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_mild_turn_right_transition_object_e9cc562787bc__entry_boundary_near,route_usable,True,40,0,18,18,4,0,18,18,0.45,0.45,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,2,0.45,0.45,0.1,-0.0721566732913414,0.505186822989707,0.7971669948028199,-0.032300032312914895,0.025,0.35500000000000004,w3_randomised_four;w3_randomised_single,2,True,boundary_near_route_usable_low_hard_failure
primvar_mild_turn_right_transition_object_07a6685bd919,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_2b0d252f14ea,29,mild_turn_right_robust_lhs_logqr_refbias_029,speed_bin_7p0_m_s,7.0,7682367b549afbdf28bfe2853c10c9b1f3b223d169aaecc1f36889b54aefc712,4960290c4b345812154abcd290cb6390b92798e13de9f1681834a40c6dd42943,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,713f3082dc80639794761dfd7db136590a754f9ef088f0392061f57832db9a28,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":5.373039141606587,""q_rates"":7.136237490779375,""q_surfaces"":0.08156850547681471,""q_velocity"":0.23548460160667262,""reference_bank_bias_rad"":0.023333333333333345,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.7198576774733965,""r_elevator"":0.767613643345853,""r_rudder"":0.29427271762092816}","[0.0,0.0,0.0,0.22333333333333336,-0.00810246358724731,0.0,6.986238655337723,0.0,0.4387134037899517,0.0,0.0,0.0,0.0,-0.010271096863337612,0.0]","[0.0,-0.010271096863337612,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_mild_turn_right_transition_object_07a6685bd919__entry_boundary_near,route_usable,True,40,0,18,18,4,0,18,18,0.45,0.45,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,1,0.45,0.45,0.1,-0.072019491663827,0.5053862330562576,0.7971669948028199,-0.03208127920363378,0.030500000000000006,0.5349999999999999,w3_randomised_four;w3_randomised_single,2,True,boundary_near_route_usable_low_hard_failure
primvar_mild_turn_right_transition_object_17aaf9904650,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_26fd38795a24,29,mild_turn_right_robust_lhs_logqr_refbias_029,speed_bin_7p5_m_s,7.499999999999999,7caed065f294dee0d8a634c3af32830c8ecdfc183b1ef5ab4d924ac41f9f3320,4f5d934bc3d60a8e43ce0972e21274db050873d01b035e2087f8e340a1eb6746,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,3b3f90bf0f86508a5d4981677445cf63eac28963b9e5a8d7a3337a98979152f3,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":5.373039141606587,""q_rates"":7.136237490779375,""q_surfaces"":0.08156850547681471,""q_velocity"":0.23548460160667262,""reference_bank_bias_rad"":0.023333333333333345,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.7198576774733965,""r_elevator"":0.767613643345853,""r_rudder"":0.29427271762092816}","[0.0,0.0,0.0,0.22333333333333336,-0.023606452525881005,0.0,7.488799706034377,0.0,0.40973035389072937,0.0,0.0,0.0,0.0,-0.008985397011923286,0.0]","[0.0,-0.008985397011923286,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_mild_turn_right_transition_object_17aaf9904650__entry_boundary_near,route_usable,True,40,0,18,19,3,0,19,19,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,1,0.45,0.475,0.075,-0.0721181122000667,0.5049825872784256,0.7971669948028199,-0.031832042744406916,0.0235,0.61,w3_randomised_four;w3_randomised_single,2,True,boundary_near_route_usable_low_hard_failure
primvar_mild_turn_right_transition_object_2828d7c5668f,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_ca7f597687d6,29,mild_turn_right_robust_lhs_logqr_refbias_029,speed_bin_3p0_m_s,3.0,fc041c40873df1ac7b693c2df23a9fa302da79a4dd7dc0ed69ccbb40c68c8833,1d1fcb4bc0a3d44eb46fb20c2ff74df8038da7f13c084e0025398358a3b0e8e7,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,abbdba4ec9d16ff8e9d4556d1e9076d8007560139a8a895cd572b7c152326e9b,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":5.373039141606587,""q_rates"":7.136237490779375,""q_surfaces"":0.08156850547681471,""q_velocity"":0.23548460160667262,""reference_bank_bias_rad"":0.023333333333333345,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.7198576774733965,""r_elevator"":0.767613643345853,""r_rudder"":0.29427271762092816}","[0.0,0.0,0.0,0.22333333333333336,0.07245342338752223,0.0,2.9720016025389873,0.0,0.40890888288919713,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_mild_turn_right_transition_object_2828d7c5668f__entry_boundary_near,route_usable,True,40,0,18,18,4,0,18,18,0.45,0.45,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,2,0.45,0.45,0.1,-0.0721333911493493,0.504960526036926,0.7971669948028199,-0.03162497255675771,0.026500000000000003,0.86,w3_randomised_four;w3_randomised_single,2,True,boundary_near_route_usable_low_hard_failure
primvar_mild_turn_right_transition_object_385bcea893e6,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_83ac285c0dba,29,mild_turn_right_robust_lhs_logqr_refbias_029,speed_bin_6p5_m_s,6.5,1e0890302211590b28b3a73cc68ba8990a1d677efa8ea4b8c2c1518bde0e0435,7763002034843e2314c6c07973b672a307171b5d67b1fbca1d674b1f61398794,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,7b8a7f220c5c017e0b90a362fca90c180f439be91bca4bcfedfc773422c0434b,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":5.373039141606587,""q_rates"":7.136237490779375,""q_surfaces"":0.08156850547681471,""q_velocity"":0.23548460160667262,""reference_bank_bias_rad"":0.023333333333333345,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.7198576774733965,""r_elevator"":0.767613643345853,""r_rudder"":0.29427271762092816}","[0.0,0.0,0.0,0.22333333333333336,0.007837134936277221,0.0,6.482818095890479,0.0,0.4723023772912313,0.0,0.0,0.0,0.0,-0.011856491499609824,0.0]","[0.0,-0.011856491499609824,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_mild_turn_right_transition_object_385bcea893e6__entry_boundary_near,route_usable,True,40,0,18,19,3,0,19,19,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,1,0.45,0.475,0.075,-0.0720826972804156,0.504358625560076,0.7971669948028199,-0.031868055077108014,0.027000000000000003,0.65,w3_randomised_four;w3_randomised_single,2,True,boundary_near_route_usable_low_hard_failure
primvar_mild_turn_right_transition_object_6eaf9728d56f,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_4ca087339424,29,mild_turn_right_robust_lhs_logqr_refbias_029,speed_bin_8p0_m_s,8.0,5b909a04ad8b9bc4a026e2799011b8acded4b3908fe190d86a8bacc2d6d797de,a07a3f5eab717036e5a1f18b1f433cf3acba38596179990bedb7a3a288dc8899,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,5ddf1f6fd87f977a51f7418d4299fe3e0b6b928b822d1a83a18bb947999357d0,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":5.373039141606587,""q_rates"":7.136237490779375,""q_surfaces"":0.08156850547681471,""q_velocity"":0.23548460160667262,""reference_bank_bias_rad"":0.023333333333333345,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.7198576774733965,""r_elevator"":0.767613643345853,""r_rudder"":0.29427271762092816}","[0.0,0.0,0.0,0.22333333333333336,-0.03896388045251644,0.0,7.990758646972372,0.0,0.3844167606078879,0.0,0.0,0.0,0.0,-0.007922324452238772,0.0]","[0.0,-0.007922324452238772,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_mild_turn_right_transition_object_6eaf9728d56f__entry_boundary_near,route_usable,True,40,0,18,18,4,0,18,18,0.45,0.45,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,1,0.45,0.45,0.1,-0.0720915179632806,0.5030829033055465,0.7971669948028199,-0.031569341734847677,0.024,0.5599999999999999,w3_randomised_four;w3_randomised_single,2,True,boundary_near_route_usable_low_hard_failure
primvar_mild_turn_right_transition_object_80a6c851d5fb,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_fccb397eca9d,29,mild_turn_right_robust_lhs_logqr_refbias_029,speed_bin_5p5_m_s,5.5,99360345e10f195055d2c0b47c65e81345f39306c23a68d0241cea5f08fcbf22,ddf6fd76f0fb11df88c353b8f32edee2fba2359ad84e4c295b6ac036772b5afc,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,284a6e5f5ea56ffe0954b8993bdb59a6e6312c490ff83e914d85ada654330578,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":5.373039141606587,""q_rates"":7.136237490779375,""q_surfaces"":0.08156850547681471,""q_velocity"":0.23548460160667262,""reference_bank_bias_rad"":0.023333333333333345,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.7198576774733965,""r_elevator"":0.767613643345853,""r_rudder"":0.29427271762092816}","[0.0,0.0,0.0,0.22333333333333336,0.04287092631961541,0.0,5.4714374007798,0.0,0.5597970787240485,0.0,0.0,0.0,0.0,-0.016697164375168067,0.0]","[0.0,-0.016697164375168067,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_mild_turn_right_transition_object_80a6c851d5fb__entry_boundary_near,route_usable,True,40,0,18,19,3,0,19,19,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,2,0.45,0.475,0.075,-0.0720189601925938,0.5051949437118336,0.7971669948028199,-0.03247820124798474,0.0225,0.675,w3_randomised_four;w3_randomised_single,2,True,boundary_near_route_usable_low_hard_failure
primvar_mild_turn_right_transition_object_8f766700dac5,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_914f56636729,29,mild_turn_right_robust_lhs_logqr_refbias_029,speed_bin_6p0_m_s,6.0,e1011c6e513cb3837bff0294265fa856f38356e9a4a45755225911ebb47c205a,b148f66e4f45ae527c4d5dcdc76ca8c8d29f7cdb9bd3a8ee6e8492396dd0b15b,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,6d1327cbbe8a006853e7937e8b7ac36d22926e101377b7f8ccfc2a691f596ded,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":5.373039141606587,""q_rates"":7.136237490779375,""q_surfaces"":0.08156850547681471,""q_velocity"":0.23548460160667262,""reference_bank_bias_rad"":0.023333333333333345,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.7198576774733965,""r_elevator"":0.767613643345853,""r_rudder"":0.29427271762092816}","[0.0,0.0,0.0,0.22333333333333336,0.024625863793257853,0.0,5.9781252864518635,0.0,0.5118769964403785,0.0,0.0,0.0,0.0,-0.013881220204409472,0.0]","[0.0,-0.013881220204409472,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_mild_turn_right_transition_object_8f766700dac5__entry_boundary_near,route_usable,True,40,0,18,18,4,0,18,18,0.45,0.45,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,2,0.45,0.45,0.1,-0.0720125753878626,0.5047432993339964,0.7971669948028199,-0.0333534812428514,0.019000000000000003,0.655,w3_randomised_four;w3_randomised_single,2,True,boundary_near_route_usable_low_hard_failure
primvar_mild_turn_right_transition_object_a783ec5bd958,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_b6982ffb082f,29,mild_turn_right_robust_lhs_logqr_refbias_029,speed_bin_4p0_m_s,4.0,2dc23dfde685e4e86b543c66f7cd5f4c361489f2fd843c225c4ef0cbc222ee47,54927bcefebfb3a189c1207a244274e701e97e6071e85e03dc6da4071a460bfc,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,0223d06ee770617f4d792c5b9d8dfac68f06e22ab4ee81d8309c507d826ee153,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":5.373039141606587,""q_rates"":7.136237490779375,""q_surfaces"":0.08156850547681471,""q_velocity"":0.23548460160667262,""reference_bank_bias_rad"":0.023333333333333345,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.7198576774733965,""r_elevator"":0.767613643345853,""r_rudder"":0.29427271762092816}","[0.0,0.0,0.0,0.22333333333333336,0.07245342338752223,0.0,3.9626688033853164,0.0,0.5452118438522628,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_mild_turn_right_transition_object_a783ec5bd958__entry_boundary_near,route_usable,True,40,0,18,19,3,0,19,19,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,2,0.45,0.475,0.075,-0.0722978924737587,0.5054696248174285,0.7971669948028199,-0.031654278964079824,0.028500000000000004,0.775,w3_randomised_four;w3_randomised_single,2,True,boundary_near_route_usable_low_hard_failure
primvar_mild_turn_right_transition_object_c299847c9a92,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_1f8e9957d87d,29,mild_turn_right_robust_lhs_logqr_refbias_029,speed_bin_5p0_m_s,5.0,f41ad272ce3d9f232a80220960b3ef4ff52e4b44abce874f992d78a1ca7c7539,46f7e19c62c0c6d4eb88fcf9b345043db8a00901e32d949735a0a37072ae2af0,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,06b9a3fa38c06b8405e3b41313573bb2e324509b1b3d700f89966027ec32d9a2,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":5.373039141606587,""q_rates"":7.136237490779375,""q_surfaces"":0.08156850547681471,""q_velocity"":0.23548460160667262,""reference_bank_bias_rad"":0.023333333333333345,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.7198576774733965,""r_elevator"":0.767613643345853,""r_rudder"":0.29427271762092816}","[0.0,0.0,0.0,0.22333333333333336,0.0634430349124078,0.0,4.961198229091909,0.0,0.6217009985960275,0.0,0.0,0.0,0.0,-0.021914755184844342,0.0]","[0.0,-0.021914755184844342,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_mild_turn_right_transition_object_c299847c9a92__entry_boundary_near,route_usable,True,40,0,18,18,4,0,18,18,0.45,0.45,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,1,0.45,0.45,0.1,-0.0720706116123874,0.5056667151093962,0.7971669948028199,-0.03131358658814428,0.027500000000000004,0.6900000000000001,w3_randomised_four;w3_randomised_single,2,True,boundary_near_route_usable_low_hard_failure
primvar_mild_turn_right_transition_object_d1bead4c5ba8,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_18d0c44abf53,29,mild_turn_right_robust_lhs_logqr_refbias_029,speed_bin_4p5_m_s,4.5,0a38aa56592a2a369e8162dd825b61f4b0b3823eecbb8f13280a8e59722d5bab,4ad3ab5e902cad25034db9a655f3937276a05148421391a3e0edd469161fdaa1,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,679215590da97c56731df6cf74fca4afaaf8dc59085c3984f8e693788e94a7d4,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":5.373039141606587,""q_rates"":7.136237490779375,""q_surfaces"":0.08156850547681471,""q_velocity"":0.23548460160667262,""reference_bank_bias_rad"":0.023333333333333345,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.7198576774733965,""r_elevator"":0.767613643345853,""r_rudder"":0.29427271762092816}","[0.0,0.0,0.0,0.22333333333333336,0.07245342338752223,0.0,4.4580024038084805,0.0,0.6133633243337958,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_mild_turn_right_transition_object_d1bead4c5ba8__entry_boundary_near,route_usable,True,40,0,18,20,2,0,20,20,0.5,0.5,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,2,0.45,0.5,0.05,-0.0720763420929921,0.5045426690379263,0.7971669948028199,-0.032284276605353615,0.0245,0.725,w3_randomised_four;w3_randomised_single,2,True,boundary_near_route_usable_low_hard_failure
