chunk_index,status,row_start,row_stop,row_count,partition_path,manifest_path,byte_count,checksum_sha256,duration_s
0,complete,0,1000,1000,w3_survival_rows/c00000.csv.gz,chunk_manifests/w3_survival_rows/c00000.json,2485670,034d45225f55ac9f07a6e827fd491ee0361f2709d89d62763270f5ca33d2b08a,77.56735491752625
1,complete,1000,2000,1000,w3_survival_rows/c00001.csv.gz,chunk_manifests/w3_survival_rows/c00001.json,2531265,0ea5a53cf11b07fcd58625862b1d2f4914c797bdfd06a5cd06bfa137dcaa1174,83.03557181358337
2,complete,2000,3000,1000,w3_survival_rows/c00002.csv.gz,chunk_manifests/w3_survival_rows/c00002.json,2618184,62df6754cf17b38a08783c82fd7dce769ad51d1682431c306634247f62f9e3b2,83.2168493270874
3,complete,3000,4000,1000,w3_survival_rows/c00003.csv.gz,chunk_manifests/w3_survival_rows/c00003.json,2499431,bcab585a1492a02836546f67d6671df321e90fcbaa7bafdaf133d9fc45208b7d,96.99968814849854
4,complete,4000,5000,1000,w3_survival_rows/c00004.csv.gz,chunk_manifests/w3_survival_rows/c00004.json,2540475,20ff7902d284b76baa61f4ee93077147d55d520d181d7532796f5ef715bd5552,112.64699363708496
5,complete,5000,6000,1000,w3_survival_rows/c00005.csv.gz,chunk_manifests/w3_survival_rows/c00005.json,2636281,bed450741fcf0a3ad1902a02d1491553c852f166447f5cd0f4d5f7aef4402c53,147.53875517845154
6,complete,6000,7000,1000,w3_survival_rows/c00006.csv.gz,chunk_manifests/w3_survival_rows/c00006.json,2506660,4e1f0b4ccfa57980130e83df40aebbc982a55069bf19a91d3aaf626f8efbec5e,109.23195910453796
7,complete,7000,8000,1000,w3_survival_rows/c00007.csv.gz,chunk_manifests/w3_survival_rows/c00007.json,2504646,680227ad75905e3d58cdd5b6b2096be28ba02c6c293c4dd90e86d091c52d95c4,87.22094392776489
8,complete,8000,9000,1000,w3_survival_rows/c00008.csv.gz,chunk_manifests/w3_survival_rows/c00008.json,2592429,5f61b44e35e50e8f071dd563ae16801dbacb26713b3cb5bba288a966c1773210,155.73680806159973
9,complete,9000,10000,1000,w3_survival_rows/c00009.csv.gz,chunk_manifests/w3_survival_rows/c00009.json,2562219,c505d2273198dba9c6bec7874720f228749612f83e5d09653b7f8d78f4c56a64,126.07321214675903
10,complete,10000,11000,1000,w3_survival_rows/c00010.csv.gz,chunk_manifests/w3_survival_rows/c00010.json,2534913,7763dd2066c3b0f911c91b44434bda0cc2cb84ad026e2d5ae6499b578420d2bb,89.15382647514343
11,complete,11000,12000,1000,w3_survival_rows/c00011.csv.gz,chunk_manifests/w3_survival_rows/c00011.json,2587311,f202f579546ac1a6d2173c11d97bbd041baeb65390b282d52f4273ff902bd23e,199.4553780555725
