event_id,surface_index,surface_name,command_level_norm,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count,settled_deflection_deg,lookup_deflection_deg,lookup_error_deg,linear_fitted_deflection_deg,linear_fit_error_deg,valid,rejection_reason
1,1,Aileron_L,0,positive_first,positive,outbound,1,11,-2.04643190567996,-2.22044604925031e-16,-2.04643190567996,0,-2.04643190567996,1,
2,1,Aileron_L,0.2,positive_first,positive,outbound,2,11,3.98683729332357,4.41520365078203,-0.428366357458458,0,3.98683729332357,1,
3,1,Aileron_L,0.4,positive_first,positive,outbound,3,11,10.1634843417895,8.91971353597741,1.24377080581205,0,10.1634843417895,1,
4,1,Aileron_L,0.6,positive_first,positive,outbound,4,11,14.0792193270605,13.6789517274117,0.400267599648798,7.69260871440932,6.38661061265121,1,
5,1,Aileron_L,0.8,positive_first,positive,outbound,5,11,19.7426223553095,20.0184444319356,-0.275822076626085,15.3852174288186,4.35740492649083,1,
6,1,Aileron_L,1,positive_first,positive,outbound,6,11,20.6154729634105,20.6913400111144,-0.0758670477039338,22.0207226557822,-1.4052496923717,1,
7,1,Aileron_L,0.8,positive_first,positive,return,7,11,20.2942665085616,20.0184444319356,0.275822076626085,15.3852174288186,4.909049079743,1,
8,1,Aileron_L,0.6,positive_first,positive,return,8,11,13.2786841277629,13.6789517274117,-0.400267599648798,7.69260871440932,5.58607541335361,1,
9,1,Aileron_L,0.4,positive_first,positive,return,9,11,9.09193262937191,8.91971353597741,0.172219093394505,0,9.09193262937191,1,
10,1,Aileron_L,0.2,positive_first,positive,return,10,11,4.84357000824048,4.41520365078203,0.428366357458457,0,4.84357000824048,1,
11,1,Aileron_L,0,positive_first,positive,return,11,11,0.130315836564991,-2.22044604925031e-16,0.130315836564991,0,0.130315836564991,1,
12,1,Aileron_L,-0,positive_first,negative,outbound,1,11,0.152005088883366,-2.22044604925031e-16,0.152005088883367,0,0.152005088883366,1,
