frame_number,t_read_host_s,vicon_latency_s,t_capture_host_s,subject_name,segment_name,x_m,y_m,z_m,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad,is_occluded,t_elapsed_s,phase_name,phase_type
106057,0.0906544,0.0140606999998454,0.0765937000001546,Nausicaa,Nausicaa,-0.0263979592688639,-0.102366048096945,1.22835768773068,-0.000403142538184225,-0.00820021606919131,-0.0255249347498569,0.999640471188781,-0.00122477965667311,-0.016374687085242,-0.0510671635806522,0,-0.0135844999998454,unlabeled,unlabeled
106058,0.0964353,0.0129094999997506,0.0835258000002495,Nausicaa,Nausicaa,-0.0263915961614127,-0.102396150820954,1.22835639384789,-0.000386522870449952,-0.00820760233845584,-0.0255329919639511,0.999640211368717,-0.00119205729380763,-0.0163902943452306,-0.051083027954367,0,-0.00665239999975055,unlabeled,unlabeled
106062,0.1124845,0.0131508999998005,0.0993336000001995,Nausicaa,Nausicaa,-0.026427996045888,-0.102370449272792,1.22832628435069,-0.000414448175508825,-0.00811910351752306,-0.0255246938041381,0.99964113480638,-0.0012432378461971,-0.0162119325277869,-0.0510666978993914,0,0.00915540000019954,static_reference,static_reference
106065,0.1280334,0.0132604999998875,0.114772900000112,Nausicaa,Nausicaa,-0.0263806536075697,-0.102339863612307,1.22837164293271,-0.000387527526249593,-0.00813745550171624,-0.0255836686266771,0.999639488785819,-0.00119130513294121,-0.016249930114477,-0.0511842987205951,0,0.0245947000001124,static_reference,static_reference
106068,0.1438711,0.0140723000004073,0.129798799999593,Nausicaa,Nausicaa,-0.0264158974032908,-0.102351713356243,1.22835531144113,-0.000451443501173099,-0.00825972077941416,-0.0254935775135927,0.999640760832095,-0.00132388271858197,-0.0164912367936857,-0.051005341173981,0,0.0396205999995927,static_reference,static_reference
106071,0.1599228,0.01371539999991,0.14620740000009,Nausicaa,Nausicaa,-0.026384575610068,-0.102350396587188,1.22835573170017,-0.000531753168370316,-0.00817977243898118,-0.025647304622912,0.999637446440955,-0.00148289717888928,-0.0163270629784077,-0.0513140642574518,0,0.05602920000009,static_reference,static_reference
106074,0.1754486,0.0134262999999919,0.162022300000008,Nausicaa,Nausicaa,-0.0264045515933925,-0.102372889778765,1.2283617097573,-0.000352922364057749,-0.00826001475506651,-0.0255295312207331,0.999639880475815,-0.00112749280476174,-0.0164968086829273,-0.0510756563102877,0,0.0718441000000081,static_reference,static_reference
106077,0.1914886,0.0129761999996845,0.178512400000316,Nausicaa,Nausicaa,-0.0264027479974154,-0.102342606632191,1.22829846925936,-0.000530929245092519,-0.00803391540331386,-0.0256098707767794,0.999639589470238,-0.00147316078758352,-0.0160355329486545,-0.0512388146006219,0,0.0883342000003155,static_reference,static_reference
106081,0.2066661,0.0129907000000458,0.193675399999954,Nausicaa,Nausicaa,-0.0264060365788763,-0.10235097974447,1.22832345780094,-0.00047426926546507,-0.00808342801657806,-0.025581376542705,0.999639948398595,-0.00136194519444293,-0.0161374706148304,-0.0511810022730064,0,0.103497199999954,static_reference,static_reference
106083,0.2217011,0.0135338000000047,0.208167299999995,Nausicaa,Nausicaa,-0.0264098568029828,-0.10235521030782,1.22835914848719,-0.000497053139221145,-0.00821150970809155,-0.0255115682614215,0.999640677409305,-0.00141291635532615,-0.0163924911822639,-0.0510419808353393,0,0.117989099999995,static_reference,static_reference
