run_index,objective_weight_w_sink,objective_weight_w_mass,objective_weight_w_trim_effort,objective_weight_w_wing_deflection,objective_weight_w_htail_deflection,objective_weight_w_roll_tau,objective_scale_sink_mps,objective_scale_mass_kg,objective_scale_trim_deg,objective_scale_roll_tau_s,success,candidate_id,feasible_rate,sink_mean,sink_cvar_20,objective,wing_span_m,wing_chord_m,tail_arm_m,htail_span_m,vtail_height_m,sink_rate_mps,mass_total_kg,objective_term_spread_ratio,rank_feasible_rate,rank_sink_cvar_20,rank_wing_span_m,trade_label,is_best,J_sink,J_mass,J_trim,J_wing_deflection,J_htail_deflection,J_roll_tau,J_total,log10_objective_weight_w_sink,log10_objective_weight_w_mass,log10_objective_weight_w_trim_effort,log10_objective_weight_w_wing_deflection,log10_objective_weight_w_htail_deflection,log10_objective_weight_w_roll_tau
1,1.0,0.13669745161300442,0.5891238804208955,0.14639000899133164,0.038396370108546886,4.454483528366944,1.0,0.1,10.0,0.45,True,1,1.0,0.8489278688656183,0.8601883733834079,1.1980751091811637,0.7615699665186544,0.18727633513939432,0.3999999945853014,0.4084028784163257,0.12666964384813514,0.6777696706399496,0.1227105327254513,1541.580750929657,-1.0,0.8601883733834079,0.7615699665186544,robust,False,0.6777696706399496,0.16774217109643375,0.0004396588827612292,0.08979927230118522,0.05077160315445976,0.2115527331063742,1.1980751091811637,0.0,-0.8642395817066926,-0.22979337257071505,-0.8344885625399088,-1.4157098307455414,0.6487973573553889
2,1.0,9.061919909869614,0.018166591034391104,0.09442424840067437,0.19541705100665985,1.931138366967942,1.0,0.1,10.0,0.45,True,1,1.0,1.167115496994854,1.3816325692076878,10.695278316413788,0.6837933699478116,0.09999999776980481,0.3999999946589768,0.22478781809127493,0.09999999867065287,0.86761500621457,0.10054005140185851,93080.9989149614,-1.0,1.3816325692076878,0.6837933699478116,robust,False,0.86761500621457,9.110858935378161,9.78809750817331e-05,0.0640426022721342,0.5142945688583989,0.13836932271544164,10.695278316413788,0.0,0.9572202195232169,-1.7407265605209084,-1.0249164633893844,-0.7090375448392141,0.28581339229715397
3,1.0,0.04193340287957067,0.019168972798023442,67.10977843732265,1.643525161100753,0.9743393025583934,1.0,0.1,10.0,0.45,True,1,1.0,0.8446052585476631,0.8572487924328317,44.10563290288994,0.7615699664985112,0.17599076632462526,0.3999999951571052,0.38685977112737624,0.12279369437128754,0.673541910786955,0.12010507690257051,5505003.771614874,-1.0,0.8572487924328317,0.7615699664985112,robust,False,0.673541910786955,0.05036414577637307,7.452069881140419e-06,41.02367280201561,2.3103408427834937,0.04770574945761798,44.10563290288994,0.0,-1.3774398933356413,-1.7174011589061178,1.8267858049970847,0.2157763571816047,-0.011289778677761021
4,1.0,0.24740211400016884,29.590514627655317,0.07579834580915878,9.156619574847772,76.28118375658613,1.0,0.1,10.0,0.45,True,1,1.0,0.8948383459434242,0.9028427287245873,16.32414572777261,0.7615699665268847,0.22170748481170502,0.3999999949329423,0.5000000049993342,0.22506384874496793,1.2852245207394906,0.1342029222334378,199.89674427035408,-1.0,0.9028427287245873,0.7615699665268847,robust,False,1.2852245207394906,0.3320208666555277,0.29992569113811646,0.05166453337515717,10.327572015940966,4.027738099923354,16.32414572777261,0.0,-0.6065965937340381,1.4711525183207348,-1.1203402721224767,0.9617351711621649,1.8824174239513707
5,1.0,0.2638306073747891,18.678562035786637,0.023970983874114164,0.03383814025109462,0.021657099557682104,1.0,0.1,10.0,0.45,True,1,1.0,0.8439580651408288,0.8665759503605455,1.0402828438666334,0.7615699630257173,0.14524367964114565,0.4000000107106358,0.33004242338012313,0.1115526089673369,0.6684314865711555,0.11320839994131694,1886.446417239759,-1.0,0.8665759503605455,0.7615699630257173,robust,False,0.6684314865711555,0.2986784091644568,0.0003543336722753047,0.014518367065311694,0.05710802689966259,0.0011922204937714262,1.0402828438666334,0.0,-0.5786748227286269,1.271343439133855,-1.6203141402538055,-1.4705935138623873,-1.6643997070107663
6,1.0,16.02742566269002,0.02815746213619474,0.6891588068984531,0.10137130925710466,0.01768046325080327,1.0,0.1,10.0,0.45,True,1,1.0,1.0813257870034807,1.1648374660982308,19.337510251329583,0.5645967832243941,0.1854900228541271,0.39999999482632714,0.31165547123208137,0.09999999951743914,1.078291506409421,0.10901490011515749,59432.56015200894,-1.0,1.1648374660982308,0.5645967832243941,robust,False,1.078291506409421,17.472282077212643,0.0002939850148222505,0.60206422231271,0.18330410772796948,0.0012743526520183196,19.337510251329583,0.0,1.2048637712454657,-1.5504064912172595,-0.16168068953995718,-0.9940849443561461,-1.7525063601016848
7,1.0,0.02104215125818708,3.3254124478103106,8.97617445242751,29.30732305942135,2.2830705056973053,1.0,0.1,10.0,0.45,True,1,1.0,0.8764141433519773,0.8847850941992991,37.6705713541396,0.7615699665082061,0.23493975252464816,0.3999999949882931,0.5000000049967872,0.14187613703674784,0.7015559878038733,0.13406538864415274,3678.9728426484517,-1.0,0.8847850941992991,0.7615699665082061,robust,False,0.7015559878038733,0.028210241863378987,0.008491738617743085,5.590008794880593,31.240875761545908,0.1014288294281043,37.6705713541396,0.0,-1.6769098618662155,0.5218455181201316,0.9530912845304442,1.4669761516484212,0.35851932356315297
8,1.0,5.830558109679524,35.37274159751259,57.462434335820596,38.44122193197017,0.16435759376841616,1.0,0.1,10.0,0.45,True,1,1.0,0.8945956507680807,0.9026477972804614,85.37983044228079,0.761569966498479,0.22115341105095027,0.3999999946541582,0.5000000049755062,0.22478242276819085,0.7165236376208832,0.13410342166302486,5657.382270155623,-1.0,0.9026477972804614,0.761569966498479,robust,False,0.7165236376208832,7.818977927131223,0.06466258713502092,35.79369554100376,40.97872734150536,0.007243407884540587,85.37983044228079,0.0,0.7657101280614271,1.5486687215203916,1.75938402047632,1.5847971841442048,-0.784210225531051
9,1.0,3.499062104387824,1.4365768321281736,0.44426443346175953,0.043954539419128934,0.3440248902331074,1.0,0.1,10.0,0.45,True,1,1.0,0.9757808948272985,1.0481797613453385,4.768231272849396,0.7615699665042912,0.099999997705382,0.39999999451497437,0.2600653486971247,0.09999999851140819,0.7494379446507826,0.10386129267468633,3995.732300575364,-1.0,1.0481797613453385,0.7615699665042912,robust,False,0.7494379446507826,3.6341711331072757,0.0009095131654800735,0.26570821277967654,0.09780281237047755,0.020201656775703385,4.768231272849396,0.0,0.5439516507863003,0.15732885822701406,-0.35235845373994623,-1.3569962663723607,-0.4634101350452102
10,1.0,0.16146600781585346,64.03576583533444,16.011149993477705,0.08411192924442622,1.4412529616002,1.0,0.1,10.0,0.45,True,1,1.0,0.8488510131799213,0.8781014834146863,10.765680388188477,0.761569966513444,0.13795226987234027,0.39999999495088,0.31668514364624206,0.1087165158890231,0.6696105002604452,0.11160607356434159,1175.4639274059841,-1.0,0.8781014834146863,0.761569966513444,robust,False,0.6696105002604452,0.18020587146436695,0.008232068335904725,9.676499376797011,0.14892880735460143,0.08220376397614818,10.765680388188477,0.0,-0.7919188923534559,1.8064226078327823,1.2044225260408044,-1.07514240565721,0.1587402127262094
11,1.0,88.01618808774326,62.3765818947015,0.8302283415310862,1.836692802030053,32.82145030831549,1.0,0.1,10.0,0.45,True,1,0.8,1.4779189141804716,1.6767995724954308,94.27740552058215,0.5443322679757407,0.10429370225730569,0.3999999945006344,0.21470870152586002,0.09999999850074061,1.0767102985307437,0.09626832900165394,279.03123907464254,-0.8,1.6767995724954308,0.5443322679757407,fragile,False,1.0767102985307437,84.73171352302323,0.303663897289855,0.749054987974078,5.092819523766967,2.323443289997292,94.27740552058215,0.0,1.9445625556799242,1.7950215726503376,-0.08080244518001445,0.26403652400327227,1.5161577676671714
12,1.0,0.12694200327351235,0.01006386790887713,0.1798815067642112,0.055979382812861,19.133594207144743,1.0,0.1,10.0,0.45,True,1,1.0,0.8725770693049981,0.8811418066556201,1.8930335242381997,0.7615699663401325,0.22908062259227605,0.39999999512874385,0.48887550106859373,0.14009585478501843,0.6983477895215862,0.13264572962248852,36106.59114871662,-1.0,0.8811418066556201,0.7615699663401325,robust,False,0.6983477895215862,0.1683831464395537,2.3636651130402812e-05,0.11181255626972118,0.06102749686590316,0.853438898490305,1.8930335242381997,0.0,-0.8963946523607476,-1.9972350720997447,-0.7450134832530741,-1.2519718940521782,1.281796559034639
13,1.0,2.74903599965513,0.485660561432181,0.10891149985225367,2.1768729008815333,0.057331210338967195,1.0,0.1,10.0,0.45,True,1,1.0,0.8764141415627187,0.8847850939232705,6.779167033274233,0.7615699665210792,0.2349397524717255,0.39999999492710475,0.5000000049865141,0.14187613593367027,0.7015559875578061,0.13406538861060552,2971.755939833909,-1.0,0.8847850939232705,0.7615699665210792,robust,False,0.7015559875578061,3.6855057959830937,0.0012401778176269335,0.06782580321082217,2.320492243747978,0.002547024956906671,6.779167033274233,0.0,0.4391804271294646,-0.3136671624273255,-0.9629262611193901,0.33783307302033894,-1.2416088895878552
14,1.0,0.44857807391422755,5.112700669023979,25.13734845172522,0.7665074838579709,0.9280640060000213,1.0,0.1,10.0,0.45,True,1,1.0,0.8443102673906321,0.8570926173266712,17.70345521814231,0.761569966529568,0.1750511927742286,0.3999999945077114,0.38508057724356665,0.1224654649638185,0.6732312139436717,0.11988994479818751,8277.177029702643,-1.0,0.8570926173266712,0.761569966529568,robust,False,0.6732312139436717,0.5378000051925401,0.001855927209509464,15.361838067351862,1.0831607404923174,0.0455692639524093,17.70345521814231,0.0,-0.3481619581511328,0.7086503670280164,1.4003194653341717,-0.11548360051951699,-0.03242207066256111
15,1.0,5.979443423452179,2.4143826247312306,0.5057324072988556,3.837698070070781,8.760339571966979,1.0,0.1,10.0,0.45,True,1,1.0,0.8764141364404432,0.8847850890074086,13.519117353914355,0.7615699665259067,0.2349397445152191,0.3999999945017993,0.49999999023355945,0.14187613361597817,0.7015559831620772,0.13406538668716286,1300.2302091459985,-1.0,0.8847850890074086,0.7615699665259067,robust,False,0.7015559831620772,8.016363947391293,0.006165342022515001,0.3149502733253461,4.090890589291493,0.38919121872163265,13.519117353914355,0.0,0.7766607610163558,0.38280609701298385,-0.2960792159143879,0.5840708037344662,0.9425209407997248
16,1.0,0.13143056886325574,0.2555999695376994,0.10744727264742689,78.74844877016187,6.601942877321682,1.0,0.1,10.0,0.45,True,1,1.0,0.8764141442026776,0.8847850952700287,85.18250996043773,0.7615699659922412,0.23493975217135127,0.3999999946769558,0.5000000049932772,0.14187614117494254,0.7015559888163525,0.13406538864199977,128610.71895292928,-1.0,0.8847850952700287,0.7615699659922412,robust,False,0.7015559888163525,0.17620290294091492,0.0006526974104977978,0.06691394008675774,83.94388322283699,0.29330120834622203,85.18250996043773,0.0,-0.8813036123666507,-0.5924392022726743,-0.968804603804045,1.8962420075766326,0.8196717623191474
