final_launch_count,hard_failure_rate,no_viable_primitive_rate,safe_success_rate,full_safe_success_rate,mission_success_rate,wrong_wall_exit_rate,terminal_or_lift_capture_rate,input_governor_config_id,governor_config_id,status,target_stage,selection_policy
200,0.02,0.14,0.8,0.0,0.8,0.0,0.8,v53_mission_aligned_safe_exploration_governor_wall_0p10cm,v53_r10_tuned_mission_governor,not_selected_r10_gate_failed,R11,robust_first_freeze_only_after_full_r10_pass_gate
