audit_scope,decision_count,memory_policy_decision_count,memory_switch_available_count,accepted_memory_switch_count,rejected_memory_switch_count,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,opportunity_ratio_ge_1_count,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_adaptive_score_margin,memory_policy_version,audit_status
overall,24838,24350,5316,210,5106,0.00026570469605006846,0.0167925561653901,4.258744654310929e-05,90184.19361585454,4249,0.6462054163718953,0.35379458362810473,0.0005311506937023227,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:balanced_cluster",98,98,20,0,20,8.37886106722704e-05,0.0022541579858053,1.3631007674402714e-05,-32603.016501782404,11,0.7395290393537094,0.26047096064629066,0.0003197916768248266,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:heavy_cluster",97,97,20,0,20,0.00014548100638640598,0.0029087822549394,2.967051340518247e-05,1734.1050383283196,16,0.6957486393371896,0.3042513606628105,0.00036730041961942735,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:light_cluster",98,98,16,0,16,1.7012067998209787e-05,0.0018501875473528,1.0338587513240916e-05,5324.167669541748,10,0.7458890430868542,0.2541109569131457,0.00020432188985926325,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:no_cluster_no_merge",97,97,25,1,24,0.00013448023694706678,0.0055551387105921,5.1785073842773035e-06,-54.412579001638,13,0.718083917061577,0.2819160829384229,0.0006085778394216918,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:super_light_cluster",97,97,21,0,21,0.00015837491004942443,0.0059142821552038,9.398697264076127e-06,41232.57960227794,13,0.7454402117520577,0.25455978824794245,0.00034683793371717943,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:balanced_cluster",98,98,23,0,23,2.2377376138664384e-05,0.0037667989552698,2.4572182734341843e-05,-90384.78703456587,7,0.5049864524682556,0.4950135475317443,0.0004941651361465908,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:heavy_cluster",97,97,18,0,18,-2.787312576645524e-05,0.0053762943941975,2.4380830464265363e-05,719.1874312543612,10,0.4390828276828974,0.5609171723171026,0.0006998138112751455,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:light_cluster",98,98,17,0,17,1.3010087624401766e-05,0.0023674964146436,1.1258562804085396e-05,1467.4062137626972,7,0.5174717357072153,0.4825282642927848,0.00036881780983894494,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:no_cluster_no_merge",97,97,27,2,25,-2.1943181537710286e-05,0.0052314803675698,8.903546815590547e-06,-41645.6977835165,10,0.46221973496350033,0.5377802650364997,0.001077092268576164,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:super_light_cluster",97,97,23,1,22,1.4726456086388108e-05,0.0035909314702775,4.4824669653148617e-05,3940.030839524041,9,0.47487065540200846,0.5251293445979914,0.0006407070866422609,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:balanced_cluster",98,98,17,0,17,4.5793479951061716e-05,0.0020985669213893,9.507563899113899e-06,-5002.049777184893,12,0.856888294231885,0.143111705768115,0.00012757601048618542,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:heavy_cluster",97,97,16,0,16,0.0001822989371759025,0.0042850137081107,1.232035100157172e-05,66982.23862918482,12,0.8520839029708186,0.1479160970291814,0.00012348838489223808,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:light_cluster",98,98,17,0,17,0.00010117266208656428,0.0037199919370717,1.3392945635146619e-05,30857.55144657474,11,0.8428345411937235,0.15716545880627647,0.00025420930030084797,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:no_cluster_no_merge",98,98,27,1,26,0.00015144659597947447,0.0029751921254808,2.408851220218631e-05,28423.416519387705,21,0.8270834048067386,0.1729165951932614,0.0003095025277169681,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:super_light_cluster",97,97,19,0,19,0.00023613286680114175,0.0035256042437521,5.29985434403547e-06,69871.19727515352,17,0.8610554761058158,0.13894452389418435,0.0002840355407311226,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:balanced_cluster",98,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
