audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,24838,24838,1.0,20653,0.8315081729607859,24830,0.9996779128754328,,5.116217299997516,0.056737751990658586,0.015556629962110869,11.744504388437072,48,446.60467831548436,1598,434.86017392704724,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,9922,9922,1.0,9914,0.9991937109453739,9914,0.9991937109453739,,5.116217299997516,0.014659335004252955,0.010806935164274114,3.035174360008063,6,60.08466035073574,90,57.049485990727675,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,9947,9947,1.0,9854,0.9906504473710667,9947,1.0,,0.0363405999960377,0.01979911599875769,0.010373056630064569,6.49713481451694,11,256.9764753191917,335,250.47934050467478,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,4969,4969,1.0,885,0.17810424632722882,4969,1.0,,0.0717738000021199,0.061642767998855465,0.03541726101825914,39.63936405715436,48,1598.0,1598,1558.3606359428456,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,8982,8982,1.0,8982,1.0,8982,1.0,True,0.0196728999944753,0.01451111200120065,0.007335414061457791,3.0979737252282344,5,60.0935203740815,90,56.995546648853264,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,9007,9007,1.0,8923,0.9906739202842234,9007,1.0,,0.0363405999960377,0.019767016006226105,0.01039966047511778,6.492949927833907,11,256.97402020650605,335,250.48107027867215,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,2350,2350,1.0,1872,0.796595744680851,2342,0.9965957446808511,,5.116217299997516,0.05887635899911393,0.02993188110618919,13.188936170212767,48,446.4,1598,433.21106382978724,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,4975,4975,1.0,4975,1.0,4975,1.0,,0.0196728999944753,0.013946741999097841,0.0070940725024801945,2.8669346733668344,6,90.0,90,87.13306532663317,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,4947,4947,1.0,4939,0.9983828582979584,4939,0.9983828582979584,,5.116217299997516,0.015029169995686938,0.014540812613723225,3.2043662825955126,5,30.0,30,26.79563371740449,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,4975,4975,1.0,4974,0.9997989949748743,4975,1.0,,0.0218410000088624,0.016220448005042198,0.008654548321589054,4.624321608040201,8,179.0,179,174.3756783919598,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,4969,4969,1.0,885,0.17810424632722882,4969,1.0,,0.0717738000021199,0.061642767998855465,0.03541726101825914,39.63936405715436,48,1598.0,1598,1558.3606359428456,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:super_light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,4972,4972,1.0,4880,0.9814963797264682,4972,1.0,,0.0363405999960377,0.020939478001018808,0.012092601850230634,8.37107803700724,11,335.0,335,326.62892196299276,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
