fan_layout,layout_branch_id,family,target_heading_deg,direction_sign,start_class,trial_count,success_count,success_rate,nominal_pass_count,nominal_pass_rate,failure_label_distribution_json,min_true_margin_m_min,min_true_margin_m_median,energy_residual_m_median,heading_error_deg_median,lift_dwell_fraction_median
four_fan,four_fan_branch,bank_yaw_energy_retaining,15.0,-1,favourable,368,41,0.11141304347826086,41,0.11141304347826086,"{""success"": 41, ""target_miss"": 82, ""true_safety_violation"": 245}",-0.1303291853293746,-0.02647741619525985,0.04940510049791675,10.51576043198941,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,15.0,-1,lift_sector,515,42,0.08155339805825243,42,0.08155339805825243,"{""success"": 42, ""target_miss"": 67, ""true_safety_violation"": 406}",-0.1324408317476848,-0.0358251022197473,0.0518624180819267,13.6900526670926,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,15.0,-1,mid_arena,294,14,0.047619047619047616,14,0.047619047619047616,"{""success"": 14, ""target_miss"": 26, ""true_safety_violation"": 254}",-0.1317021618442844,-0.042593104178589844,0.0506603654348265,12.336046066338307,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,15.0,-1,random_stress,294,10,0.034013605442176874,10,0.034013605442176874,"{""success"": 10, ""target_miss"": 49, ""true_safety_violation"": 235}",-0.1435680160954855,-0.032698152822297544,-0.00883316779247615,14.865537594464808,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,15.0,1,favourable,368,27,0.07336956521739131,27,0.07336956521739131,"{""success"": 27, ""target_miss"": 105, ""true_safety_violation"": 236}",-0.137308222352245,-0.028126882766412648,0.04954443466939425,11.093067162184916,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,15.0,1,lift_sector,515,30,0.05825242718446602,30,0.05825242718446602,"{""success"": 30, ""target_miss"": 77, ""true_safety_violation"": 408}",-0.1416208850769287,-0.0374628227957116,0.0492299918739647,13.917931410714443,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,15.0,1,mid_arena,294,16,0.05442176870748299,16,0.05442176870748299,"{""success"": 16, ""target_miss"": 26, ""true_safety_violation"": 252}",-0.1314087314075882,-0.03731466284581805,0.063953523855226,12.962665344425051,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,15.0,1,random_stress,294,22,0.07482993197278912,22,0.07482993197278912,"{""success"": 22, ""target_miss"": 65, ""true_safety_violation"": 207}",-0.1302495936031893,-0.016429974053341102,-0.006899288614176749,14.596149113629522,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,30.0,-1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 136, ""true_safety_violation"": 232}",-0.132169295807782,-0.0235378756748767,0.017946306826178,23.203331541392465,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,30.0,-1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 115, ""true_safety_violation"": 400}",-0.137930853452493,-0.0336840697636787,0.0411514843504239,28.177930329566948,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,30.0,-1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 40, ""true_safety_violation"": 254}",-0.132865977654685,-0.03873693461497345,0.03839010660951535,25.13312745457416,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,30.0,-1,random_stress,294,3,0.01020408163265306,3,0.01020408163265306,"{""success"": 3, ""target_miss"": 66, ""true_safety_violation"": 225}",-0.1305103207268729,-0.0240455569085474,-0.011432272811025851,29.11438082674601,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,30.0,1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 124, ""true_safety_violation"": 244}",-0.1382765644094288,-0.03063401556338525,0.02816801825597775,25.094326480246764,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,30.0,1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 117, ""true_safety_violation"": 398}",-0.1359671928018313,-0.0292219133137718,0.0431157238031834,28.53270711232813,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,30.0,1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 48, ""true_safety_violation"": 246}",-0.1294266280294413,-0.0433940692410916,0.0465935419740652,27.04900045864383,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,30.0,1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 65, ""true_safety_violation"": 229}",-0.1336685871967804,-0.027585528830864202,-0.009559112395198351,29.857170381460623,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,45.0,-1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 120, ""true_safety_violation"": 248}",-0.137391464368811,-0.0315216599911987,0.0082555639423933,37.662924611160214,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,45.0,-1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 101, ""true_safety_violation"": 414}",-0.1300942529867651,-0.0324478333151407,0.0364074050411655,43.26772629898886,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,45.0,-1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 47, ""true_safety_violation"": 247}",-0.1289323327965315,-0.048528008911307305,0.03421633272004369,40.801198095645475,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,45.0,-1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 69, ""true_safety_violation"": 225}",-0.1263762541748025,-0.02559333313646205,-0.00840977356678355,44.460797234535534,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,45.0,1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 123, ""true_safety_violation"": 245}",-0.1377751186520379,-0.0288974993969177,0.02683715467837785,39.245989046232,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,45.0,1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 107, ""true_safety_violation"": 408}",-0.1340488163250262,-0.0353430992165773,0.0417786357011928,43.599538668094965,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,45.0,1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 38, ""true_safety_violation"": 256}",-0.1293166588906196,-0.0439820853251322,0.032972872760298644,41.68580655333307,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,45.0,1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 69, ""true_safety_violation"": 225}",-0.1257512365530694,-0.0241897841910871,-0.009852643837844951,44.56412144512937,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,60.0,-1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 122, ""true_safety_violation"": 246}",-0.1404765207504521,-0.030100260238406798,0.0038809950824789502,52.6314794702305,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,60.0,-1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 123, ""true_safety_violation"": 392}",-0.1273948130984232,-0.0258393457216763,0.0368314202910848,58.03472173353492,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,60.0,-1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 33, ""true_safety_violation"": 261}",-0.1358667161672233,-0.0403875397764528,0.02734577035877825,54.83451145734789,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,60.0,-1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 83, ""true_safety_violation"": 211}",-0.133734537420632,-0.0174569878143419,-0.0092362714461211,59.123761102847965,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,60.0,1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 117, ""true_safety_violation"": 251}",-0.1420284549218156,-0.0307689849444936,0.013853433226161251,54.53005984569979,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,60.0,1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 118, ""true_safety_violation"": 397}",-0.130940636334996,-0.0332496376412247,0.0406035570582012,58.16280654759322,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,60.0,1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 41, ""true_safety_violation"": 253}",-0.1301058596328488,-0.042217801134897204,0.040100301244529554,57.357806800286156,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,60.0,1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 71, ""true_safety_violation"": 223}",-0.1170497095889671,-0.0224099022258568,-0.01325414461347745,59.54453969715405,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,90.0,-1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 118, ""true_safety_violation"": 250}",-0.1409234322199779,-0.0332269134896301,-0.012688309692780949,81.98220045448072,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,90.0,-1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 93, ""true_safety_violation"": 422}",-0.1305223770320944,-0.0339502998647709,0.0351281693855991,87.85345841599002,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,90.0,-1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 45, ""true_safety_violation"": 249}",-0.1361773517820399,-0.0376236286459036,0.02736548994840165,84.9389583398129,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,90.0,-1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 60, ""true_safety_violation"": 234}",-0.129668597198075,-0.0245136644474017,-0.01258013334625245,89.50511614651406,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,90.0,1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 123, ""true_safety_violation"": 245}",-0.1348593235579036,-0.03179591236509525,0.011712214760100051,84.13852435007254,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,90.0,1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 122, ""true_safety_violation"": 393}",-0.1434775648376094,-0.0280228377997877,0.0337245991822365,87.5881587971536,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,90.0,1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 33, ""true_safety_violation"": 261}",-0.1325284121528795,-0.0461848740168525,0.02617665964092935,86.49879907900808,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,90.0,1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 68, ""true_safety_violation"": 226}",-0.1328426759852083,-0.0260554422175424,-0.01133850009618555,89.50206920753348,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,120.0,-1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 115, ""true_safety_violation"": 253}",-0.1349805907418959,-0.028413066683923252,-0.01598197388057705,110.47833655228004,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,120.0,-1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 117, ""true_safety_violation"": 398}",-0.1355449834431193,-0.029806204961992,0.0247296394548968,117.99904252417925,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,120.0,-1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 47, ""true_safety_violation"": 247}",-0.1229287528306199,-0.04581742619904845,0.01990281826907675,114.22465178854623,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,120.0,-1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 68, ""true_safety_violation"": 226}",-0.1169684094173177,-0.0196810770788122,-0.0126856609415766,119.12351527372797,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,120.0,1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 116, ""true_safety_violation"": 252}",-0.1343327791438593,-0.0343671587410745,-0.00085893573188,113.37710223951275,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,120.0,1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 120, ""true_safety_violation"": 395}",-0.1316471818760009,-0.0345128644899637,0.0330736022718278,117.38317731922598,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,120.0,1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 36, ""true_safety_violation"": 258}",-0.1370947581946477,-0.0390453877107108,0.01443214772916285,116.20053292840319,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,120.0,1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 72, ""true_safety_violation"": 222}",-0.129548898214449,-0.02444960903572235,-0.0102115545268881,119.37027188306807,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,150.0,-1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 123, ""true_safety_violation"": 245}",-0.1292497518109954,-0.0330583285790404,-0.0445733475932406,139.95353496551638,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,150.0,-1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 114, ""true_safety_violation"": 401}",-0.1365567611296292,-0.038590579803694,0.00990035767787,146.62123457878332,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,150.0,-1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 30, ""true_safety_violation"": 264}",-0.1334281140961746,-0.04622969994223865,-0.0012240831148266499,145.24267015808766,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,150.0,-1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 79, ""true_safety_violation"": 215}",-0.1254721361077049,-0.02137982874399295,-0.013271679245014,148.98879248905212,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,150.0,1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 115, ""true_safety_violation"": 253}",-0.1295873175881521,-0.032889196511871596,-0.01172656524480195,142.68750123473777,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,150.0,1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 115, ""true_safety_violation"": 400}",-0.1338111888913395,-0.0281948389737651,0.0258841944986221,147.8157889925083,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,150.0,1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 41, ""true_safety_violation"": 253}",-0.139693192292194,-0.044497616502253,0.0248589367412068,145.50435810124299,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,150.0,1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 72, ""true_safety_violation"": 222}",-0.1396463587394825,-0.02788199457249535,-0.01177037295983125,149.42930499731233,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,180.0,-1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 112, ""true_safety_violation"": 256}",-0.1354541765346759,-0.039504907531442396,-0.05116195630116555,169.569561310698,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,180.0,-1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 104, ""true_safety_violation"": 411}",-0.1412253145522164,-0.0314859619237575,0.0086008806895399,177.14542726153448,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,180.0,-1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 44, ""true_safety_violation"": 250}",-0.1299443312508783,-0.04295498759824705,-0.00635204921463955,173.7368170960752,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,180.0,-1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 65, ""true_safety_violation"": 229}",-0.1323252773459759,-0.028812864726953602,-0.01283387373673165,179.49746129769585,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,180.0,1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 111, ""true_safety_violation"": 257}",-0.1306700993981424,-0.03048797972856395,-0.0287446017948629,171.83313984243077,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,180.0,1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 105, ""true_safety_violation"": 410}",-0.128057953850109,-0.0312767994626095,0.016061837008876,177.82265653473178,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,180.0,1,mid_arena,294,0,0.0,0,0.0,"{""target_miss"": 34, ""true_safety_violation"": 260}",-0.1389933450101503,-0.043882005168972255,0.0120187651030376,175.84731067529523,1.0
four_fan,four_fan_branch,bank_yaw_energy_retaining,180.0,1,random_stress,294,0,0.0,0,0.0,"{""target_miss"": 70, ""true_safety_violation"": 224}",-0.1353083276692137,-0.02637314052277035,-0.01807852361765635,179.33322968018373,1.0
four_fan,four_fan_branch,canyon_steep_bank,15.0,-1,favourable,368,21,0.057065217391304345,21,0.057065217391304345,"{""success"": 21, ""target_miss"": 107, ""true_safety_violation"": 240}",-0.1354024132007776,-0.026544091994310202,0.01812774738371025,12.742213668147109,1.0
four_fan,four_fan_branch,canyon_steep_bank,15.0,-1,lift_sector,515,12,0.02330097087378641,12,0.02330097087378641,"{""success"": 12, ""target_miss"": 88, ""true_safety_violation"": 415}",-0.147023605387119,-0.0402489868557047,0.0409982035964988,14.386543178127695,1.0
four_fan,four_fan_branch,canyon_steep_bank,15.0,-1,mid_arena,294,6,0.02040816326530612,6,0.02040816326530612,"{""success"": 6, ""target_miss"": 38, ""true_safety_violation"": 250}",-0.1291492535093672,-0.03798781696828605,0.04970816545700525,13.539901195368614,1.0
four_fan,four_fan_branch,canyon_steep_bank,15.0,-1,random_stress,294,12,0.04081632653061224,12,0.04081632653061224,"{""success"": 12, ""target_miss"": 57, ""true_safety_violation"": 225}",-0.141669266227935,-0.0220475604934533,-0.00981984882681745,14.709842583715133,1.0
four_fan,four_fan_branch,canyon_steep_bank,15.0,1,favourable,368,10,0.02717391304347826,10,0.02717391304347826,"{""success"": 10, ""target_miss"": 102, ""true_safety_violation"": 256}",-0.1334602611553377,-0.037653369506239945,0.029196991127755152,13.191550796789063,1.0
four_fan,four_fan_branch,canyon_steep_bank,15.0,1,lift_sector,515,13,0.02524271844660194,13,0.02524271844660194,"{""success"": 13, ""target_miss"": 100, ""true_safety_violation"": 402}",-0.1385833612929865,-0.03287392077939,0.0462123928948781,14.513851185272957,1.0
four_fan,four_fan_branch,canyon_steep_bank,15.0,1,mid_arena,294,2,0.006802721088435374,2,0.006802721088435374,"{""success"": 2, ""target_miss"": 36, ""true_safety_violation"": 256}",-0.1378402783077179,-0.040262562960908854,0.04805087391484125,14.850324414830219,1.0
four_fan,four_fan_branch,canyon_steep_bank,15.0,1,random_stress,294,20,0.06802721088435375,20,0.06802721088435375,"{""success"": 20, ""target_miss"": 58, ""true_safety_violation"": 216}",-0.1422110644069985,-0.02404401650810685,-0.0103706887170358,14.66333312199879,1.0
four_fan,four_fan_branch,canyon_steep_bank,30.0,-1,favourable,368,0,0.0,0,0.0,"{""target_miss"": 123, ""true_safety_violation"": 245}",-0.1300756861531553,-0.0359888303551154,-0.00824241407928465,27.672417158580245,1.0
four_fan,four_fan_branch,canyon_steep_bank,30.0,-1,lift_sector,515,0,0.0,0,0.0,"{""target_miss"": 117, ""true_safety_violation"": 398}",-0.1375844813910349,-0.0327177601044441,0.0228767301497079,29.24153597556726,1.0
