layout_branch_id,fan_layout,test_environment_mode,x_bin_m,y_bin_m,z_bin_m,trial_count,success_count,success_rate,nominal_pass_count,nominal_pass_rate,median_heading_error_deg,median_energy_residual_m,median_lift_dwell_fraction,min_true_margin_m_min
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.00,0.50)","z[0.50,0.75)",16,0,0.0,0,0.0,56.977357690545944,-0.0131888461390029,1.0,-0.0694780575720991
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.00,0.50)","z[0.75,1.00)",54,2,0.037037037037037035,2,0.037037037037037035,63.3588845336876,-0.02209966677315075,1.0,-0.1021960471966392
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.00,0.50)","z[1.00,1.25)",54,3,0.05555555555555555,3,0.05555555555555555,61.11803176610425,-0.0172845253982476,1.0,-0.1132706266116179
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.00,0.50)","z[1.25,1.50)",47,3,0.06382978723404255,3,0.06382978723404255,74.69894335044995,-0.0230584487783036,1.0,-0.1430285041044035
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.00,0.50)","z[1.50,1.75)",40,2,0.05,2,0.05,88.31549031299114,-0.02197545345556445,1.0,-0.111233369159233
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.00,0.50)","z[1.75,2.00)",60,0,0.0,0,0.0,89.5635239739643,-0.024889063658849152,1.0,-0.1203578903551301
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.00,0.50)","z[2.00,2.25)",56,2,0.03571428571428571,2,0.03571428571428571,89.73492112971323,-0.0196179534288349,1.0,-0.1314518753782754
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.00,0.50)","z[2.25,2.50)",49,0,0.0,0,0.0,70.29652269193117,-0.0245750910118989,1.0,-0.1198510069680075
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.00,0.50)","z[2.50,2.75)",48,1,0.020833333333333332,1,0.020833333333333332,90.79037879728818,-0.0189934894906649,1.0,-0.1004428781801953
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.00,0.50)","z[2.75,3.00)",54,0,0.0,0,0.0,60.96120964947788,-0.019723003817638952,1.0,-0.1176536002141634
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.00,0.50)","z[3.00,3.25)",20,1,0.05,1,0.05,89.35549668507224,-0.0193550347484401,1.0,-0.0986639954385757
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.50,1.00)","z[0.50,0.75)",11,0,0.0,0,0.0,120.57171658314826,-0.0193405534967374,1.0,-0.0884870875098702
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.50,1.00)","z[0.75,1.00)",39,1,0.02564102564102564,1,0.02564102564102564,73.32190413278174,-0.0158541971947032,1.0,-0.0962308718687523
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.50,1.00)","z[1.00,1.25)",44,1,0.022727272727272728,1,0.022727272727272728,75.20359369375913,-0.01537980823079295,1.0,-0.1189825156409291
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.50,1.00)","z[1.25,1.50)",46,3,0.06521739130434782,3,0.06521739130434782,91.35854167706054,-0.0231483038332951,1.0,-0.1295156662885292
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.50,1.00)","z[1.50,1.75)",40,1,0.025,1,0.025,77.30766399757576,-0.0303546143029005,1.0,-0.123141155158023
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.50,1.00)","z[1.75,2.00)",45,0,0.0,0,0.0,87.42191227551828,-0.0433874335136148,1.0,-0.1128374118368612
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.50,1.00)","z[2.00,2.25)",37,0,0.0,0,0.0,91.2429583523316,-0.0236312551079524,1.0,-0.0904743426609631
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.50,1.00)","z[2.25,2.50)",44,0,0.0,0,0.0,89.89146204412066,-0.030486545539223503,1.0,-0.1317403336453409
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.50,1.00)","z[2.50,2.75)",39,0,0.0,0,0.0,90.9302914639654,-0.0312860535974639,1.0,-0.1263906917503492
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.50,1.00)","z[2.75,3.00)",45,1,0.022222222222222223,1,0.022222222222222223,60.787596998690574,-0.0237009136204697,1.0,-0.116063095698129
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[0.50,1.00)","z[3.00,3.25)",19,0,0.0,0,0.0,110.10215790375241,-0.0409026717234741,1.0,-0.0899210163466678
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.00,1.50)","z[0.50,0.75)",6,0,0.0,0,0.0,57.295623819973756,-0.03243393202687955,1.0,-0.1178937394421989
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.00,1.50)","z[0.75,1.00)",38,1,0.02631578947368421,1,0.02631578947368421,68.4581912247557,-0.0304375856056529,1.0,-0.1329543132345021
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.00,1.50)","z[1.00,1.25)",45,0,0.0,0,0.0,60.26824680268551,-0.0151977842164403,1.0,-0.0932590606064036
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.00,1.50)","z[1.25,1.50)",46,0,0.0,0,0.0,90.74245786862343,-0.02264321835751955,1.0,-0.1087206914336096
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.00,1.50)","z[1.50,1.75)",45,0,0.0,0,0.0,58.59833173442589,-0.0297611530967154,1.0,-0.1329041095923901
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.00,1.50)","z[1.75,2.00)",37,0,0.0,0,0.0,96.76722747347712,-0.0216392505145468,1.0,-0.1239879081493073
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.00,1.50)","z[2.00,2.25)",39,0,0.0,0,0.0,92.62176228507968,-0.026451121389929,1.0,-0.1181114711431912
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.00,1.50)","z[2.25,2.50)",34,1,0.029411764705882353,1,0.029411764705882353,90.15620062913882,-0.039308233772319554,1.0,-0.1258301723514903
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.00,1.50)","z[2.50,2.75)",32,1,0.03125,1,0.03125,58.014356206036254,-0.0188953550305379,1.0,-0.1435680160954855
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.00,1.50)","z[2.75,3.00)",30,2,0.06666666666666667,2,0.06666666666666667,64.47291453835763,-0.0373888061757983,1.0,-0.0947434837863623
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.00,1.50)","z[3.00,3.25)",10,0,0.0,0,0.0,32.16251979442468,-0.025085581182347348,1.0,-0.1130306479804819
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.50,2.00)","z[0.50,0.75)",10,1,0.1,1,0.1,147.9090328613329,-0.01498636782991775,1.0,-0.0953635885275905
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.50,2.00)","z[0.75,1.00)",40,0,0.0,0,0.0,59.91127632879713,-0.01599453054910155,1.0,-0.104410668408462
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.50,2.00)","z[1.00,1.25)",39,0,0.0,0,0.0,55.63262820543389,-0.0171223612817943,1.0,-0.1029351672641629
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.50,2.00)","z[1.25,1.50)",44,0,0.0,0,0.0,85.12833202917818,-0.023659228606602148,1.0,-0.1156064210780627
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.50,2.00)","z[1.50,1.75)",33,0,0.0,0,0.0,89.60224432301597,-0.0189436875657871,1.0,-0.1234623908535992
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.50,2.00)","z[1.75,2.00)",46,0,0.0,0,0.0,75.84425821816544,-0.04103505038865355,1.0,-0.1054159538741133
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.50,2.00)","z[2.00,2.25)",34,0,0.0,0,0.0,89.30140414594348,-0.0161089125590945,1.0,-0.1237629880413247
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.50,2.00)","z[2.25,2.50)",41,0,0.0,0,0.0,89.54292882221895,-0.0328300016038047,1.0,-0.1318414407888472
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.50,2.00)","z[2.50,2.75)",40,2,0.05,2,0.05,52.46203047072801,-0.03025254936380145,1.0,-0.0931176754766314
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.50,2.00)","z[2.75,3.00)",38,0,0.0,0,0.0,61.46650537381831,-0.01519844532511435,1.0,-0.1223468396325238
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[1.50,2.00)","z[3.00,3.25)",11,0,0.0,0,0.0,88.98455255724046,-0.0171322400155107,1.0,-0.1166743411099432
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[2.00,2.50)","z[0.50,0.75)",5,0,0.0,0,0.0,74.82520446922052,-0.0211764319214546,1.0,-0.0370435783707945
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[2.00,2.50)","z[0.75,1.00)",40,0,0.0,0,0.0,89.95117803644587,-0.0172133795908491,1.0,-0.1042586259461286
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[2.00,2.50)","z[1.00,1.25)",38,0,0.0,0,0.0,89.60573717204335,-0.03364122379741145,1.0,-0.1171656185778275
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[2.00,2.50)","z[1.25,1.50)",42,0,0.0,0,0.0,89.18134427152415,-0.025095462363266353,1.0,-0.1208792918229848
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[2.00,2.50)","z[1.50,1.75)",39,0,0.0,0,0.0,90.74026040759225,-0.0334807686889968,1.0,-0.1184248613957457
four_fan_branch,four_fan,W1_four_fan,"x[1.00,1.50)","y[2.00,2.50)","z[1.75,2.00)",32,1,0.03125,1,0.03125,85.09577320808765,-0.032771630330054854,1.0,-0.1160744778784392
