layout_branch_id,fan_layout,test_environment_mode,wing_mean_bin_m_s,delta_w_lr_bin_m_s,trial_count,success_count,success_rate,nominal_pass_count,nominal_pass_rate,median_heading_error_deg,median_energy_residual_m,median_lift_dwell_fraction,min_true_margin_m_min
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[-0.60,-0.50)",147,0,0.0,0,0.0,60.02047953636583,-0.0039524992095842,1.0,-0.1413150534876359
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[-0.70,-0.60)",55,0,0.0,0,0.0,74.33062018800467,-0.010504069458384,1.0,-0.0993511651220764
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[-0.80,-0.70)",3,0,0.0,0,0.0,119.11587969512068,-0.0194939597344001,1.0,-0.062075262793356
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[0.00,0.10)",1135,24,0.021145374449339206,24,0.021145374449339206,79.12710763617227,0.0010953023100346,1.0,-0.1389933450101503
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[0.10,0.20)",1150,27,0.023478260869565216,27,0.023478260869565216,60.28510043398542,-6.066299955165e-05,1.0,-0.1346463511354567
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[0.20,0.30)",1180,24,0.020338983050847456,24,0.020338983050847456,77.67623314093997,3.707905942196277e-05,1.0,-0.1443269297334986
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[0.30,0.40)",863,13,0.015063731170336037,13,0.015063731170336037,76.69488077207465,0.0009665295859648,1.0,-0.1360442583009771
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[0.40,0.50)",389,6,0.015424164524421594,6,0.015424164524421594,79.85701826328904,-0.0008502294604246,1.0,-0.139294871961483
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[0.50,0.60)",164,3,0.018292682926829267,3,0.018292682926829267,59.349335751247175,-0.00628604175616495,1.0,-0.1220767980158834
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[0.60,0.70)",53,1,0.018867924528301886,1,0.018867924528301886,89.78455570333865,-0.010210048694371,1.0,-0.1156187315529448
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[0.70,0.80)",1,0,0.0,0,0.0,33.98338826486432,-0.014981774954542,1.0,-0.0254321387643057
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[-0.10,0.00)",1005,23,0.022885572139303482,23,0.022885572139303482,61.95335346942971,0.0086324384927283,1.0,-0.1376362195941887
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[-0.20,-0.10)",1122,27,0.02406417112299465,27,0.02406417112299465,79.8516702629008,0.013358587915805499,1.0,-0.1328659253322754
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[-0.30,-0.20)",1340,26,0.019402985074626865,26,0.019402985074626865,61.051470036442716,0.0064796700732554,1.0,-0.1436957856996441
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[-0.40,-0.30)",813,25,0.03075030750307503,25,0.03075030750307503,63.18131271468826,0.0082845718568158,1.0,-0.1335151917108961
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[-0.50,-0.40)",539,7,0.012987012987012988,7,0.012987012987012988,78.22107372668815,0.0047962708442432,1.0,-0.1360200551172434
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[-0.60,-0.50)",253,8,0.03162055335968379,8,0.03162055335968379,79.9879761861555,0.01840574519154,1.0,-0.1334698013180544
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[-0.70,-0.60)",97,2,0.020618556701030927,2,0.020618556701030927,87.63680938474477,0.0017479535983211,1.0,-0.1182099087980477
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[-0.80,-0.70)",28,0,0.0,0,0.0,50.67226074334277,-0.011769074556382049,1.0,-0.0893601895187163
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[-0.90,-0.80)",1,0,0.0,0,0.0,29.30382444980877,-0.1406844938296951,1.0,-0.0382424573895114
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[0.00,0.10)",938,10,0.010660980810234541,10,0.010660980810234541,60.00614333785101,0.0077020419126181,1.0,-0.1343894059067256
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[0.10,0.20)",997,23,0.023069207622868605,23,0.023069207622868605,61.54234494678656,0.007593272872068,1.0,-0.130491659773523
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[0.20,0.30)",1179,21,0.017811704834605598,21,0.017811704834605598,60.77986118998543,0.0065914523171546,1.0,-0.1330417135458488
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[0.30,0.40)",960,21,0.021875,21,0.021875,63.64693865776487,0.0061973344135769996,1.0,-0.1375923083308059
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[0.40,0.50)",548,10,0.01824817518248175,10,0.01824817518248175,76.81275924628298,0.00886890293942195,1.0,-0.137220060796122
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[0.50,0.60)",192,3,0.015625,3,0.015625,71.3233913870325,0.0051451799271955,1.0,-0.1375844813910349
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[0.60,0.70)",80,0,0.0,0,0.0,62.04896686914702,0.0006305883764283001,1.0,-0.1062930421051984
four_fan_branch,four_fan,W1_four_fan,"ww[0.70,0.80)","dw[0.70,0.80)",24,0,0.0,0,0.0,55.52691333338293,-0.010801257665632849,1.0,-0.1283420908427031
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[-0.10,0.00)",817,13,0.01591187270501836,13,0.01591187270501836,72.01331946344716,0.037676712645827,1.0,-0.1359467643791294
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[-0.20,-0.10)",995,18,0.018090452261306532,18,0.018090452261306532,62.813548293414556,0.0224519971923657,1.0,-0.1362362671677832
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[-0.30,-0.20)",1089,19,0.017447199265381085,19,0.017447199265381085,64.78148699744737,0.0098751971160444,1.0,-0.1376082581873881
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[-0.40,-0.30)",734,13,0.017711171662125342,13,0.017711171662125342,80.75344505905935,0.012244695838125,1.0,-0.1364445392197004
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[-0.50,-0.40)",576,11,0.019097222222222224,11,0.019097222222222224,76.27322598382791,0.0115118095680366,1.0,-0.1352237823637407
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[-0.60,-0.50)",372,10,0.026881720430107527,10,0.026881720430107527,64.31346750218897,0.01643468979024315,1.0,-0.1282870281681569
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[-0.70,-0.60)",164,5,0.03048780487804878,5,0.03048780487804878,88.1200352150747,0.02718933253119825,1.0,-0.1271963293160389
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[-0.80,-0.70)",62,0,0.0,0,0.0,78.97936303863068,-0.00844381103383845,1.0,-0.1289714081525081
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[-0.90,-0.80)",6,0,0.0,0,0.0,99.26000480830868,0.00183311698318175,1.0,-0.1114721070230366
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[-1.00,-0.90)",1,0,0.0,0,0.0,148.54988791331942,-0.0216384254903165,1.0,-0.0258999180818347
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[0.00,0.10)",720,19,0.02638888888888889,19,0.02638888888888889,67.07786924187542,0.024536436355445848,1.0,-0.1416208850769287
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[0.10,0.20)",867,16,0.01845444059976932,16,0.01845444059976932,79.29134880200665,0.0119709952635833,1.0,-0.139693192292194
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[0.20,0.30)",981,35,0.03567787971457696,35,0.03567787971457696,78.29650617006126,0.0124160684002818,1.0,-0.1360310940843963
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[0.30,0.40)",776,20,0.02577319587628866,20,0.02577319587628866,81.55278075247364,0.01010385372996465,1.0,-0.141669266227935
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[0.40,0.50)",675,11,0.016296296296296295,11,0.016296296296296295,61.5932598553797,0.0043789570835137,1.0,-0.1377751186520379
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[0.50,0.60)",280,3,0.010714285714285714,3,0.010714285714285714,74.09299575303737,0.0090105082933815,1.0,-0.1460324488714333
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[0.60,0.70)",97,1,0.010309278350515464,1,0.010309278350515464,65.28794722420218,0.0130973264101474,1.0,-0.1179465132984649
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[0.70,0.80)",45,2,0.044444444444444446,2,0.044444444444444446,60.68707197230307,0.0068526713390197,1.0,-0.105393008950392
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[0.80,0.90)",3,0,0.0,0,0.0,44.87295029156195,-0.0168719897110869,1.0,-0.0960559544962534
four_fan_branch,four_fan,W1_four_fan,"ww[0.80,0.90)","dw[0.90,1.00)",1,0,0.0,0,0.0,88.00341738780813,-0.0020934903965428,1.0,-0.0947296032097368
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[-0.10,0.00)",465,7,0.015053763440860216,7,0.015053763440860216,60.61997466962673,0.0399256427730163,1.0,-0.1386700034765171
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[-0.20,-0.10)",511,6,0.011741682974559686,6,0.011741682974559686,76.61904000508378,0.0308471607158242,1.0,-0.1309546554180531
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[-0.30,-0.20)",705,12,0.01702127659574468,12,0.01702127659574468,71.23263036436882,0.0226290193631042,1.0,-0.1340665101460381
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[-0.40,-0.30)",475,11,0.023157894736842106,11,0.023157894736842106,61.85651939959265,0.0216415480070324,1.0,-0.1326220652154779
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[-0.50,-0.40)",434,9,0.020737327188940093,9,0.020737327188940093,79.44089136370718,0.0140024296066918,1.0,-0.1306367987730912
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[-0.60,-0.50)",382,6,0.015706806282722512,6,0.015706806282722512,86.29273668634826,0.0099389700017966,1.0,-0.1335045535196641
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[-0.70,-0.60)",222,4,0.018018018018018018,4,0.018018018018018018,61.59757667420159,0.02266334000162045,1.0,-0.1301231534109721
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[-0.80,-0.70)",86,1,0.011627906976744186,1,0.011627906976744186,59.27821629628062,0.0121189264594494,1.0,-0.1287403615993767
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[-0.90,-0.80)",23,0,0.0,0,0.0,75.00932513986328,0.0129835922676293,1.0,-0.1184723027045562
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[-1.00,-0.90)",2,0,0.0,0,0.0,10.312992938896851,0.07033931857728021,1.0,-0.0457296460948795
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[0.00,0.10)",426,4,0.009389671361502348,4,0.009389671361502348,60.81782983996675,0.03659141818067495,1.0,-0.1362406613967186
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[0.10,0.20)",534,11,0.020599250936329586,11,0.020599250936329586,81.2419635759527,0.029037646781850453,1.0,-0.1312340628293782
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[0.20,0.30)",681,11,0.016152716593245228,11,0.016152716593245228,66.85517130858815,0.0230576527020831,1.0,-0.1397096751413924
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[0.30,0.40)",655,6,0.00916030534351145,6,0.00916030534351145,59.5312374940504,0.0096743504466751,1.0,-0.1349955408203769
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[0.40,0.50)",593,14,0.023608768971332208,14,0.023608768971332208,78.84533551952794,0.0091424165093485,1.0,-0.1378402783077179
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[0.50,0.60)",332,6,0.018072289156626505,6,0.018072289156626505,61.29418566425922,0.00895680706805255,1.0,-0.1354531145041715
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[0.60,0.70)",108,2,0.018518518518518517,2,0.018518518518518517,59.24326543451048,0.0246972382878651,1.0,-0.1345076290608151
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[0.70,0.80)",75,1,0.013333333333333334,1,0.013333333333333334,74.50913875461438,0.0261286467509531,1.0,-0.1217536309589295
four_fan_branch,four_fan,W1_four_fan,"ww[0.90,1.00)","dw[0.80,0.90)",24,0,0.0,0,0.0,70.44172632010502,-0.0025107508601619997,1.0,-0.1071870328121447
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[-0.10,0.00)",758,12,0.0158311345646438,12,0.0158311345646438,64.36316127206987,0.051627179749516,1.0,-0.1403882122907402
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[-0.20,-0.10)",627,9,0.014354066985645933,9,0.014354066985645933,61.915539508814334,0.0441344232771783,1.0,-0.1318199246295894
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[-0.30,-0.20)",374,5,0.013368983957219251,5,0.013368983957219251,60.70929450063197,0.02639977649896515,1.0,-0.1364440099591686
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[-0.40,-0.30)",335,7,0.020895522388059702,7,0.020895522388059702,87.58586481464782,0.0182080284031274,1.0,-0.13366049127064
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[-0.50,-0.40)",301,4,0.013289036544850499,4,0.013289036544850499,86.57045754644275,0.0159169366956364,1.0,-0.1282018808627523
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[-0.60,-0.50)",307,4,0.013029315960912053,4,0.013029315960912053,60.86500165313106,0.0221929420202116,1.0,-0.1330141195625369
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[-0.70,-0.60)",232,8,0.034482758620689655,8,0.034482758620689655,80.27667454298083,0.01739820025438195,1.0,-0.1327760879769011
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[-0.80,-0.70)",166,4,0.024096385542168676,4,0.024096385542168676,60.127099692118364,0.02994996249054455,1.0,-0.1342472433926937
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[-0.90,-0.80)",36,0,0.0,0,0.0,44.72438370141168,0.0171641647420379,1.0,-0.0978152388940427
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[-1.00,-0.90)",4,0,0.0,0,0.0,147.9585967920064,0.01596084380284645,1.0,-0.0585359288268501
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[0.00,0.10)",708,18,0.025423728813559324,18,0.025423728813559324,59.8994738332069,0.04158577236654975,1.0,-0.1343368648669578
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[0.10,0.20)",621,21,0.033816425120772944,21,0.033816425120772944,79.04506452380245,0.0362627329771374,1.0,-0.1347047196349357
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[0.20,0.30)",457,10,0.02188183807439825,10,0.02188183807439825,56.589096072017604,0.0311570370464142,1.0,-0.1412253145522164
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[0.30,0.40)",562,10,0.017793594306049824,10,0.017793594306049824,80.87955136396855,0.0074254416058503,1.0,-0.1418561147820147
four_fan_branch,four_fan,W1_four_fan,"ww[1.00,1.10)","dw[0.40,0.50)",508,16,0.031496062992125984,16,0.031496062992125984,58.884163473352615,0.009400935776751902,1.0,-0.1409716257312929
