layout_branch_id,fan_layout,test_environment_mode,wing_mean_bin_m_s,delta_w_lr_bin_m_s,trial_count,success_count,success_rate,nominal_pass_count,nominal_pass_rate,median_heading_error_deg,median_energy_residual_m,median_lift_dwell_fraction,min_true_margin_m_min
four_fan_branch,four_fan,W1_four_fan,"ww[0.00,0.10)","dw[-0.10,0.00)",13,0,0.0,0,0.0,90.28178427648577,-0.019696961778127,1.0,-0.1124303884572756
four_fan_branch,four_fan,W1_four_fan,"ww[0.00,0.10)","dw[0.00,0.10)",17,0,0.0,0,0.0,84.94489603449415,-0.0221996302206681,1.0,-0.1184248613957457
four_fan_branch,four_fan,W1_four_fan,"ww[0.10,0.20)","dw[-0.10,0.00)",1619,21,0.012970969734403953,21,0.012970969734403953,71.92568883035358,-0.021002690723475,1.0,-0.1333181049329254
four_fan_branch,four_fan,W1_four_fan,"ww[0.10,0.20)","dw[-0.20,-0.10)",165,1,0.006060606060606061,1,0.006060606060606061,88.58719310446314,-0.0392027029534092,1.0,-0.1237629880413247
four_fan_branch,four_fan,W1_four_fan,"ww[0.10,0.20)","dw[0.00,0.10)",1629,35,0.021485573971761818,35,0.021485573971761818,86.29695053788666,-0.0187870895689536,1.0,-0.1430285041044035
four_fan_branch,four_fan,W1_four_fan,"ww[0.10,0.20)","dw[0.10,0.20)",173,0,0.0,0,0.0,60.853395902770224,-0.0267032497342203,1.0,-0.1392312852870637
four_fan_branch,four_fan,W1_four_fan,"ww[0.20,0.30)","dw[-0.10,0.00)",1155,42,0.03636363636363636,42,0.03636363636363636,66.85906580018657,-0.0139629253815116,1.0,-0.1329543132345021
four_fan_branch,four_fan,W1_four_fan,"ww[0.20,0.30)","dw[-0.20,-0.10)",1136,19,0.016725352112676055,19,0.016725352112676055,74.38718676572671,-0.0299648937687717,1.0,-0.135694967892189
four_fan_branch,four_fan,W1_four_fan,"ww[0.20,0.30)","dw[-0.30,-0.20)",193,1,0.0051813471502590676,1,0.0051813471502590676,85.6322583345439,-0.0319207592305486,1.0,-0.1284361973470069
four_fan_branch,four_fan,W1_four_fan,"ww[0.20,0.30)","dw[-0.40,-0.30)",1,0,0.0,0,0.0,15.58314320947725,-0.0238574192789515,1.0,-0.0532486264666642
four_fan_branch,four_fan,W1_four_fan,"ww[0.20,0.30)","dw[0.00,0.10)",1187,40,0.03369839932603201,40,0.03369839932603201,80.84058935201031,-0.0142626274546264,1.0,-0.1435680160954855
four_fan_branch,four_fan,W1_four_fan,"ww[0.20,0.30)","dw[0.10,0.20)",1151,19,0.016507384882710686,19,0.016507384882710686,73.07565025567052,-0.0278349189147002,1.0,-0.1398111055827986
four_fan_branch,four_fan,W1_four_fan,"ww[0.20,0.30)","dw[0.20,0.30)",210,2,0.009523809523809525,2,0.009523809523809525,59.29396536719935,-0.0320151994662931,1.0,-0.1301399849105546
four_fan_branch,four_fan,W1_four_fan,"ww[0.20,0.30)","dw[0.30,0.40)",2,0,0.0,0,0.0,14.510763303389822,-0.02598187926729715,1.0,-0.0539758098622773
four_fan_branch,four_fan,W1_four_fan,"ww[0.30,0.40)","dw[-0.10,0.00)",1651,30,0.018170805572380374,30,0.018170805572380374,80.47959607180428,-0.0114403547904147,1.0,-0.1396463587394825
four_fan_branch,four_fan,W1_four_fan,"ww[0.30,0.40)","dw[-0.20,-0.10)",1233,26,0.021086780210867802,26,0.021086780210867802,64.20845090677876,-0.0143040501848097,1.0,-0.1359318953420052
four_fan_branch,four_fan,W1_four_fan,"ww[0.30,0.40)","dw[-0.30,-0.20)",534,15,0.028089887640449437,15,0.028089887640449437,74.19446096053116,-0.02020406385773825,1.0,-0.1288896441482157
four_fan_branch,four_fan,W1_four_fan,"ww[0.30,0.40)","dw[-0.40,-0.30)",243,1,0.00411522633744856,1,0.00411522633744856,88.97484826689887,-0.0272091431748799,1.0,-0.1374384292722688
four_fan_branch,four_fan,W1_four_fan,"ww[0.30,0.40)","dw[-0.50,-0.40)",16,0,0.0,0,0.0,60.89893808277944,-0.04242596439425475,1.0,-0.1167684283575845
four_fan_branch,four_fan,W1_four_fan,"ww[0.30,0.40)","dw[0.00,0.10)",1855,24,0.01293800539083558,24,0.01293800539083558,79.96410379242356,-0.0102236557549142,1.0,-0.1318154976839567
four_fan_branch,four_fan,W1_four_fan,"ww[0.30,0.40)","dw[0.10,0.20)",1245,22,0.017670682730923693,22,0.017670682730923693,61.99918291004907,-0.0075087272212179,1.0,-0.1482752497022854
four_fan_branch,four_fan,W1_four_fan,"ww[0.30,0.40)","dw[0.20,0.30)",509,11,0.021611001964636542,11,0.021611001964636542,62.535278394023585,-0.0262767716768292,1.0,-0.1428709929402849
four_fan_branch,four_fan,W1_four_fan,"ww[0.30,0.40)","dw[0.30,0.40)",216,5,0.023148148148148147,5,0.023148148148148147,60.40916403467404,-0.02646085677289895,1.0,-0.1312555263981911
four_fan_branch,four_fan,W1_four_fan,"ww[0.30,0.40)","dw[0.40,0.50)",10,0,0.0,0,0.0,71.43984954700164,-0.049353505712637705,1.0,-0.1055194986115238
four_fan_branch,four_fan,W1_four_fan,"ww[0.40,0.50)","dw[-0.10,0.00)",1368,30,0.021929824561403508,30,0.021929824561403508,62.263379760745565,-0.00524030845812,1.0,-0.1359671928018313
four_fan_branch,four_fan,W1_four_fan,"ww[0.40,0.50)","dw[-0.20,-0.10)",1550,15,0.00967741935483871,15,0.00967741935483871,82.16809030543908,-0.0122015315012764,1.0,-0.1323985797606983
four_fan_branch,four_fan,W1_four_fan,"ww[0.40,0.50)","dw[-0.30,-0.20)",1039,22,0.021174205967276226,22,0.021174205967276226,80.96555632316336,-0.0060164245235245,1.0,-0.1354541765346759
four_fan_branch,four_fan,W1_four_fan,"ww[0.40,0.50)","dw[-0.40,-0.30)",380,7,0.018421052631578946,7,0.018421052631578946,62.16630024812024,-0.01348424104145165,1.0,-0.1300763375846809
four_fan_branch,four_fan,W1_four_fan,"ww[0.40,0.50)","dw[-0.50,-0.40)",186,2,0.010752688172043012,2,0.010752688172043012,63.1407834836962,-0.0188004838031108,1.0,-0.1366213867947312
four_fan_branch,four_fan,W1_four_fan,"ww[0.40,0.50)","dw[-0.60,-0.50)",13,0,0.0,0,0.0,59.65556676447541,-0.0339926671792754,1.0,-0.1198002881124864
four_fan_branch,four_fan,W1_four_fan,"ww[0.40,0.50)","dw[0.00,0.10)",1573,29,0.018436109345200253,29,0.018436109345200253,82.37679903340029,-0.0002261621344543,1.0,-0.1352039023847311
four_fan_branch,four_fan,W1_four_fan,"ww[0.40,0.50)","dw[0.10,0.20)",1567,27,0.01723037651563497,27,0.01723037651563497,81.38408432479801,0.0073593770814404,1.0,-0.1337667157694539
four_fan_branch,four_fan,W1_four_fan,"ww[0.40,0.50)","dw[0.20,0.30)",793,21,0.02648171500630517,21,0.02648171500630517,77.85094907421137,-0.0076006160383275,1.0,-0.1352205553948504
four_fan_branch,four_fan,W1_four_fan,"ww[0.40,0.50)","dw[0.30,0.40)",372,12,0.03225806451612903,12,0.03225806451612903,62.981461841885135,-0.021707618736529648,1.0,-0.1368701071107789
four_fan_branch,four_fan,W1_four_fan,"ww[0.40,0.50)","dw[0.40,0.50)",185,0,0.0,0,0.0,84.52882664849277,-0.0286233186582189,1.0,-0.1378934324914988
four_fan_branch,four_fan,W1_four_fan,"ww[0.40,0.50)","dw[0.50,0.60)",7,0,0.0,0,0.0,31.969206586484106,-0.0304196334105855,1.0,-0.0571928496491656
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[-0.10,0.00)",1106,28,0.02531645569620253,28,0.02531645569620253,82.05087593565432,0.00097468483407075,1.0,-0.1334281140961746
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[-0.20,-0.10)",1326,16,0.012066365007541479,16,0.012066365007541479,79.31794168229176,-0.0018143472261635501,1.0,-0.1396111335722309
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[-0.30,-0.20)",1522,29,0.019053876478318004,29,0.019053876478318004,83.51812663156636,-0.0015981303554345,1.0,-0.1371004359944159
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[-0.40,-0.30)",630,10,0.015873015873015872,10,0.015873015873015872,82.28518611660255,-0.0006929628530864501,1.0,-0.1319210278459532
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[-0.50,-0.40)",248,5,0.020161290322580645,5,0.020161290322580645,63.672545008856794,-0.01091326192034975,1.0,-0.1333786423449323
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[-0.60,-0.50)",104,1,0.009615384615384616,1,0.009615384615384616,60.24256696754921,-0.01948539785389975,1.0,-0.1261802147949788
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[-0.70,-0.60)",6,0,0.0,0,0.0,148.1870064220326,-0.03644702876277025,1.0,-0.0965568881890979
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[0.00,0.10)",1208,32,0.026490066225165563,32,0.026490066225165563,61.96547275723663,0.00189456621727775,1.0,-0.1355774410200334
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[0.10,0.20)",1264,36,0.028481012658227847,36,0.028481012658227847,80.18967229545704,0.0038494580622907,1.0,-0.1422110644069985
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[0.20,0.30)",1089,19,0.017447199265381085,19,0.017447199265381085,80.88019337016028,-0.00063812993604,1.0,-0.144441319316301
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[0.30,0.40)",587,7,0.01192504258943782,7,0.01192504258943782,62.876487755711295,-0.0032098542954024,1.0,-0.1328574678144001
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[0.40,0.50)",263,3,0.011406844106463879,3,0.011406844106463879,84.11794470534515,-0.016768627913362,1.0,-0.1416906942214943
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[0.50,0.60)",104,1,0.009615384615384616,1,0.009615384615384616,88.12411440909334,-0.01991046481385165,1.0,-0.1292103344472229
four_fan_branch,four_fan,W1_four_fan,"ww[0.50,0.60)","dw[0.60,0.70)",1,0,0.0,0,0.0,88.72676579562182,-0.0109633838843663,1.0,-0.0383807890020575
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[-0.10,0.00)",1053,23,0.02184235517568851,23,0.02184235517568851,79.33170697879578,0.0047423760033087,1.0,-0.1291492535093672
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[-0.20,-0.10)",1260,20,0.015873015873015872,20,0.015873015873015872,68.14185353446354,0.010866693131973599,1.0,-0.1380937581141603
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[-0.30,-0.20)",1437,15,0.010438413361169102,15,0.010438413361169102,68.1039766336873,0.0002431123015611,1.0,-0.1397456921240181
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[-0.40,-0.30)",792,11,0.013888888888888888,11,0.013888888888888888,76.53455199045865,0.00420762220591905,1.0,-0.138626060051223
four_fan_branch,four_fan,W1_four_fan,"ww[0.60,0.70)","dw[-0.50,-0.40)",414,12,0.028985507246376812,12,0.028985507246376812,82.2547641761879,0.0002162323590915005,1.0,-0.1197835224700236
