archive_run_id,planning_run_id,trial_count_total,observed_wall_time_min,observed_rows_per_second,selected_worker_count,worker_fallback_reason,storage_format,table_manifest_partition_count,table_manifest_byte_count,trial_partition_size_mib,visible_archive_size_mib,upload_package_size_mib,governor_package_size_mib,d1b_audit_size_mib
16,15,250000,70.6,59.01794145420208,8,none,csv_gz,100,123782449,118.0481424331665,146.41995239257812,11.904805183410645,0.20306777954101562,13.806422233581543
