surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,83.43551911,0.7460762823,1.252828255,1.202404577,0.8426497675,63.72712705,75.40139409,103.5870641
0.25,False,82.25584455,0.8091436917,1.19663269,1.188886961,0.8388609331,67.51263312,75.68572984,97.02531914
0.5,True,81.57201508,0.853452042,1.169296588,1.159724806,0.830687112,63.43640357,74.24431857,105.1103957
0.75,False,82.24775244,0.8790451024,1.244949772,1.120661406,0.8197380844,63.25159663,75.36542331,105.2598095
1,False,81.64509881,0.7923767671,1.340564808,1.118491078,0.819129766,64.0701283,78.24648195,94.81643864
