split,regime,count,alpha_min_deg,alpha_max_deg,cm_residual_mean,cm_residual_mae,cm_fit_residual_mae,cd_residual_mean,cl_residual_mean,cy_residual_mean,cl_roll_residual_mean,cn_yaw_residual_mean,q_hat_mean
train,attached,616,-85.03312318,11.98868338,0.07295908921,0.08370319796,0.05812124713,-0.03041413638,-0.04756294945,-0.2118258699,0.01172439227,-0.002942603185,0.0007723172529
train,transition,1855,12.00396587,19.99768859,0.03671840165,0.04882585151,0.04492880529,0.02831015874,0.02244147006,-0.07636082247,-0.01190607803,0.007179125471,-0.01238818458
train,post_stall,377,20.00697316,31.68231237,0.005127045886,0.05491086574,0.03834479681,0.05358538113,-0.0565916059,-0.06650266932,-0.02050483524,0.01134181678,-0.01952219201
heldout,attached,306,5.419424549,11.99568616,0.05244424588,0.06677614859,0.05612067397,-0.02798660957,-0.01522450164,-0.2516676857,0.01240642952,-0.003171286152,0.003976539017
heldout,transition,1203,12.0205735,19.99679576,0.03250550061,0.04718773967,0.04843460126,0.02286633129,-0.01451049725,-0.04437468469,-0.01008016674,0.003528528588,-0.01528263171
heldout,post_stall,231,20.00142096,23.961464,-0.01804502825,0.04799850564,0.02651286834,0.0684920767,0.04609219513,-0.01579253325,-0.04342830314,0.006268356931,-0.02387652364
