split,session_label,case_id,throw_id,residual_status,sample_index,t_since_alignment_s,regime,stage_fit_group,post_stall_seen_before_sample,speed_m_s,q_bar_pa,alpha_deg,beta_deg,q_rad_s,q_hat,p_rad_s,p_hat,r_rad_s,r_hat,post_stall_activation,theta_deg,z_m,cx_required,cx_model,cx_residual,cz_required,cz_model,cz_residual,cl_required,cl_model,cl_residual,cd_required,cd_model,cd_residual,cy_required,cy_model,cy_residual,cm_required,cm_model,cm_residual,cl_roll_required,cl_roll_model,cl_roll_residual,cn_yaw_required,cn_yaw_model,cn_yaw_residual,pitch_moment_required_n_m,pitch_moment_model_n_m,pitch_moment_residual_n_m,force_residual_norm_n,angular_accel_q_rad_s2
train,20260604_185934,C0_neutral,v002,ok,12,0,attached,attached,False,5.797122549,20.58406079,7.098318303,1.880842884,0.6382720274,0.009083375729,0.5583224035,0.03679052087,0.1469650876,0.009684229199,0,-0.1123409552,1.35480385,-0.1094096644,-0.1004336015,-0.008976062847,-0.542584005,-0.6785237696,0.1359397645,0.5249053959,0.6609124522,-0.1360070563,0.1756194821,0.1835106119,-0.007891129846,-0.1589187691,-0.01406446831,-0.1448543008,0.04582905245,-0.1426810714,0.1885101238,-0.005405822181,-0.02754304881,0.02213722663,-0.01565291436,0.003065285039,-0.0187181994,0.01962154409,-0.06108838791,0.080709932,0.515991959,6.649668524
train,20260604_185934,C0_neutral,v002,ok,13,0.006313399994,attached,attached,False,5.782869806,20.4829697,7.419968407,1.65125116,0.6937192876,0.009896788818,0.5192526615,0.03430036009,0.1538839176,0.01016513574,0,0.3388067004,1.34779113,-0.1008652094,-0.09979271152,-0.001072497863,-0.5770456598,-0.6958667836,0.1188211238,0.5591877493,0.6771523942,-0.1179646449,0.174540955,0.1888221406,-0.01428118557,-0.1510110495,-0.01226114504,-0.1387499045,0.04024596136,-0.1291041684,0.1693501297,-0.004833737408,-0.02478622566,0.01995248826,-0.01702329871,0.002540010709,-0.01956330942,0.01714653916,-0.05500402035,0.07215055951,0.4716890386,5.818809808
train,20260604_185934,C0_neutral,v002,ok,14,0.0123202,attached,attached,False,5.772830384,20.41191202,7.557875305,1.550037473,0.7209347576,0.01030293869,0.4893580522,0.03238182374,0.1286826053,0.008515191331,0,0.5808983237,1.344444687,-0.09664056426,-0.09943873921,0.00279817495,-0.6016795095,-0.7031602713,0.1014807619,0.5837415229,0.6839726344,-0.1002311115,0.1749384611,0.1910598479,-0.01612138673,-0.1552818929,-0.01171982731,-0.1435620656,0.03698258639,-0.1227900818,0.1597726682,-0.004791203746,-0.02330461354,0.0185134098,-0.01660465845,0.002494199472,-0.01909885793,0.01570153874,-0.05213246058,0.06783399932,0.4524330641,5.318507965
train,20260604_185934,C0_neutral,v002,ok,15,0.0183804,attached,attached,False,5.767198319,20.37210308,7.814197309,1.525937537,0.7660440564,0.01095829052,0.4904911473,0.03248849925,0.07803345692,0.005168676174,0,0.8693534294,1.340966461,-0.08880516923,-0.09878039192,0.009975222691,-0.6265819557,-0.7157706743,0.08918871857,0.6086895837,0.6956938701,-0.08700428638,0.1731712908,0.1951800786,-0.02200878778,-0.1706538523,-0.01222698363,-0.1584268686,0.03505982744,-0.1115463654,0.1466061929,-0.004619333807,-0.02319166505,0.01857233125,-0.01565002472,0.002799715549,-0.01844974027,0.01485617088,-0.04726640108,0.06212257196,0.4676015361,5.0116359
train,20260604_185934,C0_neutral,v002,ok,16,0.02437479999,attached,attached,False,5.756724423,20.2981741,7.89706846,1.441975375,0.7719131059,0.01106233798,0.4375919619,0.02903736868,0.04060910922,0.002694705979,0,1.102682152,1.337807955,-0.08855313618,-0.09867367007,0.01012053389,-0.6373151585,-0.7213955351,0.08408037665,0.6191045188,0.7009970194,-0.08189250064,0.1752765358,0.1968532195,-0.02157668379,-0.1825855697,-0.01169047584,-0.1708950938,0.03350931099,-0.1075900153,0.1410993263,-0.004727915798,-0.02104633843,0.01631842263,-0.01423933316,0.002849437552,-0.01708877071,0.01414763081,-0.04542450353,0.05957213434,0.4880318008,4.754201433
train,20260604_185934,C0_neutral,v002,ok,17,0.0302136,attached,attached,False,5.750124279,20.25165665,8.108638856,1.431621676,0.7934384285,0.01138387053,0.4607376987,0.03060834729,-0.02812798956,-0.001868636483,0,1.375095949,1.334502816,-0.08234053306,-0.09828659797,0.01594606492,-0.6609534979,-0.7323238215,0.07137032357,0.6427313769,0.7111389682,-0.06840759128,0.1747451486,0.2005986112,-0.02585346258,-0.204371302,-0.01282473813,-0.1915465638,0.02888847678,-0.09913590669,0.1280243835,-0.004637343773,-0.02209981553,0.01746247175,-0.01298702464,0.003338183306,-0.01632520794,0.01216876336,-0.04175925919,0.05392802255,0.5234308633,4.062142232
train,20260604_185934,C0_neutral,v002,ok,18,0.03609729999,attached,attached,False,5.730115236,20.11096013,8.342966214,1.357323378,0.8059035507,0.01160309002,0.4118148179,0.02745376907,-0.107512247,-0.007167338993,0,1.875821451,1.328407557,-0.07616438924,-0.09800771448,0.02184332524,-0.687597861,-0.7462517877,0.05865392672,0.6692698738,0.7241336538,-0.05486377999,0.1751275783,0.2052503209,-0.0301227426,-0.2273411078,-0.01293929057,-0.2144018172,0.02417250889,-0.08969188194,0.1138643908,-0.004317966981,-0.02024062506,0.01592265808,-0.01259101333,0.003703915671,-0.016294929,0.01011150452,-0.03751864874,0.04763015326,0.5662360347,3.342692879
train,20260604_185934,C0_neutral,v002,ok,19,0.04265990001,attached,attached,False,5.720386009,20.04272485,8.437546246,1.329849634,0.8005393503,0.0115454615,0.4327666887,0.02889960133,-0.1358421624,-0.009071364409,0,2.107945076,1.325473425,-0.07617058509,-0.09798178467,0.02181119958,-0.6929312495,-0.751605812,0.05867456248,0.674254626,0.7290937329,-0.05483910691,0.1770208288,0.2072053457,-0.03018451693,-0.2348444377,-0.01343642195,-0.2214080158,0.02228968234,-0.08658310637,0.1088727887,-0.003861532153,-0.02104774848,0.01718621633,-0.01203450648,0.003878997938,-0.01591350442,0.009292271507,-0.03609534313,0.04538761463,0.5813340998,3.054460379
train,20260604_185934,C0_neutral,v002,ok,20,0.04849440001,attached,attached,False,5.706894497,19.94829494,8.515704263,1.249027547,0.8275601711,0.01196337415,0.388303938,0.02599173761,-0.1153261774,-0.007719539897,0,2.380054994,1.322770237,-0.07956967142,-0.0976405413,0.01807086988,-0.7072046989,-0.7552227832,0.04801808427,0.6876252728,0.7324380295,-0.04481275673,0.1834156562,0.2083978417,-0.02498218545,-0.2281289507,-0.01219909661,-0.2159298541,0.02027225982,-0.08334071914,0.103612979,-0.003487241991,-0.01891480616,0.01542756417,-0.01178913548,0.003540343942,-0.01532947942,0.008411417535,-0.03457994286,0.0429913604,0.5581121112,2.772992469
train,20260604_185934,C0_neutral,v002,ok,21,0.054605,attached,attached,False,5.699400933,19.89594224,8.691477872,1.19340948,0.8573381473,0.0124101459,0.3870187957,0.02593977537,-0.1120022833,-0.007506906907,0,2.668586983,1.319976256,-0.08111806429,-0.0972194086,0.01610134432,-0.720591386,-0.7635245809,0.04293319494,0.700058326,0.740065357,-0.04000703102,0.1890778307,0.2114820711,-0.02240424034,-0.2285062078,-0.01177486013,-0.2167313477,0.01802882478,-0.07772465512,0.0957534799,-0.003221186137,-0.01838083661,0.01515965047,-0.01130801393,0.003414069127,-0.01472208306,0.007460933623,-0.03216507453,0.03962600815,0.5556123906,2.456241232
train,20260604_185934,C0_neutral,v002,ok,22,0.0605913,attached,attached,False,5.676667415,19.73753868,8.894096207,1.019607045,0.874052627,0.01270275964,0.3410755151,0.02295199582,-0.08833475084,-0.005944310694,0,3.186911993,1.31486092,-0.079772833,-0.09694076404,0.01716793105,-0.7305295577,-0.7747317165,0.04420215879,0.7094119608,0.7504283145,-0.04101635375,0.1917597702,0.2155553039,-0.02379553369,-0.2199961362,-0.009978109175,-0.210018027,0.01748844207,-0.0714995436,0.08898798567,-0.002893977461,-0.01571871762,0.01282474016,-0.01086277498,0.002879790031,-0.01374256501,0.00717968456,-0.02935333902,0.03653302358,0.5357028187,2.374726078
train,20260604_185934,C0_neutral,v002,ok,23,0.0671305,attached,attached,False,5.666586908,19.6675019,9.074227386,0.9390382137,0.903912459,0.01316008721,0.330099252,0.02225288632,-0.09576887668,-0.00645603985,0,3.490532636,1.312356781,-0.07816857537,-0.0965972172,0.01842864183,-0.7440696266,-0.7835066379,0.03943701125,0.7224292124,0.7584662106,-0.0360369982,0.1945404034,0.2189581727,-0.02441776928,-0.2204727089,-0.009489878141,-0.2109828308,0.01631484355,-0.06703235158,0.08334719513,-0.002787949383,-0.01486040047,0.01207245109,-0.01017945737,0.002770367447,-0.01294982481,0.006674110018,-0.02742173332,0.03409584334,0.5341041591,2.203991069
train,20260604_185934,C0_neutral,v002,ok,24,0.0730436,attached,attached,False,5.652223143,19.5679212,9.177702513,0.8940006876,0.9111780401,0.01329957902,0.3394534659,0.02294163211,-0.1391641141,-0.00940527121,0,3.776066837,1.310049436,-0.07486698847,-0.09648982789,0.02162283943,-0.7492296466,-0.7887204412,0.03949079461,0.7276972548,0.7632337261,-0.03553647128,0.1934084658,0.2210531624,-0.02764469666,-0.2322668285,-0.009995622179,-0.2222712063,0.01520967068,-0.06473321707,0.07994288776,-0.00233279934,-0.01531559858,0.01298279924,-0.009666296071,0.00300630757,-0.01267260364,0.006190500298,-0.02634711874,0.03253761904,0.5594185187,2.026901056
