split,session_label,case_id,throw_id,residual_status,sample_index,t_since_alignment_s,regime,stage_fit_group,post_stall_seen_before_sample,speed_m_s,q_bar_pa,alpha_deg,beta_deg,q_rad_s,q_hat,p_rad_s,p_hat,r_rad_s,r_hat,post_stall_activation,theta_deg,z_m,cx_required,cx_model,cx_residual,cz_required,cz_model,cz_residual,cl_required,cl_model,cl_residual,cd_required,cd_model,cd_residual,cy_required,cy_model,cy_residual,cm_required,cm_model,cm_residual,cl_roll_required,cl_roll_model,cl_roll_residual,cn_yaw_required,cn_yaw_model,cn_yaw_residual,pitch_moment_required_n_m,pitch_moment_model_n_m,pitch_moment_residual_n_m,force_residual_norm_n,angular_accel_q_rad_s2
train,20260604_185934,C0_neutral,v002,ok,25,0.0791021,attached,attached,False,5.642295395,19.49924211,9.414580385,0.8747627146,0.9300239163,0.01359853884,0.3449124921,0.02335159058,-0.1798909172,-0.0121791444,0,4.084750741,1.307584711,-0.07695660934,-0.09625319457,0.01929658524,-0.7508512164,-0.8003366195,0.04948540308,0.7281493439,0.7738117289,-0.04566238494,0.1987420486,0.2258733943,-0.02713134573,-0.2453930806,-0.01041548956,-0.234977591,0.01431863364,-0.0601770478,0.07449568144,-0.002245986976,-0.01521172172,0.01296573474,-0.009493113738,0.003248504779,-0.01274161852,0.005807384165,-0.02440674461,0.03021412877,0.5921645328,1.8842033
train,20260604_185934,C0_neutral,v002,ok,26,0.0851439,attached,attached,False,5.618433739,19.33466358,9.558817298,0.7862579594,0.9156199153,0.01344478667,0.3379640808,0.02297833967,-0.2613176713,-0.01776711359,0,4.629623623,1.303445359,-0.07763134544,-0.0963283894,0.01869704396,-0.7529387971,-0.8085615885,0.05562279139,0.7295932714,0.7813389455,-0.05174567412,0.2015864981,0.2292606663,-0.02767416818,-0.2739083565,-0.0111215616,-0.2627867949,0.009736968617,-0.0569426748,0.06667964342,-0.001830946487,-0.01528973499,0.0134587885,-0.009282711465,0.003655804346,-0.01293851581,0.003915810234,-0.02290001308,0.02681582332,0.6562722577,1.225214844
train,20260604_185934,C0_neutral,v002,ok,27,0.0911279,attached,attached,False,5.605223683,19.24385118,9.750541329,0.7990331254,0.9137060195,0.01344830303,0.3299527139,0.02248651327,-0.2876528925,-0.01960375021,0,4.906707181,1.301260738,-0.07847854975,-0.09625571569,0.01777716594,-0.7639360713,-0.8178889807,0.05395290942,0.7396095673,0.7897723779,-0.05016281069,0.2067241927,0.2333819587,-0.02665776598,-0.2835502118,-0.0113560538,-0.272194158,0.003768303843,-0.05374732161,0.05751562545,-0.001809956163,-0.0147177142,0.01290775804,-0.008364484835,0.003835233464,-0.0121997183,0.001508339658,-0.0215134501,0.02302178976,0.6745368444,0.4128284302
train,20260604_185934,C0_neutral,v002,ok,28,0.0968839,attached,attached,False,5.591118064,19.14711824,9.880442351,0.7383666818,0.9358865666,0.01380951732,0.3092991527,0.02113213761,-0.2953393742,-0.02017836856,0,5.219315427,1.299365622,-0.07342309087,-0.09606894805,0.02264585718,-0.777712546,-0.8237832979,0.04607075191,0.7535786035,0.7950801653,-0.04150156182,0.2057839713,0.2359993547,-0.03021538343,-0.2818033764,-0.01092451554,-0.2708788608,0.001221719354,-0.05250718574,0.0537289051,-0.001511995021,-0.01375648924,0.01224449422,-0.007603696124,0.003751994013,-0.01135569014,0.0004865596834,-0.02091141438,0.02139797406,0.6654541012,0.07414710512
train,20260604_185934,C0_neutral,v002,ok,29,0.1029082,attached,attached,False,5.576843795,19.04947686,10.06160957,0.7596417592,0.9407165811,0.01391631553,0.3149044838,0.0215701779,-0.3025134621,-0.02072142358,0,5.509193283,1.297379206,-0.07207965642,-0.09590272026,0.02382306385,-0.7815769647,-0.8311628933,0.04958592852,0.756963849,0.8016251121,-0.04466126308,0.2075180955,0.2396377819,-0.03211968646,-0.2847561793,-0.0110325945,-0.2737235848,2.584381579e-05,-0.05088776451,0.05091360832,-0.001581522313,-0.01341347247,0.01183195016,-0.006455484553,0.00382104533,-0.01027652988,1.024002313e-05,-0.02016311715,0.02017335717,0.6704570058,-0.08909605891
train,20260604_185934,C0_neutral,v002,ok,30,0.1089484,attached,attached,False,5.566267604,18.97729271,10.19995909,0.7271229901,0.9422334256,0.01396523903,0.3184165201,0.02185218522,-0.2891350718,-0.01984266752,0,5.788473124,1.295535524,-0.0687597301,-0.09575208516,0.02699235506,-0.7841301071,-0.8363722804,0.0522421733,0.759561256,0.8061978649,-0.0466366089,0.2065299585,0.2423469742,-0.03581701569,-0.2800970807,-0.01057565171,-0.269521429,-0.0005834664811,-0.04996650629,0.04938303981,-0.001820187949,-0.01278237779,0.01096218984,-0.005296308756,0.003647301255,-0.008943610011,-0.0002303092681,-0.0197230687,0.01949275944,0.6599375485,-0.1664260445
train,20260604_185934,C0_neutral,v002,ok,31,0.1149956,attached,attached,False,5.541166337,18.80652118,10.49893384,0.6208981337,0.9588028698,0.01427519622,0.3040049169,0.02095765967,-0.2606640524,-0.0179698031,0,6.370960572,1.292117963,-0.05947666327,-0.09535288336,0.03587622009,-0.7982410902,-0.8469793003,0.0487382101,0.7740395033,0.8154244875,-0.04138498412,0.2039342022,0.2480907349,-0.04415653271,-0.2702442626,-0.009248941427,-0.2609953211,-0.001886156247,-0.04926535637,0.04737920012,-0.001909218208,-0.01080590538,0.008896687171,-0.004633579483,0.003189980093,-0.007823559576,-0.0007378148307,-0.01927131468,0.01853349985,0.635171124,-0.3237837594
train,20260604_185934,C0_neutral,v002,ok,32,0.1210721,attached,attached,False,5.520348075,18.66547376,10.48957324,0.4985386817,0.8971165585,0.01340714663,0.3089542089,0.02137917867,-0.250723803,-0.01734971988,0,6.54766938,1.290655359,-0.06500025122,-0.09558230859,0.03058205737,-0.7821836397,-0.847003476,0.0648198363,0.7572781056,0.8154470113,-0.05816890571,0.2063156556,0.2481875055,-0.04187184996,-0.267594504,-0.00859559023,-0.2589989138,-0.004495613611,-0.04688199095,0.04238637734,-0.001952278848,-0.01056368137,0.00861140252,-0.003954646583,0.002908740621,-0.006863387204,-0.001745376972,-0.01820146358,0.01645608661,0.6323200839,-0.6592387007
train,20260604_185934,C0_neutral,v002,ok,33,0.1270941,attached,attached,False,5.504177972,18.55628478,10.52230678,0.4133850438,0.8540512455,0.01280104461,0.2802855664,0.01945233001,-0.2523824348,-0.01751580174,0,6.74184962,1.289222115,-0.06960631264,-0.09578241198,0.02617609934,-0.7737576693,-0.8493557216,0.07559805224,0.7480346827,0.8175812341,-0.06954655135,0.2097381297,0.249279638,-0.03954150824,-0.2668407851,-0.00801336475,-0.2588274204,-0.008143973411,-0.04469144325,0.03654746984,-0.001714072124,-0.009702801007,0.007988728882,-0.004530972004,0.002749085459,-0.007280057463,-0.003143320196,-0.01724950575,0.01410618555,0.6337126249,-1.120758291
train,20260604_185934,C0_neutral,v002,ok,34,0.1329081,attached,attached,False,5.496553897,18.50491415,10.80455629,0.4632797672,0.910634746,0.01366808512,0.2966345792,0.02061553682,-0.2889466084,-0.02008123753,0,7.103895202,1.287647944,-0.06349464344,-0.09508244881,0.03158780537,-0.7966951247,-0.8562784804,0.05958335562,0.7706689202,0.8232745708,-0.05260565062,0.2117170446,0.253914334,-0.04219728946,-0.2801822945,-0.008685525017,-0.2714967695,-0.01175005991,-0.04707563453,0.03532557462,-0.001843862624,-0.00955508924,0.007711226616,-0.004475030709,0.003055759491,-0.0075307902,-0.004522602335,-0.01811942886,0.01359682653,0.6525743967,-1.597059685
train,20260604_185934,C0_neutral,v002,ok,35,0.1386535,attached,attached,False,5.48347944,18.41698489,11.03726528,0.4653596995,0.9326140711,0.01403135759,0.2886529482,0.02010866046,-0.323844632,-0.02256024679,0,7.425182757,1.286155604,-0.05952459849,-0.09460487911,0.03508028062,-0.8148381155,-0.8617891105,0.04695099501,0.7883701216,0.8277366294,-0.03936650774,0.2144222089,0.2578422514,-0.04342004248,-0.2944120319,-0.009016598091,-0.2853954338,-0.01523537162,-0.0488205025,0.03358513088,-0.001908954699,-0.00905693112,0.007147976421,-0.004327085257,0.003263790424,-0.007590875681,-0.005836235809,-0.01870174039,0.01286550458,0.6764143053,-2.044506396
train,20260604_185934,C0_neutral,v002,ok,36,0.1447042,attached,attached,False,5.468194923,18.31445788,11.1740864,0.4667227562,0.9225530439,0.01391878439,0.2676397403,0.01869691594,-0.3559302388,-0.02486475942,0,7.699813919,1.284814559,-0.06276097276,-0.09439398712,0.03163301436,-0.8221157011,-0.8648922439,0.04277654285,0.7943682831,0.8302037239,-0.03583544081,0.2208895572,0.2602125962,-0.03932303902,-0.3078081467,-0.009348980576,-0.2984591661,-0.01820375152,-0.04894872865,0.03074497713,-0.002394845989,-0.008784920793,0.006390074803,-0.003354751272,0.00347468132,-0.006829432592,-0.006934516941,-0.01864647447,0.01171195753,0.6999207433,-2.414112167
train,20260604_185934,C0_neutral,v002,ok,37,0.1502999,attached,attached,False,5.455598782,18.23017932,11.27950491,0.4701733725,0.9028025584,0.01365225231,0.264948467,0.0185516418,-0.3769525262,-0.02639414495,0,7.953398311,1.283562102,-0.06294546175,-0.09418544936,0.03123998762,-0.8198541796,-0.866299974,0.0464457944,0.7917065994,0.8311448821,-0.03943828275,0.2220893232,0.2618104825,-0.03972115932,-0.3149990816,-0.009624960688,-0.3053741209,-0.01870262009,-0.04885511889,0.03015249879,-0.002098853223,-0.008687026609,0.006588173386,-0.003121932013,0.003615573835,-0.006737505848,-0.00709176996,-0.01852517256,0.0114334026,0.7134710469,-2.471360176
train,20260604_185934,C0_neutral,v002,ok,38,0.1562818,attached,attached,False,5.423949687,18.0192785,11.48179551,0.3856347993,0.8470992078,0.0128846484,0.2509013335,0.01767057493,-0.3693141537,-0.02601019826,0,8.395441148,1.28120494,-0.06693884356,-0.09369052749,0.02675168393,-0.8028013028,-0.8676403145,0.06483901164,0.7734110262,0.831627381,-0.05821635478,0.2254021408,0.2645251016,-0.03912296079,-0.3128474921,-0.008924087758,-0.3039234043,-0.0173687697,-0.0483316967,0.030962927,-0.001572865559,-0.007635626952,0.006062761393,-0.002614282507,0.00337426531,-0.005988547817,-0.006509800832,-0.01811468082,0.01160487999,0.708511632,-2.269568184
train,20260604_185934,C0_neutral,v002,ok,39,0.1628155,attached,attached,False,5.409858963,17.92577657,11.61248123,0.3753591721,0.8277026276,0.01262241165,0.2790837947,0.01970661533,-0.3793739411,-0.02678828533,0,8.625669603,1.280066881,-0.06943603803,-0.09319670213,0.02376066411,-0.8052091932,-0.8669776955,0.06176850238,0.7747508367,0.8304722107,-0.05572137399,0.2300963909,0.2658041706,-0.03570777963,-0.3229366532,-0.00902951134,-0.3139071419,-0.02025530095,-0.04948207644,0.02922677549,-0.001250369035,-0.007393864317,0.006143495282,-0.001643880221,0.00338899715,-0.005032877371,-0.007552277275,-0.01844960795,0.01089733068,0.7249367719,-2.631289864
train,20260604_185934,C0_neutral,v002,ok,40,0.1683272,attached,attached,False,5.393133278,17.81510552,11.71329114,0.3270468097,0.8124208951,0.01242778926,0.244122826,0.01729141757,-0.3325659305,-0.02355591432,0,8.837792349,1.27901885,-0.06976104974,-0.09287506229,0.02311401255,-0.8176502242,-0.8673576001,0.04970737591,0.786460765,0.8304405433,-0.04397977832,0.2343031336,0.2670271293,-0.03272399571,-0.3099537638,-0.007830752708,-0.3021230111,-0.02483523243,-0.05001072287,0.02517549044,-0.001123120017,-0.006127635799,0.005004515782,-0.0007359343975,0.002946863478,-0.003682797875,-0.00920275531,-0.01853159405,0.009328838737,0.6895778564,-3.159621728
train,20260604_185934,C0_neutral,v002,ok,41,0.1744111,attached,attached,False,5.374007684,17.68897464,11.72320158,0.2280068663,0.7755045745,0.01190529139,0.2607756501,0.018536687,-0.3249460966,-0.02309810782,0,9.020490583,1.278187196,-0.06926225368,-0.09281942792,0.02355717423,-0.8213686682,-0.8661957701,0.0448271019,0.7901624526,0.8292680523,-0.03910559964,0.2347063001,0.2668802275,-0.03217392733,-0.3158426656,-0.007321887452,-0.3085207781,-0.02795218684,-0.04873104433,0.02077885749,-0.001044233634,-0.005858942844,0.00481470921,0.0002105122631,0.002709215839,-0.002498703576,-0.01028441746,-0.01792955971,0.007645142254,0.6971675911,-3.525020232
train,20260604_185934,C0_neutral,v002,ok,42,0.1804026,attached,attached,False,5.34372473,17.49017882,11.86651187,0.07850444282,0.7571132662,0.01168882149,0.194382204,0.01389555145,-0.2746592979,-0.01963421716,0,9.438821745,1.27661097,-0.06380969473,-0.09233741618,0.02852772146,-0.8315361889,-0.8664961973,0.03496000835,0.8006443815,0.8289910523,-0.02834667082,0.2334366829,0.2685436527,-0.03510696981,-0.2976768678,-0.005614810694,-0.2920620571,-0.02941768062,-0.0497699751,0.02035229449,-0.001059576424,-0.004604326897,0.003544750473,0.0005676543014,0.002099633938,-0.001531979637,-0.01070197483,-0.01810601685,0.007404042018,0.6515817218,-3.63431731
train,20260604_185934,C0_neutral,v002,ok,43,0.1861022,transition,transition_before_post_stall,False,5.332087897,17.41408632,12.14166676,0.111900928,0.7813162021,0.01208880797,0.259913422,0.01862064713,-0.3282631411,-0.02351733923,0.0009296502926,9.72751923,1.275640808,-0.0523935569,-0.09095615874,0.03856260184,-0.8452872371,-0.8633498532,0.01806261607,0.8153587027,0.8249064122,-0.009547709501,0.229010445,0.2705095245,-0.04149907954,-0.3223843343,-0.006629285206,-0.3157550491,-0.02631432241,-0.05669609235,0.03038176994,-0.001086692676,-0.004640161964,0.003553469289,0.0002026929898,0.002450887288,-0.002248194298,-0.00953134372,-0.02053596271,0.01100461899,0.6994267112,-3.273539112
train,20260604_185934,C0_neutral,v002,ok,44,0.1921732,transition,transition_before_post_stall,False,5.317082632,17.31621273,12.32242688,0.1619978978,0.7809298076,0.01211692832,0.2871846367,0.02063246686,-0.3520547281,-0.0252929878,0.004742148065,9.974304492,1.274778557,-0.04213649914,-0.08999843537,0.04786193622,-0.855621539,-0.8603380766,0.004716537595,0.8269173595,0.8213108878,0.005606471661,0.2237663585,0.2715322264,-0.04776586796,-0.3331995342,-0.007162459286,-0.3260370749,-0.02473637593,-0.06088305245,0.03614667652,-0.00100908416,-0.004407529337,0.003398445177,-0.0001535024333,0.002645329801,-0.002798832234,-0.008909436399,-0.02192858344,0.01301914704,0.7194017493,-3.080726284
train,20260604_185934,C0_neutral,v002,ok,45,0.1981857,transition,transition_before_post_stall,False,5.299682755,17.20306535,12.3244284,0.09336756198,0.7213473007,0.01122919145,0.2577171986,0.01857620058,-0.3549662448,-0.02558589104,0.004800383236,10.11546232,1.274138111,-0.04559796557,-0.09003056318,0.04443259761,-0.8413318759,-0.8590672501,0.01773537415,0.8122103498,0.8200530044,-0.007842654576,0.2241268561,0.2713210506,-0.04719419451,-0.3330926424,-0.006958965794,-0.3261336766,-0.02510047182,-0.05778294777,0.03268247594,-0.001093277028,-0.004668532361,0.003575255333,-0.0008460890304,0.002597987157,-0.003444076187,-0.008981502008,-0.02067601219,0.01169451018,0.7148286541,-3.09563522
train,20260604_185934,C0_neutral,v002,ok,46,0.2041565,transition,transition_before_post_stall,False,5.284076876,17.10189942,12.3682427,0.06688394846,0.7110789463,0.01110203626,0.2522482044,0.01823569496,-0.3732370443,-0.02698230065,0.006161318611,10.32862414,1.273617643,-0.04108862696,-0.08981435552,0.04872572855,-0.8429455526,-0.8582154705,0.01526991791,0.8145808198,0.819059584,-0.004478764176,0.2206888486,0.2715544332,-0.05086558451,-0.3380288316,-0.00719901577,-0.3308298158,-0.025366619,-0.05828330245,0.03291668345,-0.0008351972846,-0.005021829955,0.00418663267,-0.002219313118,0.002706354271,-0.004925667389,-0.009023357844,-0.02073240799,0.01170905014,0.7216700682,-3.112362238
train,20260604_185934,C0_neutral,v002,ok,47,0.2103002,transition,transition_before_post_stall,False,5.265432055,16.98142452,12.37798306,-0.0706310546,0.6505900343,0.01019359423,0.227563562,0.01650942976,-0.3496026454,-0.0253632008,0.006486138576,10.4402971,1.273087126,-0.04044525153,-0.08975630788,0.04931105635,-0.8282465838,-0.8563980148,0.02815143107,0.8003239174,0.8172506422,-0.01692672483,0.2170480343,0.2712473824,-0.05419934812,-0.3251130265,-0.006228626133,-0.3188844004,-0.025737907,-0.05556367288,0.02982576588,-0.0008976323053,-0.004729481485,0.00383184918,-0.002729318951,0.002328643795,-0.005057962745,-0.009090935855,-0.01962575224,0.01053481639,0.693366169,-3.120760127
train,20260604_185934,C0_neutral,v002,ok,48,0.2162912,transition,transition_before_post_stall,False,5.246251063,16.8579295,12.43623931,-0.06625704866,0.6285556099,0.009884360698,0.2109334067,0.01535888397,-0.3514805869,-0.02559267229,0.008596243982,10.60760155,1.272573726,-0.03164906069,-0.08944055136,0.05779149067,-0.8362849791,-0.8547537078,0.01846872871,0.8098468881,0.8154366991,-0.005589811008,0.2110029554,0.2714157383,-0.06041278298,-0.3239434013,-0.006293960874,-0.3176494404,-0.02820132006,-0.05587272602,0.02767140596,-0.0006800347421,-0.004879482734,0.004199447991,-0.003048589792,0.002376577092,-0.005425166884,-0.009888602463,-0.01959139412,0.009702791659,0.6872428833,-3.382554427
train,20260604_185934,C0_neutral,v002,ok,49,0.2223248,transition,transition_before_post_stall,False,5.234125949,16.7800956,12.67022756,-0.06002403695,0.6741617268,0.01062609937,0.2365477154,0.01726386185,-0.359060769,-0.02620518021,0.01988043061,10.88455377,1.271986282,-0.02481266067,-0.08805279357,0.06324013289,-0.8732014435,-0.8510228837,-0.02217855975,0.8464954191,0.8109858932,0.03550952587,0.2157357978,0.2725713192,-0.05683552141,-0.3394296881,-0.006364323604,-0.3330653645,-0.03230907353,-0.06397015685,0.03166108332,-0.002200028973,-0.004402443075,0.002202414102,-0.0002690170138,0.002370842576,-0.00263985959,-0.01127665211,-0.02232713989,0.01105048778,0.7186531022,-3.857604189
