t_read_host_s,line_text
0.1549738,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,3252753169"
0.9203015,"RX_EVENT,0,0,3253511466,32768,32768,32768,32768"
0.9203015,"OK_EVENT,SET_NEUTRAL"
0.9203015,"COMMIT_EVENT,0,0,3253511466,3253522249,162524,1500,1500,1500,1500,1500,1500,1500,1500"
6.2347693,"RX_EVENT,0,0,3258827798,32768,32768,32768,32768"
6.2480459,"RX_EVENT,1,0,3258842171,32768,32768,32768,32768"
6.2480459,"COMMIT_EVENT,0,0,3258827798,3258842249,162790,1500,1500,1500,1500,1500,1500,1500,1500"
6.2737423,"COMMIT_EVENT,1,0,3258842171,3258862249,162791,1500,1500,1500,1500,1500,1500,1500,1500"
6.2872474,"RX_EVENT,2,0,3258867272,32768,32768,32768,32768"
6.3005812,"COMMIT_EVENT,2,0,3258867272,3258882249,162792,1500,1500,1500,1500,1500,1500,1500,1500"
6.3005812,"RX_EVENT,3,0,3258894665,32768,32768,32768,32768"
6.3128115,"COMMIT_EVENT,3,0,3258894665,3258902249,162793,1500,1500,1500,1500,1500,1500,1500,1500"
6.3128115,"RX_EVENT,4,0,3258907973,32768,32768,32768,32768"
6.3235515,"COMMIT_EVENT,4,0,3258907973,3258922249,162794,1500,1500,1500,1500,1500,1500,1500,1500"
6.3469528,"RX_EVENT,5,0,3258941517,32768,32768,32768,32768"
6.3469528,"COMMIT_EVENT,5,0,3258941517,3258942249,162795,1500,1500,1500,1500,1500,1500,1500,1500"
6.3781389,"RX_EVENT,6,0,3258964965,32768,32768,32768,32768"
6.3887977,"COMMIT_EVENT,6,0,3258964965,3258982249,162797,1500,1500,1500,1500,1500,1500,1500,1500"
6.3887977,"RX_EVENT,7,0,3258985424,32768,32768,32768,32768"
6.4089732,"COMMIT_EVENT,7,0,3258985424,3259002249,162798,1500,1500,1500,1500,1500,1500,1500,1500"
6.4203836,"RX_EVENT,8,0,3259016409,32768,32768,32768,32768"
6.4203836,"COMMIT_EVENT,8,0,3259016409,3259022250,162799,1500,1500,1500,1500,1500,1500,1500,1500"
6.4409205,"RX_EVENT,9,0,3259037049,32768,32768,32768,32768"
6.4522341,"COMMIT_EVENT,9,0,3259037049,3259042249,162800,1500,1500,1500,1500,1500,1500,1500,1500"
6.4731762,"RX_EVENT,10,0,3259059559,32768,32768,32768,32768"
6.4731762,"COMMIT_EVENT,10,0,3259059559,3259062249,162801,1500,1500,1500,1500,1500,1500,1500,1500"
6.5076425,"RX_EVENT,11,0,3259091644,32768,32768,32768,32768"
6.5198512,"COMMIT_EVENT,11,0,3259091644,3259102250,162803,1500,1500,1500,1500,1500,1500,1500,1500"
6.5198512,"RX_EVENT,12,0,3259115021,32768,32768,32768,32768"
6.5317213,"COMMIT_EVENT,12,0,3259115021,3259122249,162804,1500,1500,1500,1500,1500,1500,1500,1500"
6.5435403,"RX_EVENT,13,0,3259139043,32768,32768,32768,32768"
6.5435403,"COMMIT_EVENT,13,0,3259139043,3259142249,162805,1500,1500,1500,1500,1500,1500,1500,1500"
6.579404,"RX_EVENT,14,0,3259162416,32768,32768,32768,32768"
6.5904553,"COMMIT_EVENT,14,0,3259162416,3259182249,162807,1500,1500,1500,1500,1500,1500,1500,1500"
6.5904553,"RX_EVENT,15,0,3259186729,32768,32768,32768,32768"
6.6108304,"COMMIT_EVENT,15,0,3259186729,3259202249,162808,1500,1500,1500,1500,1500,1500,1500,1500"
6.6108304,"RX_EVENT,16,0,3259206606,32768,32768,32768,32768"
6.6223926,"COMMIT_EVENT,16,0,3259206606,3259222249,162809,1500,1500,1500,1500,1500,1500,1500,1500"
6.6435654,"RX_EVENT,17,0,3259239152,32768,32768,32768,32768"
6.6550616,"COMMIT_EVENT,17,0,3259239152,3259242249,162810,1500,1500,1500,1500,1500,1500,1500,1500"
6.6774509,"RX_EVENT,18,0,3259262440,32768,32768,32768,32768"
6.6894636,"COMMIT_EVENT,18,0,3259262440,3259282249,162812,1500,1500,1500,1500,1500,1500,1500,1500"
6.6894636,"RX_EVENT,19,0,3259284875,32768,32768,32768,32768"
6.7004419,"COMMIT_EVENT,19,0,3259284875,3259302249,162813,1500,1500,1500,1500,1500,1500,1500,1500"
6.7216292,"RX_EVENT,20,0,3259307800,32768,32768,32768,32768"
6.7321194,"COMMIT_EVENT,20,0,3259307800,3259322249,162814,1500,1500,1500,1500,1500,1500,1500,1500"
6.7540212,"RX_EVENT,21,0,3259339463,32768,32768,32768,32768"
6.7540212,"COMMIT_EVENT,21,0,3259339463,3259342249,162815,1500,1500,1500,1500,1500,1500,1500,1500"
6.7658561,"RX_EVENT,22,0,3259361457,32768,32768,32768,32768"
6.7658561,"COMMIT_EVENT,22,0,3259361457,3259362249,162816,1500,1500,1500,1500,1500,1500,1500,1500"
6.7977885,"RX_EVENT,23,0,3259382579,32768,32768,32768,32768"
6.8085952,"COMMIT_EVENT,23,0,3259382579,3259402249,162818,1500,1500,1500,1500,1500,1500,1500,1500"
6.8286958,"RX_EVENT,24,0,3259415945,32768,32768,32768,32768"
6.8286958,"COMMIT_EVENT,24,0,3259415945,3259422249,162819,1500,1500,1500,1500,1500,1500,1500,1500"
6.8392117,"RX_EVENT,25,0,3259435995,32768,32768,32768,32768"
6.8614261,"COMMIT_EVENT,25,0,3259435995,3259442250,162820,1500,1500,1500,1500,1500,1500,1500,1500"
6.8614261,"RX_EVENT,26,0,3259456865,32768,32768,32768,32768"
6.8713599,"COMMIT_EVENT,26,0,3259456865,3259462249,162821,1500,1500,1500,1500,1500,1500,1500,1500"
6.9029962,"RX_EVENT,27,0,3259488446,32768,32768,32768,32768"
6.9029962,"COMMIT_EVENT,27,0,3259488446,3259502249,162823,1500,1500,1500,1500,1500,1500,1500,1500"
