event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.4438949,12.6938949,positive_first,positive,outbound,1,11
2,1,Aileron_L,0.15,12.6938949,13.9438949,positive_first,positive,outbound,2,11
3,1,Aileron_L,0.3,13.9438949,15.1938949,positive_first,positive,outbound,3,11
4,1,Aileron_L,0.5,15.1938949,16.4438949,positive_first,positive,outbound,4,11
5,1,Aileron_L,0.75,16.4438949,17.6938949,positive_first,positive,outbound,5,11
6,1,Aileron_L,1,17.6938949,18.9438949,positive_first,positive,outbound,6,11
7,1,Aileron_L,0.75,18.9438949,20.1938949,positive_first,positive,return,7,11
8,1,Aileron_L,0.5,20.1938949,21.4438949,positive_first,positive,return,8,11
9,1,Aileron_L,0.3,21.4438949,22.6938949,positive_first,positive,return,9,11
10,1,Aileron_L,0.15,22.6938949,23.9438949,positive_first,positive,return,10,11
11,1,Aileron_L,0,23.9438949,25.1938949,positive_first,positive,return,11,11
12,1,Aileron_L,-0,25.1938949,26.4438949,positive_first,negative,outbound,1,11
13,1,Aileron_L,-0.15,26.4438949,27.6938949,positive_first,negative,outbound,2,11
14,1,Aileron_L,-0.3,27.6938949,28.9438949,positive_first,negative,outbound,3,11
15,1,Aileron_L,-0.5,28.9438949,30.1938949,positive_first,negative,outbound,4,11
16,1,Aileron_L,-0.75,30.1938949,31.4438949,positive_first,negative,outbound,5,11
17,1,Aileron_L,-1,31.4438949,32.6938949,positive_first,negative,outbound,6,11
18,1,Aileron_L,-0.75,32.6938949,33.9438949,positive_first,negative,return,7,11
19,1,Aileron_L,-0.5,33.9438949,35.1938949,positive_first,negative,return,8,11
20,1,Aileron_L,-0.3,35.1938949,36.4438949,positive_first,negative,return,9,11
21,1,Aileron_L,-0.15,36.4438949,37.6938949,positive_first,negative,return,10,11
22,1,Aileron_L,-0,37.6938949,38.9438949,positive_first,negative,return,11,11
23,1,Aileron_L,-0,38.9438949,40.1938949,negative_first,negative,outbound,1,11
24,1,Aileron_L,-0.15,40.1938949,41.4438949,negative_first,negative,outbound,2,11
25,1,Aileron_L,-0.3,41.4438949,42.6938949,negative_first,negative,outbound,3,11
26,1,Aileron_L,-0.5,42.6938949,43.9438949,negative_first,negative,outbound,4,11
27,1,Aileron_L,-0.75,43.9438949,45.1938949,negative_first,negative,outbound,5,11
28,1,Aileron_L,-1,45.1938949,46.4438949,negative_first,negative,outbound,6,11
29,1,Aileron_L,-0.75,46.4438949,47.6938949,negative_first,negative,return,7,11
30,1,Aileron_L,-0.5,47.6938949,48.9438949,negative_first,negative,return,8,11
31,1,Aileron_L,-0.3,48.9438949,50.1938949,negative_first,negative,return,9,11
32,1,Aileron_L,-0.15,50.1938949,51.4438949,negative_first,negative,return,10,11
33,1,Aileron_L,-0,51.4438949,52.6938949,negative_first,negative,return,11,11
34,1,Aileron_L,0,52.6938949,53.9438949,negative_first,positive,outbound,1,11
35,1,Aileron_L,0.15,53.9438949,55.1938949,negative_first,positive,outbound,2,11
36,1,Aileron_L,0.3,55.1938949,56.4438949,negative_first,positive,outbound,3,11
37,1,Aileron_L,0.5,56.4438949,57.6938949,negative_first,positive,outbound,4,11
38,1,Aileron_L,0.75,57.6938949,58.9438949,negative_first,positive,outbound,5,11
39,1,Aileron_L,1,58.9438949,60.1938949,negative_first,positive,outbound,6,11
40,1,Aileron_L,0.75,60.1938949,61.4438949,negative_first,positive,return,7,11
41,1,Aileron_L,0.5,61.4438949,62.6938949,negative_first,positive,return,8,11
42,1,Aileron_L,0.3,62.6938949,63.9438949,negative_first,positive,return,9,11
43,1,Aileron_L,0.15,63.9438949,65.1938949,negative_first,positive,return,10,11
44,1,Aileron_L,0,65.1938949,66.4438949,negative_first,positive,return,11,11
45,2,Aileron_R,0,66.4438949,67.6938949,positive_first,positive,outbound,1,11
46,2,Aileron_R,0.15,67.6938949,68.9438949,positive_first,positive,outbound,2,11
47,2,Aileron_R,0.3,68.9438949,70.1938949,positive_first,positive,outbound,3,11
48,2,Aileron_R,0.5,70.1938949,71.4438949,positive_first,positive,outbound,4,11
49,2,Aileron_R,0.75,71.4438949,72.6938949,positive_first,positive,outbound,5,11
