threshold_m_s,n,wall_rate,safe_rate,mean_score,hard_failure_rate,floor_ceiling_rate,wrong_wall_rate,no_viable_rate
4.5,608,0.6447368421052632,0.7171052631578947,66.85901105497611,0.13815789473684212,0.1118421052631579,0.09868421052631579,0.05263157894736842
5.0,480,0.7083333333333334,0.8,70.29626490338848,0.175,0.14166666666666666,0.125,0.025
5.5,384,0.8541666666666666,0.9166666666666666,101.95060698023686,0.0625,0.03125,0.09375,0.020833333333333332
6.0,352,0.8522727272727273,0.9204545454545454,101.48345144170248,0.06818181818181818,0.03409090909090909,0.10227272727272728,0.011363636363636364
6.25,320,0.8375,0.9125,98.51749589732614,0.075,0.0375,0.1125,0.0125
6.5,288,0.9166666666666666,0.9305555555555556,114.00847552765657,0.05555555555555555,0.041666666666666664,0.027777777777777776,0.013888888888888888
6.75,256,0.90625,0.921875,111.88754768599404,0.0625,0.046875,0.03125,0.015625
7.0,256,0.90625,0.921875,111.88754768599404,0.0625,0.046875,0.03125,0.015625
